cluster_a	cluster_b	name_a	name_b	type_a	type_b	settlements_a	settlements_b	db_a	db_b	db_name_a	db_name_b	decision_a	decision_b	shared_hosts	jaccard	idf_score	shared_host_headings	pair_review_decision	flag
ORG-C00257_Q01	ORG-C00634	פֿאַרווערטס	קעסלערס סעקאָנד עוועניו טעאַטער	Journals/ Newspapers	Theatre	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	ניו יאָרק | ניו יאָרקער | ניו-יאָרק	692	128	פֿאַרווערטס	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	2	0.018	0.59	ליבּין, ז. [ישראל-זלמן הוּרוויטש] | שווייד, מאַרק [וואָלף-מרדכי]		
ORG-C00335_Q01	ORG-C04417	פֿריינד	לעמעל-שול	Journals/ Newspapers	Education	פּעטערבורג	ירושלים	1291	736	פֿריינד	לעמעל-שול	NEW	NEW	2	0.1	0.59	ליליענבלום, משה-לייב | פֿרומקין, אַברהם		
ORG-C00557	ORG-C01586	וואַרשעווער צענטראָל-טעאַטער	אסתר-רחל קאמינסקאַס טרופּע	Theatre	Traveling Company	וואַרשע | וואַרשעווער	ווילנע		297		Kaminska Troupe		ALIGN	2	0.062	0.59	בלומענטאַל, נייטאַן | לעווין, אַברהם		
ORG-C01640	ORG-C01903_Q01	ליטעראַרישע בלעטער	האַנדלס-שול	Journals/ Newspapers	Education	וואַרשע	לאָדזש	323		ליטעראַרישע בלעטער		ALIGN		2	0.095	0.59	בראָדערזאָהן, משה | לעיעלעס, א. [אַהרן גלאַנץ]		
ORG-C00515_Q01	ORG-C04796	טאַליאַ-טעאַטער	די דראַמאָווישע וועלט	Theatre	Journals/ Newspapers	ניו יאָרק | ניו-יאָרק | ניוּ-יאָרק | ניו־יאָרק		130		Thalia Theatre|Bowery Theatre		ALIGN		2	0.029	0.59	גערשאָי, מ. [משה גערשויג] | מינץ, מייקעל (מיכאל)		
ORG-C01640	ORG-C03145	ליטעראַרישע בלעטער	יונג יידיש	Journals/ Newspapers	Traveling Company	וואַרשע	לאָדז | לאָדזש	323	454	ליטעראַרישע בלעטער	Yung-yidish	ALIGN	ALIGN	2	0.105	0.59	בראָדערזאָהן, משה | ניימאַן, יחזקאל-משה		
ORG-C01640	ORG-C05000	ליטעראַרישע בלעטער	לאָדזשער יידישער פּרעסע	Journals/ Newspapers	Journals/ Newspapers	וואַרשע	לאָדזש	323		ליטעראַרישע בלעטער		ALIGN		2	0.125	0.59	בראָדערזאָהן, משה | ניימאַן, יחזקאל-משה		
ORG-C03145	ORG-C05000	יונג יידיש	לאָדזשער יידישער פּרעסע	Traveling Company	Journals/ Newspapers	לאָדז | לאָדזש	לאָדזש	454		Yung-yidish		ALIGN		2	0.4	0.59	בראָדערזאָהן, משה | ניימאַן, יחזקאל-משה		
ORG-C00180_Q01	ORG-C01027_Q01	יידישן קונסט-טעאַטער	אָמפיאָן-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	בריקלין | ניו יאָרק | ניו יאָָרק | ניו-יאָרק	1459	186	יידישן קונסט-טעאַטער (ניו יאָרק)	Amphion Theatre	ALIGN	ALIGN	2	0.019	0.59	אַדלער צילע | גאָלדענבורג, סעמיועל [שלום גאָלדשטיין]		
ORG-C00180_Q01	ORG-C04498	יידישן קונסט-טעאַטער	פילאדעלפֿיער גאָרדען-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	פילאדעלפֿיער | פֿילאַדעלפיע | פֿילאַדעלפֿיע | פֿילאָדעלפֿיע	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.02	0.59	אַדלער צילע | פֿרידלענדער, עדוואַרד		
ORG-C01171	ORG-C05132	זאַנדבערג	ווייספעלדס טרופּע	Traveling Company		וואַרשע | לאָדזש | לאָדזש	וואַרשע	455	483	זאַנדבערגס טרופּע	ווייספעלדן	ALIGN	ALIGN	2	0.095	0.59	אַריעל, חיים דוד | שימאַנסקי (סיימאַן], אַברהם-שמואל		
ORG-C00207	ORG-C00661_Q01	חדר	ראָיאַל-טעאַטער	Education	Theatre	ווילנע | קלעשטשעל	יאָהאַניסבורג | יאָהאָניסבורג					DESCRIPTIVE		2	0.034	0.59	באָטוויניק, בערל | זילבערמאַן, מאָריס, דר		
ORG-C00270	ORG-C00338_Q01	יידישע טעאַטריקל עלייענס	ליריק-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו-יאָרק	ברוקלין	1524	176	יידישע טעאַטריקל עלייענס	ליריק-טעאַטער	NEW	ALIGN	2	0.025	0.59	גילראָד לואי | זילבערט ראָזאַ		
ORG-C00180_Q01	ORG-C01220	יידישן קונסט-טעאַטער	דזשואיש וועלפעיר באַאַרד	Theatre	Welfare/Aid organization	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק		1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		2	0.02	0.59	גראָסמאַן, שלמה | העריס, אַל.		
ORG-C00180_Q01	ORG-C00595	יידישן קונסט-טעאַטער	פּראָספּעקט-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק	1459	364	יידישן קונסט-טעאַטער (ניו יאָרק)	Prospect Theatre	ALIGN	ALIGN	2	0.014	0.59	ראָזענטאַל, מאַקס | פֿרידלענדער, עדוואַרד		
ORG-C00160_Q01	ORG-C00539	יידישער קונסט טעאַטער	טאָג	Theatre	Journals/ Newspapers	ניו יאָרק | ניו יאָרק | ניו-יאָרק	וואַרשע | ווילנע | ניו יאָרק | ניו-יאָרק | פּעטערבורג | קראקע | פֿילאַדעלפיע	443	216	Yiddish Art Theatre	טאָג	ALIGN	ALIGN	2	0.03	0.59	פישזאָן, מישאַ [משה כאָסידמאַן] | קרישטאָל, לעאָן [לייב]		
ORG-C00174_Q01	ORG-C00838	צוקונפט	פֿאָרויס	Journals/ Newspapers	Journals/ Newspapers	נ. י | נ. י. | ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק		225		Di tsukunft- די צוקונפט		ALIGN		2	0.049	0.589	באַסטאָמסקי, אהרן | פּערענסאָן, משה		
ORG-C00194	ORG-C00384	טעאַטער מיטרע	יידישער אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	בוענאָס איירעס	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	1826	442	טעאַטער מיטרע	Yiddish artists union	NEW	ALIGN	2	0.017	0.589	וויטלער, בן ציון | לערער שפרה		
ORG-C00369_Q01	ORG-C00384	באַראַן הירש-שול	יידישער אַקטיאָרן-יוניע	Education	Theatre-related Society/ Union	ווין | סאָסאָוו	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע		442		Yiddish artists union		ALIGN	2	0.017	0.589	קלעטער, מאַקס | שוואַרץ, מאָריס [אַברהם משה]		
ORG-C00019	ORG-C05160	קיעווער יידישן מלוכה-טעאַטער	גאָלדפֿאַדענס טרופּע		Traveling Company	קאָקאַנד | קאָקאנד | קיעוו	אָדעס | בּוקאַרעסט | באקאו | בוקאַרעסט | בוקאָרעסט | ביעלאָצערקאָוו | גאַלאַץ | וואַרשע | טשערקאָס | יאָס | כאַרקאָוו | פּעטערבורג | פאַריז	515	42	קיעווער יידישן מלוכה-טעאַטער	טרופּע ציפקוס	ALIGN	ALIGN	2	0.036	0.589	ווייסמאַן, הערש | ליבּערט, יאַנקעוו		
ORG-C00316	ORG-C05160	מישוראָטס טרופּע	גאָלדפֿאַדענס טרופּע	Traveling Company	Traveling Company	אומאַן | זשיטאָמיר | קאָכאָווקע	אָדעס | בּוקאַרעסט | באקאו | בוקאַרעסט | בוקאָרעסט | ביעלאָצערקאָוו | גאַלאַץ | וואַרשע | טשערקאָס | יאָס | כאַרקאָוו | פּעטערבורג | פאַריז	758	42	טרופּע פון מישוראַט	טרופּע ציפקוס	ALIGN	ALIGN	2	0.051	0.589	ווייסמאַן, הערש | עדעלמאַן, וואָלף		
ORG-C00335_Q01	ORG-C01978	פֿריינד	דאָס לעבען	Journals/ Newspapers	Journals/ Newspapers	פּעטערבורג	פּעטערבורג	1291	1293	פֿריינד	דאָס לעבען	NEW	NEW	2	0.095	0.589	שאַפֿיר, בערל | פֿייגענבערג, רחל		
ORG-C01305	ORG-C03415	לאָדזער טאַגעבלאַט	נייעם לאָדזער מאָרגענבלאַט	Journals/ Newspapers	Journals/ Newspapers	לאָדז | לאָדזער | לאָדזש	לאָדזש	1523		לאָדזער טאַגעבלאַט		NEW		2	0.167	0.589	אַבאָזשאַנעק, יעקב | קאַהאַן ישראל [אַברהם]		
ORG-C02618	ORG-C03415	נייער פאָלקסבלאַט	נייעם לאָדזער מאָרגענבלאַט	Journals/ Newspapers	Journals/ Newspapers	לאָדזש	לאָדזש	1797		נייער פאָלקסבלאַט		NEW		2	0.5	0.589	אַבאָזשאַנעק, יעקב | קאַהאַן ישראל [אַברהם]		
ORG-C01053_Q01	ORG-C01721	ליריק	לענאָקס	Theatre	Theatre	ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו-יאָרק		140		Lenox Theater		ALIGN	2	0.125	0.589	טוכמאַן, ליזאַ [קיידאַן] | מאַלץ, פֿיליפּ		
ORG-C00029	ORG-C02682	קאַמינסקי	ליפּאָווסקי	Traveling Company	Traveling Company	אָדעס | וואַרשע | יעקאַטערינאָסלאָוו | לאָדזש	באָברויסק | ווילנע | לאָדזש | ליבאַווע | ריגע	147	759	Kaminski's Theatre	ליפּאָווסקיס טרופּע	ALIGN	ALIGN	2	0.042	0.589	אָבּערבּערג, אַדאָלף | קאָוואָלסקי, מתתיהן		
ORG-C00353	ORG-C03903_Q01	אוירווינג פלייס טעאַטער	ליבערטי	Theatre	Theatre	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	ניו יאָרק	116	316	Irwing Place (Deutsches) Theatre	Liberty Theatre	ALIGN	ALIGN	2	0.024	0.589	גאָלדשטיין, איידא | וויינטרויב, זיגמונט		
ORG-C00160_Q01	ORG-C00635_Q01	יידישער קונסט טעאַטער	פּאָבליק-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	443	365	Yiddish Art Theatre	Public Theatre (Folks Theatre)	ALIGN	ALIGN	2	0.028	0.589	פינקעל, בעלאַ | רובין, מנחם [עקהייזער קייזער]		
ORG-C02304	ORG-C02371	קול מבשר	המגיד	Journals/ Newspapers	Journals/ Newspapers		לייפּציג							2	0.133	0.588	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש] | פינקעלשטיין ישעיה מאיר		
ORG-C00179	ORG-C03949	קונסט-רינג	שיקאַגער לאָנדייל-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו-יאָרק	שיקאַגאָ | שיקאַגער | שיקאָגער	306	308	קונסט-רינג	Lawndale Theatre	ALIGN	ALIGN	2	0.08	0.588	טייטעלבוים, אַברהם (=שלום, סעם) | טיקמאַן, יעקב		
ORG-C00384	ORG-C04169	יידישער אַקטיאָרן-יוניע	גיבסאָן-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	פֿילאַדעלפיע | פֿילאָדעלפֿיע | פֿילאָרעלפיע	442		Yiddish artists union		ALIGN		2	0.018	0.588	דיקשטיין, סאול | ירדני, מרדכי [מאָטל שערמאַן]		
ORG-C00829_Q01	ORG-C04169	די אידישע וועלט	גיבסאָן-טעאַטער	Journals/ Newspapers	Theatre	פֿילאָדעלפֿיע | פילאָדעלפיע | פילאדעלפיע | פֿילאַדעלפיע | פֿילאָדעלפיע | פֿילאָדעלפֿיע	פֿילאַדעלפיע | פֿילאָדעלפֿיע | פֿילאָרעלפיע	1809		די אידישע וועלט (פֿילאָדעלפֿיע)		NEW		2	0.133	0.588	דיקשטיין, סאול | ירדני, מרדכי [מאָטל שערמאַן]		
ORG-C00633_Q01	ORG-C02214	פּיפּלס-טעאַטער	רומעניע אָפּערע האָוז	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	ניו יאָרק | ניו-יאָרק	120		People's Theatre NY		ALIGN		2	0.024	0.588	פינקעל, עמאַ [טאָמאַשעווסקי] | קעסלער, דוד		
ORG-C00338_Q01	ORG-C00634	ליריק-טעאַטער	קעסלערס סעקאָנד עוועניו טעאַטער	Theatre	Theatre	ברוקלין	ניו יאָרק | ניו יאָרקער | ניו-יאָרק	176	128	ליריק-טעאַטער	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	2	0.028	0.588	קאָהן, ס. ה. [נודעלמאַן] | קעסלער, דוד		
ORG-C00266_Q01	ORG-C00593_Q01	מעקינלי סקווער טעאַטער	האָפּקינסאָן	Theatre	Theatre	בראַנקס | בראַנקסער | בראָנסקער | בראָנקס	ניו יאָרק | ניו יאָרק	1525	282	מעקינלי סקווער טעאַטער	Hopkinson Theatre	NEW	ALIGN	2	0.057	0.586	גאָלדקנאָפּ, אַברהם דר. | פּאָלאַנד, טאַניאַ		
ORG-C00103	ORG-C00190_Q01	ווילנער טרופּע	פֿאָלקסבינע	Company on Tour	Theatre	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	ניו יאָרק | ניו-יאָרק	551		ווילנער טרופּע		ALIGN		2	0.01	0.586	ווענדאָרף, לאהלע [וואַסערמאַן] | קאָדיסאָן, לייב [שוסטער]		
ORG-C00005	ORG-C01608	פאַוויליאָן-טעאַטער	די צייט	Theatre		וואַרשע | טשערנאָוויץ | לאָנדאָן | שיקאַגאָ	וואַרשע | ווארשע | לאָנדאָן	467	637	בלויען פויגל	די צייט	UNCLUSTER	NEW	2	0.029	0.586	שאַיאַק, יהודה-הערש | פֿיינמאַן, דיינע		
ORG-C00238	ORG-C00890	פֿאָלקס-שול	שטראַמער-טרופּע	Education	Traveling Company	וואַרשע | לאָדזש | לעמבערג | נאָוואָסעליץ | סיגעט | פּאַריז	מונקאַטש		395		שטראַמער-טרופּע	SPLIT	ALIGN	2	0.05	0.586	טוניס, הערמאַן [חיים-הערש אָווענד] | פֿראַנצאָז, זכריה [פּראַנקאָווסקי]		
ORG-C00378	ORG-C02149_Q01	אַרטש סטריט טעאַטער	רומעניע-אָפּערע-הויז	Theatre	Theatre	פֿילאַדעלפיע | פולאדעלפיע | פילאַדעלפיע | פילאָדעלפיע | פֿילאַדעלפיע | פֿילאַדעלפֿיע | פֿילאַדעלפֿיער | פֿילאַָעלפֿיער | פֿילאָדעלפיע | פֿילאָדעלפֿיע | פֿילאָדעלפֿיער | פֿילאדעלפיע | פֿילאדעלפֿייע | פֿילאדעלפֿיע | פֿילאדעלפֿיער	ניו יאָרק | ניו יארק | ניו-יאָרק	190	125	Arch Street Theatre	Roumanian Opera House|Central Theatre	ALIGN	ALIGN	2	0.031	0.586	ווייסמאַן, דאָראַ | פֿיינמאַן, דיינע		
ORG-C00103	ORG-C02320	ווילנער טרופּע	טאָמאָשעווסקי	Company on Tour	Traveling Company	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	טאַראַנטאָ | לאָס אַנדזשעלאָס | ניו יאָרק | פּאַריז | פֿילאָדעלפיע	551	334	ווילנער טרופּע	Mike Thomashefsky Troupe	ALIGN	ALIGN	2	0.011	0.586	בליפעלד יצחק | שאַפּיראָ, אַננאַ (עני)		
ORG-C00178_Q01	ORG-C02320	נייער יידישער טעאַטער	טאָמאָשעווסקי	Theatre	Traveling Company	ריגע | ריגער	טאַראַנטאָ | לאָס אַנדזשעלאָס | ניו יאָרק | פּאַריז | פֿילאָדעלפיע	1026	334	נייער יידישער טעאַטער	Mike Thomashefsky Troupe	NEW	ALIGN	2	0.071	0.586	רובין, גרשון | שאַפּיראָ, אַננאַ (עני)		
ORG-C00360_Q03	ORG-C00682	האָפּקינסאָן-טעאַטער	סעקאָנד עוועניו טעאַטער	Theatre	Theatre	בראַנזווייל | בראַנזוויל | בראָנזוויל | כראַנזוויל	New York | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	282	128	Hopkinson Theatre	סעקאָנד עוועניו טעאַטער	NEW	ALIGN	2	0.021	0.586	אויערבאַך, בּאָריס [בן-ציון] | סקולניק, מנשה		
