n	play	page	line_id	offset	span	line	url
14	Lateiner_Meshumed	0010_22571170.xml	line_1605455899757_1653	11	עכיל שרה סענדיר קינדער	קומטאראן. מעכיל שרה סענדיר קינדער	https://app.transkribus.org/collection/2372172/doc/534187/detail/10
15	Lateiner_Meshumed	0010_22571170.xml	line_1605455919906_1668	0	(אלע ווינטשען מזל טב)	(אלע ווינטשען מזל טב)	https://app.transkribus.org/collection/2372172/doc/534187/detail/10
16	Lateiner_Meshumed	0010_22571170.xml	line_1605455941310_1688	9	(קושען זיך)	אונזערער (קושען זיך)	https://app.transkribus.org/collection/2372172/doc/534187/detail/10
17	Lateiner_Meshumed	0010_22571170.xml	line_1605455963293_1703	56	(וויל געהן)	שרה | אט געה איך אראנטרוגען פֿרישען בראנפֿען פֿון קעלער (וויל געהן)	https://app.transkribus.org/collection/2372172/doc/534187/detail/10
18	Lateiner_Meshumed	0011_22571171.xml	r2l19	0	.R/II Zingen pintale id	.R/II Zingen pintale id	https://app.transkribus.org/collection/2372172/doc/534187/detail/11
19	Lateiner_Meshumed	0011_22571171.xml	r1l3	9	לויפֿט ענטגעגען	קומט ער (לויפֿט ענטגעגען)	https://app.transkribus.org/collection/2372172/doc/534187/detail/11
20	Lateiner_Meshumed	0012_22571172.xml	line_1605457179314_2295	0	(פֿיהרט איהם)	(פֿיהרט איהם)	https://app.transkribus.org/collection/2372172/doc/534187/detail/12
21	Lateiner_Meshumed	0014_22571174.xml	TextRegion_1606043156210_62l11	65	(קניעט)	לובאוו. | ניין! ניט מיין סקלאווע נור מיין הערר זאלסטו זיין. אונד (קניעט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/14
22	Lateiner_Meshumed	0014_22571174.xml	TextRegion_1606043156210_62l14	12	(אומארמוננג)	אונד עוויג. (אומארמוננג)	https://app.transkribus.org/collection/2372172/doc/534187/detail/14
23	Lateiner_Meshumed	0014_22571174.xml	line_1606069307817_102	36	(לויט)	ניקיטין. | (אפארט) קאנאליע פראקלאטא (לויט) איזוואניטיע איך האב	https://app.transkribus.org/collection/2372172/doc/534187/detail/14
24	Lateiner_Meshumed	0014_22571174.xml	TextRegion_1606043156210_62l21	29	(אפ)	ניקיטיוו | אט שען פרייייטנאה (אפ) אך דוא זשידאווקסקא	https://app.transkribus.org/collection/2372172/doc/534187/detail/14
25	Lateiner_Meshumed	0015_22571175.xml	r1l13	28	(מען הערט געזאנג ער געהט ניכט צום	און ער ווירד מיך אויסלאכען. (מען הערט געזאנג ער געהט ניכט צום	https://app.transkribus.org/collection/2372172/doc/534187/detail/15
26	Lateiner_Meshumed	0015_22571175.xml	line_1606071769705_587	0	קלאס	קלאס)	https://app.transkribus.org/collection/2372172/doc/534187/detail/15
27	Lateiner_Meshumed	0015_22571175.xml	r1l15	44	(ער ציטערט)	דוא בעגראבסט יעצט דען לעצטין פֿונק ידישקייט (ער ציטערט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/15
28	Lateiner_Meshumed	0015_22571175.xml	r1l17	19	(שלעפט זיך צו צו דער טיהור און עפֿענט זיא	צו דער טיהר צוגעהן (שלעפט זיך צו צו דער טיהור און עפֿענט זיא) אה	https://app.transkribus.org/collection/2372172/doc/534187/detail/15
29	Lateiner_Meshumed	0015_22571175.xml	r1l20	34	(פֿאלט און קירכע. זינגט מען פֿארטא	גיט מיר צוריק מיין קינד גיט מיר. (פֿאלט און קירכע. זינגט מען פֿארטא)	https://app.transkribus.org/collection/2372172/doc/534187/detail/15
30	Lateiner_Meshumed	0016_22571176.xml	line_1606072634391_860	6	(איין צימער בא מעכלין. געדעקטע טישען. ברענען דיע לעכט. פֿראטיג צי נאכטס)	IIR | (איין צימער בא מעכלין. געדעקטע טישען. ברענען דיע לעכט. פֿראטיג צי נאכטס)	https://app.transkribus.org/collection/2372172/doc/534187/detail/16
31	Lateiner_Meshumed	0019_22571179.xml	line_1606074229787_1777	0	(זינגען קידוש)	(זינגען קידוש) R.II	https://app.transkribus.org/collection/2372172/doc/534187/detail/19
32	Lateiner_Meshumed	0020_22571180.xml	r2l6	13	עצען זיך מע קלאפט)	כהר | אמן. (זעצען זיך מע קלאפט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/20
33	Lateiner_Meshumed	0020_22571180.xml	r2l12	0	יוסף. בלייבט שטעהן ביי דער טיהר.	יוסף. בלייבט שטעהן ביי דער טיהר.	https://app.transkribus.org/collection/2372172/doc/534187/detail/20
34	Lateiner_Meshumed	0020_22571180.xml	line_1606074510953_2005	0	קאָר	קאָר	https://app.transkribus.org/collection/2372172/doc/534187/detail/20
35	Lateiner_Meshumed	0020_22571180.xml	r2l23	9	(וויל געהן.)	איין דאך. (וויל געהן.)	https://app.transkribus.org/collection/2372172/doc/534187/detail/20
36	Lateiner_Meshumed	0020_22571180.xml	r1l13	9	(טוט אויס דיר היטעל)	גור ניט. (טוט אויס דיר היטעל) גאספאדין איוואן איוואנעוויטש	https://app.transkribus.org/collection/2372172/doc/534187/detail/20
37	Lateiner_Meshumed	0021_22571181.xml	line_1606075298943_2279	14	(וויינט) (מוזיק שטורם)	קינד. | מאמאשא (וויינט) (מוזיק שטורם) IIR מעלאדראמע R.II	https://app.transkribus.org/collection/2372172/doc/534187/detail/21
38	Lateiner_Meshumed	0021_22571181.xml	line_1606075298943_2279	42	מעלאדראמע	קינד. | מאמאשא (וויינט) (מוזיק שטורם) IIR מעלאדראמע R.II	https://app.transkribus.org/collection/2372172/doc/534187/detail/21
39	Lateiner_Meshumed	0021_22571181.xml	line_1606075003239_2058	29	(סאלדאטען שלעפען זיי אלע ארויס)	ניקיטין. | וויא וואדיט ווסעך (סאלדאטען שלעפען זיי אלע ארויס)	https://app.transkribus.org/collection/2372172/doc/534187/detail/21
40	Lateiner_Meshumed	0021_22571181.xml	line_1606075097782_2148	9	(וויל איהם ווארפֿען א בענקעל. שרייט)	יוסיף. | (וויל איהם ווארפֿען א בענקעל. שרייט) מאלטשאט. מערזאוויעץ סקאטינא	https://app.transkribus.org/collection/2372172/doc/534187/detail/21
41	Lateiner_Meshumed	0022_22571182.xml	r2l3	14	(ווארפֿט זיך אויף איהם. אסיפ ווארפֿט)	פראקלאטעי זשיד (ווארפֿט זיך אויף איהם. אסיפ ווארפֿט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/22
42	Lateiner_Meshumed	0022_22571182.xml	r2l4	0	איהם צוריק. ניקיטין חאפט זעסעל. אסיפ שיעסט איהם. ער פֿאלט )	איהם צוריק. ניקיטין חאפט זעסעל. אסיפ שיעסט איהם. ער פֿאלט )	https://app.transkribus.org/collection/2372172/doc/534187/detail/22
43	Lateiner_Meshumed	0022_22571182.xml	r2l16	5	(לויפֿט אראן פֿאלט ניעדער)	אסיפ (לויפֿט אראן פֿאלט ניעדער)	https://app.transkribus.org/collection/2372172/doc/534187/detail/22
44	Lateiner_Meshumed	0023_22571183.xml	line_1607701366451_319	0	סטאטיסטען	סטאטיסטען. באלם. אסיפ	https://app.transkribus.org/collection/2372172/doc/534187/detail/23
45	Lateiner_Meshumed	0023_22571183.xml	line_1607701366451_319	11	באלם	סטאטיסטען. באלם. אסיפ	https://app.transkribus.org/collection/2372172/doc/534187/detail/23
46	Lateiner_Meshumed	0024_22571184.xml	line_1607703188417_1387	9	(קלינגט אלעס שטעהט אויף)	ריכטיר. | (קלינגט אלעס שטעהט אויף) פא אוקאז יעווא אימפעראטערסקאייא	https://app.transkribus.org/collection/2372172/doc/534187/detail/24
47	Lateiner_Meshumed	0024_22571184.xml	r3l13	21	(מען פֿיהרט איהם צום גאלגען. ער טוהט איהם און)	פֿערורטיילט צום טאט. (מען פֿיהרט איהם צום גאלגען. ער טוהט איהם און)	https://app.transkribus.org/collection/2372172/doc/534187/detail/24
48	Lateiner_Meshumed	0024_22571184.xml	r3l14	0	(דיע שטריק)	(דיע שטריק)	https://app.transkribus.org/collection/2372172/doc/534187/detail/24
49	Lateiner_Meshumed	0024_22571184.xml	line_1607703237609_1429	8	(מיט א פאפיער)	גרעגואר (מיט א פאפיער) R.I	https://app.transkribus.org/collection/2372172/doc/534187/detail/24
50	Lateiner_Meshumed	0024_22571184.xml	line_1607702333685_869	1	אלע רייכען זיך דיע הענדע. מוזיק מארסעליעזע	(אלע רייכען זיך דיע הענדע. מוזיק מארסעליעזע)	https://app.transkribus.org/collection/2372172/doc/534187/detail/24
51	Lateiner_Meshumed	0025_22571185.xml	line_1607702913666_1210	14	(קאהר זינגט)	יעקב מעכעל שרה (קאהר זינגט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/25
52	Lateiner_Meshumed	0025_22571185.xml	line_1607703009540_1268	11	אלס גייסטליכיר אונטער זייא	XX | אסיפ (אלס גייסטליכיר אונטער זייא)	https://app.transkribus.org/collection/2372172/doc/534187/detail/25
53	Lateiner_Meshumed	0025_22571185.xml	line_1607702825164_1158	25	(אלע הייבען זיך אויף אויסער שרה)	פאליציי. | פאדאם בראַטצי (אלע הייבען זיך אויף אויסער שרה)	https://app.transkribus.org/collection/2372172/doc/534187/detail/25
54	Lateiner_Meshumed	0026_22571186.xml	r2l7	8	(פֿארזיכטיג)	אסיפ. | (פֿארזיכטיג) רבי איך בין ניט דער וואס אייך שיינט. איך בין קיין	https://app.transkribus.org/collection/2372172/doc/534187/detail/26
55	Lateiner_Meshumed	0026_22571186.xml	r2l14	6	|(דעסמארקירט זיך)	אסיפ. |(דעסמארקירט זיך) היער בין איך דיין יוסיף דיין זאהן.	https://app.transkribus.org/collection/2372172/doc/534187/detail/26
56	Lateiner_Meshumed	0026_22571186.xml	r2l15	31	(אומארמען. לאנגע פויזע)	יעקב. | מיין זאהן! מיין יאסיף! (אומארמען. לאנגע פויזע)	https://app.transkribus.org/collection/2372172/doc/534187/detail/26
57	Lateiner_Meshumed	0026_22571186.xml	r1l18	24	(זינגען)	יעקב. | גאטט העלף אונז. (זינגען)	https://app.transkribus.org/collection/2372172/doc/534187/detail/26
58	Lateiner_Meshumed	0027_22571187.xml	r1l7	15	וויעדער זעהן |	אדיע אויפֿיס | וויעדער זעהן |	https://app.transkribus.org/collection/2372172/doc/534187/detail/27
59	Lateiner_Meshumed	0027_22571187.xml	r1l24	21	יקיטין סאלדאטען	(צימער ביי ליובאוו) ניקיטין סאלדאטען	https://app.transkribus.org/collection/2372172/doc/534187/detail/27
60	Lateiner_Meshumed	0028_22571188.xml	r1l40	5	(אלס גייסטליכער)	אסיפ (אלס גייסטליכער)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
61	Lateiner_Meshumed	0028_22571188.xml	r1l40	0	אסיפ	אסיפ (אלס גייסטליכער)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
62	Lateiner_Meshumed	0028_22571188.xml	line_1608753985232_1391	33	(שטעלט אונטער א האנד. ניקיטין גיט איהם)	אסיפ | בלאגאסלאווא טעבי גאספאדא. (שטעלט אונטער א האנד. ניקיטין גיט איהם)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
63	Lateiner_Meshumed	0028_22571188.xml	r1l44	0	א קוש. און א מונצע)	א קוש. און א מונצע)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
64	Lateiner_Meshumed	0028_22571188.xml	line_1608753718738_1215	11	(אפ)	ניקיטין. | (אפ) סטופייא איך שטארטא (אב)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
65	Lateiner_Meshumed	0028_22571188.xml	line_1608753703416_1200	61	(בעמערקט אסיפען. גיט איהם א)	ליובאוו. | גאטט זיי דאנק דאס איך בין פֿאן איהם לאז גיווארען. (בעמערקט אסיפען. גיט איהם א)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
66	Lateiner_Meshumed	0028_22571188.xml	r1l16	1	מינצע און א קוש	(מינצע און א קוש) נון וואס נאך פֿערלאנגען זיא?	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
67	Lateiner_Meshumed	0028_22571188.xml	r1l24	30	(דעמאסקירט זיך)	אסיפ. | ווילסטו ווירקליך ניכט? (דעמאסקירט זיך)	https://app.transkribus.org/collection/2372172/doc/534187/detail/28
68	Lateiner_Meshumed	0029_22571189.xml	line_1608658790131_696	0	ניקיטין	ניקיטין שפיאן	https://app.transkribus.org/collection/2372172/doc/534187/detail/29
69	Lateiner_Meshumed	0029_22571189.xml	line_1608658790131_696	8	שפיאן	ניקיטין שפיאן	https://app.transkribus.org/collection/2372172/doc/534187/detail/29
70	Lateiner_Meshumed	0030_22571190.xml	line_1608658493617_582	30	(גיט פאפיר)	אללעס איז דייטליך פֿערשריעבען (גיט פאפיר).	https://app.transkribus.org/collection/2372172/doc/534187/detail/30
71	Lateiner_Meshumed	0030_22571190.xml	r1l31	0	פאליציסט גייסטליכער	פאליציסט גייסטליכער	https://app.transkribus.org/collection/2372172/doc/534187/detail/30
72	Lateiner_Meshumed	0030_22571190.xml	r1l34	31	(וויל רייסין)	ניקיט | הערונטיר מיט דער בורד. (וויל רייסין)	https://app.transkribus.org/collection/2372172/doc/534187/detail/30
73	Lateiner_Meshumed	0031_22571191.xml	r1l5	0	(קושט האנד)	(קושט האנד)	https://app.transkribus.org/collection/2372172/doc/534187/detail/31
74	Lateiner_Meshumed	0031_22571191.xml	r1l13	1	ניחיליסטין כהרי	(ניחיליסטין כהרי)	https://app.transkribus.org/collection/2372172/doc/534187/detail/31
75	Lateiner_Meshumed	0031_22571191.xml	r1l15	0	אסיפ	אסיפ	https://app.transkribus.org/collection/2372172/doc/534187/detail/31
76	Lateiner_Meshumed	0031_22571191.xml	r1l33	0	שפיאן	שפיאן	https://app.transkribus.org/collection/2372172/doc/534187/detail/31
77	Lateiner_Meshumed	0032_22571192.xml	r1l26	22	(לערם)	איינע פאליציי שפיאען. (לערם)	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
78	Lateiner_Meshumed	0032_22571192.xml	r1l33	0	פאליציי	פאליציי סאלד.	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
79	Lateiner_Meshumed	0032_22571192.xml	r1l33	8	סאלד	פאליציי סאלד.	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
80	Lateiner_Meshumed	0032_22571192.xml	r1l5	19	(לויפֿט צו דער טיהר)	שפיאן | האלט איין! (לויפֿט צו דער טיהר)	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
81	Lateiner_Meshumed	0032_22571192.xml	r1l22	8	(ווארפֿט איהם צו באדין)	פאליצ. | (ווארפֿט איהם צו באדין) זא דוא הונד	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
82	Lateiner_Meshumed	0032_22571192.xml	r1l32	31	(מי פֿיהרט איהם וועק)	אסיפ. | דיך אונשעדליך צו מאכען. (מי פֿיהרט איהם וועק)	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
83	Lateiner_Meshumed	0032_22571192.xml	r1l36	4	כהר זינגט.	RII כהר זינגט.	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
84	Lateiner_Meshumed	0032_22571192.xml	line_1608658086005_448	10	סאלדאטען איבערפֿאלין דאס הויז. מי שיעסט	ניקיטין | סאלדאטען איבערפֿאלין דאס הויז. מי שיעסט	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
85	Lateiner_Meshumed	0032_22571192.xml	r1l41	0	און מי פֿעכט זיך ניקיטין חאפט אסיפען.	און מי פֿעכט זיך ניקיטין חאפט אסיפען.	https://app.transkribus.org/collection/2372172/doc/534187/detail/32
86	Lateiner_Meshumed	0033_22571193.xml	r2l5	1	אסיפ ליגט אוף באדען	(אסיפ ליגט אוף באדען)	https://app.transkribus.org/collection/2372172/doc/534187/detail/33
87	Lateiner_Meshumed	0034_22571194.xml	r1l12	16	(מע הערט שטימען)	דעריק מיין ברוסט (מע הערט שטימען) מאן קומט	https://app.transkribus.org/collection/2372172/doc/534187/detail/34
88	Lateiner_Meshumed	0034_22571194.xml	r1l21	10	און ברוט שלייער	ליובאוו. (און ברוט שלייער)	https://app.transkribus.org/collection/2372172/doc/534187/detail/34
89	Lateiner_Meshumed	0034_22571194.xml	r1l21	0	ליובאוו	ליובאוו. (און ברוט שלייער)	https://app.transkribus.org/collection/2372172/doc/534187/detail/34
90	Lateiner_Meshumed	0035_22571195.xml	r1l16	15	(פֿאלט אין זייניר ארמס)	טרייע ליובאוו. (פֿאלט אין זייניר ארמס)	https://app.transkribus.org/collection/2372172/doc/534187/detail/35
91	Lateiner_Meshumed	0035_22571195.xml	r1l17	8	(ווארפֿט ליובאווען)	ניקיטין (ווארפֿט ליובאווען)	https://app.transkribus.org/collection/2372172/doc/534187/detail/35
92	Lateiner_Meshumed	0035_22571195.xml	r1l17	0	ניקיטין	ניקיטין (ווארפֿט ליובאווען)	https://app.transkribus.org/collection/2372172/doc/534187/detail/35
93	Lateiner_Meshumed	0036_22571196.xml	r2l3	20	(צו יאסיפ)	ליובאוו. | פֿערטיג. (צו יאסיפ) יעצט געה.	https://app.transkribus.org/collection/2372172/doc/534187/detail/36
94	Lateiner_Meshumed	0036_22571196.xml	r1l9	44	(גיט אים רעווילוויר)	פֿילייכט אזיט עס פֿיר דיך נאך ניט צו שפעהט. (גיט אים רעווילוויר)	https://app.transkribus.org/collection/2372172/doc/534187/detail/36
95	Lateiner_Meshumed	0036_22571196.xml	r1l19	7	(לויפֿט אונטער שליידירט איהם שטיקט איהם און שיעסט איהם)	אסיפ. | (לויפֿט אונטער שליידירט איהם שטיקט איהם און שיעסט איהם)	https://app.transkribus.org/collection/2372172/doc/534187/detail/36
96	Lateiner_Meshumed	0037_22571197.xml	line_1608636937440_262	26	(שיסט זיך. פֿאלט)	דיך. איך שטערבע פֿיר דיך. (שיסט זיך. פֿאלט)	https://app.transkribus.org/collection/2372172/doc/534187/detail/37
97	Lateiner_Meshumed	0037_22571197.xml	r1l5	27	(מיט א זאק)	א סטריט אין נע יארק. מעכיל (מיט א זאק)	https://app.transkribus.org/collection/2372172/doc/534187/detail/37
98	Lateiner_Meshumed	0037_22571197.xml	r1l5	0	א סטריט אין נע יארק	א סטריט אין נע יארק. מעכיל (מיט א זאק)	https://app.transkribus.org/collection/2372172/doc/534187/detail/37
99	Lateiner_Meshumed	0037_22571197.xml	r1l5	21	מעכיל	א סטריט אין נע יארק. מעכיל (מיט א זאק)	https://app.transkribus.org/collection/2372172/doc/534187/detail/37
100	Lateiner_Meshumed	0037_22571197.xml	r1l19	10	(זעצט זיך)	אוברוהען. (זעצט זיך) א מיחיי גור נישטו	https://app.transkribus.org/collection/2372172/doc/534187/detail/37
101	Lateiner_Meshumed	0038_22571198.xml	r2l1	0	פֿאליסמאן.	פֿאליסמאן.	https://app.transkribus.org/collection/2372172/doc/534187/detail/38
102	Lateiner_Meshumed	0038_22571198.xml	r2l23	0	מעכיל	מעכיל	https://app.transkribus.org/collection/2372172/doc/534187/detail/38
103	Lateiner_Meshumed	0038_22571198.xml	r1l17	0	אמעריקאנער יוד	אמעריקאנער יוד	https://app.transkribus.org/collection/2372172/doc/534187/detail/38
104	Lateiner_Meshumed	0039_22571199.xml	r1l26	0	פֿאוויל	פֿאוויל	https://app.transkribus.org/collection/2372172/doc/534187/detail/39
105	Lateiner_Meshumed	0040_22571200.xml	r1l13	10	(צייגט פלעצי)	זיין חותם. (צייגט פלעצי) זאג מיר פֿאוועל אין	https://app.transkribus.org/collection/2372172/doc/534187/detail/40
106	Lateiner_Meshumed	0041_22571201.xml	r2l18	0	מי הערט מוזיק	מי הערט מוזיק	https://app.transkribus.org/collection/2372172/doc/534187/detail/41
107	Lateiner_Meshumed	0041_22571201.xml	r1l6	0	(זיך פֿאר אלעמען.	(זיך פֿאר אלעמען.	https://app.transkribus.org/collection/2372172/doc/534187/detail/41
108	MS_BasKoyen	0006_31089289.xml	line_1642936170195_3268	0	יונתן אסנת	יונתן אסנת	https://app.transkribus.org/collection/2372172/doc/838374/detail/6
109	MS_BasKoyen	0006_31089289.xml	line_1642936179439_3274	0	קאהר	קאהר	https://app.transkribus.org/collection/2372172/doc/838374/detail/6
110	MS_BasKoyen	0006_31089289.xml	r2l15	8	(ערוואכט)	איזבל | (ערוואכט) אה וואס זעה איך מיינע שוועסטער זענען	https://app.transkribus.org/collection/2372172/doc/838374/detail/6
111	MS_BasKoyen	0007_31089290.xml	r1l15	1	קאהר	(קאהר אב מיט געזאנג)	https://app.transkribus.org/collection/2372172/doc/838374/detail/7
112	MS_BasKoyen	0007_31089290.xml	r2l5	32	(ווינקט צו זיי)	געמאכט פֿון איהם צו מיין טאכטער (ווינקט צו זיי)	https://app.transkribus.org/collection/2372172/doc/838374/detail/7
113	MS_BasKoyen	0010_31089293.xml	r1l17	8	(קושט זי)	יונתן | (קושט זי) אה דו ביזט מיין טאכטער, גאטס ברכה זאל	https://app.transkribus.org/collection/2372172/doc/838374/detail/10
114	MS_BasKoyen	0010_31089293.xml	r1l19	7	(זי ציטערט)	וועגען (זי ציטערט) דו פיהלסט וויעדער דיך עטוואס	https://app.transkribus.org/collection/2372172/doc/838374/detail/10
115	MS_BasKoyen	0011_31089294.xml	r1l9	36	(זי זעצט זיך, ער לעגט זיך אויף איהר	איזבל |. קיינמאל מיין געטליך ציגעלע (זי זעצט זיך, ער לעגט זיך אויף איהר	https://app.transkribus.org/collection/2372172/doc/838374/detail/11
116	MS_BasKoyen	0011_31089294.xml	r1l10	0	שויס	שויס)	https://app.transkribus.org/collection/2372172/doc/838374/detail/11
117	MS_BasKoyen	0011_31089294.xml	r1l25	0	(זעהט זי ליעגען)	(זעהט זי ליעגען) וועה איז מיר, גאט פון אברהם יצחק ויעקב.	https://app.transkribus.org/collection/2372172/doc/838374/detail/11
118	MS_BasKoyen	0015_31089298.xml	r2l4	1	טרינקט	(טרינקט)	https://app.transkribus.org/collection/2372172/doc/838374/detail/15
119	MS_BasKoyen	0017_31089300.xml	r2l15	0	געזאנג	געזאנג	https://app.transkribus.org/collection/2372172/doc/838374/detail/17
120	MS_BasKoyen	0018_31089301.xml	r1l2	21	אסנת	(צימער ביי יונתן ) | אסנת.	https://app.transkribus.org/collection/2372172/doc/838374/detail/18
121	MS_BasKoyen	0018_31089301.xml	r1l22	35	(פויזע)	איהם שוין זעהן און איהם גראטולירען (פויזע)	https://app.transkribus.org/collection/2372172/doc/838374/detail/18
122	MS_BasKoyen	0019_31089302.xml	r1l4	0	(איזבל, פגיאל קומען)	(איזבל, פגיאל קומען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/19
123	MS_BasKoyen	0019_31089302.xml	r2l9	10	(טוהט אן דאס זעלבע קלייד)	עמפפאנגען, (טוהט אן דאס זעלבע קלייד)	https://app.transkribus.org/collection/2372172/doc/838374/detail/19
124	MS_BasKoyen	0019_31089302.xml	r2l13	31	(קושען זיך ביידען	אסנת. | איך בין גאנץ צופריעדען (קושען זיך ביידען)	https://app.transkribus.org/collection/2372172/doc/838374/detail/19
125	MS_BasKoyen	0021_31089304.xml	r1l1	7	זינגט	חלקיהו זינגט	https://app.transkribus.org/collection/2372172/doc/838374/detail/21
126	MS_BasKoyen	0021_31089304.xml	l_4	0	ביס	ביס	https://app.transkribus.org/collection/2372172/doc/838374/detail/21
127	MS_BasKoyen	0021_31089304.xml	l_1	0	ביס	ביס	https://app.transkribus.org/collection/2372172/doc/838374/detail/21
128	MS_BasKoyen	0021_31089304.xml	r2l7	18	(זא ווייטער)	שון ווארט די נקמה (זא ווייטער)	https://app.transkribus.org/collection/2372172/doc/838374/detail/21
129	MS_BasKoyen	0023_31089306.xml	l_1	0	פראויען קאר זינגט אב אסנת זינגט אב קאר זינגט ווידער 1 אב פויזע	פראויען קאר זינגט אב אסנת זינגט אב קאר זינגט ווידער 1 אב פויזע	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
130	MS_BasKoyen	0023_31089306.xml	r1l5	0	געזאנג	געזאנג פון דעם שפאס זאל ניט ארויס קומען א גרויסער ערנסט,	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
131	MS_BasKoyen	0023_31089306.xml	r1l6	0	אסנת	אסנת דעם גאנצען טאג האלט מען מיך אין איין בעטען איך	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
132	MS_BasKoyen	0023_31089306.xml	r1l10	0	קאהר,	קאהר, קעניגען, הורקנוס, שמעון בן שטח	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
133	MS_BasKoyen	0023_31089306.xml	r1l10	6	קעניגען,	קאהר, קעניגען, הורקנוס, שמעון בן שטח	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
134	MS_BasKoyen	0023_31089306.xml	r1l10	15	הורקנוס,	קאהר, קעניגען, הורקנוס, שמעון בן שטח	https://app.transkribus.org/collection/2372172/doc/838374/detail/23
