db_a	name_a	name_yid_a	aligns_a	db_b	name_b	name_yid_b	aligns_b	token_set_sim
573	ריגער מלוכה-טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
573	ריגער מלוכה-טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
573	ריגער מלוכה-טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
573	ריגער מלוכה-טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
573	ריגער מלוכה-טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	623	פּאַריזער יידישע קונסט-טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	638	קאַמעראַל-טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	655	שיקאַגער יידישן טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	658	באַסטאָנער יידישן טעאַטער		1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	726		דאַנציגער יידישן טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	733		קולטור-בונד-טעאַטער	1	1.000
575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	623	פּאַריזער יידישע קונסט-טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	638	קאַמעראַל-טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	655	שיקאַגער יידישן טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	658	באַסטאָנער יידישן טעאַטער		1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	726		דאַנציגער יידישן טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	733		קולטור-בונד-טעאַטער	1	1.000
591	מאָלדאָוואַנישן מלוכה-טעאַטער		0	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	623	פּאַריזער יידישע קונסט-טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	638	קאַמעראַל-טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	655	שיקאַגער יידישן טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	658	באַסטאָנער יידישן טעאַטער		1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	726		דאַנציגער יידישן טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	733		קולטור-בונד-טעאַטער	1	1.000
592	אוקראַאינישן יידישן מלוכה-טעאַטער		0	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	623	פּאַריזער יידישע קונסט-טעאַטער		1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	638	קאַמעראַל-טעאַטער		1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	655	שיקאַגער יידישן טעאַטער		1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	658	באַסטאָנער יידישן טעאַטער		1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
593	ווייסרוסישן יידישן מלוכה-טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
602	השומר הצעיר		3	696	Hashomer Hatzair (Vilnius)	השומר הצעיר	0	1.000
602	השומר הצעיר		3	697	Hashomer Hatzair (Toronto)	השומר הצעיר	1	1.000
602	השומר הצעיר		3	698	Hashomer Hatzair (Chełm)	השומר הצעיר	0	1.000
610	בעקערס טרופּע		2	824	טרופּעס פֿון בעקער	טרופּעס פֿון בעקער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	623	פּאַריזער יידישע קונסט-טעאַטער		1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	638	קאַמעראַל-טעאַטער		1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	655	שיקאַגער יידישן טעאַטער		1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	658	באַסטאָנער יידישן טעאַטער		1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
618	לעטישן מלוכה-טעאַטער		0	619	לעטישן מלוכה-טעאַטער		1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	638	קאַמעראַל-טעאַטער		1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	655	שיקאַגער יידישן טעאַטער		1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	658	באַסטאָנער יידישן טעאַטער		1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
623	פּאַריזער יידישע קונסט-טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	655	שיקאַגער יידישן טעאַטער		1	1.000
638	קאַמעראַל-טעאַטער		1	658	באַסטאָנער יידישן טעאַטער		1	1.000
638	קאַמעראַל-טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
638	קאַמעראַל-טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
648	קאָוונער 'מכבי'		1	783	מכבי (מילוואַקיי)	מכבי (מילוואַקיי)	1	1.000
648	קאָוונער 'מכבי'		1	784	מכבי (קאָוונע)	מכבי (קאָוונע)	1	1.000
655	שיקאַגער יידישן טעאַטער		1	658	באַסטאָנער יידישן טעאַטער		1	1.000
655	שיקאַגער יידישן טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
655	שיקאַגער יידישן טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
655	שיקאַגער יידישן טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
655	שיקאַגער יידישן טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
655	שיקאַגער יידישן טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
655	שיקאַגער יידישן טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	726		דאַנציגער יידישן טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	733		קולטור-בונד-טעאַטער	1	1.000
658	באַסטאָנער יידישן טעאַטער		1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	1.000
664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	726		דאַנציגער יידישן טעאַטער	1	1.000
664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	733		קולטור-בונד-טעאַטער	1	1.000
664	לאָדזשער יידישן טעאַטער	לאָדזשער יידישן טעאַטער	1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	1.000
665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	726		דאַנציגער יידישן טעאַטער	1	1.000
665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	733		קולטור-בונד-טעאַטער	1	1.000
665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	726		דאַנציגער יידישן טעאַטער	1	1.000
671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	733		קולטור-בונד-טעאַטער	1	1.000
671	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	לאָנדאָנער יידישן פּאַוויליאָן-טעאַטער	1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
689		שטאָטישע רעגירונגס-שול	0	690		שטאָטישע רעגירונגס-שול	0	1.000
689		שטאָטישע רעגירונגס-שול	0	691		שטאָטישע רעגירונגס-שול	3	1.000
690		שטאָטישע רעגירונגס-שול	0	691		שטאָטישע רעגירונגס-שול	3	1.000
692	Forverts (New York City)	פֿאַרווערטס	1	693	Forverts (Chicago)	פֿאַרווערטס	1	1.000
692	Forverts (New York City)	פֿאַרווערטס	1	694	Forverts (Philadelphia)	פֿאַרווערטס	1	1.000
692	Forverts (New York City)	פֿאַרווערטס	1	695	Forverts (Detroit)	פֿאַרווערטס	1	1.000
693	Forverts (Chicago)	פֿאַרווערטס	1	694	Forverts (Philadelphia)	פֿאַרווערטס	1	1.000
693	Forverts (Chicago)	פֿאַרווערטס	1	695	Forverts (Detroit)	פֿאַרווערטס	1	1.000
694	Forverts (Philadelphia)	פֿאַרווערטס	1	695	Forverts (Detroit)	פֿאַרווערטס	1	1.000
696	Hashomer Hatzair (Vilnius)	השומר הצעיר	0	697	Hashomer Hatzair (Toronto)	השומר הצעיר	1	1.000
696	Hashomer Hatzair (Vilnius)	השומר הצעיר	0	698	Hashomer Hatzair (Chełm)	השומר הצעיר	0	1.000
697	Hashomer Hatzair (Toronto)	השומר הצעיר	1	698	Hashomer Hatzair (Chełm)	השומר הצעיר	0	1.000
711		יידישן טעאַטער אין מאָנטרעאל	0	712		יידישן טעאַטער אין מאָנטרעאל	1	1.000
726		דאַנציגער יידישן טעאַטער	1	733		קולטור-בונד-טעאַטער	1	1.000
726		דאַנציגער יידישן טעאַטער	1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
727		באַלאַגעניידען	1	728		באַלאַגעניידען	1	1.000
727		באַלאַגעניידען	1	729		באַלאַגעניידען	1	1.000
728		באַלאַגעניידען	1	729		באַלאַגעניידען	1	1.000
733		קולטור-בונד-טעאַטער	1	745		מינסקער מעלוכעשער יידישער טעאַטער	1	1.000
736		לעמעל-שול	0	738		לעמעל-שול	1	1.000
744		טעאַטער עקסעלסיאָר	2	747	טעאַטער עקסעלסיאָר	טעאַטער עקסעלסיאָר	1	1.000
762	קלאַראַ יאָנגס טרופּע	קלאַראַ יאָנגס טרופּע	1	763	קלאַראַ יאָנגס טרופּע	קלאַראַ יאָנגס טרופּע	1	1.000
765	טאַנענצאַפּס טרופּע	טאַנענצאַפּס טרופּע	0	766	טאַנענצאַפּס טרופּע	טאַנענצאַפּס טרופּע	1	1.000
783	מכבי (מילוואַקיי)	מכבי (מילוואַקיי)	1	784	מכבי (קאָוונע)	מכבי (קאָוונע)	1	1.000
785	יידנראָט	יידנראָט	1	786	יידנראָט	יידנראָט	1	1.000
797	יידישע טעאַטער-סטודיע ביים לאָדזשער „הזמיר“	יידישע טעאַטער-סטודיע ביים לאָדזשער „הזמיר“	2	800	דוד הערמאָןס יידישער דראָמאָטישער סטודיע ביים „הזמיר“	דוד הערמאָןס יידישער דראָמאָטישער סטודיע ביים „הזמיר“	1	1.000
816	טרופּע פֿון ביעלאַיעוו	טרופּע פֿון ביעלאַיעוו	1	842	ביעלאַיעווס טרופּע	ביעלאַיעווס טרופּע	1	1.000
4	כנרת זמורה ביתן		0	13	כנרת זמורה ביתן דביר		0	0.750
26	New York Public Library		3	348	New York's Public Theatre		0	0.750
418	The Yiddish Dramatic Amateur Circle		0	444	Yiddish Dramatic Circle		0	0.750
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם		0	574	ערשטן קיעווער יידישן מלוכה-טעאַטער		0	0.750
478	כאַרקאָווער יידישן מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער	1	562	כאַרקאָווער ערשטן יידישן מלוכה-טעאַטער		0	0.750
499	יידישן מלוכה-טעאַטער אין יאָס		0	505	יאָסער יידישן מלוכה-טעאַטער		1	0.750
515	קיעווער יידישן מלוכה-טעאַטער		0	574	ערשטן קיעווער יידישן מלוכה-טעאַטער		0	0.750
535	וויניצער יידישן מלוכה-טעאַטער	וויניצער יידישן מלוכהשן טעאַטער	0	584	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער		0	0.750
538	זשיטאָמירער יידישן מלוכה-טעאַטער		1	584	וויניצער זשיטאָמירער יידישן מלוכה-טעאַטער		0	0.750
615	ניו יאָרקער יידישן פֿאָלקס-טעאַטער		1	673	ניו יאָרקער יידישן קונסט-טעאַטער	ניו יאָרקער יידישן קונסט-טעאַטער	1	0.750
3	זמורה ביתן		0	4	כנרת זמורה ביתן		0	0.667
3	זמורה ביתן		0	14	כתר זמורה ביתן		0	0.667
9	דפוס השומר הצעיר		0	602	השומר הצעיר		3	0.667
9	דפוס השומר הצעיר		0	696	Hashomer Hatzair (Vilnius)	השומר הצעיר	0	0.667
9	דפוס השומר הצעיר		0	697	Hashomer Hatzair (Toronto)	השומר הצעיר	1	0.667
9	דפוס השומר הצעיר		0	698	Hashomer Hatzair (Chełm)	השומר הצעיר	0	0.667
230	Dramatic Circle		0	444	Yiddish Dramatic Circle		0	0.667
231	Dramatic Club		0	404	The Hebrew Dramatic Club		0	0.667
232	Dramatic union		0	420	Tornberg Dramatic Union		0	0.667
370	Rosenberg and Spivakovski Troupe		2	392	Spivakovsky and Sh. Krause Troupe		0	0.667
390	Spivakovski and Weinstock Troupe		0	392	Spivakovsky and Sh. Krause Troupe		0	0.667
392	Spivakovsky and Sh. Krause Troupe		0	775	טרופּע פֿון פישזאָן און ספּיוואַקאָווסקי	טרופּע פֿון פישזאָן און ספּיוואַקאָווסקי	1	0.667
444	Yiddish Dramatic Circle		0	445	Yiddish dramatic school		0	0.667
445	Yiddish dramatic school		0	674	קאָוונער יידישער דראָמאַטישער געזעלשאַפֿט	קאָוונער יידישער דראָמאַטישער געזעלשאַפֿט	1	0.667
472	אָדעסער יידישן מלוכה-טעאַטער	אָדעסער יידישן טעאַטער	2	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
472	אָדעסער יידישן מלוכה-טעאַטער	אָדעסער יידישן טעאַטער	2	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם		0	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם		0	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם		0	665	קיעווער יידישן טעאַטער	קיעווער יידישן טעאַטער	1	0.667
473	קיעווער יידישן מלוכה-טעאַטער א'נ פון שלום-עליכם		0	668	קיעווער מלוכה-טעאַטער	קיעווער מלוכה-טעאַטער	0	0.667
478	כאַרקאָווער יידישן מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער	1	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
478	כאַרקאָווער יידישן מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער	1	575	כאַרקאָווער יידישן טעאַטער	כאַרקאָווער יידישער טעאַטער	2	0.667
478	כאַרקאָווער יידישן מלוכה-טעאַטער	כאַרקאָווער יידישן מלוכה-טעאַטער	1	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
500	ריגער יידישן מלוכה-טעאַטער	ריגער יידישן טעאַטער	1	536	ריגער יידישן מעוטים-טעאַטער	מעוטים-טעאַטער	2	0.667
500	ריגער יידישן מלוכה-טעאַטער	ריגער יידישן טעאַטער	1	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
500	ריגער יידישן מלוכה-טעאַטער	ריגער יידישן טעאַטער	1	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
501	מינסקער יידישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער	1	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
501	מינסקער יידישן מלוכה-טעאַטער	מינסקער יידישן מלוכה-טעאַטער	1	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
502	בוקאַרעשטער יידישן מלוכה-טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער	2	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
502	בוקאַרעשטער יידישן מלוכה-טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער	2	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
505	יאָסער יידישן מלוכה-טעאַטער		1	546	יידישן מלוכה-טעאַטער פֿון פּוילן		0	0.667
505	יאָסער יידישן מלוכה-טעאַטער		1	598	יידישן מלוכה-טעאַטער א'פ פֿון אַזראַ		1	0.667
