old_cluster_id	new_cluster_id	name	org_type	settlement	country	qid
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער אין ווילנע	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישער מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישע מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער אין ווילנע	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער אין ווילנע	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישע מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישן מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q02	יידישע מלוכה-טעאַטער	Theatre	ווילנע		Q216
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער	Theatre	אָדעס	אוקראינע	Q1874
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער	Theatre	אָדעס		Q1874
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער אין אָדעס	Theatre	אָדעס		Q1874
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער	Theatre	אָדעס		Q1874
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער	Theatre	אָדעס		Q1874
ORG-C02849	ORG-C02849_Q03	יידישן מלוכה-טעאַטער אין אָדעס	Theatre	אָדעס		Q1874
ORG-C02849	ORG-C02849_Q04	יידישן מלוכה-טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C02849	ORG-C02849_Q04	יידישן מלוכה-טעאַטער	Theatre	לעמבערג		Q36036
ORG-C02849	ORG-C02849_Q04	יידישן מלוכה-טעאַטער	Theatre	לעמבערג		Q36036
ORG-C02849	ORG-C02849_Q04	יידישער מלוכה-טעאַטער	Theatre	לעמבערג		Q36036
ORG-C02849	ORG-C02849_Q04	יידישן מלוכה-טעאַטער	Theatre	לעמבערג		Q36036
ORG-C02849	ORG-C02849_Q05	יידישן מלוכה-טעאַטער אין באָקו	Theatre	באָקו		Q9248
ORG-C02849	ORG-C02849_Q05	יידישן מלוכה-טעאַטער	Theatre	באַקו		Q9248
ORG-C02849	ORG-C02849_Q05	יידישן מלוכה-טעאַטער	Theatre	באַקו		Q9248
ORG-C02849	ORG-C02849_Q05	יידישן מלוכה-טעאַטער	Theatre	באַקו		Q9248
ORG-C02849	ORG-C02849_Q05	יידישן מלוכה-טעאַטער	Theatre	באַקו		Q9248
ORG-C02849	ORG-C02849_Q06	יידישן מלוכה-טעאַטער אין קיעוו	Theatre	קיעוו		Q1899
ORG-C02849	ORG-C02849_Q06	יידישער מלוכה-טעאַטער	Theatre	קיעוו		Q1899
ORG-C02849	ORG-C02849_Q06	יידישע מלוכה-טעאַטער	Theatre	קיעוו		Q1899
ORG-C02849	ORG-C02849_Q06	יידישן מלוכה-טעאַטער	Theatre	קיעוו		Q1899
ORG-C02849	ORG-C02849_Q07	יידישן מלוכה-טעאַטער	Theatre	ביאַליסטאָק		Q761
ORG-C02849	ORG-C02849_Q07	יידישן מלוכה-טעאַטער	Theatre	ביאַליסטאָק		Q761
ORG-C02849	ORG-C02849_Q07	יידישן מלוכה-טעאַטער	Theatre	ביאַליסטאָק		Q761
ORG-C02849	ORG-C02849_Q07	יידישן מלוכה-טעאַטער	Theatre	ביאַליסטאָק		Q761
ORG-C02849	ORG-C02849_Q08	יידישן מלוכה-טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C02849	ORG-C02849_Q08	יידישן מלוכה-טעאַטער	Theatre	וואַרשע		Q270
ORG-C02849	ORG-C02849_Q08	יידישן מלוכה-טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C02849	ORG-C02849_Q09	יידישן מלוכה-טעאַטער	Theatre	בוקאַרעשט		Q19660
ORG-C02849	ORG-C02849_Q09	יידישן מלוכה-טעאַטער	Theatre	בוקאַרעשט		Q19660
ORG-C02849	ORG-C02849_Q10	יידישן מלוכה-טעאַטער אין מינסק	Theatre	מינסק		Q2280
ORG-C02849	ORG-C02849_Q10	יידישן מלוכה-טעאַטער	Theatre	מינסק		Q2280
ORG-C02849	ORG-C02849_Q11	יידישן מלוכה-טעאַטער אין מאָסקווע	Theatre	מאָסקווע	ראַטנפאַרבאַנד	Q649
ORG-C02849	ORG-C02849_Q11	יידישער מלוכה-טעאַטער	Theatre	מאָסקווע	סאָוועטן-פאַרבאַנד	Q649
ORG-C02849	ORG-C02849_Q12	יידישן מלוכה-טעאַטער	Theatre	פּאָלטאָווע		Q125286
ORG-C02849	ORG-C02849_Q13	יידישן מלוכה-טעאַטער	Theatre	טאַרנאָפּאָל		Q156743
ORG-C02849	ORG-C02849_Q14	יידישן מלוכה-טעאַטער	Theatre	בערדיטשעוו		Q158799
ORG-C02849	ORG-C02849_Q15	יידישן מלוכה-טעאַטער	Theatre	ריגע	לעטלאַנד	Q1773
ORG-C02849	ORG-C02849_Q16	יידישן מלוכה-טעאַטער	Theatre	כאַרקאָוו	אוקראינע	Q42308
ORG-C02849	ORG-C02849_Q17	יידישן מלוכה-טעאַטער אין יאָס	Theatre	יאָס	רומעניע	Q46852
ORG-C02849	ORG-C02849_Q18	יידישן מלוכה-טעאַטער אין ביראָבידזשאָן	Theatre	ביראָבידזשאָן		Q5717
ORG-C02849	ORG-C02849_Q19	יידישן מלוכה-טעאַטער	Theatre	לאָדזש	פּוילן	Q580
ORG-C02849	ORG-C02849_Q20	יידישן מלוכה-טעאַטער	Theatre		רומעניע	Q596609
ORG-C02849	ORG-C02849_Q21	יידישן מלוכה-טעאַטער	Theatre	פּעטראָגראָד		Q656
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער אין וויטעבסק	Theatre	וויטעבסק		Q102217
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre			
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre	גראָזני		
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre			
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער אין נאָוואָסיבירסק	Theatre	נאָוואָסיבירסק		
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre	רעוועל	עסטלאַנד	
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre			
ORG-C00036	ORG-C00036_Q01	רוסישן טעאַטער	Theatre			
ORG-C00036	ORG-C00036_Q01	רוסישע טעאַטער	Theatre			
ORG-C00036	ORG-C00036_Q02	רוסישן טעאַטער	Theatre		פּוילן	Q104725
ORG-C00036	ORG-C00036_Q03	רוסישן טעאַטער	Theatre	אָדעסער		Q1874
ORG-C00036	ORG-C00036_Q04	רוסישן טעאַטער	Theatre	באָברויסק		Q207294
ORG-C00036	ORG-C00036_Q05	רוסישן טעאַטער	Theatre	ווילנע		Q216
ORG-C00036	ORG-C00036_Q06	רוסישן טעאַטער אין קאַזאָן	Theatre	קאַזאָן		Q900
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבער	Theatre	לעמבער		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	"יידיש טעאַטער אין „קאָלאָסעיום""-טעאַטער"	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין לעמבערג	Theatre	לעמבערג		Q36036
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין רומעניע	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין קאָנאַטאָפּ	Theatre	קאָנאַטאָפּ		
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre		טשילע	
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידיש טעאַטער אין די עסטרייכישע לאַגערן פֿאַר פליכטלינגע	Theatre	לינץ (עסטרייך)		
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre	פֿראַנקפורט		
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישע טעאַטערס	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין פּוילן	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין ווילנער געטאָ	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידיש טעאַטער אין ד. פּ.-לאַגער אין לינץ	Theatre	לינץ		
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישע טעאַטערס	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין קייפּטאָן	Theatre	קייפּטאָן	אפריקע	
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין רומעניע	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין בוקאַרעסט	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישע טעאַטערס	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער	Theatre			
ORG-C01387	ORG-C01387_Q01	יידישן טעאַטער אין אורוגוויי	Theatre		אורוגוויי	
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער אין וואַרשע	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישע טעאַטער געזעלשאַפֿט	Theatre	וואַרשע		Q270
ORG-C01387	ORG-C01387_Q02	יידיש טעאַטער אין וואַרשע אויפֿן מוראַנאָווער פּלאַץ	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישע טעאַטערס אין וואַרשע	Theatre	וואַרשע		Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער אין וואַרשע	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע	פּוילן	Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע		Q270
ORG-C01387	ORG-C01387_Q02	יידישן טעאַטער	Theatre	וואַרשע		Q270
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער („פאַוויליאָן ביי זיגמונט פֿיינמאַן)	Theatre	לאָנדאָן	ענגלאַנד	Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן	ענגלאַנד	Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן	ענגלאַנד	Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער אין קלוב אויף האַנדוויטש 10	Theatre	לאָנדאָן	ענגלאַנד	Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q03	יידישן טעאַטער	Theatre	לאָנדאָן		Q84
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C01387	ORG-C01387_Q04	יידישע טעאַטערס	Theatre	ניו יאָרק		Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער אין ניו יאָרק	Theatre	ניו יאָרק	אמעריקע	Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו יאָרק	אַמעריקע	Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו יאָרק		Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער אין ניו יאָרק	Theatre	ניו יאָרק	אמעריקע	Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו-יאָרק	אַמעריקע	Q60
ORG-C01387	ORG-C01387_Q04	יידישן טעאַטער	Theatre	ניו-יאָרק		Q60
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער אין ווין	Theatre	ווין	עסטרייך	Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין		Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין		Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין		Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין		Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין		Q1741
ORG-C01387	ORG-C01387_Q05	יידישן טעאַטער	Theatre	ווין	עסטרייך	Q1741
ORG-C01387	ORG-C01387_Q06	יידישע טעאַטערס	Theatre	שיקאַגאָ		Q1297
ORG-C01387	ORG-C01387_Q06	יידישע טעאַטערס	Theatre	שיקאַגאָ		Q1297
ORG-C01387	ORG-C01387_Q06	יידישע טעאַטערס	Theatre	שיקאַגאָ		Q1297
ORG-C01387	ORG-C01387_Q06	יידישן טעאַטער אין שיקאַגאָ	Theatre	שיקאגאָ		Q1297
ORG-C01387	ORG-C01387_Q06	יידישן טעאַטער אין שיקאַגאָ	Theatre	שיקאַגאָ	אַמעריקע	Q1297
ORG-C01387	ORG-C01387_Q06	יידישן טעאַטער	Theatre	שיקאָגאָ		Q1297
ORG-C01387	ORG-C01387_Q07	יידישן טעאַטער	Theatre	ריגע		Q1773
ORG-C01387	ORG-C01387_Q07	יידישן טעאַטער	Theatre	ריגע	לעטלאַנד	Q1773
ORG-C01387	ORG-C01387_Q07	יידישן טעאַטער	Theatre	ריגע		Q1773
ORG-C01387	ORG-C01387_Q07	יידישער טעאַטער אין ריגע	Theatre	ריגע	לעטלאַנד	Q1773
ORG-C01387	ORG-C01387_Q07	יידישן טעאַטער	Theatre	ריגע		Q1773
ORG-C01387	ORG-C01387_Q07	יידישן טעאַטער	Theatre	ריגע		Q1773
ORG-C01387	ORG-C01387_Q08	יידישן טעאַטער	Theatre	אָדעס		Q1874
ORG-C01387	ORG-C01387_Q08	יידישן טעאַטער אין אָדעס	Theatre	אָדעס		Q1874
ORG-C01387	ORG-C01387_Q08	יידישן טעאַטער	Theatre	אָדעס		Q1874
ORG-C01387	ORG-C01387_Q08	יידישן טעאַטער	Theatre	אָדעס		Q1874
ORG-C01387	ORG-C01387_Q08	יידישן טעאַטער	Theatre	אָדעם		Q1874
ORG-C01387	ORG-C01387_Q08	יידישע טעאַטערס	Theatre	אָדעם		Q1874
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער אין קראָקע	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער אין קראָקע	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער אין קראָקע	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער אין קראָקע	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q09	יידישן טעאַטער	Theatre	קראָקע		Q31487
ORG-C01387	ORG-C01387_Q10	יידישן טעאַטער אין בוענאָס-איירעס	Theatre	בוענאָס- איירעס	אַרגענטינע	Q1486
ORG-C01387	ORG-C01387_Q10	יידישן טעאַטער	Theatre	בוענאָס איירעס	אַרגענטינע	Q1486
ORG-C01387	ORG-C01387_Q10	יידישע טעאַטערס	Theatre	בוענאָס- איירעס	אַרגענטינע	Q1486
ORG-C01387	ORG-C01387_Q10	יידישן טעאַטער אין אָרגענטינע	Theatre	בוענאָס-איירעס	אָרגענטינע	Q1486
ORG-C01387	ORG-C01387_Q10	יידיש טעאַטער אין אַרגענטינע	Theatre	בוענאָס איירעס	אַרגענטינע	Q1486
ORG-C01387	ORG-C01387_Q11	יידישן טעאַטער	Theatre		אַמעריקע	Q30
ORG-C01387	ORG-C01387_Q11	יידישן טעאַטער	Theatre		אַמעריקע	Q30
ORG-C01387	ORG-C01387_Q11	יידישן טעאַטער	Theatre		אַמעריקע	Q30
ORG-C01387	ORG-C01387_Q11	יידישן טעאַטער אין אָמעריקע	Theatre		אָמעריקע	Q30
ORG-C01387	ORG-C01387_Q11	יידישן טעאַטער	Theatre		אַמעריקע	Q30
ORG-C01387	ORG-C01387_Q12	יידישן טעאַטער אין מאָנטרעאל	Theatre	מאָנטרעאַל		Q340
ORG-C01387	ORG-C01387_Q12	יידישן טעאַטער אין מאָנטרעאל	Theatre	מאָנטרעאָל		Q340
ORG-C01387	ORG-C01387_Q12	יידישן טעאַטער אין מאָנטרעאל	Theatre	מאָנטרעאל	קאַנאַדע	Q340
ORG-C01387	ORG-C01387_Q12	יידישן טעאַטער אין מאָנטרעאל	Theatre	מאַנטרעאָל	קאָנאָדע	Q340
ORG-C01387	ORG-C01387_Q12	יידישן טעאַטער אין מאָנטרעאל	Theatre	מאָנטרעאל	קאַנאַדע	Q340
ORG-C01387	ORG-C01387_Q13	יידיש טעאַטער אין פּאַריז	Theatre	פּאַריז	פראַנקרייך	Q90
ORG-C01387	ORG-C01387_Q13	יידישן טעאַטער	Theatre	פאַריז	פראנקרייך	Q90
