db_id	db_hebrew	db_english	name_in_volume	additional_appearance	notes	where_to_fix	correct_form	gender	external_source_id	external_source	name_variants
3668		Moshe-Mordechai Nomberg									
3669		S. Shliferstein									
3670		Mathilda Shrage									
3671		Benjamin L. Shrage									
3672		Leah Simon									
3673		Sofia Simon									
3674		Yankev Magidov									
3675		Berta Berlin									
3676		Mordechai the Badkhan	לא מצאנו								
3677		David Torn	לא מצאנו								
3678		August Torn	לא מצאנו								
3679		Lulu Torn	לא מצאנו								
3680		Hersh Yosef Vaksman	לא מצאנו								
3681		Avraham Ziegler	לא מצאנו								
3682		Shmuel Ziegler									
3683		Lazar Ziegler									
3684		Ela Ziegler									
3685		Liza Abramovich									
3686		I. Sturm									
3687		M. Nakhamkus									
3688		Robert Edison									
3689		Dalburkh Blin									
3690		Louie Manne									
3691		Lazar Bernstein									
3692		Kopilov									
3693		Jacob Guzik									
3694		Karol Adwentowcz									
3695		Pshibilka-Potzatska									
3696		Rukhl Margules									
3697		Sholom Breen									
3698		Joseph Taubers									
3699		Max Goldberg									
3700		Torklad Roza									
3701		Arthur Hopkins									
3702		Alla Nazimova									
3703		Ulianov									
3704		Professor Marian									
3705		Heinrich (Sholem-Tzvi) Tsimerman									
3706		Proft									
3707		Lilly Shapero (dancer)									
3708		Robert Van Rosen									
3709		Nakhum Zemach									
3710		A. M. Yevalenko									
3711		M. Zusman									
3712		Yezhi (Julian) Zhulavski									
3713		B. Rivkin (Borukh Avrom Weinrebe)									
3714		Leonid Andreyev									
3715		Paula Weiss									
3716		Kalman Kleynavitsh									
3717		Aaron Sholem Sherman									
3718		Mendele Rotman									
3719		Leopold Shpachner									
3720		Mania Plater									
3721		Sonia Plater									
3722		Boris Brovine Frenkel									
3723		Ber Hart									
3724		Dr. Yosef Luria									
3725		Hersch Liansky									
3726		Y. A. Levin									
3727		Monti Bruner									
3728		Julia Volin									
3729		B. Shimin									
3730		Mark Israel									
3731		George Beker									
3732		M. Nodelman									
3733		F. Korn									
3734		I.L. Levanda									
3735		Pinchas Tanzman									
3736		Mashkil Simeon Ruder									
3737		Samuel Dorf									
3738		Yeruchem Hktn									
3739		Jacob Drukerman									
3741		Hersh Yosef									
3742		Israelke Shavelzon									
3743		Sh. L. Citron									
3744		Montshikl Schoengold									
3745		Rosa Weinstein									
3746		Zorakh Vinovitsh									
3747		Aaron Morgenbasser									
3748		Max Kurtz									
3749		Aba Rosenzweig									
3750		Joseph Thomashefsky									
3751		Maharaja Vadya									
3752		P. Vald									
3753		Itshele Isakson									
3754		Nathan Marcus Adler									
3755		Uriel Mazik									
3756		Zigmunt Schwartz	זיגמונד שוואַרץ								
3757		Dr. Y. Kritikus									
3758		Hersh Shpilman									
3759		Regina Zuckerberg									
3760		A. Kaplan									
3761		A. Sterling									
3762		M. Hirshzohn									
3763		Sh. Trachtman									
3764		Shimon Mark									
3765		Lazar Kapedshoy									
3766		Aaron Shnap									
3767		Gershom Broydes									
3768		Reuven (Asher) Broydes									
3769		Meyer Zelniker									
3770		Hilda Dolitzka									
3771		Marko Lukych Kropyvnytskyi									
3772		Dr. Felix Adler									
3773		A. Torczyner									
3774		Y. Lidski									
3775		F. Kantorovitch									
3776		R. Mazin									
3777		B. Rabinowitz									
3778		Joseph Fischer (composer)									
3779		N. Rothsprecher									
3780		Nathaniel Buchwald			בוכוואלד נפתלי?						
3781	מ.ב. שטיין (משה-בּער בּאַרנשטיין)		שטיין, מ. ב. [משה-בער באַרנשטיין]								
3786	מרדכי ריבּאַלסקי		ריבאַלסקי, מרדכי								
3791	רות רענעי (רייזעלע טאַבּאַקסבּלאַט)		רענעי, רות [רייזעלע טאַבאַקסבלאַט]								
3806	עלזאַ בּארדט										
3808	לייבּ קאַדיסאָן (שוסטער)		קאָדיסאָן, לייב [שוסטער]								
3809	אברהם ניימאַן (בּאַראַקאַן)		ניימאַן, אברהם [בּאַראַקאַן]						yt/lex/N/neyman-abraham.htm	Wikidata	
3813	צילע אוריך (חיה צילע פעדער)		אוריך, צילע [חיה צילע פעדער]	אוריך, צילע [חיה צילע פערער]	אפשרויות מרובות				moyt/lex/U/urich-tsile-V5.htm	Wikidata	
3816	רודאָלף שילדקרויט (חיים-מרדכי)		שילדקרויט, רודאָלף [חיים-מרדכי]						yt/lex/S/schildkraut-rudolph.htm	Wikidata	
3818	ישראל קאַהאַן (אברהם)		קאַהאַן ישראל [אַברהם]						moyt/lex/K/kahan-israel-V5.htm	Wikidata	
3820	דאוויד דאַווידאָוו	David Davidov (I)	דאָווידאָוו, דאָוויד,						moyt/lex/D/davidov-david-V5.htm	Wikidata	
3821	דוד דאַווידאָוו (ראַציק)	David Davidov (II)	דאָווידאָוו, דוד [ראַציק]						yt/lex/D/davidov-david-II.htm	Wikidata	
