db_id	db_hebrew	db_english	name_in_volume	additional_appearance	notes	where_to_fix	correct_form	gender	external_source_id	external_source	name_variants
2201	ריווקע לאפיס, וואָלקענשטייין (ריטע לילינאַ)	Rivka Lapis-Volkenshteyn	לאַפּיס-וואָלקענשטיין ריווקע [ריטע לילינאַ]					Female	yt/lex/L/lapis-volkenshteyn-rivka.htm	Zylbercweig Leksikon fun Yidishn Teater	
2205	רעגינאַ לאַשקאׇווסקא	Regina Lashkovska	לאַשקאָווסקאַ, רעגינאַ					Female	moyt/lex/L/lashkovska-regina-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2233	וואַמפיראַ לעאָנעסקאָ (שומסקי)	Vampira Leoneska	לעאָנעסקאָ, וואַמפּיראַ	לעאָנעסקאָ, וואַמפּיראַ	אפשרויות מרובות			Female	yt/lex/L/leoneska-vampira-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2234	לעאָניד לעאָנאָוו	Leonid Leonov	לעאָנאָוו, לעאָניד,					Male	moyt/lex/L/leonov-leonid-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2237	אַדעלאַ לערעסקאׇ (קערנער)	Adela Leresko	לערעסקאָ, אַדעלאַ [קערנער]					Female	moyt/lex/L/leresko-adela-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2238	סאַמוּעל לערעסקאׇ (שמוּאל לעהרער)	Samuel Leresko	לערעסקאָ, סאַמועל [שמואל לערער]					Male	moyt/lex/L/leresko-samuel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2240	חנה לערנער	Chana Lerner	לערנער חנה					Female	moyt/lex/L/lerner-chana-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2249	לאה לעוועבּראׇווסקי (דיכטענבּערג)	Leah Levebrovski	לעווייבאַראָווסקאַ, לאה [דיכטענבערג]					Female	moyt/lex/L/levebrovski-leah-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2256	אברהם לעווין	Avraham Levin (Vilnius)	לעווין, אַברהם					Male	yt/lex/L/levin-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater	
2266	אַנאַ לעווינשטיין	Ana Levinstein	לעווינשטיין, אַנאַ					Female	yt/lex/L/levinstein-ana.htm	Zylbercweig Leksikon fun Yidishn Teater	
2269	מאריס דר. לעוויט (מאיר-לייב לעוויצקי)	Morris Levitt	לעוויט, מאָריס דר. מאיר-לייב לעוויצקי]					Male	yt/lex/L/levitt-morris-dr.htm	Zylbercweig Leksikon fun Yidishn Teater	
2271	זשאַק לעווי	Jack Levy	לעווי זשאַק					Male	yt/lex/L/levy-jack.htm	Zylbercweig Leksikon fun Yidishn Teater	
2272	יוליוס ליוויי	Julius Levy	ליוויי, יוּליוּס					Male	yt/lex/L/levy-julius.htm	Zylbercweig Leksikon fun Yidishn Teater	
2276	עני ליטאן (חנה ליפמאַן)	Mark Leyptsiker	ליטאן, עני [חנה ליפּמאַן]					Male	moyt/lex/L/leyptsiker-mark-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2289	אברהם ליבערמעאַן	Abraham Lieberman	ליבערמאַן אַברהם					Male	yt/lex/L/lieberman-abraham-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2290	באַסיע לבגאׇלד	Basha Liebgold	ליבגאָלד, באַסיע					Female	moyt/lex/L/liebgold-basha-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2292	זלמן ליבגאׇלד	Zalman Liebgold	ליבגאַלד זלמן					Male	moyt/lex/L/liebgold-zalman-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2297	מרים ליפשיץ	Miriam Lifshits	ליפשיץ, מיריאָם [שומסקי]					Female	yt/lex/L/lifshits-miriam.htm	Zylbercweig Leksikon fun Yidishn Teater	
2300	ליכטענשטיין	Likhtenshteyn	ליכטענשטיין,					Male	moyt/lex/L/likhtenshteyn-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2309	הענעך לינעצקי	Henekh Linetsky	לינעצקי, הענעך					Male	yt/lex/L/linetsky-henekh.htm	Zylbercweig Leksikon fun Yidishn Teater	
2312	אַדאָלף לינק	Adolf Link	לינק אַדאָלף	לינק, אַדאָלף	אפשרויות מרובות			Male	yt/lex/L/link-adolf-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2313	אַנקאַ ליפינסקי (ווייצמאַן)	Anka Lipinsky	ליפּינסקי, (ווייצמאַן) אַנקאַ	ליפּינסקי, (ווייצמאַן) אַנקאַ	אפשרויות מרובות			Female	moyt/lex/L/lipinsky-anka-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2318	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]	Esther Lipovska	ליפּאָווסקאַ, אַסתר [גלאַזער, וואָלסקאַָ]	ליפּאָווסקאַ, אסתּר [גלאַזער, וואָלסקאַ]	אפשרויות מרובות			Female	moyt/lex/L/lipovska-esther-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2335	ליזענבערג	Lizenberg	לא מצאנו					Male	moyt/lex/L/lizenberg-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2344	צלבה לובאַרטאׇווסקאַ	Tsilba Lubartovska	לובאַרטאָווסקאַ, צלבה	לוּבאַרטאָווסקאַ, צלבה	אפשרויות מרובות			Female	moyt/lex/L/lubartovska-tsilba-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2355	סאָניאַ לודנער (קוריצקאַ)	Sonia Ludner	לודנער, סאָניאַ [קוריצקאַ]					Female	moyt/lex/L/ludner-sonia-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2359	דוד לואי	David Lui	לואי, דוד		אפשרויות מרובות			Male	yt/lex/L/lui-david.htm	Zylbercweig Leksikon fun Yidishn Teater	
2360	חיים-שמואל לוקאַטשער	Chaim Shmuel Lukatcher	לוקאַטשער, חיים-שמואל					Male	yt/lex/L/lukatcher-chaim-shmuel.htm	Zylbercweig Leksikon fun Yidishn Teater	
2364	לילען לאַקס (בורשטיין)	Lillian Lux	לאַקס, ליליען [בורשטיין]					Female	yt/lex/L/lux-lillian.htm	Zylbercweig Leksikon fun Yidishn Teater	
2374	משה לאׇטטע (מ. מאַקסימאׇוו)	M. Maksimov	מאַקסימאָוו, מ. (משה לאָטטע]	מאַקסימאָוו, מ. משה לאָטטע]	אפשרויות מרובות			Male	moyt/lex/M/maksimov-m-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2381	יעקב מאַנדעלבּליט	Jacob Mandelblit	מאַנדעלבליט, יעקב					Male	yt/lex/M/mandelblit-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater	
2385	אברהם-יעקב מאַנסדאׇרף (קעלמאָוויטש)	Jacob Mansdorf	מאַנסדאָרף, אַברהם-יעקב [קעלמאָוויטש]					Male	yt/lex/M/mansdorf-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater	
2389	חיים (-משה-יואל) מאַרגאָליס-דאַווידזאָן	Chaim Margoles-Davidzon	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]					Male	yt/lex/M/margoles-davidzon-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater	
2396	בער מרגליות	Ber Margolius	מרגליות, בער					Male	yt/lex/M/margolius-ber.htm	Zylbercweig Leksikon fun Yidishn Teater	
2397	אפרים מרגליות	Efrayim Margolius	מרגליות, אפֿרים [אַבד׳ם]					Male	yt/lex/M/margolius-efrayim.htm	Zylbercweig Leksikon fun Yidishn Teater	
2398	אליהו מרגליות	Eliyahu Margolius	מרגליות, אַליהו					Male	yt/lex/M/margolius-eliyahu.htm	Zylbercweig Leksikon fun Yidishn Teater	
2399	יצחק מרגליות (בראָדער)	Itzhak Margolius	מרגליות, יצחק [בראָדער]					Male	yt/lex/M/margolius-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
2400	אליהוּ מרגליוּת	Elihu Margolius	מרגליות, אַליהו		לבדוק את הניקוד?	לתקן ניקוד ב-DB	מרגליות, אליהו	Male	yt/lex/M/margolius-elihu-rabbi.htm	Zylbercweig Leksikon fun Yidishn Teater	
2413	ראובן מאַנדעלבּוים (מאַרסאַלאׇוו)	R. Marsalow	מאַרסאָלאָוו, ר. [ראובן מאַנדעלבוים]					Male	moyt/lex/M/marsalow-r-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2422	ה. מאַיראָוויטש (הערשל)	Hershel Mayarovitsh	מאָיאַראָוויטש, ה. [הערשל]					Male	yt/lex/M/mayarovitsh-hershel.htm	Zylbercweig Leksikon fun Yidishn Teater	
2424	מרדכי מזא'ה ((מאַזאָ))	Mordecai Mazo	מאז'ה, (מאַזאָ) מרדכי					Male	yt/lex/M/mazo-mordecai.htm	Zylbercweig Leksikon fun Yidishn Teater	
2431	העלא מעל )מעלמאַן( (מעלמאַן)	Hela Mel	מעל [מעלמאַן], העלאַ					Female	moyt/lex/M/mel-hela-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2441	דוד מענדעלעוויטש	David Mendelevitsh	מענדעלעוויטש, דוד					Male	moyt/lex/M/mendelevitsh-david-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2449	אַדאַם מעסקאָ	Adam Mesko	לא מצאנו					Male	yt/lex/M/mesko-adam.htm	Zylbercweig Leksikon fun Yidishn Teater	
2451		Avraham Meth						Male	yt/lex/M/meth-and-groper.htm	Zylbercweig Leksikon fun Yidishn Teater	
2452		Yacov Groper						Male	yt/lex/M/meth-and-groper.htm	Zylbercweig Leksikon fun Yidishn Teater	
2453	באָריס מיידעלמאַן	Boris Meydelman	מיידעלמאַן, באָריס,					Male	moyt/lex/M/meydelman-boris-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2460	רות מיימאָן (פישמאַן)	Ruth Meymon	מיימאַן, רות [פישמאַן]					Female	yt/lex/M/meymon-ruth.htm	Zylbercweig Leksikon fun Yidishn Teater	
2462	דזשוּליוּס מייקעלזאׇהן (יהוּדה מיכעלזאָהן)	Julius Michaelson	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]					Male	yt/lex/M/michaelson-julius.htm	Zylbercweig Leksikon fun Yidishn Teater	
2472	יעקב מילך	Jacob Milch	מילך, יעקב					Male	yt/lex/M/milch-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater	
2474	בוזי מילער	Buzzy Miller	מילער, בוזי					Male	yt/lex/M/miller-buzzy.htm	Zylbercweig Leksikon fun Yidishn Teater	
2483	איסאַק מילטשין	Isak Miltshin	מילטשין, איסאַק	מילטשין, איסאָק	אפשרויות מרובות			Male	moyt/lex/M/miltshin-isak-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2492	סאׇניע מישוּראַט (שרה-כייקע ראַבּינאָוויטש)	Sonya Mishurat	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]					Female	yt/lex/M/mishurat-sonya.htm	Zylbercweig Leksikon fun Yidishn Teater	
2497	אַלעקסאַנדער מאׇגילעווסקי (סאָלאָמאָן)	Aleksander Mogilevski	מאָגילעווסקי, אַלעקסאַנדער (סאָלאָמאָן)					Male	yt/lex/M/mogilevski-aleksander.htm	Zylbercweig Leksikon fun Yidishn Teater	
2504	חיים-אליעזר-משה טשעמערינסקי (ר. מרדכילע)	Mordkhile	טשעמערינסקי, חיים-אליעזר-משה					Male	yt/lex/M/mordkhile-r.htm	Zylbercweig Leksikon fun Yidishn Teater	
2506	מעימי מאׇרגענבּעסער (צווערלינג-קוּפּערשמידט)	Mamie Morgenbesser	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]					Female	yt/lex/M/morgenbesser-mamie.htm	Zylbercweig Leksikon fun Yidishn Teater	
2509	אברהם מאָס	Avraham Mos	לא מצאנו					Male	moyt/lex/M/mos-avraham-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2518	יאָסעלע מאָשקאָוויטש	Yosele Moshkovitsh	מאָשקאָוויטש, יאָסעלע					Male	yt/lex/M/moshkovitsh-yosele.htm	Zylbercweig Leksikon fun Yidishn Teater	
2524	ז.ג. מוראָוואַנא	Z.G. Murovane	מוראָוואַנע, ז. ג.					Female	yt/lex/M/murovane-zg.htm	Zylbercweig Leksikon fun Yidishn Teater	
2526	מאַקס מושקאַט ((מריאַן)	Max Mushkat	מושקאַט, מאַקס [מאַריאַן]					Male	yt/lex/M/mushkat-max.htm	Zylbercweig Leksikon fun Yidishn Teater	
2549	שלמה נאַאוּמאׇוו (זאַַסלאַווסקי)	Shlomo Naumov	נאַאומאָוו, שלמה					Male	moyt/lex/N/naumov-shlomo-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2554	רבקה מאׇצקין-ראַקאׇוו (נערה)	Nera	נערה [רבקה מאָצקין-ראַקאָוו]					Female	moyt/lex/N/nera-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2558	וואׇלף נייהויז	Wolf Neuhaus	נייהויז, וואָלף					Male	yt/lex/N/neuhaus-wolf.htm	Zylbercweig Leksikon fun Yidishn Teater	
2570	יעקב ניסענבּוים	Yakov Nisenboym	ניסענבוים, יעקב					Male	yt/lex/N/nisenboym-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
2580	א.פ. נוגער	A.F. Nuger	נוגער, א. פ.					Male	yt/lex/N/nuger-a-f.htm	Zylbercweig Leksikon fun Yidishn Teater	
2581	יצחק נוּגער	Itzhak Nuger	לא מצאנו					Male	yt/lex/N/nuger-itzhak.htm	Zylbercweig Leksikon fun Yidishn Teater	
2596	מרים אָרלעסקאַ ((אַלטוסקי))	Miriam Orleska	אַרלעסקאַ, מרים [אַלטוסקי]					Female	yt/lex/O/orleska-miriam.htm	Zylbercweig Leksikon fun Yidishn Teater	
2607	דזשייקאָב פּאלעי	Jacob Paley	פּאַלעי, דזשייקאָב					Male	yt/lex/P/paley-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater	
2611	ה. פּאָפּאַק	H. Papak	פּאַפאַק, ה.					Unknown	yt/lex/P/papak-h.htm	Zylbercweig Leksikon fun Yidishn Teater	
2613	אברהם-יצחק פּאַפּירנא	Avraham Yakov Papyrna	לא מצאנו					Male	yt/lex/P/papyrna-avraham-yakov.htm	Zylbercweig Leksikon fun Yidishn Teater	
2614	אהרון (פארך)	Aaron Parkh?	אהרן [פּאַרך]					Male	yt/lex/P/parkh-aaron.htm	Zylbercweig Leksikon fun Yidishn Teater	
2615	נייטאן פּאַרנעס	Nathan Parnes	לא מצאנו					Male	yt/lex/P/parnes-nathan.htm	Zylbercweig Leksikon fun Yidishn Teater	
2616	עדוואַרד פּאַסקאַל	Edward Pascal	פאַסקאַל, עדוואַרד					Male	yt/lex/P/pascal-edward.htm	Zylbercweig Leksikon fun Yidishn Teater	
2617	מישאַ פּאַשקאָווסקי	Misha Pashkovsky	פּאַשקאָווסקי, מישאַ					Male	yt/lex/P/pashkovsky-misha.htm	Zylbercweig Leksikon fun Yidishn Teater	
2618	שמעון פּאַסקאַל	Simon Paskal	פּאַסקאַל, שמעון					Male	yt/lex/P/paskal-simon.htm	Zylbercweig Leksikon fun Yidishn Teater	
2619	דזשאַנעט פּאַסקעוויטש	Janet Paskewitz	פּאַסקעוויטש, דזשאַנעט					Female	yt/lex/P/paskewitz-janet.htm	Zylbercweig Leksikon fun Yidishn Teater	
2620	מאַלווינאַ פּאַסקעוויטש	Malvina Paskewitz	פּאַסקעוויטש, מאַלווינאַ					Female	yt/lex/P/paskewitz-malvina.htm	Zylbercweig Leksikon fun Yidishn Teater	
2621	חנינא פּאַסטערנאַק	Khanina Pasternak	לא מצאנו					Male	yt/lex/P/pasternak-khanina.htm	Zylbercweig Leksikon fun Yidishn Teater	
2622	ווילי פּאַסטערנאַק	Willy Pasternak	פּאַסטערנאַק, ווילי					Male	yt/lex/P/pasternak-willy.htm	Zylbercweig Leksikon fun Yidishn Teater	
2623	משה (מוני) פאסטאָר (אברהם משה פּאַסטערנאַק)	Moshe Pastor	פּאַסטאָר משה [מוני] [אַברהם משה פּאַסטערנאַק]					Male	moyt/lex/P/pastor-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2641	אסתר פערלמאַן	Esther Perlman	לא מצאנו					Female	yt/lex/P/perlman-esther.htm	Zylbercweig Leksikon fun Yidishn Teater	
2667	צילע פאַדאָלסקאיאַ	Tsile Podolskaya	פּאָדאָלסקאַיאָ, צילע					Female	yt/lex/P/podolskaya-tsile.htm	Zylbercweig Leksikon fun Yidishn Teater	
2671	משה פאָלאַקעוויטש	Moshe Polakevitsh	פּאָלאָקעוויטש, משה					Male	moyt/lex/P/polakevitsh-moshe-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2673	חיים פאַלאנסקי	Khayim Polanski	פּאָלאַנסקי, חיים					Male	moyt/lex/P/polanski-khayim-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2677	פאָלינאָוואַ	Polinova	פּאָלינאָוואָ, [?]					Female	yt/lex/P/polinova.htm	Zylbercweig Leksikon fun Yidishn Teater	
2681	נ. פּאָמעראַנץ	N. Pomerants	פאָמעראַנץ, נ.					Unknown	yt/lex/P/pomerants-n.htm	Zylbercweig Leksikon fun Yidishn Teater	
2682	ח. פּאָנטש	Kh. Pontsh	פּאָנטש, ח.					Male	yt/lex/P/pontsh-kh.htm	Zylbercweig Leksikon fun Yidishn Teater	
2683	דוד פּאַפּער	David Popper	פֿאָפּער, דוד					Male	yt/lex/P/popper-david.htm	Zylbercweig Leksikon fun Yidishn Teater	
2685	שימען פּאָסיאַס	Shimen Posias	פאָסיאַס, שימען					Male	yt/lex/P/posias-shimen.htm	Zylbercweig Leksikon fun Yidishn Teater	
2691	סאַול פּויזנער	Saul Poyzner	פּויזנער, סאול					Male	yt/lex/P/poyzner-saul.htm	Zylbercweig Leksikon fun Yidishn Teater	
2711	פּזשיגאָדאַ	[?] Pshigoda	פזשיגאָדאַ, [?]					Unknown	yt/lex/P/pshigoda.htm	Zylbercweig Leksikon fun Yidishn Teater	
2712	לעוו פּולווער	Lev Pulver	פולווער לעוו					Male	yt/lex/P/pulver-lev.htm	Zylbercweig Leksikon fun Yidishn Teater	
2714	יעקב פּיעקאַרניק	Yakov Pyekarnik	פּיעקאַרניק, יעקב					Male	moyt/lex/P/pyekarnik-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2720	אברהם ראַבינאָׁוויטש	Abraham Rabinowitz	ראַבינאָוויטש, אַברהם					Male	yt/lex/R/rabinowitz-abraham.htm	Zylbercweig Leksikon fun Yidishn Teater	
2733	היימאַן ראַפּאַפּאָרט	Hyman Rapoport	לא מצאנו					Male	yt/lex/R/rapoport-hyman.htm	Zylbercweig Leksikon fun Yidishn Teater	
2734	אהרן ב. ראַפּאַפּאָרט	Aaron B. Rappaport	ראַפּאָפּאָרט, אהרן, ב.					Male	yt/lex/R/rappaport-aaron-b.htm	Zylbercweig Leksikon fun Yidishn Teater	
2746	שרה רייזען	Sara Reisen	רייזען, שרה					Female	yt/lex/R/reisen-sara.htm	Zylbercweig Leksikon fun Yidishn Teater	
2748	בנימין חיים רייז	Binyamin Chaim Reiz	רייז, בנימין חיים					Male	yt/lex/R/reiz-binyamin-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater	
2749	יעקב רעלעס	Yakov Reles	רעלעס, יעקב					Male	moyt/lex/R/reles-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2752	רייכמאַן	[?] Reykhman	רייכמאַן, [?]					Male	moyt/lex/R/reykhman-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2755	יעקב רייזפעדער	Yakov Reyzfeder	רייזפעדער, יעקב					Male	moyt/lex/R/reyzfeder-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2758	מאַניאַ ריכטער (מלכה באַראַנאָוויטש)	Manya Richter	ריכטער, מאַניאַ מלכה באַראַנאָוויטש]					Female	yt/lex/R/richter-manya.htm	Zylbercweig Leksikon fun Yidishn Teater	
2760	דזשאַנעט רינגלער	Jeanette Ringler	רינגלער, דזשאַנעט					Female	yt/lex/R/ringler-jeanette.htm	Zylbercweig Leksikon fun Yidishn Teater	
2761	רינסלער	Rinsler	רינסלער,					Male	moyt/lex/R/rinsler-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2762	מ. ריסקינד	M. Riskind	ריסקינד, מ.,					Unknown	moyt/lex/R/riskind-m-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2763	מלכה ריטען	Malka Riten	ריטען, מלכה					Female	yt/lex/R/riten-malka.htm	Zylbercweig Leksikon fun Yidishn Teater	
2764	מרדכי ריוועסמאַן	Mordechai Rivesman	ריוועסמאַן, מרדכי					Male	yt/lex/R/rivesman-mordechai.htm	Zylbercweig Leksikon fun Yidishn Teater	
2771	וויליאַם ראָלאַנד (ראַסקין וועלוועל)	William Rolland	ראָלאַנד, וויליאַם (וועלוול כאַסקין)					Male	yt/lex/R/rolland-william.htm	Zylbercweig Leksikon fun Yidishn Teater	
2778	בּעטי ראָזענבּלום (בּיילע)	Betty Rosenblum	ראָזענבלום בעטי [ביילע]					Female	yt/lex/R/rosenblum-betty.htm	Zylbercweig Leksikon fun Yidishn Teater	
2786	ישראל ראָטבלום	Israel Rotblum	ראַטבלום, ישראל					Male	moyt/lex/R/rotblum-israel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2788	פעליא ראָטשטיין	Felia Rotshteyn	ראָטשטיין פעליאַ					Unknown	moyt/lex/R/rotshteyn-felia-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2789	סאָלאָמאָן ראַטשטיין (שלמה)	Solomon Rotshteyn	ראָטשטיין, סאָלאָמאָן [שלמה]					Male	yt/lex/R/rotshteyn-solomon.htm	Zylbercweig Leksikon fun Yidishn Teater	
2793	שרה (-שיינדל) ראָזענבּערג (הערמאַן)	Sarah Rozenberg	ראָזענבערג, שרה (-שיינדל) [הערמאַן]					Female	yt/lex/R/rozenberg-sarah.htm	Zylbercweig Leksikon fun Yidishn Teater	
2801	סאַשאַַ ראָזענטאַל (פישנאָוו שמעיה)	Sasha Rozental	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)		לתקן ניקוד של השם בטרנסקריבוס	לתקן ניקוד ב-DB תיקנתי בטרנסקריבוס	ראָזענטאַל, סאַשאַ (שמעיה פישנאָוו)	Male	yt/lex/R/rozental-sasha.htm	Zylbercweig Leksikon fun Yidishn Teater	
2802	רעגינאַ ראָזענצווייג	Regina Rozentsvayg	ראָזענצווייג, רעגינאַ					Female	moyt/lex/R/rozentsvayg-regina-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2804	דוד רובין	David Rubin	רובין, דוד					Male	yt/lex/R/rubin-david.htm	Zylbercweig Leksikon fun Yidishn Teater	
2810	נחום רובינשטיין	Nakhum Rubinshteyn	רובינשטיין, נחום,					Male	moyt/lex/R/rubinshteyn-nakhum-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2813	ריוואַ רופינאַ (פאָדאָלסקא)	Riva Rupina	רופּינאָ, ריוואַ [פּאַדאָלסקאַ]					Female	yt/lex/R/rupina-riva.htm	Zylbercweig Leksikon fun Yidishn Teater	
2815	יקותיאל רוטענבּערג	Yekutiel Rutenberg	רוטענבערג, יקותיאל					Male	moyt/lex/R/rutenberg-yekutiel-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2827	אסתּר סאַמוּאילאׇוו	Esther Samuilov	סאַמואילאָוו, אסתר (פּידלער, פערקויף]					Female	yt/lex/S/samuilov-esther.htm	Zylbercweig Leksikon fun Yidishn Teater	
2828	מאַלווינאַ סאַמוּאילאׇוו (סאַלי פערקויף)	Malvina Samuilov	סאַמואילאָוו, מאַלווינאַ [מאַלי פערקויף]		מאלי או סאלי? לבדוק בטרנסקריבוס	מאלי - לפי הטרנסקריבוס	סאַמואילאָוו, מאַלווינאַ [מאַלי פערקויף]	Female	yt/lex/S/samuilov-malvina.htm	Zylbercweig Leksikon fun Yidishn Teater	
2834	אַדאַ סאָנץ	Ada Sants	סאַנץ, אַדאָ					Female	yt/lex/S/sants-ada.htm	Zylbercweig Leksikon fun Yidishn Teater	
2840	מאַלי סאַוּער	Mollie Sauer	סאַוּער מאַלי					Female	yt/lex/S/sauer-mollie-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2842	בירך שאַפיר (בענעדיקט)	Bajrach Schafir	שאַפֿיר, בירך (בענעדיקט)					Male	yt/lex/S/schafir-bajrach.htm	Zylbercweig Leksikon fun Yidishn Teater	
2855	ברוך שור	Baruch Schorr	שור ברוך					Male	yt/lex/S/schorr-baruch.htm	Zylbercweig Leksikon fun Yidishn Teater	
2871		Ben-Tsion Segal	סיגאַל, בן-ציון					Male	yt/lex/S/segal-ben-tsion.htm	Zylbercweig Leksikon fun Yidishn Teater	
2875	אַלבּערט סגעאַלעסקאׇ	Albert Segalesko	סעגאַלעסקאָ, אַלבערט					Male	moyt/lex/S/segalesko-albert-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2880	קלאַראַ סעגאַלאׇוויטש (בּאׇראׇדינאׇ)	Clara Segalowitch	סעגאָלאָוויטש, קלאַראַ [באַראַדינאַ]					Female	yt/lex/S/segalowitch-clara-V2.htm	Zylbercweig Leksikon fun Yidishn Teater	
2895	אַננאַ שאַפּיראָ (עני)	Anna Shapiro	שאַפּיראָ, אַננאַ (עני)					Female	yt/lex/S/shapiro-anna-V8.htm	Zylbercweig Leksikon fun Yidishn Teater	
2896	טשאַרלז שאַפּיראָ	Charles Shapiro	שאַפּיראָ, טשאַרלז					Male	yt/lex/S/shapiro-charles-V6.htm	Zylbercweig Leksikon fun Yidishn Teater	
2898	ליזאַ שאַפּיראָ	Liza Shapiro	שאַפּיראָ, ליזאַ					Female	yt/lex/S/shapiro-liza.htm	Zylbercweig Leksikon fun Yidishn Teater	
2900	פּנחס שאַפּיראָ	Pinchas Shapiro	שאַפּיראָ, פּנחס					Male	yt/lex/S/shapiro-pinchas.htm	Zylbercweig Leksikon fun Yidishn Teater	
2906	דינה שאַיעוויטש (איזעלסקיאַ)	Dina Shayevitsh	שאַיעוויטש, דינה [אייגעלסקיאַ]					Female	moyt/lex/S/shayevitsh-dina-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2911	יעקב שעפנער	Yakov Shefner	שעפנער, יעקב					Male	moyt/lex/S/shefner-yakov-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2924	קלעמענטינאַ שערמעל (קיילע)	Clementina Shermel	שערמעל, קלעמענטינאַ (קיילע)					Female	yt/lex/S/shermel-clementina.htm	Zylbercweig Leksikon fun Yidishn Teater	
2930	שקליאר	Shkliar	שקליאַר,					Male	moyt/lex/S/shkliar-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2933	נחמיה שמאיען	Nekhemya Shmayen	שמאַיען, נחמיה,					Male	moyt/lex/S/shmayen-nekhemya-V5.htm	Zylbercweig Leksikon fun Yidishn Teater	
2935	משה שמואלזאָן (שמוליכסאָׁן)	Moshe Shmuelzon	שמואלזאַן [שמוליכסאָן] משה					Male	yt/lex/S/shmuelzon-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater	
2938	חיים שניאור	Chaim Shneyer	שניאור, חיים [שניאור-היים גאַמעראָוו]					Male	yt/lex/S/shneyer-chaim.htm	Zylbercweig Leksikon fun Yidishn Teater	
2946	דוד שטעפלער (פאַרקע)	Shtepler	שטעפּלער (פּאַרקע), דוד					Male	yt/lex/S/shtepler-dovid.htm	Zylbercweig Leksikon fun Yidishn Teater	
2947	סאַמי שטענרבאַך	Sammy Shternbakh	שטערנבאך, סאמי,					Male	moyt/lex/S/shternbakh-sammy-v5.htm	Zylbercweig Leksikon fun Yidishn Teater	
