source_sheet	volume	xml_id	heading	index_unmatched	extras
volume 6 align	6.0	facs_30_tr_1747746182	האָראָוויץ-זילבערמאַן, עדיט		האָראָוויץ-זילבערמאַן, עדיט 3984:6
volume 6 align	6.0	facs_664_r_1	הערי שומער		
volume 6 align	6.0	facs_392_r	הערשעלע אַסטראָפאָלער		אָסטראָפּאָלער, הערשעלע 7165:6
volume 6 align	6.0	facs_63_tr_1747746209	וואָלאָזשינער, הערש		וואָלאָזשינער, הערש 0694:6
volume 6 align	6.0	facs_262_tr_1747928892	וואָלף פרענק		וואָלף, פרענק 7535:6
volume 6 align	6.0	facs_607_tr_1747930558	וויינבערג, הערי [אהרן]		
volume 6 align	6.0	facs_642_tr_1747930347	וויינטרויב, מילטאָן		וויינטרויבּ, מילטאָן 8116:6
volume 6 align	6.0	facs_165_tr_1747825091	ווייסמאַן, דאָראַ		
volume 6 align	6.0	facs_35_tr_1747746200	ווייסמאַן, הערש		ווייסמאַן, הערש 3094:6
volume 6 align	6.0	facs_156_tr_1747825094	ווייסמאַן, מאָריס		ווייסמאַן, מאָריס 5415:6
volume 6 align	6.0	facs_654_r	ווילי שאָר		
volume 6 align	6.0	facs_648_tr_1747930316	וועליטשאַנסקי, ישראל		
volume 6 align	6.0	facs_639_tr_1747930195	זאָלאָטאַראָף, מאו		זאָלאָטאַראָוו, מאו 1116:6
volume 6 align	6.0	facs_132_tr_1747825065	זאַמלער קאַראָלינאַ [קיילע זענדע]		זאַמלער, קאָראָלינאַ 8905:6
volume 6 align	6.0	facs_45_r_7	זאַץ, לילי		זאַץ, לילי 8125:6
volume 6 align	6.0	facs_603_r	"זייגער, מאַרווין ל. ד""ר"		זייגער, מאַרווין ל., דר. 9306:6
volume 6 align	6.0	facs_53_tr_1747746142	זשאָרדען ד'היווער		"זשאַרדען ד""היווער 9394:6"
volume 6 align	6.0	facs_93_r_66	זשיטאָמירסקי, [?]		זשיטאָמירסקי, ? 9105:6
volume 6 align	6.0	facs_172_tr_1747825165	חקלאי [פעלדמאַן]		חקלאי )פעלדמאַן( 7715:6
volume 6 align	6.0	facs_63_tr_1747746207	טאוב, אוירווינג		טאוב, אוירווינג 0694:6
volume 6 align	6.0	facs_85_tr_1747746159	טורניי אויף פּראָווינץ		
volume 6 align	6.0	facs_74_tr_1747746112	טרייבוש, שמעון		טרייבוש, שמעון 2894:6
volume 6 align	6.0	facs_170_tr_1747825074	טשערטאָוו, אַלעקס		טשערטאָוו, אַלעקס 4715:6
volume 6 align	6.0	facs_77_tr_1747746215	יאַכנעס, זלמן		
volume 6 align	6.0	facs_169_tr_1747825080	יוקלסאָן, ראובן		יוקלסאָן, ראובן 2715:6
volume 6 align	6.0	facs_657_tr_1747931522	ישראליק-מנהם הערמעלין		
volume 6 align	6.0	facs_50_tr_1747746182	כאַנוקאָוו, לייוויק		כאַנוקאָוו, לייוויק 3394:6
volume 6 align	6.0	facs_160_tr_1747825040	לאַוויץ, דזשעני [שמילאָוויטש]		לאוויץ, דזשעני )שמילאָוויטש( 4515:6
volume 6 align	6.0	facs_41_tr_1747746160	לאָנדינסקי, שמואל-יקיר		לאָנדינסקי, שמואל-יקיר 5194:6
volume 6 align	6.0	facs_19_tr_1747746114	לאַנדיס, יוסף		לאנדיס, יוסף 1784:6
volume 6 align	6.0	facs_245_tr_1747928885	לאַקס, ליליען [בורשטיין]		
volume 6 align	6.0	facs_76_tr_1747746207	לובעלטשיק יצחק		לובעלטשיק, יצחק 5894:6
volume 6 align	6.0	facs_467_tr_1747930274	ליבערט-לובאָצקי, אָליא		ליבערט-לובאָצקי, אָליא 8675:6
volume 6 align	6.0	facs_406_tr_1747930311	ליובאָמירסקי, יהושע		ליובאָמירסקי, יהושע 6465:6
volume 6 align	6.0	facs_658_tr_1747931529	ליטוואַק אייזיק (יצחק)		
volume 6 align	6.0	facs_64_tr_1747746195	לייב אַ [אַברהם-מרדכי]		לייב, א. )אברהם-מרדכי( 1694:6
volume 6 align	6.0	facs_29_r_4	לימאַן, פאול [לייבאָוויטש]		לימאַן, פּאול )לייבאָוויטש( 2984:6
volume 6 align	6.0	facs_405_tr_1747930574	לינק אַדאָלף		
volume 6 align	6.0	facs_405_tr_1747930577	לעאָנעסקאָ, וואַמפּיראָ		
volume 6 align	6.0	facs_41_tr_1747746148	לעווענשטיין, חנן		לעווענשטיין, חנן 6194:6
volume 6 align	6.0	facs_654_r_1	מ. נ. וואָלפּערט		
volume 6 align	6.0	facs_110_tr_1747825087	מאַלקין, דב-בער		מאַלקין, דב-בער 4505:6
volume 6 align	6.0	facs_265_r	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]		
volume 6 align	6.0	facs_655_tr_1747931510	מאָריס וויינבערגער		
volume 6 align	6.0	facs_141_tr_1747825143	מוראַנאָווער, טעאַטער		מוראַנאָווער טעאַטער 5115:6
volume 6 align	6.0	facs_249_tr_1747928987	מילער דזשעימז אַלבערט		מילער, דזשעימז אַלבערט 2335:6
volume 6 align	6.0	facs_99_tr_1747746187	מעיסאָן, מאָריס		מעיסאָן, מאָריס 1305:6
volume 6 align	6.0	facs_652_r	מערי ריטשמאַן		
volume 6 align	6.0	facs_665_r	משה אַלבין-ביאַליק		
volume 6 align	6.0	facs_660_r	משה לעסער (לאזניק)		
volume 6 align	6.0	facs_651_r	ניומאַן יעקב		
volume 6 align	6.0	facs_663_r_2	נתן פּ. ראָזען		
volume 6 align	6.0	facs_652_tr_1747931529	נתן פֿודעמבערג		
volume 6 align	6.0	facs_407_r_118	סאָווער, מאָליי		
volume 6 align	6.0	facs_56_r_17	סאוער, בערנאַרד [בערל זאַבלאָצקי]		סאַוער, בערנאַרד )בערל זאַבלאָצקי( 5494:6
volume 6 align	6.0	facs_612_r	סקולניק, מנשה		
volume 6 align	6.0	facs_244_tr_1747929009	עליאסבערג, אַלעקסאַנדער [געב. 22 יולי 1878 — געשט. יולי 1924]		עליאַסבערג, אַלעקסאַנדער 2235:6
volume 6 align	6.0	facs_667_r_2	עמאַ שייווער		
volume 6 align	6.0	facs_43_tr_1747746166	ענגעלבערג, לוצא [יחיאָל]		ענגעלבערג, לוצא )יחיאל( 0294:6
volume 6 align	6.0	facs_330_r	ערשטער באַזוך אין אַמעריקע		
volume 6 align	6.0	facs_666_r	פּאול ווהייטמאַן		
volume 6 align	6.0	facs_153_tr_1747825089	פֿאַרייניקטע טרופּע		פאַרייניקטא טרופּע 9315:6
volume 6 align	6.0	facs_44_tr_1747746150	פוקס, יעקב		פוקס, יעקב 1294:6
volume 6 align	6.0	facs_566_tr_1752130132	פֿורמאַן, אַברהם		פורמאַן, אברהם 6695:6
volume 6 align	6.0	facs_565_tr_1752129112	פֿורמאַן, אַרי		פורמאַן, אַרי 4695:6
volume 6 align	6.0	facs_159_tr_1747825090	פֿייגענבערג, רחל		פייגענבערג, רחל 2515:6
volume 6 align	6.0	facs_133_tr_1747825075	פֿיינבערג יאָזעף		פיינבערג, יאָזעף 9905:6
volume 6 align	6.0	facs_134_tr_1747825144	פֿיינבערג, העריס		פיינבערג, העריס 1015:6
volume 6 align	6.0	facs_166_tr_1747825168	פֿיינמאַן-טעאַטער („טעמפּל')		"פיינמאַן טעאַטער )""טעמפּל""( 5615:6"
volume 6 align	6.0	facs_203_tr_1747929008	פֿיינמאַן, דיינע		פיינמאַן, דיינע 9325:6
volume 6 align	6.0	facs_101_tr_1747825157	פֿיינשטיין, הערמאַן (צבי-חיים)		פיינשטיין, הערמאַן )צבי-חיים( 5305:6
volume 6 align	6.0	facs_364_tr_1747930397	פֿילמען		
volume 6 align	6.0	facs_468_tr_1747930432	פינקעלשטיין ישעיה מאיר		פינקעלשטיין, ישעיה-מאיר 9675:6
volume 6 align	6.0	facs_467_tr_1747930273	פֿישלער בערטאָ		פישלער, בערטאַ 7675:6
volume 6 align	6.0	facs_46_tr_1747746173	פישמאַן, הערי [הערשל]		פישמאַן, הערי )הערשל( 6294:6
volume 6 align	6.0	facs_41_tr_1747746161	פישמאַן, יוסף		פישמאַן, יוסף 5194:6
volume 6 align	6.0	facs_102_tr_1747825165	פֿישער סאַמועל (שאול-פּנחס)		פישער, סאַמועל )שאול-פּנחס( 7305:6
volume 6 align	6.0	facs_237_tr_1747928923	פישקינד, אַברהם		פישקינד, אַברהם 7035:6
volume 6 align	6.0	facs_104_tr_1747825067	פלאָום, שרה		פלאום, שרה 2405:6
volume 6 align	6.0	facs_602_tr_1747930296	פלוים לאה		פלוים, לאה 8306:6
volume 6 align	6.0	facs_602_tr_1747930276	פלייסיג, [?]		פלייסיג )?( 8306:6
volume 6 align	6.0	facs_59_r_33	פעדער, אייזיק [פּעדאָרעסקו]		פעדער, אייזיק )פעדאָרעסקי( 1594:6
volume 6 align	6.0	facs_66_tr_1747746213	פעדער, משה		פעדער, משה 6694:6
volume 6 align	6.0	facs_125_tr_1747825049	פעלדמאַן, אהרן		פעלדמאַן, אַהרן 3805:6
volume 6 align	6.0	facs_102_tr_1747825160	פעניגשטיין, אַדאָלף		פעניגשטיין, אַדאָלף 8305:6
volume 6 align	6.0	facs_419_tr_1747930126	פּערלמאַן, אַסתר		
volume 6 align	6.0	facs_105_tr_1747825151	פערקויף סעם [שמואַל-בערל]		פערקויף, סעם )שמואל-בערל( 4405:6
volume 6 align	6.0	facs_50_tr_1747746193	פערשט, שמשון		פערשט, שמשון 4394:6
volume 6 align	6.0	facs_90_r_2	פֿראַנצאָז, זכריה [פּראַנקאָווסקי]		פראַנצאָז, זכריה )פראַנקאָווסקי( 3105:6
volume 6 align	6.0	facs_141_tr_1747825144	פֿריד, י.		פריד, י. 5115:6
volume 6 align	6.0	facs_269_tr_1747928912	פֿרידמאַן יצחק-אייזיק, הרב		פרידמאַן, יצחק-אייזיק הרב 2735:6
volume 6 align	6.0	facs_106_tr_1747825136	פֿרידמאַן, [?]		פרידמאַן, )?( 5405:6
volume 6 align	6.0	facs_98_tr_1747746110	פרידמאַן, אַלבערט [וועלוול-אַלטער]		פרידמאַן, אַלבערט )וועלוול-אַלטער( 0305:6
volume 6 align	6.0	facs_181_tr_1747825054	פֿרידמאַן, בצלאַל		פרידמאַן, בצלאל 6915:6
volume 6 align	6.0	facs_98_r	פֿרידמאַן, לאַראַ [לאה וויינטרויב]		פרידמאַן, לאַראַ )לאה וויינטרויבּ( 9205:6
volume 6 align	6.0	facs_537_tr_1747930464	פֿרידמאַן, לייב		פרידמאַן, לייב 8095:6
volume 6 align	6.0	facs_104_tr_1747825076	פֿרידמאַן, מיכל		פרידמאַן, מיכל 1405:6
volume 6 align	6.0	facs_105_tr_1747825152	פֿרידמאַן, סאַראַ [שרה גלעוויצקאַ]		פרידמאַן, סאַראַ )שרה גלעוויצקאַ( 3405:6
volume 6 align	6.0	facs_149_tr_1747825121	פֿרידמאַן, פֿייוועלע		פרידמאַן, פייוועלע 1315:6
volume 6 align	6.0	facs_643_tr_1747930524	פֿריידעלע [אוישער]		פריידעלע )אוישער( 9116:6
volume 6 align	6.0	facs_140_tr_1747825131	פֿריימאַן, אַדאָלף		פריימאַן, אַדאָלף 3115:6
volume 6 align	6.0	facs_140_tr_1747825133	פֿריימאַן, אַננאַ [האָכבערגער]		פריימאַן, אַננאַ )האָכבּערגער( 4115:6
volume 6 align	6.0	facs_112_tr_1747825141	פרישמאַן, דוד		פרישמאַן, דוד 7505:6
volume 6 align	6.0	facs_72_r_192	פרענק בעלאַ		
volume 6 align	6.0	facs_72_r_13	פרענק נייטאַן [נפתלי]		פרענק, נייטאַן )הפתלי( 8794:6
volume 6 align	6.0	facs_72_tr_1747746141	פרענק, אַברהם		פרענק, אברהם 8794:6
volume 6 align	6.0	facs_71_r_13	פרענק, חנה [איינבינדער]		פרענק, חנה )איינבּינדער( 5794:6
volume 6 align	6.0	facs_70_tr_1747746125	פרענק, יעקב		פרענק, יעקב 3794:6
volume 6 align	6.0	facs_251_tr_1747928968	פרענק, ע[זריאל]-נ[תן] [געב. 1863 — געשט. 1 פעברואר 1924]		פרענק, ע. נ. )עזריאל-נתן( 6335:6
volume 6 align	6.0	facs_124_tr_1747825126	פרענקעל, ברוך		פרענקעל, ברוך 1805:6
volume 6 align	6.0	facs_18_tr_1747746220	צווייבעל, לואיס		צוויבעל, לואיס 9684:6
volume 6 align	6.0	facs_86_r	צווייטער באַזוך אין פּעטערבורג		
volume 6 align	6.0	facs_158_tr_1747825103	צייטלין, לעוו (אהרן-לייב)		צייטלין, לעוו )אהרון-לייבּ( 9415:6
volume 6 align	6.0	facs_47_tr_1747746190	ציפּערשטיין, ישראל יצחק		ציפּערשטיין, ישראל-יצחק 7294:6
volume 6 align	6.0	facs_202_tr_1747928985	קאַדער, באָריס		קאַדער, באָריס 7325:6
volume 6 align	6.0	facs_459_tr_1747930174	קאַהאַן, סאָלאָמאָן [שלמה]		קאַהאַן, סאָלאָמאָן )שלמה( 2575:6
volume 6 align	6.0	facs_171_tr_1747825169	קאָוואַלסקאַ, אַסתר		קאָוואַלסקאַ, אסתר 6715:6
volume 6 align	6.0	facs_187_tr_1747825092	קאָטלער יאָסל		קאַטלער, יאָסל 8025:6
volume 6 align	6.0	facs_417_tr_1747930467	קאַלמוס אולריך		קאַלמוס, אולריך 7665:6
volume 6 align	6.0	facs_224_tr_1747929007	קאַמינסקאַ רעגינאַ		קאַמינסקאַ, רעגינאַ 2825:6
volume 6 align	6.0	facs_210_tr_1747928994	קאַמינסקי, אַברהם יצחק		קאַמינסקי, אברהם-יצחק 4525:6
volume 6 align	6.0	facs_300_tr_1747928891	קאָמינסקי, אַסתר-רחל [האַלפערן]		קאַמינסקאַ, אסתר-רחל )האַלפּערן( 3345:6
volume 6 align	6.0	facs_226_tr_1747928999	קאַמיען, יוסף [אָסיאַ]		קאַמיען, יוסף )אָסיפּ( 6825:6
volume 6 align	6.0	facs_291_tr_1747928923	קאָמפּאַנעעץ, אַבא		קאָמפּאַנעעץ, אַבאַ 5145:6
volume 6 align	6.0	facs_247_tr_1747928913	קאָמפּאַנעעץ, לאה [גאָטליב]		קאָמפּאַנעעץ, לאה )גאָטליבּ( 7235:6
volume 6 align	6.0	facs_155_tr_1747825066	קאָניסקעוויטש, פּנחס		קאַניסקעוויטש, פּנחס 4415:6
volume 6 align	6.0	facs_41_tr_1747746159	קאַסוואַן, איזאַק [יצחק]		
volume 6 align	6.0	facs_253_tr_1747928926	קאָסעל, דוד		קאַסעל, דוד 9335:6
volume 6 align	6.0	facs_125_tr_1747825044	קאָפּ, לעא, דר.		"קאָפּ, לעא, ד""ר 4805:6"
volume 6 align	6.0	facs_19_tr_1747746117	קאַפּוסטין, אַניע		קאַפּוסטין, אַניע 1784:6
volume 6 align	6.0	facs_18_tr_1747746206	קאַפּלאַן, יצחק		קאַפּלאַן, יצחק 0784:6
volume 6 align	6.0	facs_156_tr_1747825108	קאָפּעלמאַן, לואיס		קאַפּעלמאַן, לואיס 5415:6
volume 6 align	6.0	facs_254_tr_1747928885	קאַצענעלענבאַגען, ש. י. (רש'י)		קאַצענעלנבויגען, ש. י. )רש’י( 1435:6
volume 6 align	6.0	facs_430_tr_1747930458	קאַרליק ליבע [לינאַ]		קאַרליק, ליבּע )לינאַ( 3965:6
volume 6 align	6.0	facs_118_tr_1747825157	קאָרנפעלד, בערטאַ [בתיה קוריער]		קאָרנפעלד, בערטאַ )בתיה קוריער( 0705:6
volume 6 align	6.0	facs_246_tr_1747928955	קאָרעס [?]		קאַרעס 6235:6
volume 6 align	6.0	facs_649_tr_1747930511	קובאַנסקי, אייב		קובאַנסקי, אייב 2316:6
volume 6 align	6.0	facs_417_tr_1747930464	קופּערמאַן, לעאָן (ישעיה-אַריה)		קופּערמאַן, לעאָן )ישעיה-אריה( 8665:6
volume 6 align	6.0	facs_196_tr_1747825036	קופּערשמידט, לואיס		קופּערשמידט, לואיס 5225:6
volume 6 align	6.0	facs_48_tr_1747746197	קיטאָי, משה-מיכאל		קיטאַי, משה-מיכאל 9294:6
volume 6 align	6.0	facs_463_tr_1747930274	קייזעראָוויטש, דוד		קייזעראָוויטש, דוד 0675:6
volume 6 align	6.0	facs_144_tr_1747825158	קלומאָק, אייזיק		קלומאק, אייזיק 1215:6
volume 6 align	6.0	facs_435_r	קליוולאַנד טעאַטער סטודיאַ ביי דער אידישער קולטור-געזעלשאַפט		קליוולאַנד טעאַטער סטודיאָ 3075:6
volume 6 align	6.0	facs_116_tr_1747825108	קליין, מיכאל		קליין, מיכאל 5605:6
volume 6 align	6.0	facs_404_tr_1747930204	קלעטער, מאַקס		קלעטער, מאַקס 2465:6
volume 6 align	6.0	facs_49_tr_1747746207	קעלטער, יעקב		קלעטער, יעקב 1394:6
volume 6 align	6.0	facs_183_tr_1747825124	קעניג דינה		קעניג, דינה 0025:6
volume 6 align	6.0	facs_648_tr_1747930309	קעסטין, סוזי [סילווער]		קעסטין, סוזי )סילווער( 9216:6
volume 6 align	6.0	facs_644_tr_1747930335	קעסטין, סעם		קעסטין, סעם 2216:6
volume 6 align	6.0	facs_163_tr_1747825045	קראַטקאַ, שמעון-בער		קראַטקאָ, שמעון-בער 9515:6
volume 6 align	6.0	facs_266_tr_1747929004	קראַנץ פֿיליפּ [יעקב ראָמבראָ]		קראַנץ, פיליפּ )יצחק ראָמבּראָ( 6635:6
volume 6 align	6.0	facs_178_tr_1747825088	קראַסטאָשעווסקי, [?]		קראַסטאָשעווסקי, ]?[ 9815:6
volume 6 align	6.0	facs_97_r_2	קרוג, [?]		קרוג, ]?[ 8205:6
volume 6 align	6.0	facs_142_tr_1747825183	קרולעווסקאַ טעאַטער		קרולעווסקאַ טעאַטער 7115:6
volume 6 align	6.0	facs_81_r_1	קרייצבערג יאַשאַ [סאַקסאַנסקי]		קרייצנערג, יאַשאַ )סאַקסאַנסקי( 5994:6
