db_id	hebname	english	alternative_name	gender	date_born	date_died	born_in	died_in	external_source_id	external_source	author_of	editor_of	mentioned_in	professional_role_org	professional_role_perf	character_perf	created_expressions	name_variants	probably_not_zylbercweig	source	raw
774	ניימאַן	Neiman		Male																DBKey+Report	Neiman|774|ניימאַן
775	זשופּניק	Zhupnik		Male					yt/lex/Z/zhopnik.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Zhupnik|775|זשופּניק
777	לודוויג ראָט	Ludwig Roth		Male					Q94800488	Wikidata										DBKey+Report	Ludwig Roth|777|לודוויג ראָט
779	ישעיה ראָזענבלום	Isaae Rosenblum		Male																DBKey+Report	Isaae Rosenblum|779|ישעיה ראָזענבלום
781	לעאָן ספּעקטאָר	Leon Spector		Male					yt/lex/S/spector-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Spector|781|לעאָן ספּעקטאָר
782	לואיס ווייס (לוי)	Louis Weiss (Levy)		Male					yt/lex/W/weiss-louis.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Weiss (Levy)|782|לואיס ווייס (לוי)
783	מאָריס בּראון (מנחם-מענדל בּראָנשטיין)	Morris Braun		Male					yt/lex/B/brown-morris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Braun|783|מאָריס בּראון (מנחם-מענדל בּראָנשטיין)
785	זלמן רייזען	Zalman Reisen		Male					yt/lex/R/reisen-zalman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Zalman Reisen|785|זלמן רייזען
786	בּעטי ספּעקטאָר (מאַגידאָוו)	Betty Spector		Female					yt/lex/S/spector-betty.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Betty Spector|786|בּעטי ספּעקטאָר (מאַגידאָוו)
787	מאָריס בערנשטיין	Morris Bernstein		Male																DBKey+Report	Morris Bernstein|787|מאָריס בערנשטיין
788	מאָריס גאָלדבּערג	Morris Goldberg		Male					yt/lex/G/goldberg-morris.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Goldberg|788|מאָריס גאָלדבּערג
789	מיראָן גאָלובּאָק	Myron E. Golubock		Male					yt/lex/G/golubock-myron-e.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Myron E. Golubock|789|מיראָן גאָלובּאָק
790	נייטאן ראָזענטאַל (נחום)	Nathan Rosenthal		Male					yt/lex/R/rosenthal-nathan.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Nathan Rosenthal|790|נייטאן ראָזענטאַל (נחום)
791	רפאל בּאָיאַרסקי-בּאָגאַרט	Rafael Boyarsky-Bogart		Male					yt/lex/B/boyarsky-bogart-rafael.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rafael Boyarsky-Bogart|791|רפאל בּאָיאַרסקי-בּאָגאַרט
795	אברהם בּערקאַוויטש	Avraham Berkovitsh		Male					yt/lex/B/berkovitsh-avraham.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Avraham Berkovitsh|795|אברהם בּערקאַוויטש
799	מאַרינשטראָס	Marinstross		Male																DBKey+Report	Marinstross|799|מאַרינשטראָס
800	משה זילבּערמאַן	Moyshe Silberman		Male					yt/lex/Z/zilberman-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moyshe Silberman|800|משה זילבּערמאַן
804	אברהם גאָלדפאַדען (גאָלדענפאָדים)	Abraham Goldfaden		Male					yt/lex/G/goldfaden-abraham.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Abraham Goldfaden|804|אברהם גאָלדפאַדען (גאָלדענפאָדים)
809	דזשייקאַבּ דזשייקאַבּסאָן	Jacob Jacobson (dramaturg)		Male					yt/lex/J/jacobson-jacob-I.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Jacobson (dramaturg)|809|דזשייקאַבּ דזשייקאַבּסאָן
812	לעאן נאַדאָלסקי (לייבּ)	Leon Nadolsky		Male					yt/lex/N/nadolsky-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Nadolsky|812|לעאן נאַדאָלסקי (לייבּ)
813	אליהוּ טענענהאָלץ	Louis Tannenholz		Male					yt/lex/T/tenenholtz-elihu.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Tannenholz|813|אליהוּ טענענהאָלץ
814	לואיס צוויבעל	Louis Zwiebel		Male					yt/lex/T/tsvibel-louis.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Zwiebel|814|לואיס צוויבעל
816	מאַקס ליוויי	Max Levy		Male					yt/lex/L/levy-max.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Max Levy|816|מאַקס ליוויי
817	דיינע פיינמאַן	Dina Feinman		Female					Q5277908	Wikidata										DBKey+Report	Dina Feinman|817|דיינע פיינמאַן
819	וואָלף עדעלמאַן	Wolf Edelman		Male					yt/lex/E/edelman-wolf.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Wolf Edelman|819|וואָלף עדעלמאַן
825	דאָראַ ווייסמאַן	Dora Weissman (I)		Female					yt/lex/W/weissman-dora-II.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Dora Weissman (I)|825|דאָראַ ווייסמאַן
826	פֿאַני טאָמאַשעווסקי	Fanny Thomashefsky		Female																DBKey+Report	Fanny Thomashefsky|826|פֿאַני טאָמאַשעווסקי
834	סעגאַל	Segal		Female																DBKey+Report	Segal|834|סעגאַל
837	מערי עפּשטיין	Mary Epstein		Female																DBKey+Report	Mary Epstein|837|מערי עפּשטיין
838	שרה קראַנצפעלד	Sarah Krantzfeld		Female					yt/lex/K/kranzfeld-sarah.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sarah Krantzfeld|838|שרה קראַנצפעלד
840	סאָניאַ נאַדאָלסקי (שרה קאַץ)	Sonya Nadolsky		Female					yt/lex/N/nadolsky-sonia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sonya Nadolsky|840|סאָניאַ נאַדאָלסקי (שרה קאַץ)
842	מאָריץ מאָריסאָן (משה קאָהן)	Morris Morrison		Male					yt/lex/M/morrison-moritz.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Morris Morrison|842|מאָריץ מאָריסאָן (משה קאָהן)
843	"שמ""ר (שייקעוויטש נחום-מאיר)"	Nahum Meïr Schaikewitz		Male					yt/lex/S/shomer.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	"Nahum Meïr Schaikewitz|843|שמ""ר (שייקעוויטש נחום-מאיר)"
845	פּנחס טאָמאַשעווסקי	Pinkhes Thomashefsky		Male					yt/lex/T/thomashefsky-pincas.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Pinkhes Thomashefsky|845|פּנחס טאָמאַשעווסקי
850	הענרי רוסאָטאַ (חיים נעסוויזשקי)	Henry Russotto (Chaim Nesvizhski)		Male					yt/lex/R/russotto-henry.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Henry Russotto (Chaim Nesvizhski)|850|הענרי רוסאָטאַ (חיים נעסוויזשקי)
852	יוסף בּרוידי	Joseph Brody		Male					yt/lex/B/brody-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Brody|852|יוסף בּרוידי
853	שלמה סמאָל	Shloyme Shmulevitsh		Male					Q3489579	Wikidata										DBKey+Report	Shloyme Shmulevitsh|853|שלמה סמאָל
856	יעקב קאַמענעצקי	Yaakov Kamenetsky		Male					Q2920204	Wikidata										DBKey+Report	Yaakov Kamenetsky|856|יעקב קאַמענעצקי
857	פּרץ סאַנדלער	Peretz Sandler		Male					yt/lex/S/sandler-peretz.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Peretz Sandler|857|פּרץ סאַנדלער
858	סאַבּינאַ ראָזענטאַל	Sabina Rosenthal		Male					yt/lex/R/rosenthal-sabina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sabina Rosenthal|858|סאַבּינאַ ראָזענטאַל
859	בּערל בּערנשטיין (בּורשטין)	Berl Bernstein		Male					yt/lex/B/bernstein-berl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Berl Bernstein|859|בּערל בּערנשטיין (בּורשטין)
863	חנן-יעקב מיניקעס	Chanan Yaakov Minikes		Male					yt/lex/M/minikes-chanan-yaakov.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Chanan Yaakov Minikes|863|חנן-יעקב מיניקעס
865	אַדאָלף מעלצער	Adolf Melzer		Male					yt/lex/M/meltzer-adolf.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolf Melzer|865|אַדאָלף מעלצער
866	הערמאַן פידלער (אברהם הערש)	Herman Fiedler		Male					yt/lex/F/fiedler-herman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Herman Fiedler|866|הערמאַן פידלער (אברהם הערש)
868	אליהו-זלמן יאַריכאָווסקי	Elihu Zalmen Yarikhovski		Male					yt/lex/Y/yarikhovski-elihu-zalmen.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Elihu Zalmen Yarikhovski|868|אליהו-זלמן יאַריכאָווסקי
877	יודל בּעלזער (ספּיוואַק)	Adolf Belzer		Male					yt/lex/B/belzer-yudl.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Adolf Belzer|877|יודל בּעלזער (ספּיוואַק)
878	מאַקס ראָזענטאַל	Max Rosenthal		Male					yt/lex/R/rosenthal-max.htm	Zylbercweig Leksikon fun Yidishn Teater					Actor (דער דבּוק)					DBKey+Report	Max Rosenthal|878|מאַקס ראָזענטאַל
880	יעקב סענדלער	Jacob Koppel Sandler		Male					yt/lex/S/sandler-jacob-kopel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Koppel Sandler|880|יעקב סענדלער
881	אַלעקסאַנדער אָלשאַנעצקי (יהושע)	Alexander Olshanetsky		Male					yt/lex/O/olshanetsky-alexander.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Alexander Olshanetsky|881|אַלעקסאַנדער אָלשאַנעצקי (יהושע)
882	אַהרן לעבּעדיעוו	Aaron Lebedev		Male					yt/lex/L/lebedeff-aaron.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Aaron Lebedev|882|אַהרן לעבּעדיעוו
883	אב קאַהאַן (אברהם)	Abe Cahan		Male																DBKey+Report	Abe Cahan|883|אב קאַהאַן (אברהם)
890	בּ. גאָרין (יצחק גוידא-הוידא)	B. Gorin		Male					yt/lex/G/gorin-b.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	B. Gorin|890|בּ. גאָרין (יצחק גוידא-הוידא)
897	דזשעני גאָלדשטיין	Jennie Goldstein		Female					laski:yt/lex/G/goldstein-jan-d.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jennie Goldstein|897|דזשעני גאָלדשטיין
900	ישראל גראַדנער (ראָזענפעלד)	Yisroel Gradner		Male					yt/lex/G/gradner-israel.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yisroel Gradner|900|ישראל גראַדנער (ראָזענפעלד)
902	דזשייקאָב דזשייקאָבּס (יעקב יאַקובּאָוויטש)	Jacob Jacobs		Male					yt/lex/J/jacobs-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Jacobs|902|דזשייקאָב דזשייקאָבּס (יעקב יאַקובּאָוויטש)
904	הערי לעווין (הערשל)	Harry Levin		Male					yt/lex/L/levin-harry.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Harry Levin|904|הערי לעווין (הערשל)
906	הערמאַן וואָהל (צבי)	Herman Wohl		Male					yt/lex/W/wohl-herman.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Herman Wohl|906|הערמאַן וואָהל (צבי)
910	וויליאַם סיגעל	William Siegal		Male					yt/lex/S/siegel-william.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	William Siegal|910|וויליאַם סיגעל
916	יוסף רומשינסקי (רומשיסקין)	Joseph Rumshinsky		Male					yt/lex/R/rumshinsky-joseph.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Joseph Rumshinsky|916|יוסף רומשינסקי (רומשיסקין)
919	יעקב דינעזאָן	Jacob Dinezon		Male					yt/lex/D/dineson-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Dinezon|919|יעקב דינעזאָן
920	יעקב מעסטעל	Jacob Mestel		Male					yt/lex/M/mestel-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Mestel|920|יעקב מעסטעל
922	יעקב קאַליך	Jacob Kalich		Male					yt/lex/K/kalich-jacob.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Jacob Kalich|922|יעקב קאַליך
924	יצחק ליבּרעסקאָ (ליבּער)	Yitzhok Libresko		Male					yt/lex/L/libresko-yitskhok.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yitzhok Libresko|924|יצחק ליבּרעסקאָ (ליבּער)
925	יצחק שלאָסבּערג	Isaac Schlossberg		Male					yt/lex/S/schlossberg-isaac.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Isaac Schlossberg|925|יצחק שלאָסבּערג
927	איזעלאַ לאַטיינער (גיטעלע פינקעלשטיין)	Izela Lateiner (Gitele Finkelshteyn)		Female					yt/lex/L/latayner-izela.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Izela Lateiner (Gitele Finkelshteyn)|927|איזעלאַ לאַטיינער (גיטעלע פינקעלשטיין)
928	לואיס גאָטליבּ	Louis Silo Gottlieb		Male					yt/lex/G/gottlieb-louis-silo.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Louis Silo Gottlieb|928|לואיס גאָטליבּ
929	ז. ליבּין (ישראל-זלמן הירוויטש)	Yisroel Libin (Israel-Zalman Hurvitsh)		Male					yt/lex/L/libin-z.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Yisroel Libin (Israel-Zalman Hurvitsh)|929|ז. ליבּין (ישראל-זלמן הירוויטש)
930	משה-לייבּ ליליענבּלום	Moshe Leib Lilienblum		Male					yt/lex/L/lilienblum-moses-leib.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Leib Lilienblum|930|משה-לייבּ ליליענבּלום
932	לעאָ ליאָוו (משה-לייבּ)	Leo Low		Male					yt/lex/L/loew-leo.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leo Low|932|לעאָ ליאָוו (משה-לייבּ)
939	מאלי פּיקאָן	Molly Picon		Female					yt/lex/P/picon-molly.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Molly Picon|939|מאלי פּיקאָן
942	מאַקס נאָרדוי	Max Nordau		Male					Q472270	Wikidata										DBKey+Report	Max Nordau|942|מאַקס נאָרדוי
946	מאָריס ראָזענפֿעלד (משה-יעקב אַלטער)	Morris Rosenfeld		Male					Q126519	Wikidata										DBKey+Report	Morris Rosenfeld|946|מאָריס ראָזענפֿעלד (משה-יעקב אַלטער)
955	משה טייך-גאַזניק	Moshe Teykh-Ganzik		Male					yt/lex/T/teykh-ganzik-moshe.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Moshe Teykh-Ganzik|955|משה טייך-גאַזניק
956	מתתיהו-שמחה ראַבּינער	Matityahu Simcha Rabener		Male					Q12409731	Wikidata										DBKey+Report	Matityahu Simcha Rabener|956|מתתיהו-שמחה ראַבּינער
958	סאַבּינאַ לאַקסער (שרה)	Sabina Lakser		Female					yt/lex/L/lakser-sabina.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sabina Lakser|958|סאַבּינאַ לאַקסער (שרה)
963	סעם שנייער	Sam Shnayer		Male					yt/lex/S/schneier-samuel-s.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sam Shnayer|963|סעם שנייער
964	עליאַס ראָטשטיין	Alias Rotstein		Male					yt/lex/R/rothstein-elias.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Alias Rotstein|964|עליאַס ראָטשטיין
967	פיליפּ קראַנץ (יעקב ראָמבּראָ)	Philip Krantz (Yakov Rombro)		Male					yt/lex/K/krantz-philip.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Philip Krantz (Yakov Rombro)|967|פיליפּ קראַנץ (יעקב ראָמבּראָ)
975	לעאָן קאָברין	Leon Kobrin		Male					Q6524734	Wikidata										DBKey+Report	Leon Kobrin|975|לעאָן קאָברין
980	ראָזא אַקסעלראד	Rosa Axelrad		Female					yt/lex/A/axelrad-rosa.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Rosa Axelrad|980|ראָזא אַקסעלראד
981	שלום פּערלמוטער	Sholem Perlmutter		Male					yt/lex/P/perlmutter-sholem.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sholem Perlmutter|981|שלום פּערלמוטער
983	בּן-ציון סיגאַל	Ben-Zion Sigal		Male					moyt/lex/S/sigal-ben-zion-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Ben-Zion Sigal|983|בּן-ציון סיגאַל
984	מאיר מעסטעל	Meir Mestel		Male					moyt/lex/M/mestel-meir-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Meir Mestel|984|מאיר מעסטעל
985	סאמי אוריך (שמאי, גדליהו)	Sammy Urikh		Male					moyt/lex/U/urich-sammy-V5.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sammy Urikh|985|סאמי אוריך (שמאי
986	צילע אוריך	Tsile Urikh		Female																DBKey+Report	Tsile Urikh|986|צילע אוריך
987	ישראל אדלער	Isroel Adler		Male					Null	Wikidata										DBKey+Report	Isroel Adler|987|ישראל אדלער
988	סטעלא אדלער	Stela Adler		Male					Null	Wikidata										DBKey+Report	Stela Adler|988|סטעלא אדלער
990	טעאָדאָר הרצל זילבערט	Theodor Herzl Zilbert		Male					Null	Wikidata										DBKey+Report	Theodor Herzl Zilbert|990|טעאָדאָר הרצל זילבערט
992	יצחק מאיר ווייסענבערג	Yitshok Meir Weissenberg		Male					Null	Wikidata										DBKey+Report	Yitshok Meir Weissenberg|992|יצחק מאיר ווייסענבערג
993	מיני אקסעלראד (בלייכמאן)	Mini Axelrod		Male					Null	Wikidata										DBKey+Report	Mini Axelrod|993|מיני אקסעלראד (בלייכמאן)
994	רחל אקסעלראד (קאהוט)	Rochl Axelrod		Male					Null	Wikidata										DBKey+Report	Rochl Axelrod|994|רחל אקסעלראד (קאהוט)
995	מארק ארנשטיין (אַנדזשעי מאַרק)	Mark Arenstein		Male					yt/lex/A/arnstein-mark.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Mark Arenstein|995|מארק ארנשטיין (אַנדזשעי מאַרק)
996	רפאל באיארסקי-באגארג	Refael Boyarski Bogart		Male					Null	Wikidata										DBKey+Report	Refael Boyarski Bogart|996|רפאל באיארסקי-באגארג
997	מאריס ביעלאווסקי	Morris Bielevski		Male					Null	Wikidata										DBKey+Report	Morris Bielevski|997|מאריס ביעלאווסקי
1000	לעאָן בּלאַנק	Leon Blank		Male					yt/lex/B/blank-leon.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Leon Blank|1000|לעאָן בּלאַנק
1001	יוסף זינגער	Yosef Singer		Male					Null	Wikidata										DBKey+Report	Yosef Singer|1001|יוסף זינגער
1002	ישראל יהושוע זינגער	Isroel Yehoshua Singer		Male					Null	Wikidata										DBKey+Report	Isroel Yehoshua Singer|1002|ישראל יהושוע זינגער
1003	יעטא בלאק	Yete Black		Male					Null	Wikidata										DBKey+Report	Yete Black|1003|יעטא בלאק
1004	יעקב בן-עמי (שטשירין)	Yaakov Ben-Ami		Male					Null	Wikidata										DBKey+Report	Yaakov Ben-Ami|1004|יעקב בן-עמי (שטשירין)
1005	דוד זיידעמאן	Dovid Zeydeman		Male					Null	Wikidata										DBKey+Report	Dovid Zeydeman|1005|דוד זיידעמאן
1006	לעאן זיידענבערג	Leon Zeydenberg		Male					Null	Wikidata										DBKey+Report	Leon Zeydenberg|1006|לעאן זיידענבערג
1008	בן ציון בענעדיקט דר.	Benedict Ben Zion		Male					Null	Wikidata										DBKey+Report	Benedict Ben Zion|1008|בן ציון בענעדיקט דר.
1009	ערנא זיגלער	Erno Zigler		Male					Null	Wikidata										DBKey+Report	Erno Zigler|1009|ערנא זיגלער
1010	ראזא זיגלער	Rosa Zigler		Male					Null	Wikidata										DBKey+Report	Rosa Zigler|1010|ראזא זיגלער
1011	זיגעלנויב ווליאם	William Zigelnoib		Male					Null	Wikidata										DBKey+Report	William Zigelnoib|1011|זיגעלנויב ווליאם
1012	איסר בעזמאן	Isr Bezman		Male					Null	Wikidata										DBKey+Report	Isr Bezman|1012|איסר בעזמאן
1014	פעני וואקסמאן	Penny Waxman		Male					Null	Wikidata										DBKey+Report	Penny Waxman|1014|פעני וואקסמאן
1016	הירש גדל' בעללויה (בעלאו- בעללאה)	Hersh Gdli' Belluia		Male					Null	Wikidata										DBKey+Report	Hersh Gdli' Belluia|1016|הירש גדל' בעללויה (בעלאו- בעללאה)
1018	אברהם טייעלבוים (שלום, סעם)	Avrom Teitlboym		Male					Null	Wikidata										DBKey+Report	Avrom Teitlboym|1018|אברהם טייעלבוים (שלום
1019	אַבאַ קאָמפּאַנעעץ	Abba Kampanietz		Male						Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Abba Kampanietz|1019|אַבאַ קאָמפּאַנעעץ
1021	לאה קאמפאנעעץ (גאטליב)	Leah Kampanietz		Male					Null	Wikidata										DBKey+Report	Leah Kampanietz|1021|לאה קאמפאנעעץ (גאטליב)
1022	ישראל קאמאפאנעעץ	Isroel Kampanietz		Male					Null	Wikidata										DBKey+Report	Isroel Kampanietz|1022|ישראל קאמאפאנעעץ
1023	אסתר נעראסלאווסקא	Ester Neroslovsky		Male					Null	Wikidata										DBKey+Report	Ester Neroslovsky|1023|אסתר נעראסלאווסקא
1025	בעריש בעקערמאן	Berish Bekerman		Male					Null	Wikidata										DBKey+Report	Berish Bekerman|1025|בעריש בעקערמאן
1026	משה שאָר (שור) (שור)	Moshe Schor		Male					Null	Wikidata										DBKey+Report	Moshe Schor|1026|משה שאָר (שור) (שור)
1030	אדאלף טימאנאף	Adolf Timanof		Male					Null	Wikidata										DBKey+Report	Adolf Timanof|1030|אדאלף טימאנאף
1031	יצחק דוב בערקאוויטש	Itskhok Dov Berkovitch		Male					Null	Wikidata										DBKey+Report	Itskhok Dov Berkovitch|1031|יצחק דוב בערקאוויטש
1032	יעקב יוסף ראמאנער-מאסקאביץ	Yaakov-Yosef Romaner Moskovitch		Male					Null	Wikidata										DBKey+Report	Yaakov-Yosef Romaner Moskovitch|1032|יעקב יוסף ראמאנער-מאסקאביץ
1034	סעם גאלדבערג	Sam Goldenberg		Male					Null	Wikidata										DBKey+Report	Sam Goldenberg|1034|סעם גאלדבערג
1038	אדאלף שראגע	Adolf Shrage		Male					Null	Wikidata										DBKey+Report	Adolf Shrage|1038|אדאלף שראגע
1039	פיעטער גראף	Pieter Graff		Male					Null	Wikidata										DBKey+Report	Pieter Graff|1039|פיעטער גראף
1040	חיים גרינשפאן	Chaim Grinshpan		Male					Null	Wikidata										DBKey+Report	Chaim Grinshpan|1040|חיים גרינשפאן
1042	שאַרלאָטא הורוויץ	Charlotta Hurwitz		Male					Null	Wikidata										DBKey+Report	Charlotta Hurwitz|1042|שאַרלאָטא הורוויץ
1043	אסתר הדסה	Ester Hadasah		Male					Null	Wikidata										DBKey+Report	Ester Hadasah|1043|אסתר הדסה
1044	סאול וואלערשטיין	Saul Volerstein		Male					Null	Wikidata										DBKey+Report	Saul Volerstein|1044|סאול וואלערשטיין
1045	היימי וואלערשטיין	Heiymi Volerstein		Male					Null	Wikidata										DBKey+Report	Heiymi Volerstein|1045|היימי וואלערשטיין
1046	עלא וואלערשטיין	Ella Volerstein		Male					Null	Wikidata										DBKey+Report	Ella Volerstein|1046|עלא וואלערשטיין
1047	מאריס וואקסמאן	Morris Waxman		Male					Null	Wikidata										DBKey+Report	Morris Waxman|1047|מאריס וואקסמאן
1049	ראָזא וואקסמאן	Rosa Waxman		Male					Null	Wikidata										DBKey+Report	Rosa Waxman|1049|ראָזא וואקסמאן
1050	לאה גראף ווייטרויב	Leah Graf-Weintroib		Male					Null	Wikidata										DBKey+Report	Leah Graf-Weintroib|1050|לאה גראף ווייטרויב
1051	שמחה וויינטרויב	Simcha Weintroib		Male					Null	Wikidata										DBKey+Report	Simcha Weintroib|1051|שמחה וויינטרויב
1052	יוסף וויינשטאק	Yosef Weinstock		Male					Null	Wikidata										DBKey+Report	Yosef Weinstock|1052|יוסף וויינשטאק
1053	סאפיע וויינשטאק (פרידמאן)	Sophia Weinstock		Female					yt/lex/V/vaynshtok-sophia.htm	Zylbercweig Leksikon fun Yidishn Teater										DBKey+Report	Sophia Weinstock|1053|סאפיע וויינשטאק (פרידמאן)
1054	שואל וויינשטיין	Shoel Weinstein		Male					Null	Wikidata										DBKey+Report	Shoel Weinstein|1054|שואל וויינשטיין
1055	משה ווייספעלד	Moshe Weissfeld		Male					Null	Wikidata										DBKey+Report	Moshe Weissfeld|1055|משה ווייספעלד
1056	עלא זיבעל	Ella Ziebel		Female					Null	Wikidata										DBKey+Report	Ella Ziebel|1056|עלא זיבעל
1058	מאריץ זיגלער (משה בעלצער)	Sigler Moritz		Male					Null	Wikidata										DBKey+Report	Sigler Moritz|1058|מאריץ זיגלער (משה בעלצער)
1060	משה זייפערט	Moshe Seifert		Male					Null	Wikidata										DBKey+Report	Moshe Seifert|1060|משה זייפערט
1062	עלאַ זילבערמאן	Ella Zylberman		Female					Null	Wikidata										DBKey+Report	Ella Zylberman|1062|עלאַ זילבערמאן
1063	קארל זילבערמאן	Karl Zylberman		Male					Null	Wikidata										DBKey+Report	Karl Zylberman|1063|קארל זילבערמאן
1066	קלמן יאוועליר	Kalman Juvilier		Male					Null	Wikidata										DBKey+Report	Kalman Juvilier|1066|קלמן יאוועליר
1067	בערנארד יאנג	Bernhardt Young		Male					Null	Wikidata										DBKey+Report	Bernhardt Young|1067|בערנארד יאנג
1068	אדאלף שליפערשטיין	Adolf Shliperstein		Male					Null	Wikidata										DBKey+Report	Adolf Shliperstein|1068|אדאלף שליפערשטיין
1070	זשיטאמירסקי	Zitomirsky		Male					Null	Wikidata										DBKey+Report	Zitomirsky|1070|זשיטאמירסקי
1071	בנימין חיים רייז	Binyamin Chaim Raise		Male					Null	Wikidata										DBKey+Report	Binyamin Chaim Raise|1071|בנימין חיים רייז
1072	הערמאן פיינשטיין (צבי חיים)	Herman Feinstein		Male					Null	Wikidata										DBKey+Report	Herman Feinstein|1072|הערמאן פיינשטיין (צבי חיים)
1074	בערטא קאליש	Berta Kalich		Female					Null	Wikidata										DBKey+Report	Berta Kalich|1074|בערטא קאליש
1075	פישל זינגער	Fishl Singer		Male					Null	Wikidata										DBKey+Report	Fishl Singer|1075|פישל זינגער
1076	לייזער זשעלאזא	Layzer Dzelaza		Male					Null	Wikidata										DBKey+Report	Layzer Dzelaza|1076|לייזער זשעלאזא
1077	יוסף גראפער	Yosef Gropper		Male					Null	Wikidata										DBKey+Report	Yosef Gropper|1077|יוסף גראפער
