host_person_id	mention_name	gender	relation_category	relation_sentence
P-3-facs_343_tr_1756107174	דער ברוקלינער גאָלדבערג	male	Professional_Collaboration	"צווישן די אַקטיאָרן: „דער בלינדער פֿישער“, איידא קרעמער און דער „ברוקלינער גאָלדבערג"""
P-3-facs_343_tr_1756107174	הערמאַן יאַבלאָקאָוו	male	Professional_Hierarchy	אַלס סופֿלער ביי הערמאַן יאַבלאָקאָוו
P-3-facs_343_tr_1756107174	חנה האָלענדער	female	Professional_Collaboration	בעת די פֿאַרשטעלונגען פֿון נייטען און ראָזע גאָלדבערג און חנה האָלענדער
P-3-facs_343_tr_1756107174	טייל ראָבינאָוויטש	female	Professional_Collaboration	אין פּלאַזאַ-טעאַטער (צוזאַמען מיט סעם מאָריס, איידאַ פֿיין, בערטאַ גערסטין, טייל ראָבינאָוויטש)
P-3-facs_343_tr_1756107174	לואיס גאָלדשטיין	male	Professional_Collaboration	שפּעטער אָרגאַניזירט ער, צוזאַמען מיט לואיס גאָלדשטיין, אַ טרופּע מיט ג. אַלס הויפּט-אַקטיאָר און ש. אַלס סופֿלער.
P-3-facs_343_tr_1756107174	לואיס קרעמער	male	Professional_Collaboration	טרעט אַריין אין מעקילני סקווער טעאַטער (לואיס קרעמער און ראָזע וואָלערשטיין)
P-3-facs_343_tr_1756107174	לעאָן שעכטער	male	Professional_Collaboration	1928-29 — אין זעלבן טעאַטער מיט לעאָן שעכטער און מאַקס לאַסקי אין לעגיטים טעאַטער
P-3-facs_343_tr_1756107174	מאַקס לאַסקי	male	Professional_Collaboration	1928-29 — אין זעלבן טעאַטער מיט לעאָן שעכטער און מאַקס לאַסקי אין לעגיטים טעאַטער
P-3-facs_343_tr_1756107174	מר. אַטלאַס	male	Professional_Collaboration	שפּעטער אין דער וואָדעוויל-טרופּע מיט מר. און מרס. אַטלאַס
P-3-facs_343_tr_1756107174	מרס. אַטלאַס	female	Professional_Collaboration	שפּעטער אין דער וואָדעוויל-טרופּע מיט מר. און מרס. אַטלאַס
P-3-facs_343_tr_1756107174	נייטען גאָלדבערג	male	Professional_Collaboration	בעת די פֿאַרשטעלונגען פֿון נייטען און ראָזע גאָלדבערג און חנה האָלענדער
P-3-facs_343_tr_1756107174	סאָלטשע שאָר	female	Professional_Collaboration	סעם מאָרגענבעסער, סאָלטשע שאָר, דעיוו שעפּקין
P-3-facs_343_tr_1756107174	סעם מאָרגענבעסער	male	Professional_Collaboration	סעם מאָרגענבעסער, סאָלטשע שאָר, דעיוו שעפּקין
P-3-facs_343_tr_1756107174	סעם מאָריס	male	Professional_Collaboration	אין פּלאַזאַ-טעאַטער (צוזאַמען מיט סעם מאָריס, איידאַ פֿיין, בערטאַ גערסטין, טייל ראָבינאָוויטש)
P-3-facs_343_tr_1756107174	ראָזע גאָלדבערג	female	Professional_Collaboration	בעת די פֿאַרשטעלונגען פֿון נייטען און ראָזע גאָלדבערג און חנה האָלענדער
P-3-facs_343_tr_1756107174	ראָזע וואָלערשטיין	female	Professional_Collaboration	טרעט אַריין אין מעקילני סקווער טעאַטער (לואיס קרעמער און ראָזע וואָלערשטיין)
P-3-facs_343_tr_1756107174	שנור	male	Professional_Hierarchy	"ווערט דערנאָך דער „סקעטש""-שרייבער און סופֿלער אין שנורס וואָדעוויל-הויז"
P-3-facs_345_r	בערטאַ גערסטין	female	Professional_Collaboration	געשפּילט צוויי סעזאָנען מיט בערטאַ גערסטין
P-3-facs_345_r	גאָרדין	male	Creative_Intellectual	אין גאָרדינס „גאָט, מענטש און טייוול“
P-3-facs_345_r	דזשעני גאָלדשטיין	female	Professional_Collaboration	אָנגאַזשירט געוואָרן אין 1934 צו שפּילן אין ניו יאָרק מיט דזשעני גאָלדשטיין און סעמיועל גאָלדענבורג
P-3-facs_345_r	היימי דזשייקאָבסאָן	male	Professional_Collaboration	אויפֿגעטראָטן דעם 11 פעברואר 1926 אין אָרטש סטריט טעאַטער (מיט מען סיימאַן און היימי דזשייקאָבסאָן) אין אַ קינדער-ראָלע
P-3-facs_345_r	י. י. זינגער	male	Creative_Intellectual	"ראָל „טערעזאַ“ אין י. י. זינגערס „די משפּחה קאַרנאָווסקי"""
P-3-facs_345_r	יהושע גרובער	male	Family	פֿאָטער — יהושע גרובער, מענעדזשער פֿון אָרטיקן יידישן טעאַטער.
P-3-facs_345_r	יעקב בן-עמי	male	Professional_Hierarchy	געשפּילט אין פֿאָלקס-טעאַטער א
P-3-facs_345_r	ישראל ראָזענבערג	male	Creative_Intellectual	"1942 — געשפּילט אַלס „דזשעני סטוירלינג"" אין ישראל ראָזענבערגס פּיעסע „דער חתן האָט חרטה"""
P-3-facs_345_r	לייוויק	male	Creative_Intellectual	אין לייוויקס „דער נס פון געטאָ“
P-3-facs_345_r	לעאַ פוקס	male	Family	אין 1936 חתונה געהאַט מיטן שוישפּילער לעאַ פוקס (מיט וועמען זיי האָט זיך אין 1941 גע'גט)
P-3-facs_345_r	מאָריס שוואַרץ	male	Professional_Hierarchy	סעזאָן 1943 געשפּילט אין מאָריס שוואַרצס קונסט-טעאַטער
P-3-facs_345_r	מוטער*	female	Family	מוטער — אַ קריסטלעכע דייטשקע, געבוירן אין אַמעריקע, וועלכע האָט זיך שפּעטער מגייר געווען באַקומען אַ סטעראַטיפישע אַמעריקאַנער דערציאונג.
P-3-facs_345_r	מלמד*	male	Professional_Hierarchy	געלערנט יידיש ביי אַ מלמד
P-3-facs_345_r	מען סיימאַן	male	Professional_Collaboration	אויפֿגעטראָטן דעם 11 פעברואר 1926 אין אָרטש סטריט טעאַטער (מיט מען סיימאַן און היימי דזשייקאָבסאָן) אין אַ קינדער-ראָלע
P-3-facs_345_r	סעמיועל גאָלדענבורג	male	Professional_Hierarchy	סעמיועל גאָלדענבורג, וועלכן זיי באַטראַכט פֿאַר איר לערער אין דער דראַמאַטישער קונסט.
P-3-facs_345_r	עזראַ שיין	male	Family	ג. האָט חתונה מיטן פּאָבליק אַקאונטענט עזראַ שיין
P-3-facs_345_r	פּרעס	male	Creative_Intellectual	"אין פּרעס „די דריי מתנות"""
P-3-facs_345_r	פרץ מאַרקיש	male	Creative_Intellectual	פרץ מאַרקישעס „מיר וועלן לעבן“
P-3-facs_345_tr_1756107437	בנימין צמח	male	Professional_Hierarchy	"אָרגאַניזירט דעם קאַנאַדער טור פֿאַר די געוועזענע „הבימה""-מיטגלידער בנימין צמח און חיהלע גרובער"
P-3-facs_345_tr_1756107437	דזשאָן אייזענבערג	male	Professional_Collaboration	צוזאַמען מיט דזשאָן אייזענבערג, געבראַכט אָטראַקציעס
P-3-facs_345_tr_1756107437	דייוויד קולאָק	male	Professional_Collaboration	זינט 1944 איז דייוויד קולאָק פּרעזידענט
P-3-facs_345_tr_1756107437	דר. הורוויץ	male	Professional_Collaboration	פֿאַרנעמט זיך מיטן (שפּעטערדיקן) דר. הורוויץ מיט שאַפן אַנאַנסן פֿאַר פּראָגראַמען פֿון אָרטיקן יידישן טעאַטער.
P-3-facs_345_tr_1756107437	הרב גראָבאַרד	male	Professional_Hierarchy	דאָ לערנט וו. אין תלמוד תורה און אין ישיבה פֿון הרב גראָבאַרד
P-3-facs_345_tr_1756107437	זלמן זילבערצווייג	male	Creative_Intellectual	שרייבט זלמן זילבערצווייג ער איז געוואָרן די טרייב-קראָפט...
P-3-facs_345_tr_1756107437	חיהלע גרובער	female	Professional_Hierarchy	"אָרגאַניזירט דעם קאַנאַדער טור פֿאַר די געוועזענע „הבימה""-מיטגלידער בנימין צמח און חיהלע גרובער"
P-3-facs_345_tr_1756107437	טשאַרלז קאָהען	male	Professional_Collaboration	נאָך אייב סינקאָס טויט האָט די אָנפֿירונג פֿון דער אַרגאַניזאַציע איבערגענומען טשאַרלז קאָהען
P-3-facs_345_tr_1756107437	יעקב בן עמי	male	Professional_Hierarchy	אין 1934 געבראַכט יעקב בן עמי מיט זיין טרופּע (מיט סטעלאַ אַדלער) צו שפּילן אין קאַנאַדע
P-3-facs_345_tr_1756107437	מאַרק שווייד	male	Creative_Intellectual	אין דער זאַמלשריפט וואָס די אָרגאַניזאַציע האָט אַרויסגעגעבן אין 1949, אינטער דער רעדאַקציע פֿון מאַרק שווייד
P-3-facs_345_tr_1756107437	סטעלאַ אַדלער	female	Professional_Hierarchy	אין 1934 געבראַכט יעקב בן עמי מיט זיין טרופּע (מיט סטעלאַ אַדלער) צו שפּילן אין קאַנאַדע
P-3-facs_345_tr_1756107437	סעם קאָהען	male	Professional_Collaboration	"ווערט ער, צוזאַמען מיט שלעזינגער און סעם קאָהען, דער מענעדזשער פֿון אָרטיקן יידישן „סטאַנדאַרט""-טעאַטער"
P-3-facs_345_tr_1756107437	פּנחס גראָבאַרד	male	Professional_Collaboration	"העלפט גרינדן, צוזאַמען מיט גראָבאַרדס זון, פּנחס (שפּעטערדיקער ראביי), די אָרטיקע „השומר הצעיר""."
P-3-facs_345_tr_1756107437	פּנחס יאַסינאָווסקי	male	Professional_Hierarchy	אָרגאַניזירט די קאָנצערטן פֿון פּנחס יאַסינאָווסקי
P-3-facs_345_tr_1756107437	ריינוויין	male	Professional_Hierarchy	אַרבעט ער אין דער אָרטיקער יידישער צייטונג (רעד. ריינוויין און דערנאָך שאַפּיראָ)
P-3-facs_345_tr_1756107437	שאַפּיראָ	male	Professional_Hierarchy	אַרבעט ער אין דער אָרטיקער יידישער צייטונג (רעד. ריינוויין און דערנאָך שאַפּיראָ)
P-3-facs_345_tr_1756107437	שלעזינגער	male	Professional_Collaboration	"ווערט ער, צוזאַמען מיט שלעזינגער און סעם קאָהען, דער מענעדזשער פֿון אָרטיקן יידישן „סטאַנדאַרט""-טעאַטער"
P-3-facs_345_tr_1756107437	פֿאָטער*	male	Family	פֿאָטער — אַן איינבינדער.
P-3-facs_348_tr_1756107767	אָסקאָר גרין	male	Professional_Hierarchy	"צוריקגעקומען אין ניו יאָרק, האָט פ. געשפילט אין אָסקאָר גרינס „האָפּקינסאָן""-טעאַטער"
P-3-facs_348_tr_1756107767	אהרן לעבעדעוו	male	Professional_Collaboration	"אין „פּאָבליק""-טעאַטער מיט מאַלי פיקאָן, אהרן לעבעדעוו, מיכאָל מיכאַלעסקאָ אין מאָריס שוואַרץ"
P-3-facs_348_tr_1756107767	איזידאָר האָלענדער	male	Professional_Collaboration	אין שיקאַגאַ ביי עליאָס גליקמאַן (מיט חנה און איזידאָר האָלענדער און סעמיועל ראָזענשטיין)
P-3-facs_348_tr_1756107767	בערטאַ קאַליש	female	Professional_Collaboration	געשפּילט מיט די גאַנטראָלערן בערטאַ קאַליש
P-3-facs_348_tr_1756107767	בערטאַ קרייצבערג	female	Family	וואו איר מוטער, די אַקטריסע בערטאַ קרייצבערג, האָט געשפּילט
P-3-facs_348_tr_1756107767	הערמאַן יאַבלאַקאָוו	male	Professional_Collaboration	"אין „סעקאָנד עוועניו""-טעאַטער מיט הערמאַן יאַבלאַקאָוו"
P-3-facs_348_tr_1756107767	חיים ברוך פישמאַן	male	Family	וואו איר פֿאָטער, חיים ברוך פישמאַן, האָט געאַרבעט אַלס בינע-טעכניקער
P-3-facs_348_tr_1756107767	חנה האָלענדער	female	Professional_Collaboration	אין שיקאַגאַ ביי עליאָס גליקמאַן (מיט חנה און איזידאָר האָלענדער און סעמיועל ראָזענשטיין)
P-3-facs_348_tr_1756107767	יעקב זילבערט	male	Professional_Collaboration	אין עלטער פֿון 12 יאָר געפֿאָרן מיט אירע עלטערן און יעקב און ליזאַ זילבערט איבער דער פּראָווינץ
P-3-facs_348_tr_1756107767	ליאַ לאָרגמאַן	female	Professional_Hierarchy	אין עלטער פֿון 8 יאָר מיטגענומען געוואָרן קיין סאָן פראַנציסקאָ מיט ליאַ לאָרגמאַנס טרופּע
P-3-facs_348_tr_1756107767	ליזאַ זילבערט	female	Professional_Collaboration	אין עלטער פֿון 12 יאָר געפֿאָרן מיט אירע עלטערן און יעקב און ליזאַ זילבערט איבער דער פּראָווינץ
P-3-facs_348_tr_1756107767	ליטמאַן	male	Professional_Hierarchy	פ. האָט געשפּילט סוברעטן-ראָלן און שפּעטער כאַראַקטער-ראָלן אין די טרופּעס פֿון ליטמאַן, פישזאָן און משה שאָר אין דעטראיט
P-3-facs_348_tr_1756107767	לעאָן בלאַנק	male	Professional_Collaboration	לעאָן בלאַנק און סעמיועל גאָלדענבורג
P-3-facs_348_tr_1756107767	מאַלי פיקאָן	female	Professional_Collaboration	"אין „פּאָבליק""-טעאַטער מיט מאַלי פיקאָן, אהרן לעבעדעוו, מיכאָל מיכאַלעסקאָ אין מאָריס שוואַרץ"
P-3-facs_348_tr_1756107767	מאַקס פֿרידלענדער	male	Family	אונטער דער אָנפֿירונג פֿון איר מאַן מאַקס פֿרידלענדער
P-3-facs_348_tr_1756107767	מאָריס בראַון	male	Professional_Hierarchy	"אין 1933 אין דער טרופּע א""ל פֿון מאָריס בראַון און מאָריס געלבער"
P-3-facs_348_tr_1756107767	מאָריס געלבער	male	Professional_Hierarchy	"אין 1933 אין דער טרופּע א""ל פֿון מאָריס בראַון און מאָריס געלבער"
P-3-facs_348_tr_1756107767	מאָריס שוואַרץ	male	Professional_Collaboration	"אין „פּאָבליק""-טעאַטער מיט מאַלי פיקאָן, אהרן לעבעדעוו, מיכאָל מיכאַלעסקאָ אין מאָריס שוואַרץ"
P-3-facs_348_tr_1756107767	מיכאָל מיכאַלעסקאָ	male	Professional_Collaboration	"אין „פּאָבליק""-טעאַטער מיט מאַלי פיקאָן, אהרן לעבעדעוו, מיכאָל מיכאַלעסקאָ אין מאָריס שוואַרץ"
P-3-facs_348_tr_1756107767	מישע פישזאָן	male	Professional_Collaboration	"שפּעטער אין וויליאַמסבורגער „ליריק""-טעאַטער מיט מישע פישזאָן, סעם אויערבאַך און סעידי שעהנגאָלד"
P-3-facs_348_tr_1756107767	משה סקולניק	male	Professional_Collaboration	מיט משה סקולניק
P-3-facs_348_tr_1756107767	משה שאָר	male	Professional_Hierarchy	פ. האָט געשפּילט סוברעטן-ראָלן און שפּעטער כאַראַקטער-ראָלן אין די טרופּעס פֿון ליטמאַן, פישזאָן און משה שאָר אין דעטראיט
P-3-facs_348_tr_1756107767	נייטאָן גאָלדבערג	male	Professional_Collaboration	"דערנאָך אַרומגעפֿאָרן מיט דער „קייט""-טרופּע מיט נייטאָן און ראָזע גאָלדבערג"
P-3-facs_348_tr_1756107767	סיימאַן	male	Professional_Hierarchy	נאָך אַלס קינד געשפּילט קינדער-ראָלן ביי סיימאַן אין קליוולאַנד
P-3-facs_348_tr_1756107767	סעידי שעהנגאָלד	female	Professional_Collaboration	"שפּעטער אין וויליאַמסבורגער „ליריק""-טעאַטער מיט מישע פישזאָן, סעם אויערבאַך און סעידי שעהנגאָלד"
P-3-facs_348_tr_1756107767	סעם אויערבאַך	male	Professional_Collaboration	"שפּעטער אין וויליאַמסבורגער „ליריק""-טעאַטער מיט מישע פישזאָן, סעם אויערבאַך און סעידי שעהנגאָלד"
P-3-facs_348_tr_1756107767	סעמיועל גאָלדענבורג	male	Professional_Collaboration	לעאָן בלאַנק און סעמיועל גאָלדענבורג
P-3-facs_348_tr_1756107767	סעמיועל ראָזענשטיין	male	Professional_Collaboration	אין שיקאַגאַ ביי עליאָס גליקמאַן (מיט חנה און איזידאָר האָלענדער און סעמיועל ראָזענשטיין)
P-3-facs_348_tr_1756107767	עליאָס גליקמאַן	male	Professional_Hierarchy	אין שיקאַגאַ ביי עליאָס גליקמאַן (מיט חנה און איזידאָר האָלענדער און סעמיועל ראָזענשטיין)
P-3-facs_348_tr_1756107767	פישזאָן	male	Professional_Hierarchy	פ. האָט געשפּילט סוברעטן-ראָלן און שפּעטער כאַראַקטער-ראָלן אין די טרופּעס פֿון ליטמאַן, פישזאָן און משה שאָר אין דעטראיט
P-3-facs_348_tr_1756107767	ראָזע גאָלדבערג	female	Professional_Collaboration	"דערנאָך אַרומגעפֿאָרן מיט דער „קייט""-טרופּע מיט נייטאָן און ראָזע גאָלדבערג"
P-3-facs_349_tr_1756107917	אַברהם יצחק טאַנצמאַן	male	Professional_Hierarchy	"דאָ שפּילט זיי קינדער-ראָלן אין אָרטיקן יידישן טעאַטער א""ד פֿון אַברהם יצחק טאַנצמאַן."
P-3-facs_349_tr_1756107917	די ווייזענפֿריינדס	unknown	Professional_Hierarchy	"וואו זיי שפּילן אין די דאָרטיקע יידישע טעאַטערס א""ד פֿון די ווייזענפֿריינדס (מוניס עלטערן)"
P-3-facs_349_tr_1756107917	הערשל צוקערבערג	male	Professional_Hierarchy	"וואו זיי שפּילן אין די דאָרטיקע יידישע טעאַטערס א""ד פֿון ... הערשל צוקערבערג"
P-3-facs_349_tr_1756107917	חיים ברוך פישמאַן	male	Family	האָט חתונה אין עלטער פֿון עפּעס איבער 14 יאָר מיטן בינע-טעכניקער חיים ברוך פישמאַן
P-3-facs_349_tr_1756107917	יודזשין	male	Family	אָפּגעפאָרן מיט די קינדער סילוויאַ ... און יודזשין
P-3-facs_349_tr_1756107917	מוטער*	female	Family	מוטער — אַ מאָדיסטקע
P-3-facs_349_tr_1756107917	מוני	male	Social_Personal	מוניס עלטערן
P-3-facs_349_tr_1756107917	סאָלאָמאָן לעסער	male	Family	פֿאָטער — דער אַקטיאָר סאָלאָמאָן לעסער
P-3-facs_349_tr_1756107917	סילוויאַ פישמאַן	female	Family	אָפּגעפאָרן מיט די קינדער סילוויאַ (די שפּעטערדיקע אַקטעריסע סילוויאַ פישמאַן)
P-3-facs_349_tr_1756107917	סעם קרייצבערג	male	Family	חתונה מיטן אַקטיאָר סעם קרייצבערג מיט וועלכן זיי פֿאָרט אָפּ צוזאַמען מיט אירע קינדער קיין שיקאַגאָ
P-3-facs_349_tr_1756107917	פּאַלעי	male	Professional_Hierarchy	"וואו זיי שפּילן אין די דאָרטיקע יידישע טעאַטערס א""ד פֿון ... פּאַלעי"
P-3-facs_349_tr_1756107917	פֿאַמיליע גראָסמאַן	unknown	Professional_Hierarchy	"וואו זיי שפּילן אין די דאָרטיקע יידישע טעאַטערס א""ד פֿון ... פֿאַמיליע גראָסמאַן"
P-3-facs_349_tr_1756107919	אַדאָלף גערטנער	male	Professional_Hierarchy	דערנאָך ביי אַדאָלף גערטנער.
P-3-facs_349_tr_1756107919	אַלי' סיני	male	Professional_Hierarchy	געלערנט ביי פֿאַרשידענע מלמדים און שפּעטער אין חדר מתוקן ביי אַלי' סיני
P-3-facs_349_tr_1756107919	אהרן לעבעדעוו	male	Professional_Collaboration	געבראַכט אין 1934-40 קיין אַרגענטינע, אורוגוויי און בראַזיל די שוישפּילער דזשעני גאָלדשטיין, פֿריידעלע אוישער, סילוויאַ פישמאַן, היימי פּריזאַנט און אהרן לעבעדעוו.
P-3-facs_349_tr_1756107919	דזשעני גאָלדשטיין	female	Professional_Collaboration	געבראַכט אין 1934-40 קיין אַרגענטינע, אורוגוויי און בראַזיל די שוישפּילער דזשעני גאָלדשטיין, פֿריידעלע אוישער, סילוויאַ פישמאַן, היימי פּריזאַנט און אהרן לעבעדעוו.
P-3-facs_349_tr_1756107919	היימי פּריזאַנט	male	Professional_Collaboration	געבראַכט אין 1934-40 קיין אַרגענטינע, אורוגוויי און בראַזיל די שוישפּילער דזשעני גאָלדשטיין, פֿריידעלע אוישער, סילוויאַ פישמאַן, היימי פּריזאַנט און אהרן לעבעדעוו.
P-3-facs_349_tr_1756107919	יוגנט-חבר *	male	Social_Personal	זיך באַזעצט ביי זיינעם אַ יוגנט-חבר אין מילוואָקי
P-3-facs_349_tr_1756107919	מאָריס שוואַרץ	male	Professional_Collaboration	זינט דעמאָלט סופֿלער אין די וויכטיקסטע יידישע טעאַטערס, אין די לעצטע יאָרן באַזונדערס מיט מאָריס שוואַרץ.
P-3-facs_349_tr_1756107919	מוני *	male	Other	פֿיליפּ ווייזענפֿריינד (מוניס פֿאָטער)
P-3-facs_349_tr_1756107919	סילוויאַ פישמאַן	female	Family	פ. איז פֿאַרהייראָט צו דער שוישפּילערין סילוויאַ פישמאַן.
P-3-facs_349_tr_1756107919	עדי	male	Family	פֿ.'ס זון, עדי, איצט אַ דאָקטאָר אין שיקאַגאָ, האָט אַלס קינד און שפּעטער אויך אַלס יונגער בחור געשפּילט אויף דער יידישער בינע.
P-3-facs_349_tr_1756107919	פֿאָטער*	male	Family	פֿאָטער — אַ סוחר.
P-3-facs_349_tr_1756107919	פֿיליפּ ווייזענפֿריינד	male	Professional_Hierarchy	ווערט פ. אַ פּראָפעסיאנעלער סופלער, פֿריער ביי פֿיליפּ ווייזענפֿריינד (מוניס פֿאָטער)
P-3-facs_349_tr_1756107919	פֿריידעלע אוישער	female	Professional_Collaboration	געבראַכט אין 1934-40 קיין אַרגענטינע, אורוגוויי און בראַזיל די שוישפּילער דזשעני גאָלדשטיין, פֿריידעלע אוישער, סילוויאַ פישמאַן, היימי פּריזאַנט און אהרן לעבעדעוו.
P-3-facs_349_tr_1756107920	אַדאָלף פעניגשטיין	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט... אַדאָלף פעניגשטיין
P-3-facs_349_tr_1756107920	אַלבערט	male	Family	צ.'ס קינדער אַרטי, סידני און אַלבערט האָבן צוזאַמען מיט איר געשפּילט קינדער-ראָלן
P-3-facs_349_tr_1756107920	אַלשאַנעצקי	male	Creative_Intellectual	קאָמישע פּאָט פּיריס פֿון אַלשאַנעצקי
P-3-facs_349_tr_1756107920	אַנשל שאָר	male	Professional_Hierarchy	6 סעזאָנען אין פֿילאַדעלפיע ביי אַנשל שאָר, וועלכער פֿאַרפֿולקומט זי אין יידיש
P-3-facs_349_tr_1756107920	אַסיפּ דימאָוו	male	Creative_Intellectual	"עטלעכע מוואָווי-פּיעסן א""ר פֿון אַסיפּ דימאָוו."
P-3-facs_349_tr_1756107920	אַרטי	male	Family	צ.'ס קינדער אַרטי, סידני און אַלבערט האָבן צוזאַמען מיט איר געשפּילט קינדער-ראָלן
P-3-facs_349_tr_1756107920	אוירווינג דזשייקאָבסאָן	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט... אוירווינג דזשייקאָבסאָן
P-3-facs_349_tr_1756107920	איזידאָר לעש	male	Creative_Intellectual	"„איך ווייל זיין אַ מאָמע"" פֿון איזידאָר לעש"
P-3-facs_349_tr_1756107920	איזידאָר מעלצער	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט... איזידאָר מעלצער
P-3-facs_349_tr_1756107920	באָריס טאָמאַשעווסקי	male	Professional_Collaboration	האָט דאָ די געלעגנהייט צו שפּילן סוברעטן-ראָלן אויך מיט די גאַסטראָלירנדיקע... באָריס טאָמאַשעווסקי
P-3-facs_349_tr_1756107920	בען גיטלין	male	Creative_Intellectual	"„כל נדרי"" פֿון בען גיטלין"
P-3-facs_349_tr_1756107920	בעסי	female	Family	איר פֿאַרשטאָרבענע שוועסטער בעסי האָט געשפילט אין מוזיל-האָלס.
P-3-facs_349_tr_1756107920	בערטאַ קאַליש	female	Professional_Collaboration	"מיט בערטאַ קאַליש אין „די נשמה פֿון אַ פרוי""."
P-3-facs_349_tr_1756107920	גאָלדבערג	male	Professional_Hierarchy	"ניו יאָרקער „גרענד""-טעאַטער (דיר. דזשייקאָבס און גאָלדבערג)"
P-3-facs_349_tr_1756107920	דזשוליוס נאַטאַנסאָן	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט... דזשוליוס נאַטאַנסאָן
P-3-facs_349_tr_1756107920	דזשייקאָבס	male	Professional_Hierarchy	"ניו יאָרקער „גרענד""-טעאַטער (דיר. דזשייקאָבס און גאָלדבערג)"
P-3-facs_349_tr_1756107920	דזשעיקאָב דזשייקאָבס	male	Creative_Intellectual	פֿאַריידישטע על פּי רוב פֿון דזשעיקאָב דזשייקאָבס) ענגלישע לידער
P-3-facs_349_tr_1756107920	דיינע פֿיינמאַן	female	Professional_Collaboration	האָט דאָ די געלעגנהייט צו שפּילן סוברעטן-ראָלן אויך מיט די גאַסטראָלירנדיקע... דיינע פֿיינמאַן
P-3-facs_349_tr_1756107920	זאָלאָטאַרעווסקי	male	Creative_Intellectual	"צ.'ס ערשטער אויפטריט אויף דער יידישער לעגיטימער בינע איז געווען אין שיקאַגאָ אַלס „חנהלע"" אין זאָלאָטאַרעווסקיס ""ישיבה בחור"""
P-3-facs_349_tr_1756107920	חיים טויבער	male	Professional_Collaboration	1956 — געשפּילט אין לאָס אַנדזשעלעס מיט חיים טויבער אין יידיש
P-3-facs_349_tr_1756107920	חנאַ גאָטעספעלד	female	Creative_Intellectual	"1951 האָט חנאַ גאָטעספעלד געדרוקט אין „פֿאַרווערטס"" אַ סעריע עפּיזאָדן פֿון איר לעבן."
P-3-facs_349_tr_1756107920	טאַנצמאַן	male	Professional_Collaboration	"זומער 1928 שפּילט זי אין „פּראָספּעקט""-טעאַטער מיט טאַנצמאַן."
P-3-facs_349_tr_1756107920	טרילינג	male	Creative_Intellectual	קאָמישע פּאָט פּיריס פֿון... טרילינג
P-3-facs_349_tr_1756107920	יאָזער קעסלער	male	Professional_Collaboration	בעת די גאַסטשפּילן פֿון סעראַ אַדלער און יאָזער קעסלער.
P-3-facs_349_tr_1756107920	יצחק פעלד	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט יצחק פעלד
P-3-facs_349_tr_1756107920	יצחק פרענקל	male	Creative_Intellectual	"„איר צווייטע מאַמע"" פֿון יצחק פרענקל"
P-3-facs_349_tr_1756107920	ישראל ראָזענבערג	male	Creative_Intellectual	"„פֿאַמיליע מיש מאָש"" פֿון ישראל ראָזענבערג."
P-3-facs_349_tr_1756107920	ליאָן עראָל	male	Professional_Hierarchy	וואו זי שפּילט 4 יאָר אין דער מוזיק.-קאָמעדיע אונטער דער לייטונג פֿון ליאָן עראָל
P-3-facs_349_tr_1756107920	לעאַ פוקס	female	Professional_Collaboration	"געשפּילט אין יידיש מיט לעאַ פוקס אין ניו יאָרק אין „ענדערסאָן""טעאַטער"
P-3-facs_349_tr_1756107920	לעאָן בלאַנק	male	Professional_Collaboration	האָט דאָ די געלעגנהייט צו שפּילן סוברעטן-ראָלן אויך מיט די גאַסטראָלירנדיקע לעאָן בלאַנק
P-3-facs_349_tr_1756107920	לעאָן פוקס	male	Professional_Collaboration	איז יאָרןלאַנג געווען די פּאַרטנער-קאָמיקערין מיט... לעאָן פוקס
P-3-facs_349_tr_1756107920	מאָרגענבעסער	male	Family	איר שוועסטער מעימי (פֿריער פֿאַרהייראָט צום אַקטיאָר מאָרגענבעסער...)
P-3-facs_349_tr_1756107920	מיכאָל ראָזענבערג	male	Professional_Collaboration	דעם וואָדעוויל-פֿילם „מזל טוב, יידן“ (מיט מיכאָל ראָזענבערג, לעאַ פוקס און חיים טויבער)
P-3-facs_349_tr_1756107920	מעימי	female	Family	איר שוועסטער מעימי (פֿריער פֿאַרהייראָט צום אַקטיאָר מאָרגענבעסער, שפּעטער צים אַקטיאָר קופּערשמידט) האָט געשפּילט אַ צייט אין יידישן טעאַטער.
P-3-facs_349_tr_1756107920	משה סקולניק	male	Professional_Hierarchy	אין 1953 איז צ. געקומען אין לאָס אַנדזשעלעס מיט משה סקולניקס טרופּע
P-3-facs_349_tr_1756107920	סידני	male	Family	צ.'ס קינדער אַרטי, סידני און אַלבערט האָבן צוזאַמען מיט איר געשפּילט קינדער-ראָלן
P-3-facs_349_tr_1756107920	סימאָר רעכטצייט	male	Professional_Collaboration	אין 1936 האָט זי, צוזאַמען מיט סימאָר רעכטצייט, גאַסטראָלירט אין מעקסיקאָ.
