kind	id	detail
surface_ambiguous	חנה לעווין-סאַנדלער	heading 'לעווין, חנה' spans 2 hubs
surface_ambiguous	יוליאַן שוואַרץ	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	יעקב פּיעקאַרניק	heading 'פּיעקאַרניק, יעקב' spans 2 hubs
surface_ambiguous	יעקב ראַטבאום	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	יצחק פֿרידמאַן	heading 'פֿרידמאַן, יצחק' spans 2 hubs
surface_ambiguous	לאה וויינטרויב-גראַף	heading 'וויינטרויב-גראַף, לאה' spans 2 hubs
surface_ambiguous	לאהקעלע וויינטרויב-גראָף	heading 'וויינטרויב-גראַף, לאה' spans 2 hubs
surface_ambiguous	לעאָן זעלמאַן	heading 'זעלמאַן, לעאָן' spans 2 hubs
surface_ambiguous	משה העלער	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	משה זאַרניצקי	heading 'אונדזערע בויער' spans 3 hubs
surface_ambiguous	נח פּרולוצקי	heading 'פרילוצקי, נח' spans 2 hubs
surface_ambiguous	נח פּרילוצקי	heading 'פרילוצקי, נח' spans 2 hubs
surface_ambiguous	נערה	heading 'נערה [רבקה מאָצקין-ראַקאָוו]' spans 2 hubs
surface_ambiguous	סאַמועל	heading 'קופּערמאַן, סאַמועל' spans 2 hubs
surface_ambiguous	סאַמועל קופּערמאַן	heading 'קופּערמאַן, סאַמועל' spans 2 hubs
surface_ambiguous	סאָניע רעכטבין	heading 'גאָלדפֿאַרב, שמואל' spans 2 hubs
surface_ambiguous	ספּיוואָקן	heading 'ספּיוואַק, איסאַק,' spans 2 hubs
surface_ambiguous	קופּערמאָז	heading 'קופּערמאַן, סאַמועל' spans 2 hubs
