hub_id	member_kind	member_id	label	detail	evidence
HUB-D1301	entry	P-1-facs_98_tr_1740520995	ביעלאָווסקי, גליקאַ [דעגענשטיין]	vol 1	ra_align
HUB-D1301	surface	גליקע דעגענשטיין	גליקע דעגענשטיין	full ×1.0	validated_surface
HUB-D1302	db	1302	היים ביילאָגלאָווסקי (ביעלווסקי, הום בעלקין דוד)	Chaim Bieloglovski	
HUB-D1302	entry	P-7-facs_11_r_2	ביעלאָגלאָווסקי, חיים [דוד בעלקין]	vol 7	ra_align
HUB-D1302	surface	ביעלאַגלאָווסקי	ביעלאַגלאָווסקי	surnames ×1.0	validated_surface
HUB-D1303	db	1303	ל.ס. בּיעלי (אליהו, לואיס)	L.S. Biely	
HUB-D1303	entry	P-6-facs_28_r_73	ביעלי ל. ס. [אליהו, לואיס]	vol 6	ra_align
HUB-D1304	db	1304	מרדכי בעראָזקין	Mordechai Bierozkin	
HUB-D1304	entry	P-7-facs_81_tr_1757228905	ביעראָזקין, מרדכי	vol 7	ra_align
HUB-D1304	surface	ב. מרדכי	ב. מרדכי	initials ×1.0	validated_surface
HUB-D1305	db	1305	צבי בּיקעלס-שפּיצער	Tsvi Bikels-Spitzer	
HUB-D1305	entry	P-1-facs_98_tr_1740520997	ביקעלס-שפּיצער, צבי דר.	vol 1	ra_align
HUB-D1305	surface	צבי	צבי	surnames ×2.0	validated_surface
HUB-D1306	db	1306	יעקב בּילדער	Yakov Bilder	
HUB-D1306	entry	P-1-facs_97_tr_1740520953	בילדער יעקב	vol 1	ra_align
HUB-D1306	surface	בילדער	בילדער	surnames ×1.0	validated_surface
HUB-D1307	db	1307	פישל בּימקאָ	Fishl Bimko	
HUB-D1307	entry	P-1-facs_97_tr_1740520957	בימקאַ פֿישל	vol 1	ra_align
HUB-D1307	surface	בימקאָ	בימקאָ	surnames ×4.0	validated_surface
HUB-D1307	surface	פ. בימקאָ	פ. בימקאָ	initials ×2.0	validated_surface
HUB-D1307	surface	פישל בימקאָ	פישל בימקאָ	full ×1.0	validated_surface
HUB-D1307	surface	פֿישל בימקאָ	פֿישל בימקאָ	full ×2.0	validated_surface
HUB-D1308	db	1308	שלמה בּינדער	Shlomo Binder	
HUB-D1308	entry	P-5-facs_192_tr_1736589026	בינדער, שלמה	vol 5	ra_align
HUB-D1309	db	1309	דוד בּירנבּוים	David Birnbaum	
HUB-D1309	entry	P-5-facs_230_tr_1739221425	בירנבוים, דוד	vol 5	ra_align
HUB-D1309	surface	דוד בירנבוים	דוד בירנבוים	full ×6.0	validated_surface
HUB-D1311	db	1311	יוסף בּירנבּוים	Joseph Birnbaum	
HUB-D1311	entry	P-3-facs_271_tr_1755674157	בירנבוים, יוסף	vol 3	human_align
HUB-D1311	surface	יאָסל בירנבוים	יאָסל בירנבוים	full ×1.0	validated_surface
HUB-D1312	db	1312	לואיס בּירנבּוים (יעקב לייבּ)	Louis Birnbaum	
HUB-D1312	entry	P-1-facs_100_tr_1740521004	בירנבוים, לואיס [יעקב לייב]	vol 1	human_align
HUB-D1312	entry	P-1-facs_62_tr_1740520958	אָרזשעווסקאַיאָ, אַסתר [סניעגאָוו]	vol 1	ra_align
HUB-D1312	entry	P-1-facs_99_tr_1740520997	בירנבוים ישראל [ישראל-איסר באָרנבוים]	vol 1	ra_align
HUB-D1312	surface	אָרזשעווסקאַ אסתר	אָרזשעווסקאַ אסתר	full ×1.0	validated_surface
HUB-D1312	surface	אָרזשעשקאָוואָ	אָרזשעשקאָוואָ	surnames ×1.0	validated_surface
HUB-D1312	surface	יעקב-לייב (לוסיא)	יעקב-לייב (לוסיא)	full ×1.0	validated_surface
HUB-D1312	surface	לואים בירנבוים	לואים בירנבוים	full ×1.0	validated_surface
HUB-D1312	surface	לואיס בירנבוים	לואיס בירנבוים	full ×4.0	validated_surface
HUB-D1313	db	1313	מיני בּירנבּוים (מינדל פּילפּעל)	Minnie Birnbaum	
HUB-D1313	entry	P-1-facs_100_tr_1740521002	בירנבוים, מיני [מינדל פּולפּעל]	vol 1	ra_align
HUB-D1314	db	1314	נתן דר בּירנבּוים (נחום)	Nathan Birnbaum	
HUB-D1314	entry	P-1-facs_100_tr_1740521007	בירנבוים (נחום) נתן, דר.	vol 1	ra_align
HUB-D1314	surface	בירנבוים	בירנבוים	surnames ×3.0	validated_surface
HUB-D1314	surface	דר. נתן בירנבוים	דר. נתן בירנבוים	initials ×1.0	validated_surface
HUB-D1314	surface	נתן בירנבוים	נתן בירנבוים	full ×1.0	validated_surface
HUB-D1315	db	1315	ראָזא בּירנבּוים	Rosa Birnbaum	
HUB-D1315	entry	P-1-facs_101_tr_1740521155	בירנבוים ראָזאַ	vol 1	ra_align
HUB-D1315	surface	ר. בירנבוים	ר. בירנבוים	initials ×1.0	validated_surface
HUB-D1316	db	1316	יעקב בּירנבּערג	Jacob Birnberg	
HUB-D1316	entry	P-1-facs_101_tr_1740521158	בירנבערג, יעקב	vol 1	ra_align
HUB-D1316	surface	בירנבערג	בירנבערג	surnames ×1.0	validated_surface
HUB-D1317	db	1317	מ. בּירנבּוים	M. Birnboym	
HUB-D1317	entry	P-1-facs_100_tr_1740521003	בירנבוים מ.	vol 1	ra_align
HUB-D1318	db	1318	פעלא בּירא (פיינרייך)	Fela Biro	
HUB-D1318	entry	P-3-facs_342_tr_1756107070	ביראָ, פעלאַ [פֿיינרייך]	vol 3	human_align
HUB-D1319	db	1319	יעטאַ בלאַק	Yetta Black	
HUB-D1319	entry	P-1-facs_103_r_2	בלאַק יעטאַ	vol 1	human_align
HUB-D1319	surface	יעטאַ	יעטאַ	surnames ×1.0	validated_surface
HUB-D1319	surface	יעטאַ בלאַק	יעטאַ בלאַק	full ×6.0	validated_surface
HUB-D1320	db	1320	קיידי בּלאַכמאַן (קיילע מייעראָוויטש)	Katie Blackman	
HUB-D1320	entry	P-1-facs_101_r_4	בלאָכמאַן, קיידי [קיילע מייעראָוויטש]	vol 1	ra_align
HUB-D1320	surface	מייעראָוויטש	מייעראָוויטש	surnames ×6.0	validated_surface
HUB-D1321	db	1321	אברהם בּלאַנק	Avraham Blank	
HUB-D1321	entry	P-1-facs_101_tr_1740521152	בלאַנק, אַברהם	vol 1	ra_align
HUB-D1321	surface	בלאַנק אַברהם	בלאַנק אַברהם	full ×1.0	validated_surface
HUB-D1322	db	1322	בּנימין בּלאַנק	Benjamin Blank	
HUB-D1322	entry	P-1-facs_102_tr_1740521064	בלאַנק, בנימין	vol 1	ra_align
HUB-D1323	db	1323	יחיאל בּלאַנק	Yekhiel Blank	
HUB-D1323	entry	P-1-facs_102_tr_1740521060	בלאַנק. יחיאָל	vol 1	ra_align
HUB-D1323	surface	יחיאָל (אַברהם] בלאַנק	יחיאָל (אַברהם] בלאַנק	full ×1.0	validated_surface
HUB-D1324	db	1324	יהודה בלייך	Yehuda Bleich	
HUB-D1324	entry	P-1-facs_106_r_2	בלייך, יהודה	vol 1	ra_align|ra_dup
HUB-D1324	entry	P-4-facs_447_tr_1755029922	בלייך, יהודה	vol 4	ra_align|ra_dup
HUB-D1324	surface	בלייך	בלייך	surnames ×4.0	validated_surface
HUB-D1324	surface	י. בלייך	י. בלייך	initials ×2.0	validated_surface
HUB-D1324	surface	יהודה בלייך	יהודה בלייך	full ×6.0	validated_surface
HUB-D1325	db	1325	בּעטי בּלייכמאַן (בּיילע קאַץ)	Betty Bleichman	
HUB-D1325	entry	P-1-facs_107_tr_1740521167	בלייכמאַן, בעטי [ביילע קאַץ]	vol 1	ra_align
HUB-D1325	surface	ביילע	ביילע	surnames ×3.0	validated_surface
HUB-D1325	surface	בלייכמאַן	בלייכמאַן	surnames ×6.0	validated_surface
HUB-D1325	surface	בעטי בלייכמאַן	בעטי בלייכמאַן	full ×2.0	validated_surface
HUB-D1325	surface	בעלאַ קאַץ	בעלאַ קאַץ	full ×1.0	validated_surface
HUB-D1325	surface	קאַץ	קאַץ	surnames ×2.0	validated_surface
HUB-D1326	db	1326	יעקב בּלייכמאַן	Jacob Bleichman	
HUB-D1326	entry	P-1-facs_107_tr_1740521177	בלייכמאַן, יעקב	vol 1	ra_align
HUB-D1326	surface	יעקב בלייכמאַן	יעקב בלייכמאַן	full ×6.0	validated_surface
HUB-D1327	db	1327	יעקב בּלייפער	Jacob Bleifer	
HUB-D1327	entry	P-1-facs_107_r_8	בלייפֿער, יעקב	vol 1	ra_align
HUB-D1327	surface	י. בלייפער	י. בלייפער	initials ×1.0	validated_surface
HUB-D1327	surface	יעקב בלייפער	יעקב בלייפער	full ×1.0	validated_surface
HUB-D1328	db	1328	העלען בּליי (יונה)	Helen Bley	
HUB-D1328	entry	P-1-facs_106_tr_1740520993	בליי העלען [יונה]	vol 1	ra_align
HUB-D1329	db	1329	יחזקאל בּלייכער	Yekhezkel Bleykher	
HUB-D1329	entry	P-1-facs_107_tr_1740521170	בלייכער, יחזקאָל	vol 1	ra_align
HUB-D1330	db	1330	משה בּליישטיפט	Moshe Bleyshtift	
HUB-D1330	entry	P-1-facs_107_tr_1740521172	בליישטיפט, משה	vol 1	ra_align
HUB-D1331	db	1331	מנחם בּליאַכאַר (מיטיע)	Menachem Bliacher	
HUB-D1331	entry	P-5-facs_592_r_4	בליאַכער מנחם (מיטיע)	vol 5	ra_align
HUB-D1331	surface	בליאַכער	בליאַכער	surnames ×1.0	validated_surface
HUB-D1332	db	1332	שבתי בליאַכער (בּליאַכאַר)	Shabtai Bliacher	
HUB-D1332	entry	P-1-facs_106_tr_1740521000	בליאכאַר שבתי	vol 1	ra_align|ra_dup
HUB-D1332	entry	P-5-facs_108_tr_1733832724	בליאַכער, שבתי	vol 5	ra_align|ra_dup
HUB-D1332	surface	ש. בליאַכער	ש. בליאַכער	initials ×13.0	validated_surface
HUB-D1332	surface	ש. בליכער	ש. בליכער	initials ×7.0	validated_surface
HUB-D1332	surface	שבתי בלאַכער	שבתי בלאַכער	full ×2.0	validated_surface
HUB-D1332	surface	שבתי בליאַכער	שבתי בליאַכער	full ×7.0	validated_surface
HUB-D1333	db	1333	יצחק בּליפעלד	Itzhak Bliefeld	
HUB-D1333	entry	P-1-facs_108_tr_1740521028	בליפעלד יצחק	vol 1	ra_align
HUB-D1333	surface	בליפעלד	בליפעלד	surnames ×5.0	validated_surface
HUB-D1334	db	1334	מילדרעד בּלאַק	Mildred Block	
HUB-D1334	entry	P-1-facs_103_tr_1740521107	בלאק מילדרעד [סאָפיאַ]	vol 1	ra_align
HUB-D1335	db	1335	יעטע בלאָק[ך]	Yetta Block	
HUB-D1335	entry	P-6-facs_466_tr_1747930136	בלאָק[ך] יעטע	vol 6	human_align
HUB-D1335	surface	בלאָק	בלאָק	surnames ×1.0	validated_surface
HUB-D1336	db	1336	לופּוס בּלומענפעלד (זאב)	Lupus Bloomenfeld	
HUB-D1336	entry	P-1-facs_105_tr_1740521090	בלומענפעלד לופּוס [זאב]	vol 1	ra_align
HUB-D1336	surface	ל. בלומענפעלד	ל. בלומענפעלד	initials ×2.0	validated_surface
HUB-D1337	db	1337	הירש בּלאָשטיין	Hirsh Bloshteyn	
HUB-D1337	entry	P-1-facs_103_tr_1740521102	בלאַשטיין, הירש	vol 1	ra_align
HUB-D1337	surface	הירש בלאָשטיין	הירש בלאָשטיין	full ×1.0	validated_surface
HUB-D1338	db	1338	מיראַ בּלויפאַרבּ	Mira Bloyfarb	
HUB-D1338	entry	P-5-facs_592_r_14	בלויפֿאַרב, מיראַ,	vol 5	human_align
HUB-D1339	db	1339	אברהם בּלום	Abraham Blum	
HUB-D1339	entry	P-1-facs_103_tr_1740521114	בלום אַברהם	vol 1	ra_align
HUB-D1339	surface	אַברהם בלום	אַברהם בלום	full ×5.0	validated_surface
HUB-D1340	db	1340	חנה בּלום (חנה-בּלומע צענציפּער)	Chana Blum	
HUB-D1340	entry	P-5-facs_371_r_6	בלום חנה	vol 5	ra_align
HUB-D1340	surface	ח. בלום	ח. בלום	initials ×1.0	validated_surface
HUB-D1341	db	1341	הענרי בּלום (היינריך)	Henry Blum	
HUB-D1341	entry	P-1-facs_104_tr_1740521041	בלום הענרי [היינריך]	vol 1	ra_align
HUB-D1341	surface	הענרי	הענרי	surnames ×2.0	validated_surface
HUB-D1342	db	1342	סעם בּלום (אַלעקסאַנדער)	Sam Blum	
HUB-D1342	entry	P-1-facs_105_tr_1740521098	בלום סעם [אַלעקסאַנדער]	vol 1	ra_align
HUB-D1343	db	1343	סאמועל בּלום (שמואל)	Samuel Blum	
HUB-D1343	entry	P-1-facs_104_tr_1740521049	בלום, סאמועל [שמואַל]	vol 1	ra_align
HUB-D1344	db	1344	מאקס בּלומענפעלד	Max Blumenfeld	
HUB-D1344	entry	P-1-facs_126_r_2	בלומענפעלד מאַקס	vol 1	ra_align
HUB-D1345	db	1345	דיאַנאַ בּלומענפעלד-טורקאָוו	Diana Blumenfeld-Turkow	
HUB-D1345	entry	P-1-facs_105_tr_1740521100	בלומענטאַל, נייטאַן	vol 1	ra_align
HUB-D1345	entry	P-4-facs_388_tr_1755030259	בלומענפעלד טורקאָוו, דיאַנאַ	vol 4	human_align
HUB-D1345	surface	בלומענטאל	בלומענטאל	surnames ×3.0	validated_surface
HUB-D1345	surface	ד. בלומענפעלד	ד. בלומענפעלד	initials ×1.0	validated_surface
HUB-D1345	surface	דיאַנאַ בלומענפעלד	דיאַנאַ בלומענפעלד	full ×18.0	validated_surface
HUB-D1345	surface	טורקאָוו-בלומענפעלד	טורקאָוו-בלומענפעלד	surnames ×1.0	validated_surface
HUB-D1345	surface	נ. בלומענטאַל	נ. בלומענטאַל	initials ×13.0	validated_surface
HUB-D1345	surface	נייטאן בלומענטאַל	נייטאן בלומענטאַל	full ×3.0	validated_surface
HUB-D1346	db	1346	דוד בּלומענטאַל	David Blumental	
HUB-D1346	entry	P-1-facs_105_tr_1740521096	בלומענטאָל, דוד	vol 1	ra_align
HUB-D1346	surface	בלומענטאָל	בלומענטאָל	surnames ×28.0	validated_surface
HUB-D1349	db	1349	פעלי בּאָקמאַן	Feli Bokman	
HUB-D1349	entry	P-1-facs_78_tr_1740521032	באָקמאַן, פעלי	vol 1	ra_align
HUB-D1350	db	1350	לואיס בּאָקשיצקי (לייבּ)	Louis Bokshitzky	
HUB-D1350	entry	P-1-facs_78_tr_1740521049	באָקשיצקי,לואיס [לייב]	vol 1	ra_align
HUB-D1350	surface	לואיס באַקשיצקי	לואיס באַקשיצקי	full ×1.0	validated_surface
HUB-D1352	db	1352	בּאָנטשע (אַברהם ראָזענפעלד)	Bontshe	
HUB-D1352	entry	P-5-facs_189_tr_1736589045	באָנטשע [אַברהם ראָזענפעלד]	vol 5	ra_align
HUB-D1352	surface	א. ראָזענפעלד	א. ראָזענפעלד	initials ×1.0	validated_surface
HUB-D1352	surface	ראָזענפעלד	ראָזענפעלד	surnames ×3.0	validated_surface
HUB-D1353	db	1353	בּען בּאָנוס	Ben Bonus	
HUB-D1353	entry	P-3-facs_359_tr_1755856143	באַנוס, בען	vol 3	human_align
HUB-D1353	surface	באַנוס	באַנוס	surnames ×1.0	validated_surface
HUB-D1353	surface	בען באַנוס	בען באַנוס	full ×7.0	validated_surface
HUB-D1355	db	1355	ראָזאַ בורדא-אנטאָווילסקא (אנטאָוויל)	Roza Bordo-Antowilska	
HUB-D1355	entry	P-5-facs_569_r_9	בורדאַ-אַנטאָווילסקאַ ראָזאַ	vol 5	ra_align
HUB-D1355	surface	בורדאַ	בורדאַ	surnames ×1.0	validated_surface
HUB-D1357	db	1357	בּערל בּאריסאוו (העקער)	Berl Borisov	
HUB-D1357	entry	P-5-facs_356_r_2	באָריסאָוו, בערל (העקער)	vol 5	ra_align
HUB-D1357	surface	ב. באָריסאָוו	ב. באָריסאָוו	initials ×1.0	validated_surface
HUB-D1357	surface	באָריסאָוו	באָריסאָוו	surnames ×7.0	validated_surface
HUB-D1358	db	1358	דער באריסאווער בדחן (דער פּאַריזװער ברידן)	Borisover Badkhan	
HUB-D1358	entry	P-1-facs_82_tr_1740520996	דער באָריסאָווער בדחן	vol 1	ra_align
HUB-D1359	db	1359	באׇריסאׇוואׇ	Borisovo	
HUB-D1359	entry	P-4-facs_142_tr_1754377600	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	vol 4	ra_align
HUB-D1359	surface	באָריסאָוואַ	באָריסאָוואַ	surnames ×1.0	validated_surface
HUB-D1359	surface	באָריסאָוואָ (בעטי)	באָריסאָוואָ (בעטי)	full ×1.0	validated_surface
HUB-D1359	surface	בעטי קאָמפּאַנעעץ	בעטי קאָמפּאַנעעץ	full ×1.0	validated_surface
HUB-D1359	surface	בעטי ראַבינאָוויטש	בעטי ראַבינאָוויטש	full ×2.0	validated_surface
HUB-D1360	db	1360	פראַנץ בּאָריץ (אפרים)	Frants Borits	
HUB-D1360	entry	P-1-facs_81_tr_1740521165	באָריץ, פֿראַנץ [אָפרים]	vol 1	ra_align
HUB-D1360	surface	באָריץ	באָריץ	surnames ×2.0	validated_surface
HUB-D1361	db	1361	קלאַראַ בּאָריץ (דרוקער)	Klara Borits	
HUB-D1361	entry	P-1-facs_81_tr_1740521176	באַריץ, קלאַרא [דרוקער]	vol 1	ra_align
HUB-D1362	db	1362	מאַליאַ בּארקאווסקא	Malya Borkovska	
HUB-D1362	entry	P-5-facs_589_tr_1739220590	באַרקאָווסקאַ, מאָליאַ	vol 5	ra_align
HUB-D1363	db	1363	בּערל בּאַראָדקין (בּאַרדאַקין)	Berl Borodkin	
HUB-D1363	entry	P-1-facs_78_tr_1740521048	באַראָדקין, בערל [באַרדאָקין]	vol 1	ra_align
HUB-D1363	surface	באַראָדקין	באַראָדקין	surnames ×3.0	validated_surface
HUB-D1364	db	1364	אירענא בּארטשעווסקא (דבורה)	Irena Bortshevska	
HUB-D1364	entry	P-5-facs_222_tr_1739220652	באָרטשעווסקאַ, אירענאַ [דבורה]	vol 5	ra_align
HUB-D1365	db	1365	יעקב בּאטאשאַנסקי	Jacob Botoshansky	
HUB-D1365	entry	P-1-facs_75_tr_1740521172	באַטאָשאַנסקי, יעקב	vol 1	ra_align
HUB-D1365	surface	י. ב. [יעקב באַטאָשאַנסקי)	י. ב. [יעקב באַטאָשאַנסקי)	initials ×1.0	validated_surface
HUB-D1365	surface	יעקב באַטאָשאַנסקי	יעקב באַטאָשאַנסקי	full ×19.0	validated_surface
HUB-D1366	db	1366	בּערל בּאָטוויניק	Berl Botvinik	
HUB-D1366	entry	P-1-facs_76_tr_1740520957	באָטוויניק, בערל	vol 1	ra_align
HUB-D1366	surface	ב. באָטוויניק	ב. באָטוויניק	initials ×7.0	validated_surface
HUB-D1366	surface	לעד פּענסיל [ב. באָטוויניק]	לעד פּענסיל [ב. באָטוויניק]	initials ×1.0	validated_surface
HUB-D1366	surface	עלישאַ [ב. באָטוויניק]	עלישאַ [ב. באָטוויניק]	initials ×1.0	validated_surface
HUB-D1367	db	1367	יוסף בּאָוושאָווער (Basil Dahl, M. Turbov)	Joseph Bovshover	
HUB-D1367	entry	P-1-facs_74_tr_1740521143	באָוושאַווער יוסף	vol 1	ra_align
HUB-D1367	surface	באַוושאָווער	באַוושאָווער	surnames ×1.0	validated_surface
HUB-D1367	surface	באָוושאָווער	באָוושאָווער	surnames ×1.0	validated_surface
HUB-D1368	db	1368	רבקה בּאָיאַרסקא	Rivka Boyarska	
HUB-D1368	entry	P-6-facs_260_tr_1747928893	באָיאַרסקאַ, רבקה	vol 6	ra_align
HUB-D1369	db	1369	לייזער בּויקע	Leyzer Boyke	
HUB-D1369	entry	P-1-facs_91_r_5	בויקע, לייזער [?]	vol 1	ra_align
HUB-D1369	surface	בויקע	בויקע	surnames ×1.0	validated_surface
HUB-D1370	db	1370	אננאַ בּוים (חנה פּאָלאַקאָווסקא)	Anna Boym	
HUB-D1370	entry	P-1-facs_91_tr_1740521128	בוים אַננאַ [חנה פּאָלאַקאָווסקאַ]	vol 1	ra_align
HUB-D1371	db	1371	אלימלך בּוים	Elimelekh Boym	
HUB-D1371	entry	P-1-facs_90_tr_1740521107	בוים אַלימלך	vol 1	ra_align
HUB-D1371	surface	אַלימלך בוים	אַלימלך בוים	full ×1.0	validated_surface
HUB-D1372	db	1372	יהודה-לייבּ בּוימוואָל	Yehuda Leib Boymvol	
HUB-D1372	entry	P-1-facs_91_tr_1740521127	בוימוואָל, יהודה-לייב	vol 1	ra_align
HUB-D1372	surface	בוימוואָל	בוימוואָל	surnames ×5.0	validated_surface
HUB-D1372	surface	י. ל. בוימוואָל	י. ל. בוימוואָל	initials ×7.0	validated_surface
HUB-D1373	db	1373	אַברהמלע בּאָזשיק	Avrahamele Bozyk	
HUB-D1373	entry	P-6-facs_110_tr_1747825093	באָזשיק, אַברהמלע	vol 6	ra_align
HUB-D1373	surface	באָזשיק	באָזשיק	surnames ×3.0	validated_surface
HUB-D1374	db	1374	מאַקס בּאָזשיק (באזנשיקאָווסקי)	Max Bozyk	
HUB-D1374	entry	P-3-facs_398_tr_1755856092	באָזשיק, מאַקס [באָזשיקאָווסקי]	vol 3	human_align
HUB-D1374	surface	מאַקס באָזשיק	מאַקס באָזשיק	full ×12.0	validated_surface
HUB-D1375	db	1375	רייזל בּאָזשיק (לעוועבראָווסקאַ)	Reizel Bozyk	
HUB-D1375	entry	P-3-facs_399_tr_1755856127	באַזשיק, רייזל [לעוועבראווסקאַ]	vol 3	human_align
HUB-D1375	surface	רייזל	רייזל	surnames ×3.0	validated_surface
HUB-D1375	surface	רייזל באָזשיק	רייזל באָזשיק	full ×4.0	validated_surface
HUB-D1376	db	1376	מאיר בּראַף	Meyer Braff	
HUB-D1376	entry	P-1-facs_136_tr_1740521127	בראָף, מאיר	vol 1	ra_align
HUB-D1377	db	1377	כינע בּראַגינסקאַ (פישזאָן)	Chine Braginska	
HUB-D1377	entry	P-1-facs_123_tr_1740520964	בראָגינסקאַ כינע [פישזאָן]	vol 1	ra_align
HUB-D1377	surface	בראָגינסקאַ	בראָגינסקאַ	surnames ×1.0	validated_surface
HUB-D1377	surface	חיענאַ בראַגינסקאַ	חיענאַ בראַגינסקאַ	full ×1.0	validated_surface
HUB-D1377	surface	כינע בראַגינסקאַ-פישזאָן	כינע בראַגינסקאַ-פישזאָן	full ×1.0	validated_surface
HUB-D1378	db	1378	אברהם בּראַלמאַן	Avraham Hersh Bralman	
HUB-D1378	entry	P-1-facs_135_r_2	בראַלמאַן, אַברהם הערש [?]	vol 1	ra_align
HUB-D1379	db	1379	שאול בּראַנדעס	Saul Brandes	
HUB-D1379	entry	P-1-facs_135_tr_1740521015	בראַנדעס, שאַול	vol 1	ra_align
HUB-D1379	surface	בראַנדס	בראַנדס	surnames ×1.0	validated_surface
HUB-D1379	surface	בראַנדעס	בראַנדעס	surnames ×2.0	validated_surface
HUB-D1379	surface	שאַול	שאַול	surnames ×2.0	validated_surface
HUB-D1380	db	1380	יוסף בּראַנדעסקאָ (סמאָלניק)	Joseph Brandesko	
HUB-D1380	entry	P-6-facs_661_r	אדעלאַ מאָנדרי	vol 6	ra_align
HUB-D1381	db	1381	דזשאַנעט בּראַנדט	Janet Brandt	
HUB-D1381	entry	P-6-facs_611_tr_1747930592	בראַנדט, דזשאַנעט	vol 6	ra_align
HUB-D1382	db	1382	עגאָן בּרעכער	Egon Brecher	
HUB-D1382	entry	P-1-facs_140_tr_1740521122	ברעכער, עגאָן	vol 1	ra_align
HUB-D1382	surface	ברעכער	ברעכער	surnames ×2.0	validated_surface
HUB-D1382	surface	געגאָן ברעכער	געגאָן ברעכער	full ×1.0	validated_surface
HUB-D1382	surface	עגאָן ברעכער	עגאָן ברעכער	full ×11.0	validated_surface
HUB-D1383	db	1383	פּאול בּרייטמאן	Paul Breitman	
HUB-D1383	entry	P-1-facs_138_tr_1740521018	ברייטמאַן, פאַול	vol 1	ra_align
HUB-D1384	db	1384	אברהם בּרען	Abraham Bren	
HUB-D1384	entry	P-1-facs_141_tr_1740521090	ברען אַברהם	vol 1	ra_align
HUB-D1384	surface	אַברהם ברען	אַברהם ברען	full ×1.0	validated_surface
HUB-D1384	surface	ברען	ברען	surnames ×1.0	validated_surface
HUB-D1385	db	1385	יוסף בּרענער	Yosef Chaim Brenner	
HUB-D1385	entry	P-1-facs_141_tr_1740521064	ברענער יוסף חיים	vol 1	ra_align
HUB-D1386	db	1386	יצחק בּרקסטאָוויצקי	Yitzhak Brestovitsky	
HUB-D1386	entry	P-1-facs_141_tr_1740521086	ברעסטאקוויצקי, יצחק	vol 1	ra_align
HUB-D1387	db	1387	שרה בּרעז	Sarah Brez	
HUB-D1387	entry	P-5-facs_198_r_70	ברעז, שרה	vol 5	ra_align
HUB-D1388	db	1388	דוד בּרידזשער	David Bridger	
HUB-D1388	entry	P-4-facs_379_tr_1755030303	ברידזשער, דוד	vol 4	ra_align
HUB-D1388	surface	דוד ברידזשער	דוד ברידזשער	full ×1.0	validated_surface
HUB-D1389	db	1389	הירש דר בּריל	Hirsch Brill	
HUB-D1389	entry	P-1-facs_138_tr_1740521012	בריל, הירש דר.	vol 1	ra_align
HUB-D1390	db	1390	יצחק-ליפּע בּריל (ליפּ)	Yitzhak-Lipe Brill	
HUB-D1390	entry	P-1-facs_139_tr_1740521046	בריל (ליפּ) יצחק-ליפּע	vol 1	ra_align
HUB-D1391	db	1391	אליא בּרין (גאָלדע זיידלין)	Alya Brin	
HUB-D1391	entry	P-1-facs_139_tr_1740521045	ברין, אַליאַ [גאָלדע זיידלין]	vol 1	ra_align
HUB-D1391	surface	ליאַ	ליאַ	surnames ×1.0	validated_surface
HUB-D1392	db	1392	מאַקס בּרין	Max Brin	
HUB-D1392	entry	P-1-facs_139_r_2	ברין, מאַקס	vol 1	ra_align|ra_dup
HUB-D1392	entry	P-5-facs_41_tr_1733050381	ברין, מאַקס	vol 5	ra_align|ra_dup
HUB-D1392	surface	ברין	ברין	surnames ×2.0	validated_surface
HUB-D1392	surface	מאַקס ברין	מאַקס ברין	full ×8.0	validated_surface
HUB-D1392	surface	מאַקס פּערלמאַן	מאַקס פּערלמאַן	full ×8.0	validated_surface
HUB-D1393	db	1393	ראָזא בּרין (שקליארזש)	Roza Brin	
HUB-D1393	entry	P-1-facs_139_tr_1740521040	ברין, ראָזאַ [שקליאַרזש]	vol 1	ra_align
HUB-D1393	surface	ראָזאַ ברין	ראָזאַ ברין	full ×4.0	validated_surface
HUB-D1394	db	1394	שלום בּרין	Sholom Brin	
HUB-D1394	entry	P-1-facs_139_tr_1740521042	ברין, שלום	vol 1	ra_align
HUB-D1394	surface	ש. ברין	ש. ברין	initials ×1.0	validated_surface
HUB-D1394	surface	שלום ברין	שלום ברין	full ×8.0	validated_surface
HUB-D1395	db	1395	חיים בּריסמאַן	Chaim Brisman	
HUB-D1395	entry	P-4-facs_404_tr_1755030317	בריסמאַן, חיים	vol 4	ra_align
HUB-D1395	surface	ח. בריסמאַן	ח. בריסמאַן	initials ×1.0	validated_surface
HUB-D1395	surface	חיים בריסמאַן	חיים בריסמאַן	full ×2.0	validated_surface
HUB-D1396	db	1396	אַננאַ בּריה	Anna Briya	
HUB-D1396	entry	P-1-facs_138_tr_1740521003	בריה אָננאַ	vol 1	ra_align
HUB-D1396	surface	אַננאַ בריה	אַננאַ בריה	full ×3.0	validated_surface
HUB-D1396	surface	האָניאַ (אָננאַ בריה)	האָניאַ (אָננאַ בריה)	full ×1.0	validated_surface
HUB-D1397	db	1397	ראָזא בּריה	Roza Briya	
HUB-D1397	entry	P-1-facs_138_r_1	בריה, ראָזאַ	vol 1	ra_align|ra_dup
HUB-D1397	entry	P-5-facs_231_tr_1739221360	בריה, ראָזאַ	vol 5	ra_align|ra_dup
HUB-D1397	surface	ראָזע בריה	ראָזע בריה	full ×3.0	validated_surface
