mention	occurrences	as_heading	alternative_heading	notes
יאָסל עדעלשטיין	1.0	עדעלשטיין, יאָזעף (יוסף)		
יאָסל קאַפּאָטע	1.0			
יאָסעל טאַווטשאַי	1.0			
יאָסעלע באַס	1.0			
יאָסעלע גראָפּער	1.0	גראָפּער יוסף		
יאָסעלע דיין	1.0			
יאָסעלע קאָלאָדני	1.0	קאָלאָדני, יאָסעלע		
יאָסעלע קאַרפּינאָוויטש	1.0			
יאָסעלע רויזענבלאַט	1.0			
יאָסעק דער רויטער	1.0			
יאַקאָב אַדלער	1.0	אַדלער, יעקב פּ. [יעקב בן פּנחס]		
יאַקוב ליטמאַן	1.0	ליטמאַן, יעקב		
יאָקל ראָטבאַרד	1.0			
יאָשאַ חפץ	1.0			
יאָשאַ ראָזענטאָל	1.0	ראָזענטאַל, יאַשאַ [יעקב-בער]		
יאָשע חריף	1.0			
יאָשע לואיס	1.0			
יאָשע שענקער	1.0			
יהודה יאַצעוולאַן	1.0			
יהודה ליב מאַרגענשטערן	1.0			
יהודה לייב גאָלד	1.0			
יהודה לייב גאָרדאָן	1.0	גאָרדאָן, הערש-לייב		
יהודה לייב מץ	1.0			
יהודה לערנער	1.0	לערנער יוסף-יהודה		
יהודה מאלעק	1.0			
יהודה מענדעלסאָן	1.0			
יהודה קויפמאַן	1.0			
יהודית בערג	1.0			
יהודית גליזער	1.0			
יהודית נאַראָוולאַנסקאַיאַ	1.0			
יהודית סילמאַן	1.0			
יהודית קעסעלמאַן	1.0			
יהושע אַברהמי	1.0			
יהושע אלקאן	1.0	אַלקאָן, י [יהושע עלקין]		יש 2 אפשרויות
יהושע בלאָך	1.0			
יהושע בערטאַנאָוו	1.0	בערטאַנאָוו, יהושע [בירטון]		
יהושע גאָרדאָן	1.0			
יהושע גרובער	1.0	גרובער דזשעי(יהושע)		
יהושע הורוויץ	1.0	האָראָוויץ, אַזיאַס [יהושע]		
יהושע טהאָן	1.0			
יהושע לינדער	1.0			
יהושע מרדכי ליפשיצעס	1.0			
יהושע פֿייל	1.0	פֿייל, יהושע		
יהושע פּערלע	1.0	פּערלע יהושע		
יהושע קאַנטאָראָוויטש	1.0			
יואל בערמאַן	1.0	בערגמאַן, יואל		
יואל בריל (לעוו)	1.0			
יואל גלאַנץ	1.0	גלאַנץ, יואל		
יואל דולגאָטש	1.0			
יואָל זעליג	1.0			
יואל לוסטערניק	1.0			
יואל שאַריגראָדסקי	1.0			
יוד נון	1.0			
יודזשין דונקעל	1.0			
יודזשין דערס	1.0			
יודזשין פֿאַרקויף	1.0			
יודל אָפּאָטאַשו	1.0	אָפּאַטאשו, יוסף [יוסף אָפּאַטאָווסקי]		
יודל מוט	1.0	מוט, יודל		
יודל קאַץ	1.0	קאַץ,		
יודעלע בעלזער	1.0	בעלזער, יודל [ספּיוואַק]		
יוואָל בערגמאַן	1.0	בערגמאַן, יואל		
יוזע פילסודסקי	1.0			
יוזעף גאָלעווסקי	1.0			
יוזעף קינעלסקי	1.0			
יוזעפינאַ וואַרשאַווסקאַ בראַש	1.0			
יוזשאַ שענבערג	1.0			
יוזשע אַדלער	1.0	אַדלער יוזשע		
יוחנן בן כאי	1.0			
יוחנן בן לוי	1.0			
יוחנן לוי רופאַ	1.0			
יוכבד גלאַטשטיין	1.0			
יולווס אָדלער	1.0	אַדלער, יוליוס		
יוליאַ וואָלין	1.0			
יוליאַ מאָרעצקאַ	1.0			
יוליוס אַדלערס	1.0	אַדלער, יוליוס		
יוליוס אָסקאָר גאָרדין	1.0	אָסקאַר יוליוס [אייזענבעט]		
יוליוס אָסקאָרן	1.0	אָסקאַר יוליוס [אייזענבעט]		
יוליוס אַקאָוו	1.0	ראַקאָוו, יוליוס (יחיאל)		
יוליוס בערענשטיין	1.0	יודל (יוליוס) באָרענשטיין		
יוליוס הערמאַן	1.0			
יוליוס מייקעלזאָן	1.0	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]		
יוליוס מילער	1.0	דזשוליוס און בערטאָ מילער		
יוליוס ערבער	1.0	ערבער, דושליוס (יחיאל)		
יוליוס קלענגעל	1.0			
יונגן דור גאַליציש-יידישע אַקטיאָרן	1.0	אידישע אַקטיאָרען-יוניאָן		
יונה גינזבורג	1.0	גינצבורג, יונה [חיים-יונה, סעמועל]		
יונה יהושע פרץ	1.0			
יונה פערקויף	1.0			
יונה קרעפּל	1.0			
יוסף (כאָסע)	1.0			
יוסף אחרון	1.0			
יוסף אָפּאַטאַשון	1.0	אָפּאַטאשו, יוסף [יוסף אָפּאַטאָווסקי]		
יוסף בן מתתיהו פלאַוואוס	1.0			
יוסף בראַנדעסקאָ	1.0	בראַנדעסקאָ, יוסף [סמאָלניק]		
יוסף ברוידי	1.0	ברוידי יוסף		
יוסף גאָלדפֿאַדען	1.0			
יוסף גאָר	1.0			
יוסף גלאָזמאַן	1.0			
יוסף גליקסאָן	1.0			
יוסף האָש	1.0	כאַש, יוסף		
יוסף העלער	1.0			
יוסף וו.	1.0	וויינשעלבוים, יוסף		יש עוד אפשרויות
יוסף ווהייט	1.0			
יוסף ווייסהאָף	1.0			
יוסף זבריזשער	1.0			
יוסף זיידנבייטל	1.0			
יוסף זשיטאָמירסקי	1.0	זשיטאָמירסקי, יוסף		
יוסף חאָש	1.0	כאַש, יוסף		
יוסף חיים דעסער	1.0	דעססער יאָזעף [יוסף-חיים]		
יוסף טויבערט	1.0			
יוסף טומשינסקי	1.0			
יוסף טונקעל	1.0	טונקעלער דער [יוסף טונקעל]		
יוסף טענענבוים	1.0			
יוסף טשערניכאָוו (דניאלי)	1.0			
יוסף יאַפפאַ	1.0			
יוסף לאַנדוי זיל	1.0			
יוסף לייטעס	1.0			
יוסף לייכטענבערג	1.0			
יוסף לעוואַרטאָווסקי	1.0			
יוסף לעפטוויטש	1.0			
יוסף לערנער	1.0	לערנער יוסף-יהודה		
יוסף מאָורער	1.0			
יוסף מאַרגאַשעס	1.0			
יוסף מאַרקאָוויץ	1.0	מאַרקאָוויטש, יוסף		
יוסף מענדעלסאָן	1.0	מענדעלסאָן, דזשאָזעף		
יוסף סאָסנאָוויק	1.0			
יוסף סוכער	1.0			
יוסף סלוצקער	1.0			
יוסף פּאָל	1.0	פאול, יוסף		
יוסף פּאַניץ	1.0			
יוסף פּאַסמאַניק	1.0			
יוסף פישער	1.0			
יוסף פֿעדער	1.0			
יוסף פֿריי	1.0			
יוסף צעדערבוים	1.0			
יוסף קאָטליאָר	1.0	קאָטלער יאָסל		
יוסף קאַראַבעלאַ	1.0	יוסף קאַראַבעלאַ		
יוסף קלויזנער	1.0			
יוסף קעסעלמאָן	1.0			
יוסף ראָבינאָוויטש	1.0			
יוסף ראָגעל	1.0			
יוסף ראָזענזאַפֿט	1.0			
יוסף רובינשטיין	1.0			
יוסף שטיינבערג	1.0			
יוסף שלאָסבערג	1.0			
יוסף שליווניק	1.0	שליווניאַק יוסף		
יוסף שערמאַן	1.0	שערמאַן, יאָזעף		
יוסף תקוע	1.0			
יוסף-יהודה נאַדלער	1.0			
יוסף-יונה ריכטער	1.0	ראָזענבערג, יאָזעף (יוסף-יונה)		
יורי יורין	1.0			
יזליוס האָלער	1.0			
יחזקאָל בראָנשטיין	1.0			
יחזקאָל נאָמבערג	1.0			
יחזקאָל קאָרנהענדלער	1.0			
יחזקאָל קייטלמאַן	1.0			
יחיאָל (אַברהם] בלאַנק	1.0	בלאַנק. יחיאָל		
יחיאָל אייזענבערג	1.0			
יחיאָל בוים	1.0	בוים יחיאָל		
יחיאָל גאָלדשמיד	1.0	גאָלדשמידט, יחיאָל		
יחיאָל גאָלדשמיט	1.0	גאָלדשמידט, יחיאָל		
יחיאָל וויגאָדסקי	1.0	וויגאָדסקי, יעקב דר.		
יחיאָל לאַנדוי	1.0	לאַנדאָ, יחיאל		
יחיאל לעווין	1.0			
יחיאָל מיכל הלוי	1.0			
יחיאָל משה איידעלשטיין	1.0			
ייבטשע זאַנדבערג	1.0	זאַנדבערג, צעשיאַ [ראדאָלניק]		
יידזשין אָ'ניעל	1.0			
יידזשין ברויע	1.0			
יידישער 'שמשון הגבור'	1.0			
יידל בעלזער	1.0	בעלזער, יודל [ספּיוואַק]		
יידל דער לעקעך-בעקער	1.0			
יידל מילער	1.0			
יידל פלאַש	1.0			
יידל קאָלקשטיין	1.0			
יידל קעסעלמאָן	1.0			
יידעלע בעלזער	1.0	בעלזער, יודל [ספּיוואַק]		
ייוול יעדוואַב	1.0			
ים א.	1.0	ים, א. [יעקב-אברהם יערוכאָמאָוויטש — י. א. מעריסאָן]		
יעוואַ שאַראַוונער	1.0			
יעווגעני טראָפּאָווסקי	1.0			
יעווגעני שוואַרץ	1.0			
יעוועגני מין	1.0			
יעזשי זשולאַווסקי	1.0			
יעטאַ האָכבערג	1.0	האָכבערג, יעטע		
יעטאַ רייך	1.0	רויך, יעטאָ		
יעלענאָ וואולף	1.0			
יעלענאַ סעמיאָנאָוונאַ	1.0			
יענטע סערדאָצקי	1.0	סערדאַצקי, יענטע (רייבּמאַן]		
יענקל ליטמאַן	1.0	ליטמאַן, יעקב		
יענקל שאַפּשאָוויטשעס	1.0			
יענקעלע ליפינסקי	1.0			
יעפים גאָלדענבערג	1.0	זלאַטאָגאַראָוו, יעפיס [חיים גאָלדענבערג]		
יעפיס ישורון	1.0			
יעקב (דזשעק)	1.0			
יעקב (ווילהעלם)	1.0			
יעקב (יאַשאַ) בערגאָלסקי	1.0	בערגאָלסקי, יעקב (יאַשאַ)		
יעקב אַווערבוך-אַש	1.0			
יעקב אַלפּערן	1.0			
יעקב אַסטראָווסקי	1.0			
יעקב אָרדין	1.0	גאָרדין, יעקב		
יעקב בוזגאַן	1.0			
יעקב בועמי	1.0	בן-עמי יעקב [שטשירין]		
יעקב בלייפער	1.0	בלייפֿער, יעקב		
יעקב בער דער בלינדער	1.0			
יעקב בערגאָלסקי	1.0	בערגאָלסקי, יעקב (יאַשאַ)		
יעקב בערעגאָלסקי	1.0	בערגאָלסקי, יעקב (יאַשאַ)		
יעקב בר שרגא הלוי	1.0			
יעקב גאָטהאַרט	1.0			
יעקב גאָלד	1.0			
יעקב גאָלדין	1.0	גאָרדין, יעקב		
יעקב גאָרדינען	1.0	גאָרדין, יעקב		
יעקב גאַרטעלעוויטש	1.0	גאַרטעלעוויטש, יעקב		
יעקב גאַרטענשטיין	1.0			
יעקב גינבורג	1.0	גינבורג, יעקב		
יעקב גערטנער	1.0	גערטנער יאַקאָוו		
יעקב גראָפּער	1.0			
יעקב דאָבין	1.0			
יעקב דובאָוו	1.0	יעקב דובאָוו		
יעקב דינענזאָן	1.0	דינעזאָן, יעקב		
יעקב דרוקערמאַן	1.0			
יעקב הורוויץ	1.0			
יעקב וואָקסמאָז	1.0	וואַקסמאַן, יעקב		
יעקב וויינבערג	1.0			
יעקב ווייס	1.0	יעקב און וויעראַ ווייס		
יעקב ווייס (ווייסבאָרד)	1.0	יעקב און וויעראַ ווייס		
יעקב זיזמאָר	1.0	זיזמאָר יעקב		
יעקב זיזמער	1.0			זיזמאָר יעקב
יעקב זילברת	1.0	זילבּערט, יעקב [קוליש]		
יעקב זילכערט	1.0	זילבּערט, יעקב [קוליש]		
יעקב טאָט	1.0	פאַט, יעקב		לבדוק
יעקב טוואָרקאָוו	1.0			
יעקב טיקמאַן	1.0	טיקמאַן, יעקב		
יעקב טער	1.0	טער, יעקב		
יעקב טערס	1.0	טער, יעקב		
יעקב טראַנעק	1.0			
יעקב טשערניאַק	1.0			
יעקב יונה צימבלער (דימאַנט)	1.0	יעקב יונה צימבלער [דימאַנט]		
יעקב יוסף האַלפּערין	1.0			
יעקב כאָדאָראָווער	1.0			
יעקב לובאָצקי	1.0			
יעקב לייבוש	1.0			
יעקב מאָנידאָוו	1.0			
יעקב מאָרגענשטערען	1.0			
יעקב מיט	1.0			
יעקב מיך	1.0	מילך, יעקב		
יעקב מלכין	1.0			
יעקב מעדוועדיעוו	1.0	מעדוועדיעוו, יעקב		
יעקב מעכטעל	1.0			
יעקב מעמטעל	1.0	מעסטעל, יעקב		
יעקב ניומאַן	1.0	ניומאַן יעקב		
יעקב סאַנדלער	1.0	סענדלער יעקב-קאָפּל		
יעקב סאפּירשטיין	1.0			
יעקב סוזאַנאָוו	1.0			
יעקב פוקס	1.0	פוקס, יעקב		
יעקב פֿיינבערג	1.0			
יעקב פיינשטיין	1.0			
יעקב פּיעקאַרניק	1.0	פּיעקאַרניק, יעקב		
יעקב פֿישער	1.0	פישער יעקב		
יעקב פּראַגער	1.0	פרעגער, יעקב		
יעקב פרומין	1.0			
יעקב פּרעגער	1.0	פרעגער, יעקב		
יעקב צור	1.0			
יעקב קאָהן	1.0	קאָהן, דזשייקעלע [יעקב]		
יעקב קאָהען	1.0	קאָהן, דזשייקעלע [יעקב]		
יעקב קאָן-בערלין	1.0			
יעקב קעלטער	1.0	קעלטער, יעקב		
יעקב קענער	1.0			
יעקב קעסלער	1.0			
יעקב ראָטבאָום	1.0			
יעקב רוביק	1.0	רובין, יעקב		
יעקב רייטשמאַן	1.0			
יעקב רייך	1.0			
יעקב רמון	1.0			
יעקב רעכצייט	1.0	רעכטצייט, יעקב		
יעקב שאַרגעל	1.0	שאַרגעל, יעקב		
יעקב שטערנבערגן	1.0			
יעקב שטערענבערג	1.0			
יעקב שטשירין	1.0	בן-עמי יעקב [שטשירין]		
יעקב שטשירין [שפּעטער בן-עמי]	1.0	בן-עמי יעקב [שטשירין]		
יעקב שייקעוויטש	1.0			
יעקב שענער	1.0	שעפנער, יעקב		
יעקב שעפער	1.0	שעפנער, יעקב		
יעקב שערמאַן סאָלניצאַ	1.0			
יעקב שקליאר	1.0			
יעקב-בנימין קאַצענעלסאָן	1.0			
יעקב-לייב (לוסיא)	1.0	בירנבוים, לואיס [יעקב לייב]		
יעקכ גאָרדין	1.0	גאָרדין, יעקב		
יערזשי זשולאַווסקי	1.0			
יצחק אייכל	1.0	אייכעל, יצחק		
יצחק אינווענטאַרזש	1.0	אינווענטאַרזש, יצחק		
יצחק אַנעס	1.0			
יצחק אַרקאָ	1.0	אַרקאַ, יצחק		
יצחק אָרקאָס	1.0	אַרקאַ, יצחק		
יצחק בוכנער	1.0			
יצחק בראונער	1.0	ברוינער [בראונער], יצחק, איטשל		
יצחק גאָלאַנד	1.0			
יצחק גאָלדענבערג	1.0	גאָלדבערג אייזיק		
יצחק גענפער	1.0			
יצחק גרינבוים	1.0			
יצחק דאַגים	1.0	דאָגים, יצחק		
יצחק דוד צירענדאָרפער	1.0			
יצחק הערצבערג	1.0			
יצחק וואַרשאָווסקי	1.0	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]		
יצחק וויערניק	1.0	וויערניק, יצחק		
יצחק ווישניאָק	1.0			
יצחק זאַנדבערגן	1.0	זאַנדבערג, יצחק		
יצחק זאַנדבערנ	1.0	זאַנדבערג, יצחק		
יצחק חאַנאַט	1.0			
יצחק כאָנאַט	1.0			
יצחק לאַטאָוויץ	1.0	לאַטאָוויטש, יצחק		
יצחק לאַקס	1.0	לאַקס, יצחק		
יצחק לובעלטשיק	1.0	לובעלטשיק יצחק		
יצחק לייב פּרץ	1.0	פרץ, יצחק לייבוש		
יצחק לייב קאַצענעלבאָגן	1.0	קאַצענעלסאָן, יצחק[-יחיאָל]		
יצחק ליכטענשטיין	1.0			
יצחק לינעצקי	1.0	לינעצקי		
יצחק לעטערעס	1.0			
