mention	occurrences	as_heading	alternative_heading	notes
ה' סמאָטריצקי	1.0			
ה' ספּעקטאָר	1.0			
ה' עדעלשטיין	1.0			
ה' פּאַלעפּאַדע	1.0			
ה' פּיורניק	1.0			
ה' פעלדבערג	1.0			
ה' פּערלמוטער	1.0			
ה' פרידזעל	1.0			
ה' ראָזענבערג	1.0			
ה' שילינג	1.0			
ה' שליצאָן	1.0			
האואַרד פּאָסט	1.0			
האַוואַרד דע סילוואַ	1.0			
האָוואַרד וויינשל	1.0			
האַלי פלענעגען	1.0			
האָניאַ (אָננאַ בריה)	1.0	בריה אָננאַ		
האַנס אונטערקישער	1.0	אונטערקישער, האַנס		
האָנס גרענאָר	1.0			
האַנס זאַקס	1.0			
האָנס קירכנער	1.0			
האַנקאַ ראַקאָווער לאָזער	1.0			
האַנקע פלאָום	1.0	אונדזערע בויער		
האַראָלד שטערנבערג	1.0			
האָרי ז'ל	1.0			
האַרי זיידערמאַן	1.0	זיידערמאַן, האַרי		
האַרשאָ פּאַלווי מאַרקוס	1.0			
הדסה העלפגאָט	1.0			
הָדעם שייקעוויטש	1.0			
הוגאָ בעטויער	1.0	אונדזערע בויער		
הויפּטמאַן ווילהעלם	1.0			
הונאַ בעטויער	1.0			
הי אָפּעל	1.0			
הי בענדעל	1.0			
הי גאָלדשטיין	1.0	גאָלדפֿאַרב, שמואל		
הי פֿיליפּעסקאָ	1.0			
הי קונעשקאָוויטש	1.0			
הי קלוג	1.0	אַריעל, סאָניאַ [בעזמאַן]		
היאַלמאָר בערגסטראָם	1.0			
היימאַן אַדלער	1.0	אַדלער, היימאַן [באַרטפּעלד]		
היימאַן וואַלערשטיין	1.0			
היימאַן י.	1.0			
היימאַן מייזל	1.0			
היימי באָרטפעלד (אַדלער)	1.0			
היינדיך היינע	1.0			
היינריך היינע	1.0			
היינריך צימערמאָן	1.0			
הילדא דאָליצקא	1.0			
הילדאַ דוליצקאַ	1.0			
הינדע (העלען)	1.0			
היענע בראַגינסקאַ	1.0			
הירש בּיאַלין	1.0	ביאַלין, א. ה. [אהרן הירש]		
הירש בלאָשטיין	1.0	בלאַשטיין, הירש		
הירש גלאָווינסקי	1.0			
הירש דאָבין	1.0			
הירש לייב	1.0			
הירש מאַץ	1.0	מאַץ, הירש (גרישאַ)		
הירש עפּל	1.0			
הירש פאַרודאָמינסקי	1.0	פאָרסקי, ה. [הירש פאַרודאָמינסקי]		
הירש קאַצענעלנבאַגען	1.0			
הירש רייטמאַן	1.0	רייטמאַן, הירש		
הירש שאַרפשטיין	1.0			
הירשל בדחן	1.0			
הירשקע דימאַנט	1.0			
הלל אַלעקסאַנדראָוו	1.0			
הלל גאָלדענקראָן	1.0			
הלל מיימאַן	1.0			
הלל צ.	1.0			
הלל צייטלין	1.0			
הלל ציַיטלין	1.0			
הסה האַליטש	1.0			
העלאַ מעל (מעלאַמעד)	1.0			
העלען זשעלינסקא	1.0			
העלענאַ בערנארדי	1.0			
העלענאַ גאַלצאָוואַ	1.0	גאָלצאווא, העלענאַ [הערצבלוט]		
העלענאַ לאַשקאָוויטש	1.0			
העלענאַ לעהר	1.0			
העלענע לאַקעוויטש	1.0			
הענדי דזשונס	1.0			
הענדיק אַרבאַט	1.0			
העני דורמאַשקין	1.0			
העניעטאַ שניצער	1.0			
הענעך לאַפּאַן	1.0			
הענעך לינעצקי	1.0	לינעצקי, הענעך		
הענעך קראָהן	1.0			
הענער קאָן	1.0			
הענרי בערנשטיין	1.0			
הענרי גרינפעלד	1.0			
הענרי טאַרלאָ	1.0	טאַרלאָ, הענרי		
הענרי לאַכטיגער	1.0	לאַכטיגער הענרי		
הענרי מאָרגענטוי	1.0			
הענרי נאַטאַנסאָן	1.0			
הענרי פישמאַן	1.0			
הענרי קאָנראָד	1.0			
הענרי שאָר	1.0			
הענריעטא (הענדעלע)	1.0			
הענריעטאַ שאַפּיראָ	1.0			
הענריק באָלק	1.0			
הענריק בערלעווי	1.0	בערלעווי הענריק		
הענריק גינסבערג	1.0			
הענריק טשערניצקי	1.0			
הענריק מעלצער	1.0			
הענריק ראַבינאָוויטש	1.0			
הענריקאַ לאַזאַווערט	1.0			
הער דעסער	1.0			
הער הענדלער	1.0			
הער וועקס	1.0			
הער לובין	1.0			
הער מילבערג	1.0			
הערבערט אייבראַמסאָן	1.0			
הערבערט פרידען	1.0			
הערבערט צוקורס	1.0			
הערטאָ וויטש	1.0			
הערי באָרענשטיין	1.0			
הערי בירנבוים	1.0			
הערי גאָלד	1.0			
הערי געביל	1.0	געביל, הערי		
הערי גרין	1.0			
הערי הוירשפילד	1.0			
הערי ווייסבערג	1.0			
הערי וועקסלער	1.0			
הערי זאַר	1.0	זאַר, הער [גבריאל זאַרשעווסקי]		
הערי לאַנג	1.0			
הערי ליוויי	1.0			
הערי מאָנדרי	1.0			
הערי נאָבל רייט	1.0			
הערי נאַטאַנסאָן	1.0			
הערי סעקלער	1.0	סעקלער הער (ביידערש)		
הערי סעקלערס	1.0			
הערי עמאָלד	1.0			
הערי ענטין	1.0			
הערי פיינבערג	1.0			
הערי פישעל	1.0			
הערי פעלד	1.0	פעלד הערי		
הערי פּערלשטיין	1.0			
הערי קאָלמאָנאָוויטש	1.0	קאַלמאַנאָוויטש, הערי		
הערי קאָן	1.0			
הערי ראָדין	1.0			
הערי ראָזענפעלד	1.0			
הערי שומאַן	1.0			
הערי שלעקער	1.0			
העריס ברעהם	1.0			
העריס פֿיינבערג	1.0	פֿיינבערג, העריס		
העריסאָן גרעי פיסק	1.0			
העריסאָן גרעי פיסקע	1.0			
הערמאַן (הערשל) בערמאַן	1.0	בערמאַן, הערמאַן		
הערמאַן באָהר	1.0			
הערמאַן באַנג	1.0			
הערמאַן באַרס	1.0			
הערמאַן דערווין	1.0			
הערמאַן ווילד	1.0	ווילד, הערמאַן		
הערמאַן זאַליס	1.0			
הערמאַן יאַבלאָקאָף	1.0			
הערמאַן לאַסטער	1.0	לאָסטער הערמאַן		
הערמאַן מאָרגוליס	1.0			
הערמאַן סוועט	1.0			
הערמאַן פֿיינבערג	1.0			
הערמאַן פֿישער	1.0	פֿישער, הערמאַן		
הערמאַן קאמינסקי	1.0			
הערמאַן קאָסאָווסקי	1.0			
הערמאַן קלאַטשקאָ	1.0			
הערמאַן קעסאָוו	1.0			
הערמאַן רייבאַך	1.0			
הערמאַן שומלין	1.0			
הערמאַן שטרוק	1.0			
הערמאַן שיעראָדזקי	1.0			
הערמאן שפּיגעלבערג	1.0			
הערץ בערנער	1.0			
הערץ עשוועגל	1.0			
הערץ רובין	1.0			
הערר גאָלץ	1.0			
הערש אַמאַסיאָ	1.0			
הערש גדליה בעללויאַ	1.0			
הערש גלאָווינסקי	1.0			
הערש ווייסמאַן	1.0	ווייסמאַן, הערש		
הערש זאַליטשיקער	1.0			
הערש יוסף	1.0	האַרט, סידני [יוסף הערש]		
הערש יעדוואָב	1.0	יעדוואַבּ, הערש		
הערש ליאַנסקי	1.0			
הערש סליפּאָקאָוו	1.0			
הערש ריווקין	1.0			
הערשל (הערי)	1.0	דזשאַרדען, הערי [הערשל דזשאַרדאַנאָווסקי]		
הערשל בערנאַרדי	1.0			
הערשל גליק	1.0			
הערשל געענדעל	1.0			
הערשל היימלאַרב	1.0			
הערשל לעווין	1.0	לעווין, הערי (הערשל)		
הערשל נאָוואָק	1.0			
הערשל סעגאל	1.0			
הערשל צוערבערג	1.0			
הערשל קויפמאָז	1.0			
הערשעלע אַקטיאָר	1.0			
הערשעלע שאַרלאַטאָן	1.0			
הערשקע עפּלבערג	1.0			
הערשקע פֿון הינטער דער גרעבליע	1.0			
הרב אבינדור	1.0			
הרב אַליהו מייזעל	1.0			
הרב בנימין מאַרקוס	1.0			
הרב זאב	1.0			
הרב זאָב-אַריה ראָבינער	1.0			
הרב יחיאָל מיכל טיקאָטשינסקי	1.0			
הרב מאַסלאַנסקי	1.0			
הרב פּאָזנער	1.0			
הרב צירעלסאָן	1.0			
הרב קוק	1.0			
הרב ר' אַלעקסאַנדער זיסקינד ליפשיץ	1.0			
הרב ר' יוסף שאול נאַטאַנסאָן	1.0			
הרב ר' יצחק אייזיק פֿרידמאַן	1.0	פֿרידמאַן, יצחק		
הרב ראַפֿאַלין	1.0			
הרב ראַקאָווסקי	1.0			
הרב ריינעס	1.0			
הרב שמואל קאַליין	1.0			
הרב שמשון פֿון אָסטראָפּאָליע	1.0			
וואָל ענטין	1.0			
וואָלאדיא ליפּצין	1.0	ליפּצין, וואָלאָדיאַ		
וואַלדעמאַר אַרייס	1.0			
וואָלדערמאָר זשאָרזש	1.0			
וואָלט ווהיטמאַן	1.0			
וואַלטער בראון	1.0			
וואַלטער בראוןס	1.0			
וואָלטער וויקלעהר	1.0			
וואָלטער יוסטאָן	1.0			
וואַלטער סקאָטס	1.0			
וואַלי ברידער	1.0			
וואָליער רבי	1.0			
וואָלף אַבראַמאָוויטש	1.0			
וואָלף אוסיאַן	1.0			
וואָלף אייזענבערג	1.0	באַרזעל, וואָלף [אייזענבערג]		
וואָלף ברעסלער	1.0			
וואָלף גאָלדפאָדן	1.0			
וואָלף גאָלדפֿאָדן	1.0			
וואָלף גאָלדפֿאַדען	1.0	גאָלדפאַדען, וואָלף		
וואָלף הייבלום	1.0			
וואָלף יולין	1.0			
וואָלף יונין-חפץ	1.0			
וואָלף עדעלמאָן	1.0	עדעלמאַן, וואָלף		
וואָלף קאָמאַרשע	1.0			
וואָלף קאָמאַש	1.0			
וואָלף קאָמראש	1.0	קאַמראַש, וואָלף		
וואָלפגאָנג געטהע	1.0			
וואַנדאַ וואַשילעווסקאַ	1.0			
וואַנדאַ שיעמאַשקאָ	1.0			
וואַצלאַוו שיעראָשעווסקי	1.0			
וויוויי וויטענבערג	1.0			
וויטאַלי מאלינאַ	1.0			
ווייבראַנאָווקער צדיק	1.0			
ווייבראַנקאָווער צדיק	1.0			
וויילטאָן לאַקע	1.0			
וויינשטיין (טרויב?]	1.0			
ווייס אָדער ווייסמאַן	1.0			
ווייסער קאלין (גראָס)	1.0			
ווילהעלם לאַנדוי	1.0			
ווילי סיגעל	1.0			
ווילי פֿיין	1.0			
וויליאַם גאָריסעס	1.0			
וויליאַם גרין	1.0			
וויליאַם זיגענלויב	1.0	זיגענלויב, וויליאם [וואָלף]		
וויליאָם פֿאַקס	1.0			
וויליאַם פּראָססער	1.0			
וויליאַם פרידמאַן	1.0	וויליאַם פֿרידמאַן		
וויליאַם פֿרידמאַן	1.0			כפול
וויליאָם קאיזער	1.0			
וויליאָם קאָנראַד	1.0	קאָנראַד, וויליאַם		
וויליאַם שער	1.0			
ווילנער באַלעבעסל	1.0			
וויניפריד קאַטצין	1.0			
ווינצענטי וואַן גאָג	1.0			
וויעראַ (דבורה ראַוואַ)	1.0			
וויעראַ האַקען	1.0			
וויעראַ לאָניבווסקאַ	1.0			
וויעראַ לובאַוו	1.0			
וויעראַ סטאַטניקאָוואַ	1.0			
וויעראַ פּאָדאָלסקאַ	1.0	פּאָדאָלסקאַ, וויעראַ		
וויעראַ קאַנעווסקאַ	1.0			
וויקטאָר בעקער	1.0			
וויקטאָר בראַנד	1.0			
וויקטאָר גאָלאָווטשינער	1.0	גאָלאָווטשינער, וויקטאָר		
וויקטאָר טשערנאוו	1.0			
וויקטאָר רישקאָוו	1.0			
וויקי בוים	1.0			
ווירדזשיניאַ ווערנאָן	1.0			
וולאַד-מיר פּאַוואָרסקי	1.0			
וולאַדימיר דובינסקי	1.0			
וולאָדימיר טיאָמקין	1.0			
וולאַדיסלאוו גאָדיק	1.0	בעקער, ראָזאַ [זילבערט]		
וולאַדעק גאָדיק	1.0			
ווסף טשערניאַווסקי	1.0			
וועלוול וויקטאַראָוו (וואַקסמאַן)	1.0			
וועלוול זכאָרזשער	1.0			
וועלוול נאָסוואָלד	1.0			
וועלוול ראָטשיין	1.0			
וועלוול רובין	1.0			
וועלוועל זבאַראַזשער	1.0			
וועלוועל שעסטאפּאל	1.0			
וועלוועלע זבאַרזשער	1.0			
וועלוועלע שעסטאָפּאָל	1.0			
וועלוועלע שעסטאָפּאָלער	1.0			
וועסלי וואָרד	1.0			
וועראַ האַקען	1.0			
וועריטע (ווייסבלאַט)	1.0	וועריטע, ס. [ס. ווייסבלאַט]		
ויראַ מאָסטער	1.0			
וליאַ זאַנדבערג	1.0	זאַנדבערג, יוליאַ [טויבע-איטע ספּעקטאָר]		
זאַהיק דוד	1.0	זאַהיק, דוד		
זאַכאַר ווין	1.0	זאַכאַראָוו, זכריה		
זאָל זיין	1.0	אונדזערע בויער		
זאַלעק קירשענבוים	1.0			
זאַמי פֿעדער	1.0			
זאַנווייל פֿרומקיס	1.0	פֿרומקיס, זאַנוויל		
זאַנוול שענקמאַן	1.0	שענקמאַן, זיגמונד (זיינוול]		
זאָפיאַ נאַלקאָווסקאַ	1.0			
זונדל פיקמאַן	1.0			
זונדעל עסקאָוויטש	1.0			
זיגאָל מאָסענזאָן	1.0			לבדוק בטרנסקריבוס
זיגי שטערנהעל	1.0			
זיגמונד גזיוואַטץ	1.0			
זיגמונד האַרט	1.0	האַרט, זיגמונט		
זיגמונד פיינמאַן	1.0	פיינמאַן, זיגמונד		
זיגמונט באָלק	1.0	באָלק, זייגמונט		
זיגמונט האָרט	1.0	האַרט, זיגמונט		
זיגמונט טאנעצקי	1.0			
זיגמונט טירקאָוו	1.0	טורקאָוו, זיגמונט		
זיגמונט לעווין	1.0	לעוו, זיגמונט [אש-זעליג]		
זיגמונט מענקעס	1.0			
זיגמונט פֿיינמאָז	1.0	פיינמאַן, זיגמונד		לתקן
זיגמונט פענמאַן	1.0	פיינמאַן, זיגמונד		
זיגמונט צוקערבערג	1.0			
זיגמונט צעהנגוט	1.0			
זיגמינט טורקאָוו	1.0	טורקאָוו, זיגמונט		
זיטאָ גערטנער	1.0			
זייגמונט טורקאָווס	1.0			
זיידעל ראָוונער	1.0			
זיידעלע ראָוונער	1.0			
זיינוול דיאָמאָנט	1.0			
זינאַ קרוש	1.0			
זינאַ שאַרשטיין	1.0			
זינמונט טורקאָוו	1.0	טורקאָוו, זיגמונט		
זינמונט לעווין	1.0	לעוו, זיגמונט [אש-זעליג]		
זיסל גאָרליצקאַ	1.0	גאָרליצקאַ-ריינגלאַס, זיסל		
זיסל גוטמאַן	1.0			
זיסל נעסווייזשסקי	1.0			
זישע ברייטבאַרד	1.0			
זישע גאָלד	1.0	גאָלד זישע [לייזגאָלד]		
זישע פּלאָצקער	1.0			
זכריה זאַכאַראָוו	1.0	זאַכאַראָוו, זכריה		
זכריה פֿישל פֿיליפּעסקאָ	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט		
זכריה פֿראַנצאָס	1.0	פֿראַנצאָז, זכריה [פּראַנקאָווסקי]		
זלאַטקע יאַראָסלאַווסקאַ	1.0	יאַראָסלאַווסקאַ, זלאַטע		
זלמן גאָנואָר	1.0			
זלמן הירשפעלר	1.0	הירשפעלד זלמן-לייב		
זלמן זילכערצווייג	1.0	זילבּערצווייג, זלמן		
זלמן מזח	1.0			
זלמן מרמר	1.0			
זלמן נאַטאַנסאָן	1.0			
זלמן קרוין	1.0	קרוין [קרוויינשטאַט], זלמן		
זלמן רייזינס	1.0	רייזען, זלמן		
זלמן רייזן	1.0	רייזען, זלמן		
זלמן רייזע	1.0	רייזען, זלמן		
זעלדאַ קאָהן	1.0			
זעליג בערדיטשעווער	1.0			
זעליג טיגעל	1.0			
זעליג מינקאָוו	1.0			
זעליג שאָר [שור]	1.0	שור זעליג [יוסף-אהרן אַשר-זעליג]		
זעלמאַ קורץ	1.0			
זעמל רעזניק	1.0			
זעקב מעסטעל	1.0	מעסטעל, יעקב		
זרח ווינאָוויטש	1.0			
זשאן פאבריציוס	1.0			
זשאָן ריטשאַרד בלאָך	1.0			
זשאַנעט פּאַסקעוויטש	1.0	פּאַסקעוויטש, דזשאַנעט		
זשאַנעט שטיין	1.0			
זשאַק טוואַרקאָוו	1.0			
זשאַק לעוויי	1.0	לעווי זשאַק		
זשאָרזש בעקער	1.0			
זשאָרזש עווין	1.0			
זשול ווערן	1.0			
זשול ראַמענס	1.0			
זשורנאַליסט לעאָן גאָטליב	1.0	גאָטליב, לעאָן [לייבוש אהרן]		
זשעני זעלצער	1.0	זעלצער, דזשעני		
זשעני לאָוויץ	1.0	לאַוויץ, דזשעני [שמילאָוויטש]		
זשעני לאפוויץ	1.0			
זשעני שמילאָוויטש	1.0	לאַוויץ, דזשעני [שמילאָוויטש]		
ח' ווייסמאָן	1.0			
ח' לאָזאָווסקי	1.0			
חבר טייטעלבוים	1.0	טייטעלבוים, אַברהם (=שלום, סעם)		
חוה איידלמאַן	1.0			
חוה אייזען	1.0	אייזען-אַרענשטיין, עוואַ		
חזן אַברהמעלע פֿון טאַלנע	1.0			
חזן באיאָרסקי	1.0			
חזן באַכמאַן	1.0			
חזן ביאָליק	1.0			
חזן בירנבוים	1.0			
חזן בערנשטיין	1.0			
חזן ברי	1.0			
חזן גראָפמאָן	1.0			
חזן גריצהענדלער	1.0			
חזן זינגמאַן	1.0			
חזן יאָסעלע ראָזענבלאַט	1.0			
חזן ישעיה זאיאַץ	1.0			
חזן לייב שאַפּיראָ	1.0			
חזן מרגליות	1.0			
חזן נפתלי	1.0			
חזן נתן קאָצמאַן	1.0			
חזן סענדער	1.0			
חזן פֿיינזילבער	1.0			
חזן פֿיינזינגער	1.0			
חזן פּיציע אַבראָם	1.0			
חזן פֿרילינגער	1.0			
חזן קאַרטאַנסקי	1.0			
חזן קאַרניאל	1.0			
חזן ראַבינאָוויטש	1.0			
חזן ראָזאָווסקי	1.0			
חזן ראָזומני	1.0			
חזן ראָמבערג	1.0			
חזן רויטמאַן	1.0			
חזן שווימער	1.0			
חזן שיינבערג	1.0			
חזן שמואל קעלעמער	1.0			
חזן שנייער	1.0			
חזן שעכטער	1.0			
חיה (איידא)	1.0			
חיה באָבע	1.0			
חיה גרינשטיין	1.0	גרינשטיין, חנה,		
חיה-שרה (קלאַראַ) שעהנגאָלד	1.0	שעהנגאָלד, קלאַראַ		
חיה-שרה שעהנגאָלד	1.0	שעהנגאָלד, קלאַראַ		
חיהלע באַיאַרסקאַ	1.0			
חיהלע גראָבּער	1.0			
חיהלע לוסקעמבורג	1.0			
חיהלע לוקסעמבורג	1.0			
חיהלע סטראָמבערג	1.0	סטראָמבערג, חנה		
חיהלע פֿרידמאַן	1.0	חיהלע אָש (פֿורמאַן)		
חייה דינה פּעטרושקאַ	1.0			
חיים (שפּעטער היימאַן) יאָקובאָוויטש	1.0	יאָקובאָוויטש, היימאַן (חיים-נתן)		
חיים אַברהם בן אַריה-לייב הכהן	1.0			
חיים איסר גאָלדשטיין	1.0			
חיים אַרלאָן	1.0			
חיים בירנבוים	1.0			
חיים בלאָך	1.0			
חיים ברעמאַן	1.0			
חיים גאָלדזאַמער	1.0			
חיים גוטמאַן	1.0	גוטמאַן, חיים		
חיים גוטענטאָג	1.0			
חיים גליקמאַן	1.0			
חיים גראָדען	1.0			
חיים גרינבערג	1.0	גרינבערג, חיים-בצלאל		
חיים דיקמאַ	1.0			
חיים היימאַן	1.0	מייזעל, היימאַן (חיים)		
חיים הררי	1.0			
חיים ווידראָוויטש	1.0			
חיים וויינשל	1.0	חיים וויינשל		
חיים זיינער	1.0			
חיים זינגער	1.0	אָדעסער פֿאָלקס-זינגער מאיר גאָרבאָי [פּאַרך]		
חיים זשיטלאָווסקי	1.0			
חיים טשערנאָוויץ	1.0			
חיים יאָקובאָוויטש	1.0	יאָקובאָוויטש, היימאַן (חיים-נתן)		
חיים לאַמזשער	1.0			
חיים לייקאָוויטש	1.0			
חיים לעמיש	1.0			
חיים מאיר	1.0			
חיים מאיר סענאָלעסקאַ	1.0	סעגאַלעסקאָ, חיים-מאיר		
חיים מכנים אורח	1.0			
חיים סאָלסקי	1.0			
חיים סלאָווע	1.0	סלאַוועס, חיים		
חיים עהרענרעך	1.0	ע[ה]רענרייך, חיים		
חיים ערנרייך	1.0	ע[ה]רענרייך, חיים		
חיים פּאָלאַנסקי	1.0	פּאָלאַנסקי, חיים		
חיים פרענקעל	1.0			
חיים צאָלקע	1.0			
חיים קראַשינסקי	1.0			
חיים רומקאָווסקי	1.0			
חיים רומשיסקער	1.0			
חיים שאוס (שויס)	1.0			
חיים שעלקאַן	1.0			
חיים-זעליג סלאָנימסקי	1.0			
חיים-יוחנן גאַלפּערן	1.0			
חיים-יעקב קרעכער	1.0			
חיים-ליפּאַ גאָלדפֿאַדען	1.0			
חייקע לאַזניק	1.0			
חייקעלע בורשטיין	1.0	בורשטין, חייקעלע		
חיל אַראַנסאָן	1.0			
חיענאַ בראַגינסקאַ	1.0	בראָגינסקאַ כינע [פישזאָן]		
חיענאַ יאָפע	1.0			
חלינאַר ראַנדאָל	1.0			
חנאַ גאָטעספעלדס	1.0	גאָטעספעלד חנאַ		
חנא וואָלפסטאַלס	1.0	וואָלפסטאָל, חנאַ		
חנאַ זבח	1.0			
חנאַ שטראָדלער	1.0	שטרודלער, חנאַ		
חנה (קאַץ)	1.0	טרוימאַן, חנה [קאַץ]		
חנה בּאָלד	1.0			
חנה בראַז	1.0			
חנה גאָלדווייג	1.0			
חנה גאָרקער	1.0			
חנה גערשענזאָן	1.0			
חנה זשאַנד	1.0			
חנה יאָעליט	1.0	יאָעליט, חוה [גרינשפּאַן]		
חנה לעוויבראָווסקאָ	1.0			
חנה לעווין-סאַנדלער	1.0	לעווין, חנה		
חנה מלאָטעק	1.0			
חנה סטראָמבערג	1.0	סטראָמבערג, חנה		
חנה סענעש	1.0			
חנה פֿאָדערמאַן	1.0			
חנה ראָווינאַ	1.0			
חנה ראפֿאלאָוויטש	1.0			
חנה שיכמאַן	1.0			
חנהלע סטראָמבערג	1.0	סטראָמבערג, חנה		
חנן איאַלטי	1.0			
חנן וואָלפסטאַל	1.0	וואָלפסטאָל, חנאַ		
חתם סופר	1.0			
ט ראָפֿאָלסקי	1.0			
טאָדעאוש ווראַנסקי	1.0			
טאָדעוש וואָלאָווסקי	1.0			
טאָדרעס געלער	1.0			
טאַטיאַטאַ ווויסאָצקאַ	1.0			
טאַלע צייטלין	1.0			
טאָמאַס מור	1.0			
טאַניאַ גאָרעלניק	1.0			
טאַציאַנאַ וויסאָצקאַ	1.0			
טאָרלקאָד ראַזאָ	1.0			
טהען ווייען	1.0			
טוביה גאָלדפֿאַדען	1.0			
טוביה מייזעל	1.0			
טוביע גערולע	1.0			
טויבע פאָך	1.0	פאַך, טויבע [פישעל]		
טיטאַ רופא	1.0			
טיטאַ רופֿאַ	1.0			
טייל ראָבינאָוויטש	1.0			
טילי ראַבינאָוויטש	1.0			
טעאָדאָר אַדאָלפֿוּס	1.0			
טעאָדאָר בוכענהיימער	1.0			
טעאָדאָר ביקעל	1.0			
טעאָדאָר דרייזער	1.0			
טעאָדאָר הערצל	1.0			
טעאדאָר זילבערט	1.0			
טעאָדאָר ערענרייך	1.0			
טעאָדאָר קערנער	1.0			
טעאָדאָר רוזוועלט	1.0			
טעאַרלי טעאַפלין	1.0			
טעוויע גען	1.0			
טעמיאָן גראָמעקאָ	1.0			
טען ווייען	1.0			
טעסי שטאַרק	1.0	מייעראָוויטש, טעסי [טויבע שטאַרק]		
טריסקער רבי	1.0			
טשאַרל גראָל	1.0	גראָלל, טשאַרלס וו.		
טשאַרל צונזער	1.0			
טשאַרל שאַפּיראָ	1.0	שאַפּיראָ, טשאַרלז		
טשאַרלז אַדלער	1.0			
טשאַרלז גאָלדשטיין	1.0			
טשאַרלז זאודער	1.0			
טשאַרלז צונזער	1.0			
טשאַרלז ראָזען	1.0			
טשאַרלי אַדלער	1.0	אַדלער, דזשוליוס [יואל]		
טשאַרלי נאַטאַנסאָן	1.0	נאַטאַנזאָן, טשאַרלס		
טשאַרלי קאָהען	1.0	קאָהען, טשאַרלי [שבתי)		
טשאָרלן דיקענסעס	1.0			
טשאַרלן קאָהען	1.0	קאָהען, טשאַרלי [שבתי)		
טשאָרלן קליין	1.0			
טשאַרלס וויינבלאַט טאַרנבערג	1.0	וויינבלאַט, טשאַרלס [קלמן]		
טשאַרלס ווייסמאַן	1.0			
טשאָרלס פיקפאָרד	1.0			
טשאָרלס קאָהן	1.0	קאָהען, טשאַרלי [שבתי)		
טשאַרנע אייכנבוים-וויינשל	1.0			
טשעכאַנאָווער רבי	1.0			
י׳ש אַדלר	1.0			
יאָאַכים אַלוואַרעס קווינטעראַ	1.0			
יאָאָכים משה פֿרידלענדער	1.0			
יאבלאקאָוו, הערמאַן	1.0			
יאָהאַן פֿאַבריציוס	1.0			
יאַהאַן פאַליי	1.0	פאַליי יאָהאַן (יונה)		
יאָהאַן שוואָבסקי	1.0			
יאָזע עסקרייז	1.0	עסקרייז יאָזעף		
יאָזע; קעסלער	1.0	קעסלער יאָזעף		
יאָזעף ברויד	1.0			
יאָזעף הערצל	1.0			
יאָזעף וויינשטאָק	1.0	וויינשטאָק, יוסף		
יאָזעף ווערבליינסקי	1.0	ווערבליינסקיא יאָזעף		
יאָזעף טייך	1.0			
יאזעף עסקרייז	1.0	עסקרייז יאָזעף		
יאָזעף פלעצעטי	1.0			
יאָזעף פעלז	1.0			
יאָזעף שעהנגאָלד	1.0	שעהנגאָלד, יוסף		
יאָזער באַראנדעס	1.0	באַראַנדעס, יוסף		
יאָזער ברוידי	1.0	ברוידי יוסף		
יאָזער דעססער	1.0	דעססער יאָזעף [יוסף-חיים]		
יאָזער טאַנצמאַן	1.0	טאַנצמאַן, יאָזעף		
יאָזער טשערניאָווסקי	1.0	טשערנאַווסקי, יוסף		
יאָזער יאָרנאָ	1.0			
יאָזער עסקרייז	1.0	עסקרייז יאָזעף		
יאָזער פֿיליפּ	1.0			
יאָזער שענגאָלד	1.0	שעהנגאָלד, יוסף		
יאַלמאָר בערנסטרעם	1.0			
יאָמפּאָלער רב	1.0			
יאַן בליאָך	1.0			
יאַן בליאָך	1.0			
יאָן זאַנדמער	1.0			
יאָן פּיערס	1.0			
יאָן פּריביאַגאָ	1.0			
יאָן קאָוואליס	1.0			
יאָן קרעאַנגאָ	1.0			
יאָנאַס טורקאָו	1.0	טורקאָוו, יאָנאַס		
יאָנאַס טורקאַז	1.0	טורקאָוו, יאָנאַס		
יאָנטשעק [וואַרשיינלאַך יונה]	1.0			
יאָנעק וויינבערג	1.0			
יאַנקל אַדלער	1.0	אַדלער, יעקב פּ. [יעקב בן פּנחס]		
יאַנקל גליקסמאַן	1.0			
יאַנקל דער זינגער	1.0	זינגער יעקב		
יאַנקל דער משוגענער	1.0			
יאַנקל דראָהאָביטשער	1.0			
יאַנקל הערמאַן	1.0	ראַבינאָוויטש, הערמאַן (יאַנקל-הערש)		
יאַנקל טרופּיאַנסקי	1.0	טרופּיאַנסקי, יאַנקל (יעקב)		
יאַנקל סיראָקער	1.0			
יאַנקל קאצמאַן	1.0	קאַצמאַן, יעקב		
יאַנקל ראָזענפעלד	1.0			
יאַנקעל אַדלער	1.0	אַדלער, יעקב פּ. [יעקב בן פּנחס]		
יאָנקעל סאַראַקער	1.0			
יאַנקעלע דאַנציגערן	1.0	דאַנציגער, יאַנקעלע		
יאַנקעלע דאַנציקער	1.0	דאַנציגער, יאַנקעלע		
יאַנקעלע דער הייזעריקער	1.0			
יאָנקעלע מיט דער האַרמאָניקע	1.0	יאַנקעלע מיט דער האַרמאָניע [הירשענביין]		
יאַנקעלע קאַצמאַן	1.0	קאַצמאַן, יעקב		
יאַנקעלע קירשענבוים	1.0	קירשענבוים, יעקב		
יאָס פאַבריציוס	1.0			
יאָסיף סטאָלין	1.0			
יאָסל באַס	1.0			
יאָסל בירנבוים	1.0	בירנבוים, יוסף		
יאָסל וויינשל	1.0			
