mention	occurrences	as_heading	alternative_heading	notes
י. מ. סאַגאַידאַטשני	1.0			
י. מ. פישלעדער	1.0			
י. מ. פליאַט	1.0			
י. מ. פּעטריקאָווסקי	1.0			
י. מאַנדעלבליט	1.0	מאַנדעלבליט, יעקב		
י. מאַנדעלבערג	1.0			
י. מושקאָט	1.0			
י. מייזעל	1.0			
י. מילטאָן	1.0	מילטאָן מ. און י		
י. מילייקאָווסקי	1.0			
י. מיניקעס	1.0	מיניקעס, חנן-יעקב		
י. מלאָטעק	1.0			
י. מעצגער	1.0			
י. נ. שטיינבערג	1.0			
י. נוגער	1.0		נוגער, א. פ.	
י. נוסינאָוו	1.0	נוסינאָוו, יצחק		
י. סאָלווע	1.0			
י. סטרוגאַטש	1.0	סטרוגאַטש, יוסף		
י. סלאָנים	1.0			
י. סליווניאָק	1.0			
י. סענדלער	1.0	סענדלער יעקב-קאָפּל		
י. עלענבאַגען	1.0		קאַצענעלענבאַגען, ש. י. (רש'י)	
י. עלקין	1.0	אַלקאָן, י [יהושע עלקין]		
י. פּ. טשערנישאָוו	1.0			
י. פאַדרוזשניק	1.0			
י. פאַסטאָווסקי	1.0			
י. פֿאַרגמענט	1.0			
י. פאָשקאָ	1.0			
י. פייווישיס	1.0			
י. פייל	1.0			
י. פיראזשניקאוו	1.0			
י. פּיראָזשניקאָוו	1.0			
י. פעלד	1.0			
י. פעפערס	1.0			
י. פּערקאָוו	1.0	פערקויף, איגנאין [יצחק]		
י. פּערקאָף	1.0	פערקויף, איגנאין [יצחק]		
י. פפעפֿער	1.0			
י. פֿריד	1.0			
י. פֿרידמאַן	1.0			
י. צ. האַלפּערן	1.0	האַלפּערן, יצחק-צבי הלוי		
י. ציגאַנערי	1.0			
י. ק.	1.0			
י. ק. באַרטאַשעוויטש	1.0			
י. קאָדאָבקאָוו	1.0			
י. קאַטליאָרעווסקי	1.0			
י. קאָמינעצקי	1.0			
י. קאָנאַר	1.0			
י. קאַפּעלאָף	1.0			
י. קאָצמאַן	1.0	קאַצמאַן, יעקב		
י. קאַצענעלבאָגען	1.0	קאַצענעלענבאַגען, ש. י. (רש'י)		
י. קאַצענעלבויגן	1.0	קאַצענעלענבאַגען, ש. י. (רש'י)		
י. קאַצענעלענבאָגען	1.0	קאַצענעלענבאַגען, ש. י. (רש'י)		
י. קאַראָ	1.0			
י. קויל	1.0			
י. קיהן	1.0			
י. קעסלער	1.0	קעסלער יאָזעף		
י. ראָזענבוים	1.0	ראָזענבוים, יעקב-חיים		
י. ראָטערסמאַן	1.0			
י. רובינעק	1.0			
י. ש. [דר. יעקב שאַצקי]	1.0	שאצקי, יעקב, דר.		
י. ש. גאָלדשטיין	1.0			
י. ש. נאַאומאָוו	1.0	נאַאומאָוו, שלמה	נאַאומאָוו, שלמה [זאַסלאַווסקי]	
י. שטאָרן	1.0			
י. שטיין	1.0			
י. שטיינבוים	1.0			
י. שיין	1.0			
י. שייפער	1.0	שייפער יעקב [סופר]		
י. שמולעוויטש	1.0		שמולעוויטש, שלמה	
י. שנייד	1.0			
י. שערמאַן	1.0	שערמאַן, יאָזעף		
יו. לאָרין	1.0			
יוסף ס. לאַנדיס	1.0	לאַנדיס, יוסף		
יחזקאָל ס. בריסמאַן	1.0		בריסמאַן, חיים	
יעוו. וואַכטאַנגאָוו	1.0			
יעקב ר. שיף	1.0	שיף דזשייקאָב ר.		
יצחק ליבא. רעסקאָ	1.0	ליבּרעסקאָ, יצחק [ליבּער]		
ישראל דער יענקי (י. פֿרידמאַן)	1.0			
כ. עטשעגאַראי	1.0			
כ. שמאַאין	1.0		שמאַיען, נחמיה,	
ל. — י.	1.0			
ל. אַדאָמיאַן	1.0			
ל. אַפּעסקין	1.0			
ל. באָגדאַנאָוואַ	1.0			
ל. בלאַנק	1.0	בלאַנק לעאָן		
ל. בערגער	1.0	בערגער, לעאָן		
ל. בערמאַן	1.0			
ל. בראַנד	1.0	"בראַנדט, לואי [„מאָטעלע""]"		
ל. גאָלדבערג	1.0	גאָלדבערג, לואי		
ל. גאָלדין	1.0			
ל. גאָלדפאַרב	1.0			
ל. גאָלובאָק	1.0	גאָלובאַק, לעאָן		
ל. גדאַנסקי	1.0			
ל. גילראָד	1.0	גילראָד לואי		
ל. גראָף	1.0	גראָף, לעאָן		
ל. דייווידזאָן	1.0			
ל. דרייקורס	1.0	דרייקורס, לעאָן		
ל. הענדין	1.0			
ל. העריס	1.0	העריס, אַל.		
ל. הערצער	1.0			
ל. ווילענסקי	1.0			
ל. זאַץ	1.0	זאַץ, לודווייג [לוי יצחק]	זאַץ, לילי	
ל. טראַיאַנאָווסקי	1.0	טראָיאַנאָווסקי, לייבל		
ל. יאַרמאָלאָוו	1.0			
ל. לאָרגמאַן	1.0			
ל. לייוויק	1.0	לייוויק, ה. [לייוויק האַלפּער]		
ל. לענסקי	1.0	לענסקי, לייבוש [קשיענסקי]		
ל. מירקעס [מאַרק ראָזומני]	1.0			
ל. מלאָטעק	1.0			
ל. נ. זאַסלאָווסקי	1.0	זאַסלאַווסקי, רודאָלף [ראובן-לייב]		
ל. נוישטאָט	1.0			
ל. סאָרבול	1.0			
ל. סאַרנאָוו	1.0			
ל. סלאָווין	1.0			
ל. סניענאָוו	1.0	סניעגאָוו, לעאָניד [יהודה-לייב גאָלדשטיין]		
ל. עלבע	1.0			
ל. פּאַטאָצקאַ	1.0			
ל. פֿיינגאָלד	1.0			
ל. פינקעלשטיין	1.0			
ל. פּעלנער	1.0	פֿאַללער יעקב [יעקב פעלנהענדלער]		
ל. פֿרידמאַן	1.0			
ל. פֿריומאָז	1.0			
ל. קאָלאָדני	1.0	קאָלאָדני, יאָסעלע		
ל. קאַנער	1.0	קאַנער לעאָפּאָלד [לייב]		
ל. קאָסווינער	1.0			
ל. קאָפּף	1.0			
ל. קאַצין	1.0			
ל. קעסנער	1.0			
ל. ראַבינאָוויטש	1.0	ראַבינאָוויטש, ליובאַ	ראַבינאָוויטש, לעאָן [לייבל]	
ל. ראָזענטאַל	1.0	ראָזענטאַל, לייב		
ל. ראַן	1.0		ראַן, משה	
ל. ש. קרעדיטאָר	1.0			
ל. שאפּיראָ	1.0	שאַפּיראָ, ליזאַ		
ל. שוסטער [קאַדיסאָן]	1.0	קאָדיסאָן, לייב [שוסטער]		
ל. שערקער	1.0			
ל. שפּאַכנער	1.0			
לאוראַ ז. האָבסאָן	1.0			
לואיס ג. יאָפּע	1.0			
לואיס ע. מילער	1.0	מיללער לואיס ע [ל. באַנדעס]		
לעד פּענסיל [ב. באָטוויניק]	1.0	באָטוויניק, בערל		
מ. א. סול	1.0			
מ. א. שאַרקאַנסקי	1.0	שאַרקאַנסקי, אַברהם מיכל		
מ. אבראזשעוויטש	1.0			disambiguate
מ. אַבּראַמאָוויטש	1.0			disambiguate
מ. אַווראָמאָוויטש	1.0			disambiguate
מ. איטעס	1.0			
מ. אַליצקי	1.0			
מ. אָפּעלבוים	1.0			
מ. אקשעראָוויטש	1.0			
מ. ב-ט	1.0			
מ. ב.	1.0			
מ. ב. סאַמאילאָוו	1.0			
מ. באסין	1.0	באַסין, מישע		check
מ. באַסין	1.0	באַסין, מישע		
מ. באָסין	1.0			
מ. באַראָדקין	1.0			
מ. בודקין	1.0	בודקין, מישע		
מ. בולמאַן	1.0	בולמאַן, מאַקס		
מ. בירמאַן	1.0			
מ. בעליקאָווסקאַיאָ	1.0			
מ. בערקאָוויטש	1.0			
מ. ברוין	1.0		ברוין, דוד	
מ. גאָלדמאַן	1.0	גאָלדמאַן		
מ. גאַרקי	1.0			
מ. גוטווערק	1.0			
מ. גילינסקי	1.0	גילינסקי, מאָטל (באַטקע)		
מ. גינזבורג	1.0			
מ. גיציס	1.0			
מ. געלער	1.0	געלער, מ.		
מ. גערשאָי	1.0	גערשאָי, מ. [משה גערשויג]		
מ. גראָסמאַן	1.0	גראָסמאַן, וו. מ. [דוד וואָלף]		
מ. גריידענבערג	1.0			
מ. ד. וואָקסמאָז	1.0			
מ. דאָרגוזשאַנסקי	1.0			
מ. דוד רייץ	1.0			
מ. דוואָרקינאַ	1.0			
מ. דזש. באַשאַ	1.0			
מ. דלוזשנאָווסקיס	1.0	דלוזשנאָווסקי, משה		
מ. דר כאָווני	1.0			
מ. הורוויטש	1.0	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר		
מ. היילווייט	1.0			
מ. הלוי	1.0		האַלפּערן, יצחק-צבי הלוי	
מ. העלער	1.0			
מ. וואַכטעל	1.0		וואַכטעל, יוסף	
מ. וואָלפאָווסקי	1.0			
מ. וואָלקאָווסקי	1.0			
מ. וואָלקענשטיין	1.0	וואָלקענשטיין, דוד		
מ. וואַרשאָווסקי	1.0	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]		
מ. וויינערט	1.0			
מ. וויינשעלבום	1.0		וויינשעלבוים, יוסף	
מ. ווייסבלאָט	1.0			
מ. וועפּרינסקי	1.0			
מ. וועקסלער	1.0	וועקסלער מישאַ (מיכאל)		
מ. זוסמאַן	1.0		זוסמאַן, יוסף-אַבא	
מ. ח. לוצאַטאָס	1.0			
מ. ח. רומקאָווסקי	1.0			
מ. חיימאָוויטש (היינע)	1.0	היינע-חיימאָוויטש, משה		
מ. חיימסאָן	1.0			
מ. טאַבאַקשניידער	1.0	טאַבאַקשניידער מ. י.		
מ. טייך	1.0	טייך-גאַזניק, משה		
מ. י. פּאַפּיערנא	1.0		פאַפּירנאַ, אַברהם-יעקב	
מ. יאפען	1.0		יאַפע, יאַקוב,	
מ. ל. ליליענבלום	1.0	ליליענבלום, משה-לייב		
מ. ל. פּעטשעניק	1.0			
מ. לובעלסקי	1.0			
מ. ליבערט	1.0	ליבערט, מענוּכאַ		
מ. ליטוואָקאָוו	1.0	ליטוואַקאָוו, מוישע		
מ. לייכטענבערג	1.0			
מ. ליפֿשיץ	1.0	ליפשיץ [ליוושיץ], משה		
מ. לעאָנטיעוו (ל. מאיסעיעוו)	1.0			
מ. לעווידאָוו	1.0			
מ. לעוויט	1.0	לעוויט, מאָריס דר. מאיר-לייב לעוויצקי]		
מ. לעוויטאָן	1.0			
מ. מ. דאָליצקי	1.0	דאָליצקי, מנהם-מענדל		
מ. מ. הורוויטש	1.0	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר		
מ. מ. וואַרשאָווסקי	1.0	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]		
מ. מ. טיטעלמאַן	1.0	טיטעלמאַן, מרדכי-חיים		
מ. מאַז'ה	1.0	מאז'ה, (מאַזאָ) מרדכי		
מ. מאָרגולעס	1.0	מאַרגאָלעס-דאַווידזאָן, חיים-[משה יואל]		
מ. מאָשקאָוויטש	1.0	מאָשקאָוויטש, מאָריס	מאָשקאָוויטש, מאַקס	
מ. מזאַה	1.0	"מאז""ה,, מרדכי"		
מ. מיאָדאָוועניק	1.0	מיאָדאָווניק, מאַרק		
מ. מייזעל	1.0			
מ. מיכאלעסקאָ	1.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]		
מ. מיכאָלעסקאָ	1.0	מיכאַלעסקאָ, מיכאל [ווייסבּלאַט]		
מ. מילטאָן	1.0	מילטאָן מ. און י		
מ. מלמד	1.0	מלמד, משה		
מ. מנחם	1.0			
מ. נ. באַרינסקי	1.0			
מ. נ. דרייפוס	1.0			
מ. נאַדיר	1.0	נאַדיר, משה [יצחק רייז]		
מ. נאָדעלמאַנען	1.0			
מ. נאָוויקאָוו	1.0	נאַוויקאָוו, מאָריס [באַכנאָוו]		
מ. נאָכאַמקום	1.0			
מ. נארקיס	1.0			
מ. נעסטאָר	1.0	נעסטאָר משה		
מ. סאַרווער	1.0			
מ. סגל	1.0	מזח, יהושע [מ. סגל]		
מ. סוריץ	1.0	סוריץ, משה		
מ. סעקלער	1.0			
מ. עפרוני	1.0			
מ. עריק	1.0	עריק, מאַקס [זלמן מערקין]		
מ. פֿאָטאָפּערסקי	1.0			
מ. פּאַסטאָר	1.0			
מ. פאַקטאָראָווסקי	1.0			
מ. פֿאַקין	1.0			
מ. פינטשעווסקי	1.0			
מ. פלאַמבוים	1.0			
מ. פענינשטיין	1.0			
מ. פּערלמאַן	1.0			
מ. פּראָוואַטיינער	1.0			
מ. פֿראָסטין	1.0			
מ. צאָנין	1.0			
מ. קאַטשערגינסקי	1.0			
מ. קאָרעצקי	1.0			
מ. קאַרפּינאָוויטש	1.0	קאַרפּינאָוויטש, משה		
מ. קוזניצקי	1.0			
מ. קולבאַק	1.0			
מ. קוניצקי	1.0			
מ. קופּער	1.0			
מ. קייטאי	1.0	קיטאָי, משה-מיכאל		
מ. קירשנבוים	1.0	קירשענבוים, הירש מאיר		
מ. קליגסבערג	1.0			
מ. קליין	1.0	קליין, מיכאל		
מ. קליינמאַן	1.0			
מ. קענאַרד	1.0			
מ. קראָל	1.0			
מ. קרוא	1.0			
מ. קריטשעווסקי	1.0			
מ. ר. וואַקסמאָן	1.0			
מ. ראָט	1.0		ראָט, גרשון	
מ. ראָפאָלסקי	1.0			
מ. רובין	1.0	רובין, מנחם [עקהייזער קייזער]	רובין, מלך	
מ. רוס	1.0			
מ. רייש	1.0	רייש, משה		
מ. ש. מאַנדעל	1.0	מאַנדעל, מ. ש.		
מ. שאָגאָל	1.0			
מ. שאַליט	1.0			
מ. שאַפּיראָ	1.0			
מ. שאַץ	1.0			
מ. שווייליך	1.0			
מ. שטאַרקמאַן	1.0			
מ. שטיינוואָרצל	1.0			
מ. שרייבער	1.0			
מ. תפּוחי [ירדני]	1.0	ירדני, מרדכי [מאָטל שערמאַן]		
מאַטיילדא סט. קלעיר	1.0	סאַן-קלעיר מאַטילדאַ (מאַנטיבּאַנד]		
מאָקס ר. וויינער	1.0			
מיכ. יושקעוויטש	1.0	יושקעוויטש, סעמיאָן		
מר. אַטלאַס	1.0		אַטלאַס, דזשעני	
מר. בילינג	1.0			
מר. בלום	1.0			
מר. בערענסאָן	1.0	בערענזאָן, מ.		
מר. ברעקלער	1.0			
מר. גאַלפּערין	1.0			
מר. דזשאָו גרינבערג	1.0			
מר. דיאַמאַנד	1.0			
מר. טאַנצמאַן	1.0	טאַנצמאַן, אַברהם-יצחק		
מר. טוי	1.0			
מר. מאָרגענבעסער	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]		
מר. מייזל	1.0			
מר. מילער	1.0	מילער היימאַן (?)	מילער הערי [הערש מאָלעטץ]	
מר. מינץ	1.0	מינץ, מייקעל (מיכאל)		
מר. סעם קעסטין	1.0	קעסטין, סעם		
מר. פערקויף	1.0	פערקויף סעם [שמואַל-בערל]	פערקויף, איגנאין [יצחק]	
מר. קאָלבערן	1.0			
מר. קאַרפּ	1.0	קאַרפּ, מאַקס		
מר. קראַנער	1.0			
מרס. אַטלאַס	1.0		אַטלאַס, דזשעני	
מרס. באַראָדקין	1.0	באַראָדקין, סאָניאַ		
מרס. וויינטרויב	1.0	וויינטרויב, סאַלי		
מרס. ווילענסקי	1.0	ווילענסקי, מערי [מרים קאַץ]		
מרס. ווערבל	1.0			
מרס. חיים שאַפּיראָ	1.0			
מרס. טאַנצמאַן	1.0	טאַנצמאַן, בערטאַ [בערלין]		
מרס. לילי עהרליך	1.0	עהרליך [?]		
מרס. מאָרגענבעסער	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]		
מרס. סעם קעסטין	1.0	קעסטין, סעם		
מרס. פערקויף	1.0	פערקויף סעם [שמואַל-בערל]	פערקויף, איגנאין [יצחק]	
מרס. פערקויף נאָוויקאָוו	1.0	נאַוויקאָוו, מאָריס [באַכנאָוו]		
מרס. קאָלבערן	1.0			
מרס. קולידזש	1.0			
מרס. שעהנהאָלץ	1.0	מר. און מרס. שעהנהאַלץ		
נ. אייזיקאָוויטש	1.0	אייזיקאָוויטש, נייטען [נטע]		
נ. אַלטמאַן	1.0	אַלטמאַן, נאַטאַן		
נ. ב. באַזאַלינסקע	1.0			
נ. ב. באָזילינסקי	1.0			
נ. ביטלער	1.0			
נ. בראַקער [סטוטשקאָוו]	1.0	סטוטשקאָוו, נחום [סטוטשקאָ]		
נ. גאָלדבערג-דזשייקאָב דזשייקאָבס	1.0		דזשייקאָבס, דזשייקאָב [יעקב יאָקובאָוויטש]	
נ. גאנשאר	1.0			
נ. גלימער	1.0	גלימער נאַרבערט		
נ. גרינבלאַט	1.0			
נ. דונאַבאָנו	1.0			
נ. ווייניק	1.0		וויניק, גערטרוד	
נ. זאַבאַרע	1.0			
נ. זאַסלאַווסקי	1.0	נאַאומאָוו, שלמה [זאַסלאַווסקי]		
נ. זאָפּאָלסקאַ	1.0			
נ. ח. לעוונער	1.0	לעוונער, גרשון-חיים		
נ. ליפּמאַן	1.0			
נ. לענין	1.0			
נ. מ. בעלאַיעוו	1.0			
נ. מ. מינקאָוו	1.0			
נ. מ. פֿאַררעגער	1.0			
נ. מאַזיאַ	1.0			
נ. מינסקי	1.0			
נ. נעראָסלאָווסקאַ	1.0		נעראָסלאַווסקאַ, אסתר	
נ. סווערדלין	1.0	סווערדלין, נתן, דר		
נ. סווערלין	1.0	סווערדלין, נתן, דר		
נ. סלוצקי	1.0			
נ. סען	1.0			
נ. עדעלמאַן	1.0	עדעלמאַן-קלעבאַנאָוואַ, ניוניאַ (חנה)	עדעלמאַן-קלעבאַנאָוואַ, ניוניע (חנה)	
נ. פידל	1.0			
נ. פראַנק	1.0			
נ. צמח	1.0			
נ. קאָזשען	1.0			
נ. קאָפּלאַן	1.0			
נ. רעכטער	1.0			
נ. שולמאַן	1.0	שולמאַן, נייטאָן		
נ. שמן	1.0			
נ. שקלאַר	1.0	שקליאַר,		
נייט י. פערבער	1.0			
נעיטאָן י. פערבער	1.0			
נתן פ. ראָזען	1.0	נתן פּ. ראָזען		
ס. אויערבאַך	1.0	אויערבאך ס.		
ס. אַלטבוים	1.0	אַלטבוים, סאָניאַ [סטאַראָדוב)		
ס. אַלמאַן	1.0	אַלמאַן, שמואל		
ס. ב. גוסדאָרפער	1.0			
ס. ג. נאָוואַק	1.0			
ס. גאָלדענבערג	1.0			
ס. גרינבלאַט	1.0			
ס. ה. קאָהען	1.0	קאָהן, ס. ה. [נודעלמאַן]		
ס. ה. קאָנס	1.0	קאָהן, ס. ה. [נודעלמאַן]		
ס. וואולף	1.0	וואולף, סיימאַן [שמחה]		
ס. טאָבאַטשניקאָוו	1.0			
ס. טאַרנבערג	1.0			
ס. טרעטיאָקאָוו	1.0			
ס. לאַנדוי	1.0			
ס. מ. גורעוויטש	1.0			
ס. מ. מיכאָלס	1.0	מיכאָעלס, ס. מ. [שלמה וואַפּסי]		
ס. מיכאָלס	1.0			
ס. מינעסמאַן	1.0			
ס. מינעסמאַן [רעגנסבערג]	1.0			
ס. נאָוואַק	1.0			
ס. סיגאַלאָוו	1.0			
ס. עדעלמאַן	1.0	עדעלמאַן, סאָניע		
ס. פ.	1.0			
ס. פּאָדאָמסקי	1.0			
ס. פֿאַרקויף	1.0			
ס. ראַדאָמסקי	1.0			
ס. רויסעניאָל	1.0			
סט. דזשאַאַן אוירווין	1.0			
סט. וואיטשעכאָווסקין	1.0			
סט. צווייגס	1.0			
סעם ה. העריס	1.0			
סעמיועל פ. לענהאָף	1.0			
ספינקס [מ. קיפּניס]	1.0	קיפּניס, מנחם		
ע. בעריסא	1.0			
ע. וו. דעלקין	1.0			
ע. לאַזאַרוס	1.0			
ע. מ ווערבעל	1.0	ווערבעל, מישעל-אַדאָלף [משה-אַברהם]		
ע. סטאָליצקאַ	1.0			
ע. פליישמאַן	1.0			
ע. קינאי	1.0			
ע. רעלקין	1.0	רעלקין, ערווין, א. נאַרנאָלד אַברהם]		
עגאַר דזש. אולמער	1.0			
עד. רעלקין	1.0	רעלקין, ערווין, א. נאַרנאָלד אַברהם]		
עדוואַרד ר. גלענס	1.0			
על. נליקמאַן	1.0	גליקמאַן, עליאַס		
עלישאַ [ב. באָטוויניק]	1.0	באָטוויניק, בערל		
פֿ. בלומבערג	1.0			
פּ. בעלכאַטאָווסקי	1.0			
פ. בענדינער	1.0			
פ. גאָרדאָן	1.0			
פ. געליבטער	1.0			
פּ. וויערניק	1.0			
פ. טשעסין	1.0			
פ. טשערנער	1.0			
פּ. לאַווראָוו	1.0			
פ. לינדוי	1.0			
פ. לעמקאָף	1.0			
פ. נאָוויק	1.0			
פ. סאָקאָלאָוו	1.0			
פ. סיטאָ	1.0			
פ. עלבוים	1.0			
פ. פינקל	1.0			
פ. קאָווערין	1.0			
פ. קאַמעניעצקאַ	1.0			
פ. קאַנאַפּאָף	1.0			
פ. קאָרן	1.0		רוכטשע קאָרן	
פ. קאָרעצקי	1.0			
פ. קערמאַן	1.0	קערמאַן, פּסח [פתחיה אַקערמאַן]		
פ. ראָזנער	1.0			
פּ. שטיין	1.0			
פ. שיף	1.0			
פ' ש. דובנאָוו	1.0			
פר. כאַנוקאָוו	1.0	כאַנוקאָוו, לייוויק		
פר. פּאָליפּאַדע	1.0	פּאָליפּאַדע, בן-ציון		
פר. פּעלץ	1.0			
פּראָפ. אַקללאַש	1.0			
פּראָפ. באָלק	1.0			
פּראָפ. באַרכאַרדט	1.0			
פּראָפ. בינענשטיין	1.0			
פּראָפ. גאָלקין	1.0			
פּראָפ. גאַרבאָווסקי	1.0			
פּראָפּ. גרעץ	1.0			
פּראָפ. דאָרף	1.0			
פּראָפּ. דזשאָו דייווידסאָן	1.0			
פּראָפ. דזשוסטיניאני	1.0			
פּראָפּ. האָכמאַן	1.0			
פראפ. הארבאווסקי	1.0			
פּראָפ. הויזשילד	1.0			
פּראָפ. וואָן קיניץ	1.0			
פּראָפּ. וויטאָל	1.0			
פּראָפ. וויינבערג	1.0	וויינבערג, דר		
פּראָפ. וויללי יעקל	1.0			
פּראָפּ. זאַזולאַ	1.0			
פּראָפ. י. א. לעווין	1.0			
פּראָפ. ליווע	1.0			
פּראָפ. ליפּיאַנסקי	1.0			
פּראָפ. לעאָפּֿאָלד יעסנער	1.0			
פּראָפ. מ. הורוויטש	1.0	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר		
פּראָפ. מ. ווייסבערג	1.0			
פּראָפ. מאָראַז	1.0			
פּראָפ. מאָריאָן	1.0			
פּראָפ. מיפעלעוו	1.0	מיפעלעוו, נחמן		
פּראָפ. מיקלאַשעווסקי	1.0			
פּראָפ. מלינאַרסקי	1.0			
פּראָפ. סאַמוס	1.0			
פּראָפּ. סאָקאָלאָוו	1.0	סאָקאָלאָוו, ליפּמאַן (סאָקאָלאָווסקי]		
פּראָפ. פֿאַרענסוואַרט	1.0			
פּראָפ. פּוכאָלסקי	1.0			
פּראָפ. קראָן	1.0			
פּראָפּ. ראַבאַק	1.0			
פּראָפ. ראָזענבוים	1.0	ראָזענבוים אַברהם	ראָזענבוים, יעקב-חיים	
פּראָפ. ראַיעוו	1.0			
פּראָפּ. רובין	1.0	דאָקטאָר רובין [ראובן]		
פּראָפ. רובינשטיין	1.0			
פֿרל. אָלקעניצקי	1.0			
פֿרל. בערטאָ בערלין	1.0	טאַנצמאַן, בערטאַ [בערלין]		
פֿרל. געלבער	1.0			
פֿרל. דאיען	1.0	דאיען, שרה	דאיען, סעם	
פרל. סאוער	1.0	סאוער, בערנאַרד [בערל זאַבלאָצקי]		
פֿרל. סאָפיע אָבערלענדער	1.0	אָבערלענדער, סאָׁפיע		
פרענק ב. קאָפּלי	1.0			
ק. טעפּער	1.0	טעפּער, קלמן (קאָליאַ)		
ק. מ. עבעל	1.0			
ק. ס. סטאַניסלאָווסקי	1.0			
ק. קאַדיש	1.0			
ק. קאַטשערגינסקי	1.0			
ר. בירנבוים	1.0	בירנבוים ראָזאַ		
ר. בן-אַרי	1.0	בן-אָרי ר [חיים-זאָב רייקין]		
ר. גוסקין	1.0	גוסקין, ראובן		
ר. גלעזער	1.0		גלעזער יאַשאַ	
ר. דע ראָסאָ	1.0			
ר. ווענדאָרף	1.0	ווענדאָרף ראובן		
ר. זילבערבערג	1.0	בערג, רודאָלף [זילבערבערג]		
ר. טאַגאָרע	1.0			
ר. לעווין	1.0			
ר. סונטופּ	1.0			
ר. פאָלק	1.0			
ר. פֿאַרבאָראָוויטש	1.0			
ר. פֿייראָ	1.0			
ר. פינקעלשטיין	1.0			
ר. פּערלמוטטער	1.0		פערלמוטער, מרדכי	
ר. קאַרודע	1.0			
ר. ראָזנער	1.0			
ראביי י. ט. לאָב	1.0			
רזש. קעסלער	1.0	קעסלער יאָזעף	קעסלער, דוד	
רעגינע ס. דע רייך	1.0			
ש. אַבראַמסאָן	1.0			
ש. איזבאַן	1.0			
ש. אייזיקאָוו	1.0			
ש. אַלמאַן	1.0	אַלמאַן, שמואל		
ש. אַנ-סקיס	1.0			
ש. אַשקענאזי	1.0	אַנ-סקי ש. [שלמה-זאַנוול ראַפּאָפּאָרט]		
ש. ב.	1.0			
ש. ב. לייקין	1.0			
ש. באָראָוואָי	1.0			
ש. בי [ביבער]	1.0	ביבער סענדער		
ש. בערמאַן	1.0			
ש. ברין	1.0	ברין, שלום		
ש. גאָלדפאַדען	1.0	גאָלדפֿאַדען, שמעיה [גאָלדענפֿאָדים]		
ש. גאָלוב	1.0			
ש. גאָרעליק	1.0			
ש. גילבערט	1.0	גילבערט, שלמה		
ש. גינזבארג	1.0	גינזבורג, שאול		
ש. גלאַזערמאַן	1.0	גלאַזערמאַן, שמואל		
ש. ד. [דרייער]	1.0			
ש. דיאַמאַנט	1.0	דיאַמאַנט, שלמה		
ש. דייקסעל	1.0	דייקסעל, שמואל		
ש. דריז	1.0			
ש. האָכבערג	1.0	האָכבערג, שאָול		
ש. וויינבערג	1.0	וויינבערג, שמואל		
ש. ווינינגער	1.0			
ש. ז. שידלאָווער	1.0			
ש. זאַקס	1.0		זאַקס ראָיע (?]	
ש. זאַראָמב	1.0			
ש. טענענבוים	1.0			
ש. י. אימבער	1.0			
ש. י. גאָלדשטיין	1.0	גאָלדשטיין, שמואליק	גאָלדשטיין, שכר	
ש. י. יאצקאן	1.0			
ש. י. סטופּניצקי	1.0			
ש. יודסאָן	1.0	יודסאָן, שלמה		
ש. ל. ציטראָנען	1.0			
ש. לאַנדאו	1.0	לאַנדאָ, שרה		
ש. לעוו	1.0			
ש. לעווענטאָל	1.0			
ש. מאַרגאָלין	1.0			
ש. מבינזאָן	1.0			
ש. מייזעלס	1.0			
ש. מיכאַעלס	1.0	מיכאָעלס, ס. מ. [שלמה וואַפּסי]		
ש. מירעלם	1.0			
ש. נינער	1.0			
ש. סאַגאָן	1.0			
ש. סילמאַן	1.0			
ש. סעקונדא	1.0	סעקונדאַ, שלום		
ש. עטיינבערג	1.0			
ש. פֿאָגעלנעסט	1.0			
ש. פישמאַן	1.0			
ש. פֿרוג	1.0			
ש. פריילאַך	1.0			
ש. ציטרין	1.0			
ש. קאָלדאָווסקי	1.0			
ש. קורץ	1.0			
ש. ראָזאָווסקי	1.0			
ש. ראסין	1.0			
ש. ראַסקין	1.0	ראַסקין, שאַול		
ש. שווערדשאָף	1.0			
ש. שלום	1.0			
ש. שמולעוויטש	1.0	שמולעוויטש, שלמה		
ש. שנהור	1.0			
ש. שרעבערק	1.0			
שלמה בן אַריה (ש. זינשטיין)	1.0			
שמ. בריאַנסקי	1.0			
ת. יאָקובסאָן	1.0			
