play,full_line,direction,type,line_id,page,page_url
Al Naharot Bavel,"(אויפטריט דוד, יהודית)","(אויפטריט דוד, יהודית)",entrance,r1l5,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,"דוד: (אויפגערעגט, הין און אהער געהענד) נוּ וואָס זאָגסטוּ עפּיס צוּ דַיין טאטֶען?","(אויפגערעגט, הין און אהער געהענד)",business,r1l6,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,יהודית: (שטעהט טרויריג) אוּן וָואס זאָגסטוּ עפּיס צוּ דַיין טאטֶען?,(שטעהט טרויריג),business,r1l7,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,דוד: (בייז) אַזוי רעדסטוּ פוּן דַיין מחוּתן?,(בייז),business,r1l11,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,יהודית: (וויינענד) אוּן ווִי אַזוי רעדסטוּ פוּן דַיין מחוּתן (שלוכצט) דֶער נגִיד,(וויינענד),business,r1l12,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,יהודית: (וויינענד) אוּן ווִי אַזוי רעדסטוּ פוּן דַיין מחוּתן (שלוכצט) דֶער נגִיד,(שלוכצט),business,r1l12,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,אַ מִצְוָה אוֹיף מִיר (וויינט).,(וויינט),business,r1l15,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,דוד: קוּם אַהער יהוּדית'ל (וויל איהר האנד נעהמען).,(וויל איהר האנד נעהמען),business,r1l16,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,"פּאסען נִישְט אַיינְס פאר'ס אַנדערע, לאָז מִיך, (געהט וויינענד). אוֹי מַיין",(געהט וויינענד),business,r1l18,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,"דוד: (פערהאלט זי) וואָרט אוֹיס יהודִית'ל, זאָג מִיר דֶעם אמְת, אבּער ַגַאנְץ",(פערהאלט זי),business,r1l21,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,"יהודית: (וויינענד) אַדרבּה, וֶוער אַז נִישְט אָליקים?",(וויינענד),business,r1l29,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,דוד: (בּייז) אַזוי?... אֶלְיָקים אִיז גֶערֶעכט? דאָס הַייסְט אַז דוּ ווילְסט אוֹיך,(בּייז),business,r1l30,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,יהודית: (שלוּכצענד) גאָר נִישְט!,(שלוּכצענד),business,r1l33,16,https://app.transkribus.org/collection/2372172/doc/820975/detail/16
Al Naharot Bavel,דוד: גאָר נִישְט? (וויינט) שלאגסטוּ מִיך אַ כּפּרה פאַר אָרץ ישראַל? אוּן,(וויינט),business,r1l2,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,"הַאנְדֶעלְט זיךְ יֶעצְט פוּן אַ ישוּעה אוֹיף דֶעם כּלל יִשְרָאֵל, (פֿרום) גָאט",(פֿרום),business,r1l6,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,דוד: (בּעגייסטערט) נוּ ווִי אַזוי לאָזט מֶען פוּן זִיך אַוועק אַזאַ הֵיילִיג מלאכ'ל?,(בּעגייסטערט),business,r1l21,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,"פארְקֶעהרְט וָואס וֶועט מַיין טַאטֶע טְהוּן מִיט מִיר? (וויינענד) רבּש""ע!",(וויינענד),business,r1l24,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,"דוד: (וויינט אויף איהר האלדז) אִיך האבּ דָאך דִיך אבּער ליעבּ, אִיך וֶועל",(וויינט אויף איהר האלדז),business,r1l33,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,"יהודית: (חליפעט) וֵויין נִישְט דוד'ל, אִיך וֶועל דָארְט אִין אֶרֶץ הַקְדוֹשָׁה",(חליפעט),business,r1l35,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,(שלוכצענד פאלען זיי זיך אויף די העלזער).,(שלוכצענד פאלען זיי זיך אויף די העלזער),business,r1l43,17,https://app.transkribus.org/collection/2372172/doc/820975/detail/17
Al Naharot Bavel,פֶערוואנְדְלונְג.,פֶערוואנְדְלונְג.,,r1l6,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,"(בַּיי זִמְרִי, פאוויליאָן זֶעהר רֵייך פֿערציערט מִיט סטאַטוען אוּן פֿיגורען, בּלומֶען, וואַזען, פאַלמענבייטער, שׁפרִינְגבּרונֶען, עטצ. עצט.","(בַּיי זִמְרִי, פאוויליאָן זֶעהר רֵייך פֿערציערט מִיט סטאַטוען אוּן פֿיגורען, בּלומֶען, וואַזען, פאַלמענבייטער, שׁפרִינְגבּרונֶען, עטצ. עצט.",setting,r1l7,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,"(זמרי, פריסטער קוליאן).","(זמרי, פריסטער קוליאן).",entrance,r1l9,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,"זמרי: (ווייזט איהם אין קוליס) דָא קוּק אַהין, זֶעה ווִי דֶער קֶענִיג שפּאציערט.",(ווייזט איהם אין קוליס),business,r1l13,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,"פריסטער: דָאן זִמְרִי מַיין פְרֵיינְד, דָאן ווינְשֶׁע אִיך דִיר גלִיק (זינגענד) דֶער",(זינגענד),business,r1l24,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,"(אויפטריט קעניג, כאהר, פאלמירא)","(אויפטריט קעניג, כאהר, פאלמירא)",entrance,r1l26,18,https://app.transkribus.org/collection/2372172/doc/820975/detail/18
Al Naharot Bavel,זמרי: (זיך פערנייגענד) מַיין קֶענִיג! אַלע מיֵינֶע ווינְשֶׁע אוּן אַלע מיֵינֶע,(זיך פערנייגענד),business,r1l2,19,https://app.transkribus.org/collection/2372172/doc/820975/detail/19
Al Naharot Bavel,פאלמירא: (אפאַרט ערציטערט) דַארְף אִיך מיֵינֶע אוִיערֶען טרוִיען? אִיז עֶס,(אפאַרט ערציטערט),business,r1l15,19,https://app.transkribus.org/collection/2372172/doc/820975/detail/19
Al Naharot Bavel,קעניג: (אויסער זיך) אוּן אֵיין זאלְכֶעס פָאלְק לעבּט אוּנְטֶער מַיין שוּטץ?,(אויסער זיך),business,r1l25,19,https://app.transkribus.org/collection/2372172/doc/820975/detail/19
Al Naharot Bavel,קעניג: (צערטליך) שפּריך מיֵינֶע ליעבּע. וָואס ווערֶע דַיין רַאטְה אִין,(צערטליך),business,r1l28,19,https://app.transkribus.org/collection/2372172/doc/820975/detail/19
Al Naharot Bavel,זמרי: (אפארט) וואָס אִיז דָאס?,(אפארט),delivery,r1l17,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,"זמרי: (אויסער זיך) ווא... וואָס? וואָס הַייסְט דָאס? אָה מַיין קֶענִיג! פֶערְצַייהֶע,",(אויסער זיך),business,r1l24,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,(בענטשט זי) דֶער זֶעגֶען פוּן דִי הֵיילִיגֶע גֶעטֶער זָאל אויִסגעֶהן צוּ דַיין,(בענטשט זי),business,r1l29,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,פאלמירא: (ווענדעט זיך פון איהם אוועק פערעכטליך).,(ווענדעט זיך פון איהם אוועק פערעכטליך),business,r1l31,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,קעניג: (צערטליך) זֵיי רוּהיג מיֵינֶע ליעבּע! אִיך האבּ דִיר מַיין וָוארְּט,(צערטליך),business,r1l32,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,(צו זמרי) לאָז אַלע מיֵינֶע רֶעטהֶע זאפארְט פֶערְזאמְלֶען אִין מַיין,(צו זמרי),business,r1l35,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,(צו אלע) פאלְגט מִיך! (אלע אב אויסער פאלמירא און זמרי).,(צו אלע),business,r1l37,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,(צו אלע) פאלְגט מִיך! (אלע אב אויסער פאלמירא און זמרי).,(אלע אב אויסער פאלמירא און זמרי),business,r1l37,20,https://app.transkribus.org/collection/2372172/doc/820975/detail/20
Al Naharot Bavel,"אוּנטריי גֶעוְוארֶען דֶעם יודִישֶׁען גלויבּען! (וויינט) דָאך, מוּטער, זִיסֶע",(וויינט),business,r1l4,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,זמרי: (אויפגערעגט) טהוּט מִיר הנאה!... פרֵייט מִיך זֶעהר! אַך מיֵינֶע שׁולְד!,(אויפגערעגט),business,r1l9,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,"פּאטריאטיין גֶעמאכט אָה אִיך בּלינדער, אִיך בּלינדער!... (צֶערְטלִיך צוּ אִיהר) פאַלמירא! טאָכְטֶער! לאזֶען מִיר דִי יוּדענפראגע בַּיי זַייטֶע,",(צֶערְטלִיך צוּ אִיהר),business,r1l14,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,פאלמירא: (גלייכגילטיג) אָבּער אִיך האבּ אִיהם נִישְט ליעבּ.,(גלייכגילטיג),business,r1l26,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,זמרי: (אויסער זיך) הֶערֶע ווֶעלְט אוּן שׁטוִינֶע! מִיט ווֶעלְכֶען גלֵייכגִילְטִיגֶען,(אויסער זיך),business,r1l27,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,זמרי: בּיזטוּ פוּן זיִנעֶן?... (פלוצלינג פון אַ געדאנק ערפאסט) אָה... יֶעצְט עֶרְשְׁט,(פלוצלינג פון אַ געדאנק ערפאסט),business,r1l30,21,https://app.transkribus.org/collection/2372172/doc/820975/detail/21
Al Naharot Bavel,פאלמירא: (בייטער) אָה מיֵינֶע בּעדויערנסווערטהע גראסֶעלְטֶערְן! אִיהר,(בייטער),business,r1l4,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,זמרי: (ווילד אויפשרייענד) אָה!... אִיז דָאס דַיין לאהן צוּ דַיין פָאטֶער פַאר,(ווילד אויפשרייענד),business,r1l8,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"פאלמירא: (וויינט) נֵיין! נִישְט אָן דֶעם צווייפֶעל אִיך, דֶען מיֵינֶע מוּטער אִיז",(וויינט),business,r1l14,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"פָאטֶער פוּן דִיעזֶען פִינְסטֶערְן וועג (קניעט, קישט זיין קניע) לאָז מִיך דַיין","(קניעט, קישט זיין קניע)",business,r1l29,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"זמרי: (שמייסט זי צוויק) גענוּג! אוֹיס דִיר שפּריכט דֶער יוּד זרוּבּבל, אָבּער",(שמייסט זי צוויק),business,r1l31,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"פאלמירא: (שפרינגט אויך) אַזוי?... (פויזע) זאָג מִיר פָאטֶער, האסטוּ אוִיסֶער",(שפרינגט אויך),business,r1l34,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"פאלמירא: (שפרינגט אויך) אַזוי?... (פויזע) זאָג מִיר פָאטֶער, האסטוּ אוִיסֶער",(פויזע),business,r1l34,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,זמרי: (ווילד) וויטצִיג? ...זצִיג בּיזטוּ וֶוען אִין מִיר קאכט דאָס בּלוּט?,(ווילד),business,r1l36,22,https://app.transkribus.org/collection/2372172/doc/820975/detail/22
Al Naharot Bavel,"בּעשטייגען דֶעם שַׁייטֶערְהוִיפֶען, אַלס מִיט דַיין קֶענִיג דֶעם טְרָאהן! (אב).",(אב),exit,r1l6,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,"זמרי: (פערבליפט, קוּקט איהר נאך) נוּן, וואָס טהוּט מֶען יֶעצְט? טַייפֶעל אוּן","(פערבליפט, קוּקט איהר נאך)",business,r1l7,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,זרובבל: (זינגט).,(זינגט),business,r1l9,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,"זמרי: (לוישט, מומיקורט... אַב).","(לוישט, מומיקורט... אַב)",exit,r1l10,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,"(געזאנג, ערשיינט פאלמירא, לויפט אַ קעגען און קומט מיט זרובבל).","(געזאנג, ערשיינט פאלמירא, לויפט אַ קעגען און קומט מיט זרובבל).",entrance,line_1649596815023_1750,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,הִימֶעל צוּ פערדוּנקלען? (וויינט).,(וויינט),business,r1l14,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,פאלמירא: (שלוכצט) אַך מַיין זרוּבּבל! בּין אִיך דֶען ווערְטה דַיינֶע צוּ,(שלוכצט),business,r1l17,23,https://app.transkribus.org/collection/2372172/doc/820975/detail/23
Al Naharot Bavel,(בעגייסטערט) אוּן וֶוען דערזעלבּער הָאט יֶעצְט פַאר זַיין פָאלְק דִי,(בעגייסטערט),business,r1l10,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,פאלמירא: (מיט די אויגען צום הימעל) אָמֵן! רוּף אִיך פוּן מַיין טִיעפסטֶען,(מיט די אויגען צום הימעל),business,r1l16,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,(פאלט אויף זיין ברוסט) אוּן דוּ מַיין זרוּבּבל דוּ ווערְסט אוּנְזֶער אַנפיהרער,(פאלט אויף זיין ברוסט),business,r1l19,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,(אויפטריט זמרי ווילד).,(אויפטריט זמרי ווילד).,entrance,r1l21,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,לעבּענדיג פֶערְלאזט דוּ נִישְט מֶעהר דִיעזֶעס הוִיז! (ציהט די זעבעל).,(ציהט די זעבעל),business,r1l26,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,זמרי: (שמייסט זי אוועק און פערפאלגט זרובבל'ן).,(שמייסט זי אוועק און פערפאלגט זרובבל'ן),business,r1l28,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,זרובבל: (ווייכט איהם אויס) פֵייגלִינְג! גֶעגֶען אֵיין אוּנבּעוואפענטען?,(ווייכט איהם אויס),business,r1l29,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,פאלמירא: (צווישען ביידע) פָאטֶער! ווילסטוּ אֵיין מארְד בּעגעהן? פָאטֶער!,(צווישען ביידע),business,r1l30,24,https://app.transkribus.org/collection/2372172/doc/820975/detail/24
Al Naharot Bavel,דָא זאָל דאָס ערְשׁטֶע אפּפער פוּן מַיין ראכֶע זַייי! (פערפאלגט איהם).,(פערפאלגט איהם),business,r1l2,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,"זרובבל: (ביז יעצט זיך געוועהרט, ווענדט זיך פלעטצליך העלדיש) נֵיין דָאס וועסטוּ","(ביז יעצט זיך געוועהרט, ווענדט זיך פלעטצליך העלדיש)",business,r1l3,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,"נִישְט ערלעבּען, משוּמד! (ענטרייסט איהם דעם זעבעל, דראהט איהם...)","(ענטרייסט איהם דעם זעבעל, דראהט איהם...)",business,r1l4,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,פאלמירא: (ווארפט זיך אויף זרובבל שרייענד) זרוּבּבל! עֶס אִיז מַיין פָאטֶער!,(ווארפט זיך אויף זרובבל שרייענד),business,r1l5,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,"זרובבל: (זיך דערמאנענדיג, צעברעכט דעם זעבעל שמייסט אוועק די שטיקער מיט לערם).","(זיך דערמאנענדיג, צעברעכט דעם זעבעל שמייסט אוועק די שטיקער מיט לערם)",business,r1l6,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,פאלמירא: (שלוכצט אויף זיין ברוסט).,(שלוכצט אויף זיין ברוסט),business,r1l7,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,זמרי: (ציטערט).,(ציטערט),business,r1l8,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,פאָרהאַנג. עֶנְדֶע פונ'ם עֶרְשְׁטעֶן אַקט.,פאָרהאַנג. עֶנְדֶע פונ'ם עֶרְשְׁטעֶן אַקט.,,r1l9,25,https://app.transkribus.org/collection/2372172/doc/820975/detail/25
Al Naharot Bavel,(אֵיין צוּמער אִין צווייען גֶעטהֵיילְט. — רֶעכטס אַ דִיוואן אוֹיף ווֶעלְכֶען עֶס שלאפט אֶלְיָקים געבּען אִיהם אַ בֶּענְקִיל מִיט זַיינֵע אבֶּערְקלֵיידֶער. — לִינְקס אֵיין צִימֶערִיל מִיט אַ טִישֶׁעל אוּן זֶעסֶעל. — פֿאָרענט אֵיין שׁפִינְרֶעדֶעל בַּיי ווֶעלְכֶען יְהוּדִית זִיצְט אוּן ארְבֵּייט. — אויפ'ן טִישֶׁעל אַ טֶעלֶער מִיט צורִיקגֶעבּלִיבֶּענֶע שׁפֵייזֶען).,(אֵיין צוּמער אִין צווייען גֶעטהֵיילְט. — רֶעכטס אַ דִיוואן אוֹיף ווֶעלְכֶען עֶס שלאפט אֶלְיָקים געבּען אִיהם אַ בֶּענְקִיל מִיט זַיינֵע אבֶּערְקלֵיידֶער. — לִינְקס אֵיין צִימֶערִיל מִיט אַ טִישֶׁעל אוּן זֶעסֶעל. — פֿאָרענט אֵיין שׁפִינְרֶעדֶעל בַּיי ווֶעלְכֶען יְהוּדִית זִיצְט אוּן ארְבֵּייט. — אויפ'ן טִישֶׁעל אַ טֶעלֶער מִיט צורִיקגֶעבּלִיבֶּענֶע שׁפֵייזֶען).,setting,r1l8,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,"(דוד קומט שטיל, גיט איהר א קוש, זי ערשרעקט).","(דוד קומט שטיל, גיט איהר א קוש, זי ערשרעקט).",entrance,r1l13,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,יהודית: (זיפצט) אוֹי אַז אָך אוּן וֶועה אִיז צוּ מִיר מִיט מַיין חָתָן.,(זיפצט),business,r1l16,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,פַאר מַיין טאטֶען (פארשעמט) בּפרט נָאך אַזא זַאך.,(פארשעמט),business,r1l23,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,דוד: (אויפגערעגט) צדִיקת מיֵינֶע! מִיט דֶעם פרוּמקייט וועסטוּ אוּנְז נָאך,(אויפגערעגט),business,r1l24,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,"יהודית: (וויינענד) גֶעֶענְטפֶערְט הָאט עֶר גָאר נִישְט, עֶר הָאט נָאר געגעבּען",(וויינענד),business,r1l31,26,https://app.transkribus.org/collection/2372172/doc/820975/detail/26
Al Naharot Bavel,דוד: (בעליידיגט) נָאך אַ מאל! מַיין טַאטֶע דֶער עושר שְׁטֶעהט דַיין,(בעליידיגט),business,r2l6,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,"יהודית: (ערשראקען) אוֹי וֶועה אִיז מִיר וואָס רעדסטוּ? וואָס הַייסְט, מֶען",(ערשראקען),business,r2l13,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,יהודית: (וויינט אויף זיין בּרוסט) מִיר וִוילֶען זִיך.,(וויינט אויף זיין בּרוסט),business,r2l21,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,"דוד: (קישט זי) נוּ, אִיז דָאך גוּט יהודִית'ל, פַאר וָואסְזְשֶע וויינסטוּ?",(קישט זי),business,r2l22,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,"יהודית: (וויינט) וַוייל וָואס קוּמט אַרויס וָואס מִיר וִוילֶען זִיך אַז גָאט בּ""ה",(וויינט),business,r2l23,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,דוד: (עררעגט) אָט האָסטוּ נָאך אַ מחוּתן! אָבּער זָאג מִיר צדִיקת'ל פוּן,(עררעגט),business,r2l25,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,"דוד: (לאכט) מַיין יהוּדית'ל, דאַס מאל זעהסטוּ נִישְט קלאהר, ווייסטוּ וָואס",(לאכט),business,r2l28,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,"יהודית: (צייגט אויפ'ן הארץ, זיפצט) אוֹי פרעֶג גאָר נִישְט.","(צייגט אויפ'ן הארץ, זיפצט)",business,r2l31,27,https://app.transkribus.org/collection/2372172/doc/820975/detail/27
Al Naharot Bavel,טוֹב! (ווארפֿט אַ טעלער צו באָדען).,(ווארפֿט אַ טעלער צו באָדען),business,r1l8,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"אליקים: (אין א אנדערע זייט ביהנע חאפט זיך אויף פֿערשלאפען, רעדט פונ'ם שלאָף)","(אין א אנדערע זייט ביהנע חאפט זיך אויף פֿערשלאפען, רעדט פונ'ם שלאָף)",business,r1l9,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"אַ חָלוֹם, (געניצט, רוּפט) יהוּדית'ל! טאָכְטֶער! אָה זִי ענְפֶערְט נִישְט?","(געניצט, רוּפט)",business,r1l11,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,אסִיפה בּיי דָנִיאֵל... מֶען דַארְף שׁוֹין געֶהן אַהין. (נעהמט זיך אונטהוּן),(נעהמט זיך אונטהוּן),business,r1l16,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,(אויפטריט בן כספי).,(אויפטריט בן כספי).,entrance,r1l17,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"אליקים: (האלב אונגעטהון) אָה, וועהמֶען זֶעה אִיך בּיי מִיר אִין שטיעבּ?",(האלב אונגעטהון),business,r1l18,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,בֶּן כַּסְפִּי: (שטאלץ) דוּ מַיינְסט אַז דֶער רֵייכֶער בּן כּספּי אִיז צוּ דִיר געקוּ⸗,(שטאלץ),business,r1l19,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,אליקים: (אונטערבּרעכענד) וָוארְּט! רֶעד נִישְט וֵוייטֶער! וועהמֶען דארפסטוּ?,(אונטערבּרעכענד),business,r1l22,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"אליקים: (בּייז) זאָל עֶר עֶס נוּר וואגֶען דֶער שקץ, דֶעם קאפּ וואָלט אִיך",(בּייז),business,r1l28,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"דוד: (אין א אנדערע זייט ביהנע צו יהודית'ל, דריקט זי צו) יאָ, מַיין בּיזטוּ אוּן מַיין","(אין א אנדערע זייט ביהנע צו יהודית'ל, דריקט זי צו)",business,r1l31,28,https://app.transkribus.org/collection/2372172/doc/820975/detail/28
Al Naharot Bavel,"(ביידע געארעמט, קישען זיך).","(ביידע געארעמט, קישען זיך)",business,r1l3,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,"בֶּן כַּסְפִּי: (זוכט בייז אין אלע זייטען) אִיך ווֵייס אבּער פוּן אַ זִיכֶערֶע קְוֶועלֶע,",(זוכט בייז אין אלע זייטען),business,r1l4,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,אליקים: (שפרינגט אונטער פאר כעס) וואָס? מַיין טאָכְטֶער? מַיין יהוּדית'ל,(שפרינגט אונטער פאר כעס),business,r1l9,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,בֶּן כַּסְפִּי: (שפעטיש לאכענד) קוּק נוּר אָן אַ שׁטֶעל פוּן אַ קַבְּצָן חַ חַ חַ חַ.,(שפעטיש לאכענד),business,r1l13,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,אליקים: (עבענזאָ שפעטיש) חַ חַ חַ חַ קוּק נוּר אָן וועהמֶען אִיך זָאל דָא,(עבענזאָ שפעטיש),business,r1l14,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,"יהודית: (פוּנ'ם אנדערען צימער) וואָס זאגסטוּ, דוד'ל נָאך אַייךֶער מִיר ווֶעלֶען",(פוּנ'ם אנדערען צימער),business,r1l18,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,יהודית: (פארשעמט און גליקליך) אוֹי גאטעניוּ!,(פארשעמט און גליקליך),business,r1l23,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,אליקים: (בייז צו בן כספי וועלכער זוּכט) וואָס נָאך זוּכסטוּ? אִיך מוּן אַוועק⸗,(בייז צו בן כספי וועלכער זוּכט),business,r1l24,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,אליקים: (אויסער זיך) דנִיאל'ן? דנִיאל'ן אבּזעטצען? אוִיסזֶעטצֶען ווֶעלֶען,(אויסער זיך),business,r1l30,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,בֶּן כַּסְפִּי: (שרייענד) אוֹיס! מִיר וִוילֶען אִיהם נִישְט מֶעהר פַאר קֵיין ראש.,(שרייענד),business,r1l32,29,https://app.transkribus.org/collection/2372172/doc/820975/detail/29
Al Naharot Bavel,"בֶּן כַּסְפִּי: (שטאָלץ) מִיר, מִיר גְרויִסעֶ לֵייט, מִיר דִי אמְת'דִיגֶע",(שטאָלץ),business,r1l2,30,https://app.transkribus.org/collection/2372172/doc/820975/detail/30
Al Naharot Bavel,"אליקים: (האלט זיך צוּ די אויערען, שפרינגט פאר כעס) אוֹי וֶועה אִיז מִיר? וֶועה","(האלט זיך צוּ די אויערען, שפרינגט פאר כעס)",business,r1l6,30,https://app.transkribus.org/collection/2372172/doc/820975/detail/30
