kima_id	kima_rom	variant	source	attestations	contexts	wikidata_qid	notes
6918	Chernivt︠s︡i (Ukraine)	טשערנאָוויץ	Zylbercweig lexicon (Maaty reconciliation)	6-facs_413_tr_1747930424|1-facs_59_tr_1740521087|3-facs_313_tr_1756043360|5-facs_81_tr_1733059413|5-facs_351_r_11|5-facs_548_tr_1739220543|6-facs_413_tr_1747930424|7-facs_50_tr_1756359800|4-facs_658_tr_1755030003|1-facs_310_tr_1741260423|1-facs_404_r|1-facs_408_r_7|1-facs_151_tr_1740521143|2-facs_38_tr_1744131347|5-facs_247_tr_1739222205|5-facs_358_tr_1739221614|5-facs_569_tr_1739221277|5-facs_605_r_101|6-facs_29_tr_1747746221|6-facs_30_tr_1747746182|6-facs_65_tr_1747746178|6-facs_565_tr_1752129112|6-facs_566_tr_1752130132|6-facs_642_tr_1747930358|7-facs_54_r_10	burial|death|birth	Q157725	match_status:WIKIDATA
951	Wrocław (Poland)	ווראָצלאָוו	Zylbercweig lexicon (Maaty reconciliation)	6-facs_463_tr_1747930281	burial	Q1799	match_status:WIKIDATA
579	Leipzig (Germany)	לייפּציג	Zylbercweig lexicon (Maaty reconciliation)	6-facs_468_tr_1747930432|6-facs_468_tr_1747930432	burial|death	Q2079	match_status:WIKIDATA
32	New York (N.Y.)	„מאַנהעטן סטעיט האָספּיטאַל״ פֿון סענטראל אייסליפּ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_43_r	death	Q60	match_status:WIKIDATA
32	New York (N.Y.)	מאָונט וואוירנאָן	Zylbercweig lexicon (Maaty reconciliation)	4-facs_47_r_2	death	Q60	match_status:WIKIDATA
32	New York (N.Y.)	ניו יאָָרק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_55_tr_1753681940|4-facs_358_tr_1754998513|4-facs_401_tr_1755030076|4-facs_405_tr_1755029979|1-facs_81_r_7|6-facs_21_r_2|7-facs_52_tr_1756359809|7-facs_53_tr_1756359804|7-facs_71_tr_1757228899|4-facs_597_tr_1755030190|1-facs_277_tr_1741260245|1-facs_360_r_7_1|1-facs_407_tr_1739715069|1-facs_34_tr_1740521039|3-facs_329_tr_1756058147|3-facs_343_tr_1756107173	death|birth	Q60	match_status:WIKIDATA
903	Detroit (Mich.)	דעטראָיט	Zylbercweig lexicon (Maaty reconciliation)	4-facs_59_tr_1753681938|4-facs_202_tr_1754998546|4-facs_322_tr_1754998441|3-facs_275_tr_1755674154|7-facs_24_r_5|7-facs_44_tr_1756359784	death|birth	Q12439	match_status:WIKIDATA
408	Philadelphia (Pa.)	פילאַדעלפיע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_69_tr_1753681922	death	Q1345	match_status:WIKIDATA
32	New York (N.Y.)	ניויאָרק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_79_tr_1753938272|4-facs_386_tr_1755029936|1-facs_348_r_5|7-facs_57_tr_1756359815	death|birth	Q60	match_status:WIKIDATA
32	New York (N.Y.)	פּעלהאַם-קע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_82_tr_1753938284	death	Q60	match_status:WIKIDATA
6462	San Francisco (Calif.)	סאַן פֿראַנציסקאָ	Zylbercweig lexicon (Maaty reconciliation)	4-facs_91_tr_1753602024|6-facs_58_r_23	death	Q62	match_status:WIKIDATA
813	Johannesburg (South Africa)	יאָהאַניסבורג	Zylbercweig lexicon (Maaty reconciliation)	4-facs_97_tr_1753602022	death	Q34647	match_status:WIKIDATA
958	Kiev (Ukraine)	משוגעים-הויז אויף קירילאָווקע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_101_r_1	death	Q1899	match_status:WIKIDATA
678	Saint Petersburg (Russia)	לענינגראַד	Zylbercweig lexicon (Maaty reconciliation)	4-facs_102_r_1|6-facs_68_tr_1747746105	death	Q656	match_status:WIKIDATA
32	New York (N.Y.)	אַרבעטער רינג סאַנאַטאָריע פֿאַר שווינדזיכטיקע	Zylbercweig lexicon (Maaty reconciliation)	4-facs_129_r_2	death	Q60	match_status:WIKIDATA
32	New York (N.Y.)	פֿוירנדעיל	Zylbercweig lexicon (Maaty reconciliation)	4-facs_132_tr_1754224993	death	Q60	match_status:WIKIDATA
7033	Mexico City (Mexico)	מעקסיקאָ סיטי	Zylbercweig lexicon (Maaty reconciliation)	4-facs_141_tr_1754377600|3-facs_330_tr_1756058354	death	Q1489	match_status:WIKIDATA
688	London (England)	לאָנדאָן	Zylbercweig lexicon (Maaty reconciliation)	4-facs_247_tr_1754998367|1-facs_270_r|1-facs_382_tr_1739715265|1-facs_411_tr_1739715050|1-facs_17_r_3|1-facs_142_tr_1740521045|2-facs_213_r_2|2-facs_372_tr_1744366832|6-facs_19_tr_1747746110|6-facs_133_tr_1747825075|6-facs_134_tr_1747825144|6-facs_150_tr_1747825139	death	Q84	match_status:WIKIDATA
32	New York (N.Y.)	סאַראַטאָגאַ ספּרינגס	Zylbercweig lexicon (Maaty reconciliation)	4-facs_323_tr_1754998449	death	Q60	match_status:WIKIDATA
32	New York (N.Y.)	לאַנג איילאַנד	Zylbercweig lexicon (Maaty reconciliation)	4-facs_323_tr_1754998450	death	Q60	match_status:WIKIDATA
32	New York (N.Y.)	ניו יאָרק	Zylbercweig lexicon (Maaty reconciliation)	4-facs_352_tr_1754998404|4-facs_394_tr_1755030217|2-facs_318_r_2|3-facs_279_tr_1755674215	death|birth	Q60	match_status:WIKIDATA
154	Los Angeles (Calif.)	לאָס-אַנדזשעלעס	Zylbercweig lexicon (Maaty reconciliation)	4-facs_406_tr_1755029923|4-facs_654_tr_1755029981|4-facs_654_tr_1755029982|6-facs_652_tr_1747931529	death	Q65	match_status:WIKIDATA
141	Bamberg (Germany)	באַמבערג	Zylbercweig lexicon (Maaty reconciliation)	4-facs_598_tr_1755029985|4-facs_598_tr_1755029985	death|birth	Q3936	match_status:WIKIDATA
154	Los Angeles (Calif.)	לאָסאַנדזשעלעס	Zylbercweig lexicon (Maaty reconciliation)	4-facs_656_r	death	Q65	match_status:WIKIDATA
580	Bremen (Germany)	20 מייל פֿון ברעמען	Zylbercweig lexicon (Maaty reconciliation)	4-facs_661_tr_1755030261	death	Q24879	match_status:WIKIDATA
977	Drohobych (Ukraine)	דראָהאָביטש	Zylbercweig lexicon (Maaty reconciliation)	5-facs_83_tr_1733059382	death	Q158821	match_status:WIKIDATA
740	Odesa (Ukraine)	אָדעם	Zylbercweig lexicon (Maaty reconciliation)	1-facs_250_tr_1741260267|1-facs_260_tr_1741260284|1-facs_289_tr_1739714920|1-facs_289_tr_1739714916|1-facs_311_tr_1741260476|1-facs_322_tr_1741260430|1-facs_339_tr_1741260410|1-facs_358_tr_1741260401|1-facs_367_tr_1741260402|1-facs_378_tr_1739715267|1-facs_380_r_2|1-facs_383_r_6|1-facs_389_tr_1739715078|1-facs_46_tr_1740521011|1-facs_50_tr_1740521042|1-facs_116_r_1|1-facs_139_tr_1740521045|1-facs_151_tr_1740521138	death|birth	Q1874	match_status:WIKIDATA
9693	Brăila (Romania)	בראַאילע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_260_tr_1741260284	death	Q188478	match_status:WIKIDATA
419	Paris (France)	פּאָריז	Zylbercweig lexicon (Maaty reconciliation)	1-facs_265_tr_1741260315	death	Q90	match_status:WIKIDATA
516	Boston (Mass.)	באָסטאָן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_278_r_2|2-facs_73_r|1-facs_276_tr_1741260302|1-facs_277_tr_1741260246|1-facs_405_TextRegion_1710157077617_269|2-facs_254_r_4|6-facs_182_tr_1747825093	death|birth	Q100	match_status:WIKIDATA
32	New York (N.Y.)	מאַנטעפיאָרע-שפּיטאָל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_283_tr_1741260226	death	Q60	match_status:WIKIDATA
18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מאָהילעוו-פּאָדאָלסק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_285_r_2|2-facs_402_tr_1744366863	death|birth	Q997469	match_status:WIKIDATA
87632	Dnipro (Ukraine)	אַ דאָרף נעבן יעקאַטערינאָסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_288_tr_1741260218	death	Q48256	match_status:WIKIDATA
677	Brody (Ukraine)	בראָדי	Zylbercweig lexicon (Maaty reconciliation)	1-facs_299_tr_1741260427|1-facs_130_tr_1740521104|1-facs_131_tr_1740521165|1-facs_132_tr_1740520961|6-facs_90_r_2	death|birth	Q465104	match_status:WIKIDATA
489	Krakow (Poland)	קראָקע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_299_tr_1741260436|1-facs_380_tr_1739715264|1-facs_133_tr_1740521134|2-facs_71_tr_1744131401|2-facs_284_tr_1744280792|2-facs_408_tr_1744366806|5-facs_334_tr_1739221285|5-facs_353_r|1-facs_299_tr_1741260436|1-facs_74_r_1|2-facs_71_tr_1744131401|2-facs_77_tr_1744131367|2-facs_77_tr_1744131366|2-facs_121_tr_1744279183|5-facs_169_tr_1735652587|5-facs_334_tr_1739221285|5-facs_402_r_2	death|birth	Q31487	match_status:WIKIDATA
448	Rio de Janeiro (Brazil)	ריאָ דע זשענייראָ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_303_tr_1741260398	death	Q8678	match_status:WIKIDATA
688	London (England)	משוגעים-הויז לאָנדאָן	Zylbercweig lexicon (Maaty reconciliation)	1-facs_307_tr_1741260375	death	Q84	match_status:WIKIDATA
408	Philadelphia (Pa.)	פֿילאָדעלפיע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_311_tr_1741260476|1-facs_107_tr_1740521167|1-facs_150_tr_1740521115|6-facs_464_tr_1747930212|6-facs_648_tr_1747930309|7-facs_63_tr_1756359790|1-facs_22_tr_1740515222|1-facs_103_tr_1740521107|6-facs_566_r_2	death|birth	Q1345	match_status:WIKIDATA
154	Los Angeles (Calif.)	לאָס אַנדזשעלאָס	Zylbercweig lexicon (Maaty reconciliation)	1-facs_320_tr_1741260430|2-facs_215_tr_1744280690	death	Q65	match_status:WIKIDATA
1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	רווינסק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_322_tr_1741260430	death	Q156739	match_status:WIKIDATA
575	Brussels (Belgium)	בריסעל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_335_tr_1741260385	death	Q239	match_status:WIKIDATA
7493	Milwaukee (Wis.)	מילוואָקי	Zylbercweig lexicon (Maaty reconciliation)	1-facs_361_r_9|4-facs_364_tr_1755030303|6-facs_425_r_5	death|birth	Q37836	match_status:WIKIDATA
6462	San Francisco (Calif.)	סאָן-פֿראַנציסקאָ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_376_tr_1741260448	death	Q62	match_status:WIKIDATA
740	Odesa (Ukraine)	אָדעס	Zylbercweig lexicon (Maaty reconciliation)	1-facs_382_r_5|2-facs_9_r|2-facs_10_tr_1743943354|2-facs_81_r_2|2-facs_150_tr_1744279160|2-facs_154_tr_1744279071|2-facs_157_r|2-facs_189_tr_1744279158|2-facs_287_tr_1744280748|2-facs_381_tr_1744366860|6-facs_153_tr_1747825076|7-facs_71_r_1|4-facs_132_tr_1754224993|4-facs_204_tr_1754998531|4-facs_359_tr_1754998378|1-facs_209_tr_1741260252|1-facs_210_tr_1741260180|1-facs_211_tr_1741260275|1-facs_283_tr_1741260246|1-facs_286_TextRegion_1711970478754_176|1-facs_286_TextRegion_1711970335588_157|1-facs_287_tr_1741260232|1-facs_300_tr_1741260424|1-facs_308_tr_1741260520|1-facs_362_TextRegion_1710853974551_399|1-facs_362_TextRegion_1710853958237_371|1-facs_366_tr_1741260403|1-facs_382_r_5|1-facs_395_r_8|1-facs_414_tr_1739715075|1-facs_415_TextRegion_1710155882799_118|1-facs_17_r_9|1-facs_17_r_3|1-facs_19_r|1-facs_19_r_6|1-facs_23_r|1-facs_33_tr_1740521056|1-facs_49_tr_1740521087|1-facs_51_tr_1740521052|1-facs_59_tr_1740521090|1-facs_76_tr_1740520936|1-facs_78_tr_1740521048|1-facs_81_tr_1740521184|1-facs_81_tr_1740521171|1-facs_90_tr_1740521094|1-facs_95_r_134|1-facs_112_tr_1740521166|1-facs_149_tr_1740521039|1-facs_202_tr_1741260239|2-facs_33_r|2-facs_52_tr_1744131407|2-facs_52_tr_1744131414|2-facs_70_tr_1744131377|2-facs_73_r|2-facs_77_tr_1744131362|2-facs_81_r_2|2-facs_85_r|2-facs_106_tr_1744279090|2-facs_113_tr_1744279135|2-facs_129_tr_1744279177|2-facs_177_r_2|2-facs_188_tr_1744279090|2-facs_216_tr_1744280692|2-facs_243_tr_1744280772|2-facs_245_tr_1744280733|2-facs_250_tr_1744280778|2-facs_256_tr_1744280806|2-facs_259_tr_1744280735|2-facs_259_tr_1744280724|2-facs_300_tr_1744280756|2-facs_308_tr_1744365761|2-facs_321_tr_1744365722|2-facs_322_tr_1744365727|2-facs_338_tr_1744365807|2-facs_342_tr_1744365730|2-facs_355_r_4|2-facs_356_r|2-facs_356_tr_1744365739|2-facs_376_tr_1744366801|2-facs_381_r_4|2-facs_382_tr_1744366868|3-facs_267_tr_1755674219|3-facs_269_tr_1755674195|3-facs_273_tr_1755674142|3-facs_289_tr_1755803001|3-facs_332_tr_1756058884|5-facs_56_r_1|5-facs_153_tr_1735652603|5-facs_197_tr_1736588932|5-facs_229_tr_1739222572|5-facs_272_tr_1739221128|5-facs_352_r_3|5-facs_546_tr_1739220658|5-facs_588_tr_1739222289|5-facs_593_r_17|6-facs_81_r_1|6-facs_244_tr_1747928999|6-facs_246_r|6-facs_255_tr_1747928944|6-facs_259_tr_1747928894|6-facs_291_tr_1747928923|6-facs_432_tr_1747930458|6-facs_467_tr_1747930274|6-facs_644_r|6-facs_649_tr_1747930511|7-facs_25_r_3|7-facs_68_tr_1756359770|7-facs_71_r_1	death|birth	Q1874	match_status:WIKIDATA
741	Otwock (Poland)	אָטוואָצק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_390_tr_1739715034|2-facs_311_tr_1744365774|5-facs_298_r	death	Q200926	match_status:NAME_EXACT
32	New York (N.Y.)	אויפֿן וועג פֿון כאָסטאָן קיין ניו יאָרק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_407_tr_1739715069	death	Q60	match_status:WIKIDATA
7909	Richmond (Va.)	סימפעראָפּאָל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_411_tr_1739715053	death	Q43421	match_status:WIKIDATA
513	Budapest (Hungary)	בודאָפּעסט	Zylbercweig lexicon (Maaty reconciliation)	1-facs_19_r|1-facs_131_tr_1740521160|4-facs_387_r|1-facs_348_tr_1741260380	death|birth	Q1781	match_status:WIKIDATA
953	Warsaw (Poland)	יידישן שפּיטאָל אין וואַרשע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_51_tr_1740521052	death	Q270	match_status:WIKIDATA
510	Buenos Aires (Argentina)	בוענאָסאיירעס	Zylbercweig lexicon (Maaty reconciliation)	1-facs_60_tr_1740521080	death	Q1486	match_status:WIKIDATA
32	New York (N.Y.)	ניויאָרקער שפּיטאָל פֿאַר גייסטיק-קראַנקע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_74_tr_1740521143	death	Q60	match_status:WIKIDATA
953	Warsaw (Poland)	וואַרשעווער יידישן שפּיטאָל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_82_tr_1740520982	death	Q270	match_status:WIKIDATA
7741	Providence (R.I.)	פּראָווידענס	Zylbercweig lexicon (Maaty reconciliation)	1-facs_83_tr_1740521018	death	Q18383	match_status:WIKIDATA
943	Vilnius (Lithuania)	ווילנער „משמרת החולים“	Zylbercweig lexicon (Maaty reconciliation)	1-facs_84_tr_1740520941	death	Q216	match_status:WIKIDATA
533	Istanbul (Turkey)	סטאָמבול	Zylbercweig lexicon (Maaty reconciliation)	1-facs_91_r_5	death	Q406	match_status:WIKIDATA
12357	Brownsville (New York, N.Y.)	בראַנזוויל	Zylbercweig lexicon (Maaty reconciliation)	1-facs_93_tr_1740521079	death	Q991279	match_status:WIKIDATA
87632	Dnipro (Ukraine)	יעקאַטערינאָסלאָוו	Zylbercweig lexicon (Maaty reconciliation)	1-facs_105_tr_1740521096|2-facs_299_tr_1744280815|4-facs_333_tr_1754998452|1-facs_254_tr_1741260246|1-facs_288_tr_1741260218|1-facs_289_r_3|1-facs_62_tr_1740520958|1-facs_68_tr_1740521054|2-facs_182_tr_1744279063|2-facs_323_tr_1744365725|2-facs_382_tr_1744366861|3-facs_284_tr_1755674201|5-facs_547_tr_1739222039	death|birth	Q48256	match_status:WIKIDATA
419	Paris (France)	פאַריז	Zylbercweig lexicon (Maaty reconciliation)	1-facs_105_tr_1740521090|2-facs_111_tr_1744279142|2-facs_250_tr_1744280768|3-facs_275_tr_1755674168|6-facs_24_r_2|6-facs_152_tr_1747825185|6-facs_271_r_1|6-facs_291_tr_1747928923|7-facs_29_tr_1756359803	death	Q90	match_status:WIKIDATA
382	Kaunas (Lithuania)	קאָוונע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_111_tr_1740520942|5-facs_592_r_12|5-facs_592_r_16|5-facs_592_r_18|4-facs_360_tr_1754998576|1-facs_341_TextRegion_1710852353404_65|1-facs_90_tr_1740521114|1-facs_93_r_1|1-facs_103_r_2|1-facs_111_tr_1740520942|2-facs_254_tr_1744280773|3-facs_124_tr_1754820300|7-facs_36_r_2	death|birth	Q4115712	match_status:WIKIDATA
669	Iași (Romania)	יאָסי	Zylbercweig lexicon (Maaty reconciliation)	1-facs_121_r_7|6-facs_147_tr_1747825115|4-facs_96_tr_1753602020|1-facs_205_tr_1741260271|1-facs_206_tr_1741260252|1-facs_260_tr_1741260302|1-facs_261_tr_1741260189|1-facs_283_tr_1741260236|1-facs_284_r_9|1-facs_309_tr_1741260471|1-facs_332_tr_1741260410|1-facs_358_tr_1741260405|1-facs_363_TextRegion_1710854126127_478|1-facs_406_tr_1739715063|1-facs_20_tr_1740515222|1-facs_59_tr_1740521087|1-facs_60_tr_1740521090|1-facs_80_tr_1740521116|1-facs_121_r_7|1-facs_149_tr_1740521034|1-facs_150_r|1-facs_153_tr_1740521008|1-facs_153_tr_1740521003|2-facs_194_tr_1744279147|2-facs_255_tr_1744280686|2-facs_265_tr_1744280818|2-facs_326_r_2|2-facs_329_tr_1744365802|2-facs_337_tr_1744365760|2-facs_338_tr_1744365800|2-facs_361_tr_1744366834|2-facs_365_tr_1744366810|2-facs_382_tr_1744366859|2-facs_383_r_91|3-facs_283_tr_1755674206|3-facs_318_tr_1756045383|5-facs_58_tr_1733050538|5-facs_272_tr_1739221123|5-facs_371_tr_1739222500|5-facs_430_r|6-facs_22_tr_1747746208|6-facs_58_r|6-facs_59_r_33|6-facs_78_tr_1747746119|6-facs_103_tr_1747825052|6-facs_104_tr_1747825074|6-facs_105_tr_1747825151|6-facs_108_r_85|6-facs_150_tr_1747825139|6-facs_156_tr_1747825094|6-facs_180_tr_1747825079|6-facs_418_tr_1747930192	death|birth	Q46852	match_status:WIKIDATA
656	Bucharest (Romania)	א קליינער שטאָט ביי בוקאַרעסט	Zylbercweig lexicon (Maaty reconciliation)	1-facs_127_tr_1740521131	death	Q19660	match_status:WIKIDATA
7508	Pittsburgh (Pa.)	פּיטסבורג	Zylbercweig lexicon (Maaty reconciliation)	1-facs_131_tr_1740521178|2-facs_35_tr_1744131361	death	Q1342	match_status:WIKIDATA
32	New York (N.Y.)	ניו יאַרק	Zylbercweig lexicon (Maaty reconciliation)	1-facs_135_tr_1740521015|1-facs_147_tr_1740521016|1-facs_148_tr_1740521146	death	Q60	match_status:WIKIDATA
63	Soroca (Moldova)	סאַראָקע	Zylbercweig lexicon (Maaty reconciliation)	1-facs_136_tr_1740521121	death	Q853785	match_status:WIKIDATA
15423	Krynica (Nowy Sącz, Poland)	באָך קריניצאָ	Zylbercweig lexicon (Maaty reconciliation)	1-facs_138_tr_1740521003	death	Q259497	match_status:NAME_EXACT
369	Fallsburg (N.Y. : Town)	פֿאָלסבורג	Zylbercweig lexicon (Maaty reconciliation)	2-facs_32_tr_1744131393	death	Q3569718	match_status:WIKIDATA
179	Łódź (Poland)	לאָדזש	Zylbercweig lexicon (Maaty reconciliation)	2-facs_46_tr_1744131398|3-facs_315_tr_1756044900|6-facs_44_tr_1747746152|6-facs_244_tr_1747928999|4-facs_330_tr_1754998389|1-facs_335_tr_1741260409|1-facs_402_tr_1739715097|2-facs_110_tr_1744279157|2-facs_114_tr_1744279200|2-facs_131_tr_1744279096|2-facs_307_tr_1744365741|3-facs_146_tr_1754213821|3-facs_277_tr_1755674190|5-facs_40_r_105|5-facs_97_tr_1733059493|5-facs_184_tr_1736588987|5-facs_560_tr_1739220843|5-facs_617_r_221|6-facs_45_tr_1747746110|6-facs_64_tr_1747746195|6-facs_66_tr_1747746213|6-facs_105_tr_1747825152|6-facs_406_tr_1747930314|7-facs_52_r_13	death|birth	Q580	match_status:WIKIDATA
87632	Dnipro (Ukraine)	יעקאַטערינאָסלאַוו	Zylbercweig lexicon (Maaty reconciliation)	2-facs_56_tr_1744131366|4-facs_130_r_2|2-facs_90_tr_1744131429	death|birth	Q48256	match_status:WIKIDATA
578	Berlin (Germany)	בּערלין	Zylbercweig lexicon (Maaty reconciliation)	2-facs_57_tr_1744131457	death	Q64	match_status:WIKIDATA
722	Chmielnik (Poland)	כמעלניק	Zylbercweig lexicon (Maaty reconciliation)	2-facs_86_tr_1744131447|2-facs_179_tr_1744279081|2-facs_377_tr_1744366871|6-facs_612_r	death|birth	Q991973	match_status:WIKIDATA
669	Iași (Romania)	יאַסי	Zylbercweig lexicon (Maaty reconciliation)	2-facs_135_tr_1744279197|1-facs_400_r_2|1-facs_401_r_14|1-facs_408_TextRegion_1710064957426_326|1-facs_17_tr_1713546853|1-facs_45_r_4|2-facs_87_tr_1744131445|2-facs_90_tr_1744131428|2-facs_112_tr_1744279073|2-facs_128_tr_1744279152|2-facs_198_r	death|birth	Q46852	match_status:WIKIDATA
9081	Novocherkassk (Russia)	נאָוואָטשערקאס	Zylbercweig lexicon (Maaty reconciliation)	2-facs_156_tr_1744279145	death	Q175452	match_status:WIKIDATA
515	Baltimore (Md.)	באָלטימאָר	Zylbercweig lexicon (Maaty reconciliation)	2-facs_182_tr_1744279063	death	Q5092	match_status:WIKIDATA
32	New York (N.Y.)	ניו־יאָרק	Zylbercweig lexicon (Maaty reconciliation)	2-facs_198_r	death	Q60	match_status:WIKIDATA
943	Vilnius (Lithuania)	ווילנער הקדש	Zylbercweig lexicon (Maaty reconciliation)	2-facs_215_tr_1744280695	death	Q216	match_status:WIKIDATA
510	Buenos Aires (Argentina)	בוענאָס-איירעס	Zylbercweig lexicon (Maaty reconciliation)	2-facs_236_tr_1744280789|2-facs_76_r	death|birth	Q1486	match_status:WIKIDATA
9750	Montréal (Québec)	מאָנטרעאַל	Zylbercweig lexicon (Maaty reconciliation)	2-facs_254_tr_1744280773	death	Q340	match_status:WIKIDATA
14587	Kirovohrad (Ukraine)	אויפֿן וועג קיין יעליסאַוועטגראָד	Zylbercweig lexicon (Maaty reconciliation)	2-facs_274_r_2	death	Q158292	match_status:WIKIDATA
513	Budapest (Hungary)	בודאַפּעסט	Zylbercweig lexicon (Maaty reconciliation)	2-facs_316_tr_1744365726	death	Q1781	match_status:WIKIDATA
13843	Kremenchuk (Poltavsʹka oblastʹ, Ukraine)	קרעמענטשוג	Zylbercweig lexicon (Maaty reconciliation)	2-facs_324_tr_1744365762|4-facs_322_tr_1754998441|1-facs_265_tr_1741260298|1-facs_270_r|1-facs_286_TextRegion_1711970562971_196|1-facs_72_r_5|1-facs_141_tr_1740521086	death|birth	Q156724	match_status:WIKIDATA
7743	Salvador (Brazil)	באַהיע	Zylbercweig lexicon (Maaty reconciliation)	2-facs_340_tr_1744365805	death	Q36947	match_status:WIKIDATA
17410	Rosario (Santa Fe, Argentina)	ראָזאַריאָ	Zylbercweig lexicon (Maaty reconciliation)	2-facs_357_tr_1744365782	death	Q52535	match_status:WIKIDATA
664	Ploiești (Romania)	פלעשוט	Zylbercweig lexicon (Maaty reconciliation)	2-facs_360_tr_1744365766	death	Q179585	match_status:WIKIDATA
245	Manchester (England)	מאַנטשעסטער	Zylbercweig lexicon (Maaty reconciliation)	2-facs_362_tr_1744366866	death	Q18125	match_status:WIKIDATA
1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	ראָוונע	Zylbercweig lexicon (Maaty reconciliation)	2-facs_363_tr_1744366852|1-facs_319_TextRegion_1708861162622_1148|2-facs_36_tr_1744131446|2-facs_358_tr_1744365783	death|birth	Q156739	match_status:WIKIDATA
17998	Mariupolʹ (Ukraine)	זשדאַנאָוו	Zylbercweig lexicon (Maaty reconciliation)	2-facs_385_tr_1744366798	death	Q37133	match_status:WIKIDATA
408	Philadelphia (Pa.)	פֿילאדעלפיע	Zylbercweig lexicon (Maaty reconciliation)	2-facs_407_tr_1744366814	death	Q1345	match_status:WIKIDATA
79621	Lubin (Województwo Dolnośląskie, Poland)	לובין	Zylbercweig lexicon (Maaty reconciliation)	3-facs_12_tr_1752652590|2-facs_407_r_10	death|birth	Q237512	match_status:WIKIDATA
753	Toronto (Ont.)	טאָראַנטאָ	Zylbercweig lexicon (Maaty reconciliation)	3-facs_34_tr_1752653017|3-facs_278_tr_1755674209|1-facs_41_tr_1740521079	death|birth	Q172	match_status:WIKIDATA
20206	Suchowola (Poland)	סוכאָוואָליע	Zylbercweig lexicon (Maaty reconciliation)	3-facs_147_tr_1754213836	death	Q547381	match_status:WIKIDATA
409	Pinsk (Belarus)	זינסק	Zylbercweig lexicon (Maaty reconciliation)	3-facs_280_r_3	death	Q204150	match_status:WIKIDATA
471	Kansas City (Mo.)	קענזעס סיטי	Zylbercweig lexicon (Maaty reconciliation)	3-facs_283_tr_1755674206	death	Q41819	match_status:WIKIDATA
767	Tashkent (Uzbekistan)	טאָשקענט	Zylbercweig lexicon (Maaty reconciliation)	3-facs_313_tr_1756043369|5-facs_70_tr_1733059368	death	Q269	match_status:WIKIDATA
968	Hartford (Conn.)	האַרטפאָרד	Zylbercweig lexicon (Maaty reconciliation)	3-facs_318_tr_1756045383	death	Q33486	match_status:WIKIDATA
254	Shanghai (China)	שאַנכיי	Zylbercweig lexicon (Maaty reconciliation)	3-facs_336_tr_1756105932	death	Q8686	match_status:WIKIDATA
6103	Vileĭka (Minskai︠a︡ voblastsʹ, Belarus)	ווילייקער תפיסה	Zylbercweig lexicon (Maaty reconciliation)	3-facs_355_tr_1755856094	death	Q181632	match_status:NAME_EXACT
11953	New Rochelle (N.Y.)	ניו-ראָשעל	Zylbercweig lexicon (Maaty reconciliation)	3-facs_415_tr_1755856164	death	Q744948	match_status:WIKIDATA
741	Otwock (Poland)	אטוואַצק	Zylbercweig lexicon (Maaty reconciliation)	5-facs_26_tr_1729945346	death	Q745059	match_status:WIKIDATA
11759	Oświęcim (Poland)	אוישוויץ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_29_r_427|5-facs_88_tr_1733059455|5-facs_133_tr_1733832671|5-facs_182_tr_1736589054|5-facs_183_tr_1736588995|5-facs_184_tr_1736588987|5-facs_192_tr_1736589012|5-facs_196_tr_1736589006|5-facs_237_tr_1739220686|5-facs_237_tr_1739220695|5-facs_237_tr_1739220691|5-facs_238_tr_1739221128|5-facs_294_tr_1739222345|5-facs_300_tr_1739221668|5-facs_560_tr_1739220854|5-facs_615_r_516	death	Q7341	match_status:NAME_EXACT
174	Lublin (Poland)	לובלינער געטאָ	Zylbercweig lexicon (Maaty reconciliation)	5-facs_52_tr_1733050567	death	Q37333	match_status:WIKIDATA
