current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Kotlice (P),,,,Congress Poland,50° 42',23° 36',95,SE,Lublin,/KOTLITs/,־־,קאָטליץ,Poland,50.7000,23.6000,Poland,50.7000,23.6000
Kowal (P),,,,Congress Poland,52° 32',19° 9',65,SE,Toruń,/K(E)VU:(E)L/,"יצחק באָרנשטיין, ישׂראל ליכטענשטיין",קוואָל?,Poland,52.5333,19.1500,Poland,52.5333,19.1500
Kowala (P),"[the source has ""Kowale,"" but the relevant gazetteers all have ""Kowala""]",,,Congress Poland,50° 48',20° 34',10?,SSW,Kielce,/KIVU:EL/,־־,קיוואָל,Poland,50.8000,20.5667,Poland,50.8000,20.5667
Kozice (P),,,,Congress Poland,51° 41',21° 47'',70,NW?,Lublin,/KOZITs/?,--,קאָזיץ?,Poland,51.6833,21.7833,Poland,51.6833,21.7833
Koziegłowy (P),,,,Congress Poland,50° 36',19° 9',80,NW,Kraków?,/KO'ZhIGLEV/,־־,קאָזשיגלעוו,Poland,50.6000,19.1500,Poland,50.6000,19.1500
Kozielak? (P),,,,Congress Poland,,,100?,NW,Warszawa,/KOZhELA'K/?,־־,קאָזיעלאַק?,Poland,,,Poland,,
Kozienice (P),,,,Congress Poland,51° 35',21° 33',80,NW,Lublin,/KO'Zh(E)NITs/,יצחק ווײַנבערג,קאָזש(ע)ניץ,Poland,51.5833,21.5500,Poland,51.5833,21.5500
Kozłówka (P),,,,Congress Poland,51° 27',22° 30',20,N,Lublin?,/KOZLOFKE/?,־־,קאָזלאָווקע,Poland,51.4500,22.5000,Poland,51.4500,22.5000
Koźminek (P),,,,Congress Poland,51° 48',18° 20',80,W,Łódź,/KOZMINE/ (stress?),־־,קאָזמינעק,Poland,51.8000,18.3333,Poland,51.8000,18.3333
Kraków (P),[Cracow (E)],,Krakau (G),west Galicia,50° 4',19° 56',,,,"/KROKE, KRU:KE/ [adjective: /KRO'KEVER/, /KRU:'KEVER/]","איגנאַצי אַלעקסאַנדראָוויטש, ווילהעלם אַלעקסאַנדראָוויטש, מאַקס אַלעקסאַנדראָוויטש, גרשם באַדער, יצחק־משה באַדער, מיכאַל באָרוויטש (באָרוכאָוויטש), משה בלאַט, וואָלף בלאַטבערג, שמעון בערמאַן, יעקבֿ בראָס, עזריאל גינציג, מרדכי געבירטיג, הענריק גראָסמאַן, יצחק דויטשער, יואל־דוד דעמביצער, סאָלאָמאָן (זלמן) דעמביצער, פּסח דעמביצער, יצחק האַמבורגער, מאיר ווינער, שכנא־אפֿרים זאַגאַן, דוד לאַזאַר, יוסף־הלל לעווי, אַרטור (אַבֿרהם=גרשון) לערמער, נתן־מנחם מאַנדעל, מענדל מאַרק, יוסף מעלער, מאיר־יהושע נירענבערגער, שמעון ערנסט, לעאָן פֿײַנער, ישעיה רעכטער, שׂרה שענירער, עמנואל שערער",קראָקע,Poland,50.0667,19.9333,Poland,50.0667,19.9333
Kramsk (P),,,,Congress Poland,52° 16',18° 26',85,SSW,Toruń,/KROMSK/,־־,קראָמסק,Poland,52.2667,18.4333,Poland,52.2667,18.4333
Kraśniczyn (P),,,,Congress Poland,50° 57',23° 19',60,SE,Lublin,?,־־,קראַשניטשין?,Poland,50.9500,23.3167,Poland,50.9500,23.3167
Kraśnik (P),,,,Congress Poland,50° 55',22° 14',40,SW,Lublin,/KRU:ShNIK/,ראָזע פּאַלאַטניק,"קראָשניק, קרושניק",Poland,50.9167,22.2333,Poland,50.9167,22.2333
Krasnobród (P),,,,Congress Poland,50° 33',23° 13',90,SSE,Lublin,/KRASNOBRO'D/?,־־,קראַסנאָבראָד,Poland,50.5500,23.2167,Poland,50.5500,23.2167
Krasnopol (P),,,,Congress Poland,54° 7',23° 12',110,N,Białystok,/KRASNE?POLyE/,בען (בנימין) געילינג,קראַסנע?פּאָליע,Poland,54.1167,23.2000,Poland,54.1167,23.2000
Krasnosielc (P),,,,Congress Poland,53° 2',21° 9',90,N,Warszawa,/ShILTs/,שלמה־אַהרן בלענקיטני,שילץ,Poland,53.0333,21.1500,Poland,53.0333,21.1500
Krasnystaw (P),,,,Congress Poland,50° 59',23° 9',50,SE,Lublin,/KRA'SNISTEV/,"אַבֿרהם־בענדעט אײַזענבערג, יצחק־לייב גרינבערג, פֿײַוול־לייב זיגעלבוים, ראובֿן זיגעלבוים, מרדכי פּוטערמאַן",קראַסניסטעוו,Poland,50.9833,23.1500,Poland,50.9833,23.1500
Kraszewice (P),,,,Congress Poland,51° 32',18° 12',90,WSW,Łódź,/KRA'ShEVITs/,־־,קראַשעוויץ,Poland,51.5333,18.2000,Poland,51.5333,18.2000
Krościenko nad Dunajcem (P),,,,west Galicia,49° 27',20° 26',80,SE,Kraków,"/KROShTShENKE/, /KROSTsENKE/",־־,"קראָשטשענקע, קראָסצענקע",Poland,49.4500,20.4333,Poland,49.4500,20.4333
Krośniewice (P),,,,Congress Poland,52° 15',19° 10',60,NNW,Łódź,"/KRU:'ShNEVITs/, /KRU:ShENVITs/?","לייזער דאָמאַנקעוויטש, מלכּה ליסאַק, איטשע־מאיר מאָשקאָוויטש, (מרדכי) גרשון פֿאָגעל","קראָשנעוויץ, קראָשענוויץ?",Poland,52.2500,19.1667,Poland,52.2500,19.1667
Krosno (P),,,,west Galicia,49° 42',21° 45',40,SSW,Rzeszów,/KROS/ (adjective: /KROSNER/),־־,קראָס,Poland,49.7000,21.7500,Poland,49.7000,21.7500
Krotoszyn (P),,,Krotoschin (G),Poznan-West Prussia,51° 42',17° 26',75,NNE,Wrocław,/KROTShI:'N/,־־,קראָטשין,Poland,51.7000,17.4333,Poland,51.7000,17.4333
Kruszwica (P),,,Kruschwitz (G),Poznan-West Prussia,52° 40',18° 20',40,SSW,Toruń,/KRU?ShVITs/,־־,קרושוויץ?,Poland,52.6667,18.3333,Poland,52.6667,18.3333
Kryłów (P),,,,Congress Poland,50° 41',24° 3',120,SE,Lublin,/KRILEV/,־־,קרילעוו,Poland,50.6833,24.0500,Poland,50.6833,24.0500
Krynica (P),,,,Congress Poland,52° 18',22° 17',80,E,Warszawa,/KRE'?NITsE/,הירש צינאַמאַן,קרעניצע,Poland,52.3000,22.2833,Poland,52.3000,22.2833
Krynica-Zdrój (P),,,,west Galicia,49° 25',20° 57',100,SE,Kraków,/KRENITs/,־־,קרעניץ,Poland,49.4167,20.9500,Poland,49.4167,20.9500
Krynki (P),,,,Grodno,53° 16',23° 46',40,ENE,Białystok,/KRINIK/,"פֿײַוול אָסטרינסקי, הערש מינץ, אַבֿרהם סויפֿער, ישׂראל סטאָלאַרסקי, ישׂראל פֿוריע, שׂרה פֿעל־יעלין, יאָסל קאָהן, שמואל שוואַרצמאַן","קריניק, קרינקער?",Poland,53.2667,23.7667,Poland,53.2667,23.7667
Krzepice (P),,,,Congress Poland,50° 57',18° 44',100,SSW,Łódź,/KREPITs/? /KShEPITs/?,"וואָלף־הערש איוואַן, וואָלף לעסלאַו, איין שטאָט?",קרעפּיץ? קשעפּיץ?,Poland,50.9500,18.7333,Poland,50.9500,18.7333
Krzeszów (P),,,,Congress Poland,49° 46',19° 29',50,NE,Rzeszów,/KREShEV/,שלמה בעלוי,קרעשעוו,Poland,49.7667,19.4833,Poland,49.7667,19.4833
Krzymowo (P),,,,Congress Poland,52° 30',18° 32',60,S,Toruń,/KShI'MEVE/,־־,קשימעווע,Poland,52.5000,18.5333,Poland,52.5000,18.5333
Krzywcza (P),,,,west Galicia,49° 48',22° 33',45,SE,Rzeszów,/KRIFTSh/,נפֿתּלי גליקסמאַן,קריווטש,Poland,49.8000,22.5500,Poland,49.8000,22.5500
Krzywda (P),,,,Congress Poland,51° 48',22° 12',65,NNW,Lublin,/KShIVDE/?,־־,קשיוודע,Poland,51.8000,22.2000,Poland,51.8000,22.2000
Krzywowierzba (P),,,,Congress Poland,51° 35',23° 12',60,NE,Lublin,/KRIVOVYEZhBE/?,־־,קריוואָוויעזשבע,Poland,51.5833,23.2000,Poland,51.5833,23.2000
Książ Wielki (P),,,,Congress Poland,50° 26',20° 8'',45,NNE,Kraków,/KShINDZh/,־־,קשינדזש,Poland,50.4333,20.1333,Poland,50.4333,20.1333
Kuców (P),,,,Congress Poland,51° 14',19° 17',60,SSW,Łódź,/KITsEV/?,יואל־לייב גאָלדשטיין,קיצעוו?,Poland,51.2333,19.2833,Poland,51.2333,19.2833
Kujawy (region) (P),,,,"Congress Poland, West Prussia",,,,S,Toruń,/KI(E)/,־־,קיִע,Poland,,,Poland,,
Kulesze Kościelne (P),,,,Congress Poland,53° 1',22° 30',45,WSW,Białystok,/KULEShE KOShTShELNE/ (stress?),־־,קולעשע קאָשטשעלנע,Poland,53.0167,22.5000,Poland,53.0167,22.5000
Kunów (P),,,,Congress Poland,50° 58',21° 17',45,ENE,Kielce,/KINEV/,־־,קינעוו,Poland,50.9667,21.2833,Poland,50.9667,21.2833
Kurów (P),,,,Congress Poland,51° 23',22° 11',25,NW,Lublin,/KOREV/,"משה גראָסמאַן, יעקבֿ־הערש זילבערשטיין, כוליאָ (יהודה) מאַנדעלקערן, יעקבֿ ניסענבוים, משה שולשטיין",קאָרע?וו,Poland,51.3833,22.1833,Poland,51.3833,22.1833
Kurozwęki (P),,,,Congress Poland,50° 35',21° 6',50,SE,Kielce,?,־־,קוראָזווענקע?,Poland,50.5833,21.1000,Poland,50.5833,21.1000
Kutno (P),,,,Congress Poland,52° 14',19° 21',50,N,Łódź,/KITNE/,"יוסף אָקרוטני, שלום אַש, ישׂשׂכר־דבֿ בר־דרורא, אַבֿרהם גליקסמאַן, אַהרן דאָברז??ינסקי, שואל (סאָול) דעגענפֿיש, נתן טיגער, ישׂראל־יהושע טראַנק (טרונק??), ישעיה טרונק, אַבֿרהם לוסטיגמאַן, שׂרה־לאה ליבערט, דוד מענטשעס, מירל ערדבערג־שאַטאַן, אַבֿרהן פּאַסירשטיין, ליפּמאַן צאָמבער, משה־יחיאל שאַטאַן","קוטנע, קיטנע?",Poland,52.2333,19.3500,Poland,52.2333,19.3500
Kuźnica (P),,,,Grodno,53° 31',23° 39',50,NE,Białystok,"/KU'?ZNITsE/, /KUZhNITs/?","ישׂראל הכּהן ליפּסקי, קרײַנע עקשטיין","קוזניצע, קוזשניץ",Poland,53.5167,23.6500,Poland,53.5167,23.6500
Łabowa (P),,,,west Galicia,49° 32',20° 51',90,SE,Kraków,/LABOVE/?,־־,לאַבאָווע,Poland,49.5333,20.8500,Poland,49.5333,20.8500
Ładzin (P),,,,Congress Poland,51° 7,19° 5',75,SSW,Łódź,/LADZI:'?N/,פּסח פּאָדאָלאַק,לאַדזין,Poland,51.1167,19.0833,Poland,51.1167,19.0833
Łagów (P),,,,Congress Poland,50° 47',21° 5',35,SE,Kielce,/LAGEV/,"מאיר גרינבערג, יוסף־ברוך זאַלצבערג?",לאַגעוו,Poland,50.7833,21.0833,Poland,50.7833,21.0833
Łagowica (P),,,,Congress Poland,50° 43',21° 10',45,SE,Kielce,/LA'GEVITs/?,־־,לאַגעוויץ?,Poland,50.7167,21.1667,Poland,50.7167,21.1667
Łańcut (P),,,,west Galicia,50° 4',22° 14',15,E,Rzeszów,/LANTsIT/,מנחם סטעמפּל,לאַנציט,Poland,50.0667,22.2333,Poland,50.0667,22.2333
Łapsze Niżne (P),,,Alsólápos (H),Hungarian Galicia,49° 36',20° 15',65,SSE,Kraków,/I'NTERLOPISh/,---,אונטערלאָפּיש,Poland,49.6000,20.2500,Poland,49.6000,20.2500
Łapsze Wyżne (P),,,Felsőlápos (H),Hungarian Galicia,49° 36',20° 12',65,SSE,Kraków,/A'yBERLOPISh/,---,אייבערלאָפּיש,Poland,49.6000,20.2000,Poland,49.6000,20.2000
Łapy (P),,,,Congress Poland,52° 59',22° 53',25,SW,Białystok,/LAPES/,אַריה (לעאָן) גרושקאָ,לאַפּעס,Poland,52.9833,22.8833,Poland,52.9833,22.8833
Łask (P),,,,Congress Poland,51° 36',19° 8',30,SW,Łódź,/LU:SK/,"אליעזר אָלינער, מרדכי אָלעי??, ש. באַרבער, פּינחס־זעליג גליקסמאַן, חנה גערסאָן־ ראַבינאָוויטש, אַבֿרהם ווייץ, דוד קלין, יוסף־בעריש ראָזענבלום",לאָסק,Poland,51.6000,19.1333,Poland,51.6000,19.1333
Łaskarzew (P),,,,Congress Poland,51° 47',21° 36',60,SE,Warszawa,/LASKAREV/ (stress?),חנה שליט,לאַסקאַרעוו?,Poland,51.7833,21.6000,Poland,51.7833,21.6000
Łaszczów (P),,,,Congress Poland,50° 32',23° 43',110,SE,Lublin,/LAShTShEV/,־־,לאַשטשעוו,Poland,50.5333,23.7167,Poland,50.5333,23.7167
Latowicz (P),,,,Congress Poland,52° 2',21° 49',60,SE,Warszawa,/LA'TEVITSh/,־־,לאַטעוויטש,Poland,52.0333,21.8167,Poland,52.0333,21.8167
Łazów (P),,,,Congress Poland,50° 57',19° 45',90,SSE,Łódź,/LAZEV/,־־,לאַזעוו,Poland,50.9500,19.7500,Poland,50.9500,19.7500
Łęczna (P),,,,Congress Poland,51° 18',22° 54',25,NNE,Lublin,/LENTShNE/,--,לענטשנע,Poland,51.3000,22.9000,Poland,51.3000,22.9000
Łęczyca (P),,,,Congress Poland,52° 3',19° 12',35,NNW,Łódź,"/LENTShITs/, /LINTShITs/","יצחק ניומאַן, שׂמחה־בונים שאַיעוויטש","לענטשיץ, לינטשיץ",Poland,52.0500,19.2000,Poland,52.0500,19.2000
Lelów (P),,,,Congress Poland,50° 41',19° 38',70,NNW,Kraków,/LELEV/,--,לעלעוו,Poland,50.6833,19.6333,Poland,50.6833,19.6333
Leoncin (P),,,,Congress Poland,52° 24',20° 32',35,WNW,Warszawa,"/LENTShIN/, /LONTShIN/ (stress?)",יצחק באַשעוויס־זינגער,"לענטשין, לענטשין",Poland,52.4000,20.5333,Poland,52.4000,20.5333
Lesko (P),,,,west Galicia,49° 28',22° 20',65,SSE,Rzeszów,/LIN(T)SK/,־־,לינסק,Poland,49.4667,22.3333,Poland,49.4667,22.3333
Leszno (P),,,,Congress Poland,52° 15',20° 35',25,W,Warszawa,/LEShNE/,--,ליסע,Poland,52.2500,20.5833,Poland,52.2500,20.5833
Leszno (P),,,Lissa (G),Poznan-West Prussia,51° 50',16° 34',65,SSW,Poznań,/LISE/,־־,לעשנע,Poland,51.8333,16.5667,Poland,51.8333,16.5667
Leżajsk (P),,,,west Galicia,50° 15',22° 25',35,NE,Rzeszów,/LEZ(h)E'N(T)SK/,־־,לעז(ש)ענסק,Poland,50.2500,22.4167,Poland,50.2500,22.4167
Limanowa (P),,,,west Galicia,49° 42',20° 26',50,SE,Kraków,/LI'MENEV/,אַהרן ירוחם,לימענעוו,Poland,49.7000,20.4333,Poland,49.7000,20.4333
Lipno (P),,,,Congress Poland,52° 50',19° 11',45,ESE,Toruń,/LIPNE/,"הערש דאַנילעוויטש (הערשעלע), יצחק לאַקס, יוסף שוואַרצבערג",ליפּנע,Poland,52.8333,19.1833,Poland,52.8333,19.1833
Lipsk (P),,,,Congress Poland,53° 44',23° 24',65,NNE,Białystok,/LIPSK/,"מאיר בערגער, סעם (שעפּסל) ליפּצין, הירש־מאיר קירשענבוים",ליפּסק,Poland,53.7333,23.4000,Poland,53.7333,23.4000
Lipsko (P),,,,Congress Poland,51° 9',21° 39',65,WSW,Lublin,/LIPSK/,־־,ליפּסק,Poland,51.1500,21.6500,Poland,51.1500,21.6500
Liskowate (P),,,,west Galicia,49° 30',22° 38',75,SE,Rzeszów,/LESKEVATE/,--,לעסקעוואַטע,Poland,49.5000,22.6333,Poland,49.5000,22.6333
Liw (P),,,,Congress Poland,52° 22',21° 58',65,ENE,Warszawa,/LIV/,־־,ליוו,Poland,52.3667,21.9667,Poland,52.3667,21.9667
Łochów (P),,,,Congress Poland,52° 32',21° 42',60,NE,Warszawa,/LOKhEV/,־־,לאָכעוו,Poland,52.5333,21.7000,Poland,52.5333,21.7000
