current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,country,lat_dec,lon_dec
Gorlice (P),,,Gorlitz? (G),west Galicia,49° 39',21° 10',75,SW,Rzeszów,/GORLITs/,"מאַקס געביל (מנחם־מענדל נחום), משה יאַקאָב, ד""ר שיִע פֿענסטערבלוי",גאָרליץ,Poland,49.6500,21.1667,Poland,49.6500,21.1667
Góry (P),,,,Congress Poland,50° 28',20° 24',45,SSW,Kielce,/GI:(E)R/,--,"גיר, גיִער",Poland,50.4667,20.4000,Poland,50.4667,20.4000
"Gorzków(-Wieś, -Osada, - Kolonia) (P)",,,,Congress Poland,49° 55',20° 2',40,SE,Lublin,/GORShKEV/,--,גאָרשקעוו,Poland,49.9167,20.0333,Poland,49.9167,20.0333
Gorzkowice (P),,,,Congress Poland,51° 13',19° 36',60,SSE,Łódź,"/GO'RShKEVITs/, /GA'RShKEVITs/","משה־יחיאל באַראָן, שמאי מאָראָוויטש","גאָרשקעוויץ, גאָרשקאָוויץ?, גאַרשקעוויץ?",Poland,51.2167,19.6000,Poland,51.2167,19.6000
Gościęcin (P),,Kostental (G),,Pomerania-Silesia,50° 17',18° 0',110,SE,Wrocław,/KOSTNTAL/,־־,קאָסטנטאַל,Poland,50.2833,18.0000,Poland,50.2833,18.0000
Gostynin (P),,,,Congress Poland,52° 25',19° 28',75,N,Łódź,/GOSTI:'N/?,שמואל איזבאַן,גאָסטין?,Poland,52.4167,19.4667,Poland,52.4167,19.4667
Goszczewice (P),,,,Congress Poland,51° 28',20° 48',65,NNE,Kielce,/GO'STEVITs/,--,גאָסטעוויץ,Poland,51.4667,20.8000,Poland,51.4667,20.8000
Goszczyn (P),,,,Congress Poland,51° 44',20° 51',55,S,Warszawa,/GOShTShI:'?N/,--,גאָשטשין,Poland,51.7333,20.8500,Poland,51.7333,20.8500
Gowarczów (P),,,,Congress Poland,51° 17',20° 26',45,NNW,Kielce,"/GO'VRITShEV/?, /GO'RVITShEV/",--,"גאָווריטשעוו?, גאָרוויטשעוו",Poland,51.2833,20.4333,Poland,51.2833,20.4333
Goworowo (P),,,,Congress Poland,52° 54',21° 34',75,NNE,Warszawa,/GO'V(E)ROVE/,־־,גאָוו(ע)ראָווע,Poland,52.9000,21.5667,Poland,52.9000,21.5667
Grabów (P),,,,Congress Poland,,,50,NW?,Łódź,/GRA'BEVE/,--,גראַבעווע,Poland,,,Poland,,
Grabów (P),,,,Congress Poland,,,35,NE,Warszawa,/GRA'BEVE/,יצחק האַלפּערן,גראַבעווע,Poland,,,Poland,,
Grabów nad Pilicą? (P),,,,Congress Poland,51° 43',21° 14',55,SSE,Warszawa,/GRA'BEVE/,--,"גראַבעווע, גראַבאָווע?",Poland,51.7167,21.2333,Poland,51.7167,21.2333
Grabów nad Prosną? (P),,,,Poznan-West Prussia,51° 30',18° 7',90,NE,Wrocław,/GRABEV/?,־־,גראַבעוו?,Poland,51.5000,18.1167,Poland,51.5000,18.1167
Grabowiec (Podlaskie?) (P),,,,Grodno,52° 45',23° 2',45,SSW,Białystok,/RA'BEVITs/,־־,ראַבעוויץ,Poland,52.7500,23.0333,Poland,52.7500,23.0333
Grabowiec Lubelskie? (P),,,,Congress Poland,50° 49',23° 33',80,SE,Lublin,/GRA'BEVITs/,"אַבֿרהם אײַזען, איטשע־? בידערמאַן, נחמה לערער (מלמד)",גראַבעוויץ,Poland,50.8167,23.5500,Poland,50.8167,23.5500
Grabówka (P),,,,Congress Poland,50° 57',19° 12',90,SSW,Łódź,/GRA'BEFKE/?,־־,גראַבעווקע,Poland,50.9500,19.2000,Poland,50.9500,19.2000
Grajewo (P),,,,Congress Poland,53° 38',22° 28',75,NW,Białystok,/GRAyVI/,"אַרי אבֿן־זהבֿ, אליהו אָלשוואַנגער, עמנואל אָלשוואַנגער, אליהו־משה געניכאָווסקי, מאיר וואַסער, אַבֿרהם זילבערשטיין, מנחם טשאַפּניק, ישׂראל טשערווינסקי־צורבאָ, יהודה ליס",גרײַווע,Poland,53.6333,22.4667,Poland,53.6333,22.4667
Granica (P),,,,Congress Poland,52° 08',20° 49',15,SW,Warszawa,/GRANITs/,־־,גראַניץ,Poland,52.1333,20.8167,Poland,52.1333,20.8167
Grocholice (P),,,,Congress Poland,,,50,S,Łódź,/GRO'KhOLITs/,־־,גראָכאָליץ,Poland,,,Poland,,
Grochów (P),,,,Congress Poland,,,,,,/GROKhEV/,־־,גראָכעוו,Poland,,,Poland,,
Grodzisk Mazowiecki (P),,,,Congress Poland,52° 06',20° 38',25,SW,Warszawa,/GRODZhISK/,"לעאָן (לייבוש־אַהרן) גאָטליב, יעקבֿ פֿלאַפּאַן",גראָדזשיסק,Poland,52.1000,20.6333,Poland,52.1000,20.6333
"Grodzisko (Górne, Dolne, Nowe) (P)",,,,west Galicia,50° 10',22° 28',35,NE,Rzeszów,/GRODZhITsK/,יעקבֿ בעלער?,גראָדזשיצק,Poland,50.1667,22.4667,Poland,50.1667,22.4667
Grójec (P),,,,Congress Poland,51° 52',20° 52',45,SSW,Warszawa,/GRI:TsE/,שאָול מאַלץ,גריצע,Poland,51.8667,20.8667,Poland,51.8667,20.8667
Grudusk (P),,,,Congress Poland,53° 04',20° 37',90,NNW,Warszawa,/GERDI'SK/,־־,גערדיסק,Poland,53.0667,20.6167,Poland,53.0667,20.6167
Grybów (P),,,,west Galicia,49° 37',20° 57',85,SW,Rzeszów,/GRIBEV/,פּתחיה לאַמם?,גריבעוו,Poland,49.6167,20.9500,Poland,49.6167,20.9500
Hajnówka (P),,,,Grodno,52° 44',23° 35',50,SE,Białystok,/GA'YNEFKE/,--,גײַנעווקע,Poland,52.7333,23.5833,Poland,52.7333,23.5833
Horodło (P),,,,Congress Poland,50° 54',24° 3',110,SE,Lublin,"/GRODLE/, /ARODLE/",־־,"גראָדלע, אַראָדלע",Poland,50.9000,24.0500,Poland,50.9000,24.0500
Horyniec-Zdrój (P),,,,west Galicia,50° 11',23° 22',100,ENE,Rzeszów,/ORINITSh/,--,אָריניטש,Poland,50.1833,23.3667,Poland,50.1833,23.3667
Hrubieszów (P),,,,Congress Poland,50° 48',23° 54',100,SE,Lublin,"/RAB(E)ShO'Y(V), PShOyV/","וואָלף דיקלער, ישׂראל לאָנדאָן, אַבֿרהם קעניג",ראַב(ע?)שויוו,Poland,50.8000,23.9000,Poland,50.8000,23.9000
Ignatki (P),,,,Grodno,53° 05',23° 7',5,SW,Białystok,/IGNATKE/,--,איגנאַטקע,Poland,53.0833,23.1167,Poland,53.0833,23.1167
Ignatówka? (P),,,,Congress Poland,,,,,Białystok?,/IGNATOFKE/ (stress?),--,איגנאַטאָווקע?,Poland,,,Poland,,
Iłów (P),,,,Congress Poland,52° 20',20° 2',70,WNW,Warszawa,/ILEV/,חנוך־הענעך טשאַרנאָטשאַפּקאַ,אילעוו,Poland,52.3333,20.0333,Poland,52.3333,20.0333
Iłowa (P),,,,Congress Poland,51° 30',19° 36',65,E,Lublin,/I'LEVE/,--,אילעווע,Poland,51.5000,19.6000,Poland,51.5000,19.6000
Iłża (P),,,,Congress Poland,51° 10',21° 15',55,NE,Kielce,/DRILTSh/,יחיאל נײַמאַן,דרילטש,Poland,51.1667,21.2500,Poland,51.1667,21.2500
Inowłódz (P),,,,Congress Poland,51° 31',20° 13',60,SE,Łódź,/I'NEBLITs/,--,אינעבליץ,Poland,51.5167,20.2167,Poland,51.5167,20.2167
Inowrocław (P),,[formerly Inowrazlaw (G) or Jung-Breslau (G)],Hohensalza (G),Poznan-West Prussia,52° 47',18° 15',35,SW,Toruń,/LESLE/,--,לעסלע,Poland,52.7833,18.2500,Poland,52.7833,18.2500
Iwaniska (P),,,,Congress Poland,50° 44',21° 17',50,ESE,Kielce,/(Y)IVA'NTsK/,־־,"ייִוואַנצק, איוואַנצק",Poland,50.7333,21.2833,Poland,50.7333,21.2833
Iwonicz (P),,,,west Galicia,49° 36',21° 48',50,SSW,Rzeszów,/(Y)IVOyNITSh/,־־,"ייִווויניטש, איווויניטש",Poland,49.6000,21.8000,Poland,49.6000,21.8000
Izbica (P),,,,Congress Poland,50° 53',23° 10',55,SE,Lublin,/I'ZhBITs(E)/,"יוסף־דוד מיטלפּונקט, מאיר צוקער?",איזשביצ(ע),Poland,50.8833,23.1667,Poland,50.8833,23.1667
Izbica Kujawska (P),,,,Congress Poland,52° 25',18° 46',65,SSE,Toruń,/I'ZhBITs/,--,איזשביץ,Poland,52.4167,18.7667,Poland,52.4167,18.7667
Jabłonka Kościelna (P),,,,Congress Poland,52° 57',22° 22',55,WSW,Białystok,/YA'BLENKE/,־־,יאַבלענקע,Poland,52.9500,22.3667,Poland,52.9500,22.3667
Jabłonna (P),,,,Congress Poland,52° 23',20° 55',15,NNW,Warszawa,/YABLONE/? /YA'BLONE/?,־־,יאַבלאָנע,Poland,52.3833,20.9167,Poland,52.3833,20.9167
Jadów (P),,,,Congress Poland,52° 29',21° 38',50,NE,Warszawa,/YADEVE/,אַבֿרהם־יצחק גראַפֿמאַן,יאַדעווע,Poland,52.4833,21.6333,Poland,52.4833,21.6333
Jałówka (P),,,,Grodno,53° 0',23° 54',50,SE,Białystok,/YA'?LEFKE/,־־,יאַלעווקע,Poland,53.0000,23.9000,Poland,53.0000,23.9000
Janów (Lubelski) (P),,,,Congress Poland,50° 42',22° 25',60,SSW,Lublin,/YU:NEV/,הערש אַלטבוים,יאָנעוו,Poland,50.7000,22.4167,Poland,50.7000,22.4167
Janów Podlaski (P),,,,Congress Poland,52° 12',23° 12',100,S,Białystok,/YA'NEVE/,מענדל ריבקאָוֹוסקי,יאַנעווע,Poland,52.2000,23.2000,Poland,52.2000,23.2000
Jarosław (P),,,,west Galicia,50° 2',22° 41',50,E,Rzeszów,"/YA'RESLE/, /YE'RISLE/, /YERSLEV/","זישע בעק, משה קאַלכהיים, אַנשל רײַס","יאַרעסלע, יעריסלע, יערסלעוו",Poland,50.0333,22.6833,Poland,50.0333,22.6833
Jasionówka (P),,,,Grodno,53° 24',23° 2',30,NNW,Białystok,/YAShI'NEFKE/,שמשון דונסקי,יאַשינעווקע,Poland,53.4000,23.0333,Poland,53.4000,23.0333
Jaśliska (P),,,,west Galicia,49° 26',21° 49',70,SSW,Rzeszów,/YAShLI'SK/?,־־,יאַשליסק,Poland,49.4333,21.8167,Poland,49.4333,21.8167
Jasło (P),,,,west Galicia,49° 45',21° 28',50,SW,Rzeszów,/YASLE/,"הערש וועבער, יצחק ראַפּאַפּאָרט",יאַסלע,Poland,49.7500,21.4667,Poland,49.7500,21.4667
Jastków (P),,,,Congress Poland,51° 19',22° 27',10,NW,Lublin?,/YASKEV/,־־,יאַסקעוו,Poland,51.3167,22.4500,Poland,51.3167,22.4500
Jastrząb (P),,,,Congress Poland,51° 15',20° 57',50,NNE,Kielce,/YASTOMB/?,־־,יאַסטאָמב?,Poland,51.2500,20.9500,Poland,51.2500,20.9500
Jaworzno (P),,,,west Galicia,50° 13',19° 16',50,NW,Kraków,/YA'VEShNE/,־־,יאַוועשנע,Poland,50.2167,19.2667,Poland,50.2167,19.2667
Jedlińsk (P),,,,Congress Poland,51° 31',21° 7',75,S,Warszawa,/YIGLI'NSK/,־־,ייִגלינסק,Poland,51.5167,21.1167,Poland,51.5167,21.1167
Jędrzejów (P),,,,Congress Poland,50° 39',20° 18',35,SW,Kielce,/YE'NDZhEV(E)/,"הענעך דלוזשנעווסקי, יחיאל האַלפּערן, אלקנה כראַבלאָווסקי, אַבֿרהם פּאָליווואַ?, (איין שטאָט?)",יענדזעוו(ע),Poland,50.6500,20.3000,Poland,50.6500,20.3000
Jedwabne (P),,,,Congress Poland,53° 17',22° 18',60,WNW,Białystok,/YEDVABNE/,"יוסף דאַנאָווסקי, פּנחס טורבערג, משה־אַריה צינאָוויטש, יוסף ראָזען",יעדוואַבנע,Poland,53.2833,22.3000,Poland,53.2833,22.3000
Jeżów (P),,,,Congress Poland,50° 56',15° 45',35,E?,Łódź,/YEZ(h)EV/,"יצחק־יוסף יאַנאַסאָוויטש, גוסטאַוו (גרשון) מיעדזשינסקי, יוסף שטשאַווינסקי",יעז(ש)עוו,Poland,50.9333,15.7500,Poland,50.9333,15.7500
Jodłowa (P),,,,west Galicia,49° 53',21° 18',50,WSW,Rzeszów,/YE'DLIVE/,־־,יעדליווע,Poland,49.8833,21.3000,Poland,49.8833,21.3000
Jordanów (P),,,,west Galicia,49° 39',19° 50',45,S,Kraków,/YO'RDENEV/,אַריה־מאיר קײַזער,יאָרדענעוו,Poland,49.6500,19.8333,Poland,49.6500,19.8333
Józefów (P),,,,Congress Poland,50° 29',23° 4',90,NE,Rzeszów,/YI'ZEFEV/,"נפֿתּלי־הערץ נײַמאַנאָוויץ (הנ""ץ)",יוזעפֿעוו,Poland,50.4833,23.0667,Poland,50.4833,23.0667
Józefów (P),,,,west Galicia,50° 24',21° 31',50,NW,Rzeszów?,/YI'ZEFEV/,שמואל מאַרגאָשעס,יוזעפֿעוו,Poland,50.4000,21.5167,Poland,50.4000,21.5167
Józefów nad Wisłą (P),,,,Congress Poland,51° 2',21° 50',55,SW,Lublin,/YI'ZEFEV/,־־,יוזעפֿעוו,Poland,51.0333,21.8333,Poland,51.0333,21.8333
Juliopol (P),,,,Congress Poland,52° 18',20° 13',55,WNW,Warszawa,?,־־,יוליאָפּאָל,Poland,52.3000,20.2167,Poland,52.3000,20.2167
"Kaczkowo (Stare, Nowe) (P)",,,,Congress Poland,52° 44',21° 56',85,NE,Warszawa,/KATsKEV/,־־,קאַצקעוו?,Poland,52.7333,21.9333,Poland,52.7333,21.9333
Kadzidło (P),,,,Congress Poland,53° 14',21° 28',110,NNE,Warszawa,/KA'DZEDLE/,־־,קאַדזעדלע,Poland,53.2333,21.4667,Poland,53.2333,21.4667
Kalisz (P),,,,Congress Poland,51° 45',18° 5',95,W,Łódź,/KU:WISh/,"בנימין־זאבֿ הענדלעס, יהודה וואַרשאַוויאַק, ישעיה זאַנדבערג, מאיר פּאַקנטרעגער, לייב פֿוקס, זלמן קאַפּלאַן, חנוך רוסאַק",קאָליש,Poland,51.7500,18.0833,Poland,51.7500,18.0833
Kałuszyn (P),,,,Congress Poland,52° 12',21° 49',50,E,Warszawa,/KALEShI:'N/,"שמואל וואו?למאַן, משה טירמאַן, ברוך טשעבוצקי, אַבֿרהם מיטלבערג, אַלעקסאַנדער פֿאַרבאָ, אליהו קאַפּלאַן, אַריה שמרי","קאַלעשין, קאַלושין?",Poland,52.2000,21.8167,Poland,52.2000,21.8167
Kamieńczyk (P),,,,Congress Poland,52° 36',21° 32',50,NE,Warszawa,/KAMYENyTShIK/,־־,קאַמי?ענטשיק,Poland,52.6000,21.5333,Poland,52.6000,21.5333
Kamieńsk (P),,,,Congress Poland,51° 12',19° 30',60,S,Łódź,/KAME'?NSK/,־־,קאַמענסק,Poland,51.2000,19.5000,Poland,51.2000,19.5000
Kamionka (P),,,,Congress Poland,51° 28',22° 28',25,NNW,Lublin,/KA'?MENKE/,מאיר הערץ,קאַמענקע,Poland,51.4667,22.4667,Poland,51.4667,22.4667
Kampinos (P),,,,Congress Poland,52° 16',20° 28',35,W,Warszawa,?,־־,קאַמפּינאָס?,Poland,52.2667,20.4667,Poland,52.2667,20.4667
Kamyk (P),,,,Congress Poland,50° 54',19° 2',95,SSW,Łódź,/KAMIK/,־־,קאַמיק,Poland,50.9000,19.0333,Poland,50.9000,19.0333
Kańczuga (P),,,,west Galicia,49° 59',22° 25',30,ESE,Rzeszów,/KANTShIK/,לאַזאַר לאַמפּעל,קאַנטשיק,Poland,49.9833,22.4167,Poland,49.9833,22.4167
Kaniew (P),,,,Poznan-West Prussia,51° 48',17° 25',75,SSE,Poznań,/KANyEV/,משה מוזיקאָווסקי,קאַניעוו,Poland,51.8000,17.4167,Poland,51.8000,17.4167
Kaptur (P),,,,Congress Poland,,,,,part of Radom,/KAPTER/,־־,קאַפּטער,Poland,,,Poland,,
Karczew (P),,,,Congress Poland,52° 05',21° 15',20,SE,Warszawa,/KU:(R)TShEV/,מרדכי־יוסף הובערמאַן,"קורטשעוו, קאָרטשעוו?",Poland,52.0833,21.2500,Poland,52.0833,21.2500
Katowice (P),,,Kattowitz (G),east Silesia,50° 14',19° 1',70,WNW,Kraków,,־־,קאַטעוויץ,Poland,50.2333,19.0167,Poland,50.2333,19.0167
Kawęczyn (P,,,,Congress Poland,50° 44',22° 27',55,SSW,Lublin,/KAVENTShI:'?N/,־־,קאַווענטשין,,50.7333,22.4500,,50.7333,22.4500
Kawęczyn (P,,,,Congress Poland,51° 09',22° 44',15,SE,Lublin?,/KAVITShI:'?N/,־־,קאַוויטשין,,51.1500,22.7333,,51.1500,22.7333
Kazanów (P),,,,Congress Poland,51° 16',21° 28',70,NE,Kielce,?,־־,?,Poland,51.2667,21.4667,Poland,51.2667,21.4667
Kazimierz (P),,,,west Galicia,,,,,part of Kraków,/KU:ZMARK/,־־,קוזמאַרק,Poland,,,Poland,,
Kazimierz Dolny (P),,,,Congress Poland,51° 19',21° 57',40,WNW,Lublin,/KU:ZMER/,"משה כּץ, לייב ראַשקין, שמואל־לייב שנײַדערמאַן",קוזמיר,Poland,51.3167,21.9500,Poland,51.3167,21.9500
Kcynia (P),,,Exin (G),Poznan-West Prussia,53° 0',17° 29',75,W,Toruń,/EKTs(H)I:'N/,־־,"עקצין, עקטשין",Poland,53.0000,17.4833,Poland,53.0000,17.4833
Kędzierzyn-Koźle (P),,Kosel (G),,Pomerania-Silesia,50° 21',18° 14',120,SE,Wrocław,/KOZL/,־־,קאָזל,Poland,50.3500,18.2333,Poland,50.3500,18.2333
Kępno (P),,,Kempen (G),Poznan-West Prussia,51° 17',17° 59',75,ENE,Wrocław,/KEMPNE/,־־,קעמפּנע,Poland,51.2833,17.9833,Poland,51.2833,17.9833
Kiedrzyn (P),,,,Congress Poland,51° 24',21° 16',75,NE,Kielce,/KEDZhI:'N/,־־,קעדזשין,Poland,51.4000,21.2667,Poland,51.4000,21.2667
Kielce (P),,,,Congress Poland,50° 52',20° 37',,,,/KELyTs/,"פֿישל בימקאָ, שלמה בערלינסקי, חיים זשעלאָני, גרשון ליכטענשטיין, לייב ראָדאַל, שבתאי? ראַפּאָפּאָרט, יצחק שמולעוויטש",קעלץ,Poland,50.8667,20.6167,Poland,50.8667,20.6167
Kiełczygłów (P),,,,Congress Poland,51° 14',18° 59',65,SSW,Łódź,?,־־,קעלטשיגלאָוו?,Poland,51.2333,18.9833,Poland,51.2333,18.9833
Kiernozia (P),,,,Congress Poland,52° 16',19° 52',60,NE,Łódź,?,־־,קערנאָזיע? קערנעזשע?,Poland,52.2667,19.8667,Poland,52.2667,19.8667
Kijany (P),,,,Congress Poland,51° 20',22° 48',20,NE,Lublin,/KIYA'N/,--,קיִיאַן,Poland,51.3333,22.8000,Poland,51.3333,22.8000
Kije (P),,,,Congress Poland,50° 36',20° 35',30,S,Kielce,/KI:/,־־,קי,Poland,50.6000,20.5833,Poland,50.6000,20.5833
Kikół (P),,,,Congress Poland,52° 55',19° 7',30,ESE,Toruń,/KIKL/,אַבֿרהם־לייב פֿוקס,קיקל,Poland,52.9167,19.1167,Poland,52.9167,19.1167
Kleczew (P),,,,Congress Poland,52° 22',18° 10',75,SSW,Toruń,/KLE'TShEVE/,־־,קלעטשעווע,Poland,52.3667,18.1667,Poland,52.3667,18.1667
Kleszczele (P),,,,Grodno,52° 34',23° 20',60,SSE,Białystok,/KLEShTShE'L/,שׂרה פּראָוואָטינער,קלעשטשעל,Poland,52.5667,23.3333,Poland,52.5667,23.3333
Klimontów (P),,,,Congress Poland,50° 39',21° 27',60,SE,Kielce,/KLI'METEV/,־־,קלימעטעוו,Poland,50.6500,21.4500,Poland,50.6500,21.4500
Kłobuck (P),,,,Congress Poland,50° 54',18° 56',100,SSW,Łódź,/KLOBUTsK/?,זעליק בערקאָוויטש,קלאָבוצק?,Poland,50.9000,18.9333,Poland,50.9000,18.9333
Kłoczew (P),,,,Congress Poland,51° 43',21° 57',65,NW,Lublin,/KLOTShEV/,־־,קלאָטשעוו,Poland,51.7167,21.9500,Poland,51.7167,21.9500
Kłodawa (P),,,,Congress Poland,52° 15',18° 55',65,NW,Łódź,/KLO'DEVE/,־־,קלאָדעווע,Poland,52.2500,18.9167,Poland,52.2500,18.9167
Kłomnice (P),,,,Congress Poland,50° 55',19° 21',90,S,Łódź,/KLEMNITs/,־־,קלעמניץ,Poland,50.9167,19.3500,Poland,50.9167,19.3500
Klukowo (P),,,,Congress Poland,52° 47',22° 30',60,SE,Białystok?,?,־־,?,Poland,52.7833,22.5000,Poland,52.7833,22.5000
Klwów (P),,,,Congress Poland,51° 32',20° 38',75,N,Kielce,/KVI:?V/,־־,קוויוו,Poland,51.5333,20.6333,Poland,51.5333,20.6333
Knyszyn (P),,,,Grodno,53° 19',22° 55',20,NW,Białystok,/KNIShIN/ (stress?),־־,קנישין,Poland,53.3167,22.9167,Poland,53.3167,22.9167
Kobylin (P),,,,Congress Poland,53° 18',22° 9',70,WNW,Białystok?,/KOBLI'N/,שלמה שוואַרץ,קאָבלין,Poland,53.3000,22.1500,Poland,53.3000,22.1500
Kock (P),,,,Congress Poland,51° 38',22° 27',40,NNW,Lublin,/KOTsK/,"מנחם זאַקאַליק, שׂמחה פֿרואימס?, שלמה־לייב קאַוואַ",קאָצק,Poland,51.6333,22.4500,Poland,51.6333,22.4500
Kocudza (P),,,,Congress Poland,50° 40',22° 38',65,S,Lublin,/KOTsUDE/?,־־,קאָצודע,Poland,50.6667,22.6333,Poland,50.6667,22.6333
Kodeń (P),,,,Congress Poland,51° 55',23° 36',100,NE,Lublin,/KODNE/,־־,קאָדנע,Poland,51.9167,23.6000,Poland,51.9167,23.6000
Kołbiel (P),,,,Congress Poland,52° 04',21° 29',35,SE,Warszawa,/KOLIBE'?Ly/,אלימלך פֿײַנזילבער,קאָלעבי?על,Poland,52.0667,21.4833,Poland,52.0667,21.4833
Kolbuszowa (P),,,,west Galicia,50° 15',21° 47',25,NW,Rzeszów,/KO'LBESEV/,"בערטאַ פֿעדערבער־זאַלץ, דן לייסטנער","קאָלבעסעוו, קאָלבעשעוו",Poland,50.2500,21.7833,Poland,50.2500,21.7833
Kolno (P),,,,Congress Poland,53° 24',21° 56',90,NW,Białystok,/KOLyNE/,"רחל אַלטער, פּסח בר־אָ?דון, משה גליקאָווסקי, אַבֿרהם־שמואל הערשבערג, יעקבֿ לעוויטש, בער קאַרלינסקי, יצחק־אײַזיק רעמבאָ",קאָלנע,Poland,53.4000,21.9333,Poland,53.4000,21.9333
Koło (P),,,,Congress Poland,52° 12',18° 38',75,NW,Łódź,/KOy(E)L/ (adjective: /KAyLER/),"מרדכי האַלטער, אַבעל יאַרמוש, יעקבֿ יאַרמוש, דוד שמולעווסקי",קויל,Poland,52.2000,18.6333,Poland,52.2000,18.6333
Koluszki (P),,,,Congress Poland,51° 45',19° 49',25,E,Łódź,/KA'LIShEK/?,־־,קאַלישעק?,Poland,51.7500,19.8167,Poland,51.7500,19.8167
Komarów (P),,,,Congress Poland,50° 38',23° 30',95,SE,Lublin,/KO'MEREV/,אפֿרים זינגער?,קאָמערעוו?,Poland,50.6333,23.5000,Poland,50.6333,23.5000
Komarówka Podlaska (P),,,,"Congress Poland,",51° 48',22° 56',70,NNE,Lublin,?,־־,?,Poland,51.8000,22.9333,Poland,51.8000,22.9333
Komorowo (P),,,,Congress Poland,52° 50',21° 50',85,NE,Warszawa,/KO'MREVE/,־־,קאָמרעווע,Poland,52.8333,21.8333,Poland,52.8333,21.8333
Kompina (P),,,,Congress Poland,52° 8',20° 5',55,NE,Łódź,/KOMPI:'?N/,־־,קאָמפּין,Poland,52.1333,20.0833,Poland,52.1333,20.0833
Koniecpol (P),,,,Congress Poland,50° 47',19° 40',80,NNW,Kraków,/KONITsPOLyE/?,־־,קאָניצפּאָליע?,Poland,50.7833,19.6667,Poland,50.7833,19.6667
Konin (P),,,,Congress Poland,52° 15',18° 14',90,SSW,Toruń,/KNI:'N/,"מענדל זאַקס, אלחנן נאַטאַל, יצחק־אלחנן ראָנטש",קנין,Poland,52.2500,18.2333,Poland,52.2500,18.2333
Konopnica (P),,,,Congress Poland,51° 22',22° 46',5,SW,Lublin,/KONOPITsE/,־־,קאָנאָפּיצע,Poland,51.3667,22.7667,Poland,51.3667,22.7667
Końskie (P),,,,Congress Poland,51° 12',20° 25',40,NNW,Kielce,/KINTsK/,איטשע רעוויזאָרסקי,קינצק,Poland,51.2000,20.4167,Poland,51.2000,20.4167
Końskowola (P),,,,Congress Poland,51° 25',22° 3',40,NW,Lublin,/KINTsKEVOLyE/,"יהודה־לייב וואָהלמאַן, אַבֿרהם ווײַסבוים, (חיים־)שמואל לעווין, מיכאל־בער שאָקאָלאָוו",קינצקעוואָליע,Poland,51.4167,22.0500,Poland,51.4167,22.0500
(Konstancin-)Jeziorna (P),,,,Congress Poland,52° 5',21° 6',20,SSE,Warszawa,/JEZhORNE/,־־,יעזשאָרנע,Poland,52.0833,21.1000,Poland,52.0833,21.1000
Konstantynów (P),,,,Congress Poland,52° 12',23° 5',100,S,Białystok,?,־־,קאָנסטאַנטינעוו?,Poland,52.2000,23.0833,Poland,52.2000,23.0833
Konstantynów Łódzki (P),,,,Congress Poland,51° 45',19° 20',5,W,Łódź,/KOSN(I)TI:'N/?,"יצחק גוטערמאַן, יצחק ירושלמי, יוסף זעלקאָוויטש",קאָסנ(י)טין?,Poland,51.7500,19.3333,Poland,51.7500,19.3333
Koprzywnica (P),,,,Congress Poland,50° 35',21° 35',65,NW,Rzeszów,/POKShI'V(NI)TsE/,יהודה יפֿת,פּאָקשיוו(ני)צע,Poland,50.5833,21.5833,Poland,50.5833,21.5833
"Korabka, Kurabka (P)",,,,Congress Poland,52° 7',20° 9',55,WSW,Warszawa,"/KURAB/, /KURAP?",־־,קוראַב?,Poland,52.1167,20.1500,Poland,52.1167,20.1500
Korczyn (P),,,,Congress Poland,50° 56',20° 20',95,NNE,Kraków?,/KURTsI:'N/?,־־,קאָרטשין?,Poland,50.9333,20.3333,Poland,50.9333,20.3333
Korczyna (P),,,,west Galicia,49° 43',21° 48',35,SSW,Rzeszów,/KORTShI:'?N/,"יעקבֿ־יצחק פֿעס(ע)ל, משה צוקער",קאָרטשין,Poland,49.7167,21.8000,Poland,49.7167,21.8000
Korycin (P),,,,Grodno,53° 27',23° 5',30,N,Białystok,/KORETShI'N/?,שלמה ליאַמפּערט,קאָרעטשין?,Poland,53.4500,23.0833,Poland,53.4500,23.0833
Kosarzew (P),,,,Congress Poland,50° 58',22° 38',30,S,Lublin,/KO'ZEREV/,־־,קאָזערעוו,Poland,50.9667,22.6333,Poland,50.9667,22.6333
Kościelec (P),,,,west Galicia,,,,,part of Chrzanów,/KO'ShKELITs/,־־,קאָשקעליץ,Poland,,,Poland,,
Kosin (P),,,,Congress Poland,50° 49',21° 55',65,SW,Lublin,/KOShIN/?,־־,קאָשין,Poland,50.8167,21.9167,Poland,50.8167,21.9167
Kosów Lacki (P),,,,Congress Poland,52° 36',22° 9',85,NE,Warszawa,/KO'SEVE/,"נתן־נטע הרפּז (גאָלדבערג), יואל־צבֿי זשעלעניעץ, משה חײַקין, שלום סטאַראָשעווסקי",קאָסעווע,Poland,52.6000,22.1500,Poland,52.6000,22.1500
Koszyce (P),,,,Congress Poland,49° 59',20° 57',40,ENE,Kraków,/KOShITs/,־־,קאָשיץ,Poland,49.9833,20.9500,Poland,49.9833,20.9500
