UID,EngName,Latitude,Longitude,HebName,blank5,Rishon,YS_id,IsWord,Notes,Sourcing,KaganID,JGenID,AltEng,USBGN,EngClean
AT-00001,Vienna,48.2081743,16.3738189,וין,,,,,,Prenum 878,2827,167,"Wien [Ger], Vienna [Eng], Vienne [Fr], Vindobona [Lat], Videň [Cz], Viedeň [Slov], Bécs [Hung], Beč [Serb], Viena [Rom], Wiedeń [Pol], Vena [Rus], Viden' [Ukr], Vin [Yid]",-1995499,Vienna
AT-00001,Vienna,48.2081743,16.3738189,וינה,,,,,,Dor4,2827,167,"Wien [Ger], Vienna [Eng], Vienne [Fr], Vindobona [Lat], Videň [Cz], Viedeň [Slov], Bécs [Hung], Beč [Serb], Viena [Rom], Wiedeń [Pol], Vena [Rus], Viden' [Ukr], Vin [Yid]",-1995499,Vienna
AT-00001,Vienna,48.2081743,16.3738189,ויען,,,,Y,,SS,2827,167,"Wien [Ger], Vienna [Eng], Vienne [Fr], Vindobona [Lat], Videň [Cz], Viedeň [Slov], Bécs [Hung], Beč [Serb], Viena [Rom], Wiedeń [Pol], Vena [Rus], Viden' [Ukr], Vin [Yid]",-1995499,Vienna
AT-00001,Vienna,48.2081743,16.3738189,עיר הדמים,,Y,,,,15thCAshkenaz,2827,167,"Wien [Ger], Vienna [Eng], Vienne [Fr], Vindobona [Lat], Videň [Cz], Viedeň [Slov], Bécs [Hung], Beč [Serb], Viena [Rom], Wiedeń [Pol], Vena [Rus], Viden' [Ukr], Vin [Yid]",-1995499,Vienna
AT-00011,"Baden bei Wien, Austria",48.00214,16.23091,באדן,,,,,,Kagan,845,2506,"Baden [Ger], Baden bei Wien",-1974493,Baden bei Wien
AT-00011,"Baden bei Wien, Austria",48.00214,16.23091,באדן ביי ווין,,,,,,Kagan,845,2506,"Baden [Ger], Baden bei Wien",-1974493,Baden bei Wien
AT-00011,"Baden bei Wien, Austria",48.00214,16.23091,באדען,,,,,,,845,2506,"Baden [Ger], Baden bei Wien",-1974493,Baden bei Wien
AT-00012,Deutschkreutz,47.6016309,16.6234423,ציילעם,,,,,,JGen,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צילם,,,,,,NBY,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צלים,,,,YES,,Kagan,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צלם,,,,YES,,JGen,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צע לעם,,,,,,Kagan,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעהלים,,,,,,,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעהלם,,,,,,Kagan,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעהלעם,,,,,,JGen,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעלים,,,,,,Kagan,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעלם,,,,,,NBY,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00012,Deutschkreutz,47.6016309,16.6234423,צעלעם,,,,,,JGen,7005,2512,"Deutschkreutz [Ger], Sopronkeresztúr [Hun], Németkeresztúr [Hun, until 1899], Tseylem [Yid], Kerestur [Croa], Zelem",-1975556,Deutschkreutz
AT-00013,Eisenstadt,47.84637,16.52796,"א""ש",,,,YES,,,309,2504,"Eisenstadt [Ger], Kismarton [Hun], Ayznshtot [Yid], Željezno [Croa], Stadt Eisenstadt",-1976400,Eisenstadt
AT-00013,Eisenstadt,47.84637,16.52796,אייזינשטאט,,,,,,Kagan,309,2504,"Eisenstadt [Ger], Kismarton [Hun], Ayznshtot [Yid], Željezno [Croa], Stadt Eisenstadt",-1976400,Eisenstadt
AT-00013,Eisenstadt,47.84637,16.52796,אייזנשטאט,,,,,,,309,2504,"Eisenstadt [Ger], Kismarton [Hun], Ayznshtot [Yid], Željezno [Croa], Stadt Eisenstadt",-1976400,Eisenstadt
AT-00013,Eisenstadt,47.84637,16.52796,אייזענשטאדט,,,,,,BZ,309,2504,"Eisenstadt [Ger], Kismarton [Hun], Ayznshtot [Yid], Željezno [Croa], Stadt Eisenstadt",-1976400,Eisenstadt
AT-00013,Eisenstadt,47.84637,16.52796,אייזענשטאט,,,,,,NBY,309,2504,"Eisenstadt [Ger], Kismarton [Hun], Ayznshtot [Yid], Željezno [Croa], Stadt Eisenstadt",-1976400,Eisenstadt
AT-00014,Frauenkirchen,47.8357583,16.9261022,"פ""ק",,,,YES,,,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00014,Frauenkirchen,47.8357583,16.9261022,פרויא קירכען,,,,,,Added to Kagan,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00014,Frauenkirchen,47.8357583,16.9261022,פרויענקירכן,,,,,,LM/SS,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00014,Frauenkirchen,47.8357583,16.9261022,פרויענקירכען,,,,,,LM/SS,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00014,Frauenkirchen,47.8357583,16.9261022,פרויקירכען,,,,,,Prenum 1027,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00014,Frauenkirchen,47.8357583,16.9261022,פרונקירכן,,,,,,LM/SS,6928,2510,"Frauenkirchen [Ger], Boldogasszony [Hun], Fertőboldogasszony",-1977276,Frauenkirchen
AT-00015,"Güssing, Austria",47.05932,16.32449,גיסונג,,,,,,,1682,2515,"Güssing [Ger], Németújvár [Hun], Gising [Yid], Guessing",-1979410,Güssing
AT-00015,"Güssing, Austria",47.0666666666667,16.3333333333333,גיסינג,,,,,,JGen,1682,2515,"Güssing [Ger], Németújvár [Hun], Gising [Yid], Guessing",-1979410,Güssing
AT-00016,"Kittsee, Austria",48.0927458,17.0587371,קוצע,,,,,,Kagan,7538,2526,"Kittsee [Ger], Köpcsény [Hun], Kopčany [Slov], Gijeca [Croa], Gieca",-1982332,Kittsee
AT-00016,"Kittsee, Austria",48.0927458,17.0587371,קיטטזעע,,,,,,Kagan,7538,2526,"Kittsee [Ger], Köpcsény [Hun], Kopčany [Slov], Gijeca [Croa], Gieca",-1982332,Kittsee
AT-00016,"Kittsee, Austria",48.0927458,17.0587371,קיטצע,,,,,,,7538,2526,"Kittsee [Ger], Köpcsény [Hun], Kopčany [Slov], Gijeca [Croa], Gieca",-1982332,Kittsee
AT-00016,"Kittsee, Austria",48.0927458,17.0587371,קיצע,,,,,,,7538,2526,"Kittsee [Ger], Köpcsény [Hun], Kopčany [Slov], Gijeca [Croa], Gieca",-1982332,Kittsee
AT-00017,Kobersdorf,47.5960798,16.3909779,"ק""ד",,,,YES,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבירשדורף,,,,,,NBY,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבעלסדארף,,,,,,Kagan,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבעסדארף,,,,,,Prenum 1027,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,קאבערסדארף,,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,"קב""ד",,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,"קו""ד",,,,,,,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00017,Kobersdorf,47.5960798,16.3909779,קובלסדארף,,,,,,Kagan,7036,2511,"Kobersdorf [Ger], Kabold [Hun]",-1982820,Kobersdorf
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,"ל""ב",,,,YES,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקינבאך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקנבאך,,,,,,Kagan,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענבאך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענבוך,,,,,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.5833333333333,16.4666666666666,לאקענבך,,,,,,JGen,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,לאקענפאק,,,,,,Kagan,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00018,"Lackenbach, Austria",47.592281,16.4656786,"לק""ב",,,,Y,,,4292,2503,"Lackenbach [Ger], Lakompak [Hun], Lakimpuh [Croa]",-1983521,Lackenbach
AT-00019,Mattersburg,47.73625,16.39663,"מ""ד",,,,YES,Disambiguate,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאדרסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטטערסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטיסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטעסבורג,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטעסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטערסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטערסדרף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטרסדארף,,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטרשדארף,,,,,,Hatam Sofer,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מאטרשטורף,,,,,,Hatam Sofer,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,מוטערסדארף,,,,,,Kagan,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00019,Mattersburg,47.73625,16.39663,"מט""ד",,,,,,,4640,2505,"Mattersburg [Ger], Nagymarton [Hun], Mattersdorf [Ger, until 1924]",-1984916,Mattersburg
AT-00020,Oberdorf im Burgenland,47.2189417,16.2185759,אבערדארעף,,,,,,,,,,,Oberdorf im Burgenland
AT-00020,Oberdorf im Burgenland,47.2189417,16.2185759,אבערדארף,,,,,,,,,,,Oberdorf im Burgenland
AT-00021,"Rechnitz, Austria",47.3047435,16.4406798,רעכניטץ,,,,,,,8290,2513,"Rechnitz [Ger], Rohonc [Hun], Rohunac [Croa], Rohunc [Slovene], Rohoncz, Rochonca",-1988972,Rechnitz
AT-00021,"Rechnitz, Austria",47.3047435,16.4406798,רעכניץ,,,,,,,8290,2513,"Rechnitz [Ger], Rohonc [Hun], Rohunac [Croa], Rohunc [Slovene], Rohoncz, Rochonca",-1988972,Rechnitz
AT-00022,Schattendorf,47.7104914,16.5095478,"ש""ד",,,,True,,,,,,,Schattendorf
AT-00022,Schattendorf,47.7104914,16.5095478,שאטלסדארף,,,,,,,,,,,Schattendorf
AT-00022,Schattendorf,47.7104914,16.5095478,שאטעלסדארף,,,,,,,,,,,Schattendorf
AT-00022,Schattendorf,47.7104914,16.5095478,שוטלסדארף,,,,,,,,,,,Schattendorf
AT-00023,"Stadtschlaining, Austria",47.3225222,16.2742497,שלייניג,,,,,,,,2519,"Stadtschlaining [Ger], Városszalónak [Hun], Öriszalónak, Schlaining",-1992116,Stadtschlaining
AT-00023,"Stadtschlaining, Austria",47.3225222,16.2742497,שליינינג,,,,,,,,2519,"Stadtschlaining [Ger], Városszalónak [Hun], Öriszalónak, Schlaining",-1992116,Stadtschlaining
AT-00023,"Stadtschlaining, Austria",47.3225222,16.2742497,שליינק,,,,,???,JGen-Phonetic,,2519,"Stadtschlaining [Ger], Városszalónak [Hun], Öriszalónak, Schlaining",-1992116,Stadtschlaining
AT-00025,"Krems an der Donau, Austria",48.40999,15.60384,קרימזא,,Y,,,,15thCAshkenaz,,3807,"Krems an der Donau [Ger], Krems",-1983146,Krems an der Donau
AT-00025,"Krems an der Donau, Austria",48.40999,15.60384,קרימש,,Y,,,,15thCAshkenaz,,3807,"Krems an der Donau [Ger], Krems",-1983146,Krems an der Donau
AT-00025,"Krems an der Donau, Austria",48.40999,15.60384,קרמש,,Y,,,,15thCAshkenaz,,3807,"Krems an der Donau [Ger], Krems",-1983146,Krems an der Donau
AT-00025,"Krems an der Donau, Austria",48.40999,15.60384,קרעמז,,,,,,,,3807,"Krems an der Donau [Ger], Krems",-1983146,Krems an der Donau
AT-00026,"Hohenems, Austria",47.3608313,9.6867191,האהענעמס,,,,,,Kagan,2235,2508,Hohenems [Ger],-1980909,Hohenems
AT-00026,"Hohenems, Austria",47.3608313,9.6867191,האכנעמס,,,,,,Prenum 1593,2235,2508,Hohenems [Ger],-1980909,Hohenems
AT-00026,"Hohenems, Austria",47.3608313,9.6867191,הויכע עמס,,,,,,Kagan,2235,2508,Hohenems [Ger],-1980909,Hohenems
AT-00026,"Hohenems, Austria",47.3608313,9.6867191,הוכין עמס,,,,,,NBY,2235,2508,Hohenems [Ger],-1980909,Hohenems
AT-00026,"Hohenems, Austria",47.3608313,9.6867191,הוכינעמס,,,,,,Prenum 1693,2235,2508,Hohenems [Ger],-1980909,Hohenems
AT-00027,"Atzenbrugg, Austria",48.2912006,15.9057591,אצענבורג,,,,,,MASZ,,,,,Atzenbrugg
AT-00027,"Atzenbrugg, Austria",48.2912006,15.9057591,אצענברוק,,,,,,MASZ,,,,,Atzenbrugg
AT-00028,"Bad Vöslau, Austria",47.9648168,16.213837,מרחץ וועסלוי,,,,,,LM/SS,,,,,Bad Vöslau
AT-00031,Wiener-Neustadt,47.8027899999999,16.23318,וינר-נוישטט,,Y,,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener-Neustadt
AT-00031,Wiener-Neustadt,47.8027899999999,16.23318,נאוישטט,,Y,,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener-Neustadt
AT-00031,Wiener-Neustadt,47.8027899999999,16.23318,נוישטט,,Y,,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener-Neustadt
AT-00031,Wiener-Neustadt,47.8027899999999,16.23318,ניאושטט,,Y,,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener-Neustadt
AT-00031,Wiener Neustadt,47.8027899999999,16.23318,"ענ""ש",,Y,Y,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener Neustadt
AT-00031,Wiener Neustadt,47.8027899999999,16.23318,"עני""ש",,Y,Y,,,15thCAshkenaz,,2524,"Wiener Neustadt [Ger], Bécsújhely [Hun]",-1995515,Wiener Neustadt
AT-00032,"Graz, Austria",47.070714,15.439504,גראץ,,,,,,Kagan,1801,2501,"Graz [Ger], Štýrský Hradec [Cz], Štajerský Hradec [Slov], Gradec [Slovene], Grác [Hun], Grodziec [Pol], Grats [Rus], Gradac [Croa], Gráca, Gratz",-1978544,Graz
AT-00032,"Graz, Austria",47.070714,15.439504,גרעץ,,Y,,,,15thCAshkenaz,1801,2501,"Graz [Ger], Štýrský Hradec [Cz], Štajerský Hradec [Slov], Gradec [Slovene], Grác [Hun], Grodziec [Pol], Grats [Rus], Gradac [Croa], Gráca, Gratz",-1978544,Graz
AT-00033,"Mödling, Austria",48.08255,16.2869,מאדלינג,,,,,,SS,4981,3810,"Mödling [Ger], Moedling",-1985403,Mödling
AT-00033,"Mödling, Austria",48.08255,16.2869,מיידלינג,,Y,,,,15thCAshkenaz,4981,3810,"Mödling [Ger], Moedling",-1985403,Mödling
AT-00033,"Mödling, Austria",48.08255,16.2869,מעדלינג,,,,,,Kagan,4981,3810,"Mödling [Ger], Moedling",-1985403,Mödling
AT-00033,"Mödling, Austria",48.08255,16.2869,מרחץ מיידלינג,,,,,,KS,4981,3810,"Mödling [Ger], Moedling",-1985403,Mödling
