qid,label_en,label_yi,place_type,category,kima_id,kima_rom,kima_heb,lat,lon,n_attestations,n_person,n_org,n_flagged_mentions,fields,n_variants,variants,corpora,external_sources
Q2629630,Sataniv,,"urban-type settlement in Ukraine, rural settlement in Ukraine",other,,,,,,2,2,0,1,place,2,סאַטאַנאָוו;סאַטאַנאָף,person,wikidata
Q2633540,Sculeni,סקולען,"village, seat village",settlement,20319,Sculeni (Moldova),סקולני (מולדובה),,,1,1,0,0,place,1,סקוליען,person,wikidata;kima
Q2637331,Teofipol,טשאן,"urban-type settlement in Ukraine, human settlement",settlement,18245,Teofipolʹ (Ukraine),טאופיפול (אוקראינה),,,1,1,0,0,place,1,טשאַן,person,wikidata;kima
Q2641614,Makariv,,,settlement,27178,Makariv (Ukraine),מקריב (אוקראינה),50.466666666667,29.816666666667,2,0,2,0,settlements,1,מאַקאַראָוו,org,wikidata;kima
Q2652151,Liubar,,"urban-type settlement in Ukraine, human settlement",settlement,85189,Liubar (Ukraine),ליובר (אוקראינה),,,1,1,0,0,place,1,ליובאָר,person,wikidata;kima
Q2653301,Dashiv,דאשיעוו,urban-type settlement in Ukraine,other,76730,Dashiv (Ukraine),דאשב (אוקראינה),,,1,1,0,1,place,1,דאַטשעוו,person,wikidata;kima
Q2678,Homelʹ (Belarus),,,settlement,10963,Homelʹ (Belarus),הומל (בלארוס),52.441666666667,30.983333333333,17,7,10,0,place;settlements,3,האַמעל;האָמל;האָמעל,org;person,wikidata;kima
Q268,Poznań,פויזן,"urban municipality of Poland, city with powiat rights in Poland, Hanseatic city, big city",settlement,84,Poznań (Poland),פוזנן (פולין),52.408333,16.933611,3,2,1,0,place;settlements,3,פּאָזען;פּויזן;פוזנן,org;person,wikidata;kima
Q269,Tashkent,טאשקענט,"city, administrative territorial entity of Uzbekistan, first-level administrative division, capital city",settlement,767,Tashkent (Uzbekistan),טשקנט (אוזבקיסטן),41.311111,69.279722,16,8,8,0,place;settlements,2,טאַשקענט;טאָשקענט,org;person,wikidata;kima
Q269517,Lubny (Ukraine),,,settlement,18544,Lubny (Ukraine),לובני (אוקראינה),50.018564129341,32.986860348473,1,0,1,0,settlements,1,לובני,org,wikidata;kima
Q269523,Pyriatyn,פיריאטין,city in Ukraine,settlement,,,,,,1,1,0,0,place,1,פּיראַטיין,person,wikidata
Q270,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,953,Warsaw (Poland),ורשה (פולין),52.230000,21.011111,906,322,584,1,country;place;province;settlements;venues,11,וואַרשא;וואַרשאַ;וואַרשאָ;וואַרשע;וואַרשעווער;וואַרשעווער יידישן שפּיטאָל;וואָרשע;ווארשע;יידישן שפּיטאָל אין וואַרשע;נע וואַרשע;פּראַגע וואַרשע,org;person,wikidata;kima
Q270656,Płońsk (Poland),,,settlement,648,Płońsk (Poland),פלונסק (פולין),52.625,20.3833333333333,1,0,1,0,settlements,1,פלאַנסק,org,wikidata;kima
Q27496,Western Europe,,,settlement,,,,,,6,0,6,0,countries;venues,1,מערב-אייראָפּע,org,wikidata
Q275694,Opatów,אפטא,city,settlement,552,"Opatów (Tarnobrzeg, Poland)",אפטה (פולין),,,2,2,0,0,place,2,אָפּט;אפּט,person,wikidata;kima
Q2777009,Kefar ha-Noar Ben Shemen (Israel),,,settlement,21911,Kefar ha-Noar Ben Shemen (Israel),כפר הנוער בן שמן (ישראל),31.959019444444,34.927830555556,1,0,1,0,venues,1,בן-שמן,org,wikidata;kima
Q277861,Podolia Governorate,,,settlement,,,,,,30,30,0,0,place;province,17,"פּאָד, גוב.;פּאָד. גוב;פּאָד. גוב.;פּאָדאָל. גוב.;פּאָדאָל. גובּ.;פּאָדאָליער גוב.;פּאָדאָליער געגנט;פּאָדאָלער גוב;פּאָדאָלער גוב.;פּאָדאָלער גובערניע;פאַד. גוב.;קאָמענעץ-פּאָדאָלסק. גוב.;קאָמענעץ-פּאָדאָלסקער גוב.;קאָמענעץ-פּאָדאָלער גובערניע;קאָמענעץ-פּאָדאָלער געגנט;קאמענעץ פּאָדאָלסק .גוב;פֿאָדאָלער גוב.",person,wikidata
Q278100,Smilavičy,,urban settlement in Belarus,other,,,,,,1,1,0,1,place,1,סמילאָוויטש,person,wikidata
Q2788497,Babtai,,Q3957,settlement,,,,,,1,1,0,0,place,1,באָבט,person,wikidata
Q279583,Vilna Governorate,,,settlement,,,,,,22,22,0,0,province,3,"אָשמיאַנער קרייז, ווילנער גוב.;ווילנער גוב.;ווילנער געגנט",person,wikidata
Q28,Hungary,אונגארן,"sovereign state, landlocked country, country, successor state",country,7547,Hungary,הונגריה,,,17,10,7,0,countries;country;place,3,אונגאַרן;אונגאָרן;אונגארן,org;person,wikidata;kima
Q2837197,Kovalivka,,village of Ukraine,settlement,,,,,,1,1,0,0,place,1,קאָוואָלאָווקאַ,person,wikidata
Q28513,Austria–Hungary,עסטרייך אונגארישע אימפעריע,"sovereign state, historical country, empire, real union, country",country,,,,,,3,2,1,0,countries;country;place,1,עסטרייך-אונגאָרן,org;person,wikidata
Q28516,Tarnobrzeg,דזשיקאוו,"city with powiat rights in Poland, city",settlement,17845,Tarnobrzeg (Poland),טרנובז'ג (פולין),,,1,1,0,1,place,1,דזשיקאָוו,person,wikidata;kima
Q286696,Krynki,קרינקי,city,settlement,23863,Krynki (Poland),קרינקי (פולין),,,1,1,0,0,place,1,קריניק,person,wikidata;kima
Q2887,Santiago,סאנטיאגא,"city in Chile, big city, largest city, global city",settlement,7869,Santiago (Chile),סנטיאגו (צ'ילה),-33.437500,-70.650000,4,2,2,0,place;settlements,1,סאַנטיאגאָ,org;person,wikidata;kima
Q2897810,"Kiryat Shaul (Ramat Hasharon, Israel)",,,settlement,26741,"Kiryat Shaul (Ramat Hasharon, Israel)","קרית שאול (רמת השרון, ישראל)",32.1244444,34.8238889,1,1,0,0,place,1,קרית שאַול,person,wikidata;kima
Q2903457,light unto the nations,אור־לגױים,,other,,,,,,2,1,1,1,place;settlements,1,אָרלע,org;person,wikidata
Q2904366,Pat,,,settlement,,,,,,1,0,1,0,settlements,1,פת,org,wikidata
Q2906653,"Nahalat Yits'hak (Tel Aviv-Yafo, Israel)",,,settlement,22914,"Nahalat Yits'hak (Tel Aviv-Yafo, Israel)","נחלת יצחק (תל אביב-יפו, ישראל)",32.0755555555556,34.7986111111111,1,0,1,0,settlements,1,נחלת יצחק,org,wikidata;kima
Q2911280,Borough Park,,,settlement,,,,,,2,0,2,0,settlements,2,באָראַ פּאַרק;באָראָ-פּאַרק,org,wikidata
Q2916085,Moisés Ville,,municipality,settlement,15757,Moisés Ville (Argentina),מוזסוויל (ארגנטינה),,,1,1,0,0,place,1,מאָזעסווייל,person,wikidata;kima
Q2919755,Kotsk,קאצק,,other,,,,,,1,1,0,1,place,1,קאָצק,person,wikidata
Q2920508,Indura,,"agrotown, urban settlement in Belarus",settlement,19671,Indura (Belarus),אמדור (בלארוס),,,2,2,0,2,place,2,אַמדור;אמדור,person,wikidata;kima
Q298,Chile,,,settlement,,,,,,4,0,4,0,countries;venues,1,טשילע,org,wikidata
Q29803,Isuzu,,"automobile manufacturer, business, brand",other,,,,,,3,3,0,3,place,2,האַרבי;כאָרבין,person,wikidata
Q2980432,Kornyn,,"urban-type settlement in Ukraine, human settlement",settlement,,,,,,1,1,0,0,place,1,קאָרנין,person,wikidata
Q2995176,Radunʹ (Belarus),,,settlement,16171,Radunʹ (Belarus),רדין (בלארוס),54.0530555555556,24.9977777777778,2,0,2,0,settlements,2,ראַדין;ראָדין,org,wikidata;kima
Q2999,Würzburg (Germany),,,settlement,9880,Würzburg (Germany),וירצבורג (גרמניה),49.794444444444,9.9294444444444,1,0,1,0,settlements,1,ווירצבורג,org,wikidata;kima
Q30,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,6421,United States,ארצות הברית,39.828175,-98.5795,766,101,665,0,countries;country;place;settlements;venues,20,USA;אַמעריקע;אָמע'קע;אָמעייקע;אָמעריקע;אמעריקע;יו עס עי;יו-עס-עי;יו. עס. איי.;יונײַטעד סטייטס;פֿאַראייניקטע שטאָטן פֿון אַמעריקע;פאַראייניקטע שטאַטן;פאַראייניקטע שטאָטן;אַמעריקע;פֿאַראייניקטע שטאַטן;פֿאַראייניקטע שטאָטן;פֿאַראייניקטע שטאָטן פֿון אַמעריקע;פֿאַראייניקטע שטאטן;פֿאַראייניקטע שטאטן פֿון אַמעריקע;פֿאַרייניקטע שטאָטן פֿון אַמעריקע,org;person,wikidata;kima
Q30006805,Turzysk Ghetto,,ghetto in Nazi-occupied Europe,death_site,20696,Turiĭsʹk (Ukraine),טריסק (אוקראינה),,,1,1,0,0,place,1,טריסק,person,wikidata;kima
Q30007373,Kėdainiai Ghetto,קיידאן געטא,ghetto in Nazi-occupied Europe,death_site,381,Kėdainiai (Lithuania),קדאייני (ליטא),,,1,1,0,0,place,1,קיידאָן,person,wikidata;kima
Q30007506,Jezierzany Ghetto,אזיראן געטא,ghetto in Nazi-occupied Europe,death_site,,,,,,1,1,0,0,place,1,אָזיראן,person,wikidata
Q30007807,Lazdijai Ghetto,לאזדיי געטא,ghetto in Nazi-occupied Europe,death_site,,,,,,1,1,0,0,place,1,לאזדיי,person,wikidata
Q302169,balut,,,other,,,,,,1,1,0,1,place,1,באַלוט,person,wikidata
Q303015,Fălticeni,,municipality of Romania,settlement,81,Fălticeni (Romania),פאלטיצ'ני (רומניה),47.462500,26.300000,6,4,2,0,place;settlements,5,פאַלטיטשען;פֿאַלטיטשען;פֿאַלטישען;פֿאָלטיטשען;פֿאָלטישען,org;person,wikidata;kima
Q303374,Panemunė,,city or town,settlement,19898,"Panemunė (Kaunas, Lithuania)","פונימון (קובנה, ליטא)",,,1,1,0,0,place,1,פּאַנעמונאָק,person,wikidata;kima
Q305182,Dărmănești,,town in Romania,settlement,,,,,,1,1,0,0,place,1,דאָרף דאַרמאַנעשטי,person,wikidata
Q3075,Fürth,פיורדא,"big city, major regional center, urban municipality in Germany, urban district of Bavaria",neighborhood,167,Fürth (Germany),פירת (גרמניה),49.478333,10.990278,3,2,1,0,place;settlements,3,פֿירט;פיורדאָ;פירט,org;person,wikidata;kima
Q30966549,Zaliztsi Hromada,,"amalgamated hromada, hromada",other,,,,,,1,1,0,1,place,1,זאָלאָצע,person,wikidata
Q31,Belgium,בעלגיע,"sovereign state, federation, country, colonial power, realm",country,9530,Belgium,בלגיה,,,19,2,17,0,countries;country;place;venues,2,בּעלגיע;בעלגיע,org;person,wikidata;kima
Q311867,Lipchani,,village of Ukraine,settlement,,,,48.523611,27.490278,3,1,2,0,place;settlements,3,ליפּקאָן;ליפקאַן;ליפקאָן,org;person,wikidata
Q311975,Boston (England),,,settlement,7080,Boston (England),בוסטון (אנגליה),52.9746,-0.0214,1,0,1,0,settlements,1,Boston,org,wikidata;kima
Q3130,Sydney,סידני,"city, metropolis, big city, largest city, provincial capital, global city, financial center",settlement,100,Sydney (N.S.W.),סידני (אוסטרליה),,,1,1,0,0,place,1,סידני,person,wikidata;kima
Q3138,Trier,,,settlement,,,,,,1,0,1,0,settlements,1,טריער,org,wikidata
Q3141,Melbourne,מעלבארן,"city, region of Victoria, big city, metropolitan area, provincial capital, financial center, metropolis",settlement,632,Melbourne (Vic.),מלבורן (ויקטוריה),-37.814167,144.963056,5,1,4,0,place;settlements,1,מעלבורן,org;person,wikidata;kima
Q31487,Kraków,קראקע,"city with powiat rights in Poland, big city, Hanseatic city, tourist destination, former national capital, city or town, place with town rights and privileges",settlement,489,Krakow (Poland),קרקוב (פולין),50.061389,19.937222,97,30,67,12,place;settlements,5,קראַקע;קראָקאַ;קראָקע;קראקא;קראקע,org;person,wikidata;kima
Q3159,Kursk (Russia),,,settlement,7865,Kursk (Russia),קורסק (רוסיה),51.737222222222,36.187222222222,1,0,1,0,settlements,1,קורסק,org,wikidata;kima
Q319445,Biłgoraj,בילגוריי,urban municipality of Poland,settlement,525,Biłgoraj (Poland),בילגורי (פולין),,,1,1,0,0,place,1,בילגאָריי,person,wikidata;kima
Q319813,Siedlce,,,settlement,294,Siedlce (Poland),שדלץ (פולין),52.183333333333,22.283333333333,2,0,2,0,settlements,1,שעדלעץ,org,wikidata;kima
Q320007,Puławy,,urban municipality of Poland,settlement,,,,,,2,2,0,0,place,2,פּולאַוו;פּולאוו,person,wikidata
Q3208684,Acer Liquid Glow E330,,smartphone model,other,,,,,,4,4,0,3,place;province,1,קאָוונער געטאָ,person,wikidata
Q324884,Brzesko,בריגעל,city,settlement,16514,Brzesko (Poland),בריגל בז'סקו (פולין),,,1,1,0,1,place,1,בריגעל,person,wikidata;kima
Q324892,Staszów,סטאַשעוו,city,settlement,13145,"Staszów (Tarnobrzeg, Poland)",סטשוב (פולין),,,1,1,0,0,place,1,סטאַשעוו,person,wikidata;kima
Q324897,Łask,,city,settlement,22529,Lask (Poland),לאסק (פולין),,,1,1,0,0,place,1,לאָסק,person,wikidata;kima
Q324922,Lipno,,urban municipality of Poland,settlement,18080,"Lipno (Włocławek, Poland)","ליפנו (ולוצלאווק, פולין)",,,1,1,0,0,place,1,ליפנע,person,wikidata;kima
Q327895,Łódź Ghetto,לאדזשער געטא,ghetto in Nazi-occupied Europe,death_site,27130,"Litzmannstadt-Getto (Łódź, Poland)","גיטו ליצמנשטט (לודז', פולין)",51.801389,19.441389,15,8,7,0,place;province;settlements;venues,2,לאָדזשער געטאָ;לאָדזשער געטאָ,org;person,wikidata;kima
Q3287528,Shattuck,,town in the United States,settlement,,,,,,1,1,0,1,place,1,שאָט,person,wikidata
Q33172,Unibet Arena,,"indoor practice facility, event venue",other,,,,,,2,2,0,2,place,1,סיביר,person,wikidata
Q33342,Bila T︠S︡erkva (Ukraine),,,settlement,350,Bila T︠S︡erkva (Ukraine),בילה צרקווה (אוקראינה),,,16,10,6,0,place;settlements,7,ביאָלאַ-צערקאָוו;ביעלאַ צערקאָוו;ביעלאַ-צערקאָוו;ביעלאַצערקאָוו;ביעלאָ צערקאָוו;ביעלאָצערקאָוו;בעלאַ צערקאָוו,org;person,wikidata;kima
Q33486,Hartford,,"city in the United States, state or insular area capital of the United States, big city, municipality seat, county seat",settlement,968,Hartford (Conn.),הרטפורד (קונטיקט),,,1,1,0,0,place,1,האַרטפאָרד,person,wikidata;kima
Q334874,Sighetu Marmației,סיגעט,"municipality of Romania, border city",settlement,99,Sighet (Romania),סיגט (רומניה),47.930944,23.894694,3,2,1,1,place;settlements,2,סיגעט;סיגעט-מאָרמאַראָש,org;person,wikidata;kima
Q33544,Volodymyr,לודמיר,"Royal city in Polish-Lithuanian Commonwealth, city in Ukraine",settlement,11456,Volodymyr-Volynsʹkyĭ (Ukraine),וולודימיר-ולינסקי (אוקראינה),,,2,2,0,0,place,1,לודמיר,person,wikidata;kima
Q335868,Bîrlad (Romania),,,settlement,649,Bîrlad (Romania),בירלד (רומניה),46.216666666667,27.666666666667,2,0,2,0,settlements,2,בערלאָד;בערלאד,org,wikidata;kima
Q336204,Grajewo,,urban municipality of Poland,settlement,883,Grajewo (Poland),גריוה (פולין),,,1,1,0,0,place,1,גראַיעוואַ,person,wikidata;kima
Q33935,Tel Aviv,תל אביב-יפו,"big city, city council, city",settlement,272,Tel Aviv-Yafo (Israel),תל אביב-יפו (ישראל),32.080000,34.780000,24,7,17,1,place;settlements,5,נחלת יצחק;תּל-אָבֿיבֿ;תל אביב;תל-אָביב;תל-אביב,org;person,wikidata;kima
Q33946,Czechoslovakia,טשעכאסלאוואקיי,"sovereign state, historical country",country,9369,Czechoslovakia,צ'כוסלובקיה,,,20,4,16,0,countries;country;venues,4,טשעכאָ-סלאָוואָקייע;טשעכאָסלאָוואַקיי;טשעכאָסלאָוואַקייע;טשעכאָסלאָוואָקייע,org;person,wikidata;kima
Q339563,Gmina Krośniewice,,urban-rural municipality of Poland,settlement,,,,,,2,1,1,0,place;settlements,1,קרושנעוויץ,org;person,wikidata
Q340,Montreal,מאנטרעאל,"city or town of Quebec, metropolis, territory outside RCM in Quebec, college town",settlement,9750,Montréal (Québec),מונטריאול (קוויבק),45.503343,-73.586841,28,2,26,0,place;settlements,4,מאַנטרעאָל;מאָנטרעאַל;מאָנטרעאָל;מאָנטרעאל,org;person,wikidata;kima
Q34006,Hollywood,,,settlement,6953,"Hollywood (Los Angeles, Calif.)","הוליווד (לוס אנג'לס, קליפורניה)",34.0983333333333,-118.326666666667,3,0,3,0,settlements,2,האָליוואוּד;האָליוואוד,org,wikidata;kima
Q3460944,Korczyna,קאַרטשין,village of Poland,settlement,,,,,,1,1,0,1,place,1,קאָרטשין,person,wikidata
Q34647,Johannesburg,יאהאנעסבורג,"city, big city, largest city, provincial capital, global city, financial center",settlement,813,Johannesburg (South Africa),יוהנסבורג (דרום אפריקה),-26.204361,28.041639,11,1,10,0,place;settlements,5,יאָהאַניסבורג;יאָהאַנעסבורג;יאָהאָניסבורג;יאָהאָניסבורגער;יאָהאָנעסבורג,org;person,wikidata;kima
Q3484694,Simple Headphone Mind,,extended play,other,,,,,,1,1,0,1,place,1,טשאַשניקי,person,wikidata
Q3494848,Maišiagala,מיישעגאָלע,human settlement,settlement,,,,,,1,1,0,1,place,1,מישאַגאָלע,person,wikidata
Q35,Denmark,דענמארק,"state, colonial power, country bordering the Baltic Sea, country, autonomous country within the Kingdom of Denmark",country,6281,Denmark,דנמרק,,,3,1,2,0,countries;country,1,דענמאַרק,org;person,wikidata;kima
Q3500094,Papilė,,Q486972,settlement,,,,,,1,1,0,0,place,1,פּאָפּעליאַן,person,wikidata
Q3545343,Župrany,,agrotown,settlement,,,,,,1,1,0,0,place,1,זופּראַן,person,wikidata
Q35493,Almaty,אלמאטיע,"city, largest city, city of republican significance, former national capital",settlement,7366,Alma-Ata (Kazakhstan),אלמה-יטה (קזחסטאן),,,1,1,0,0,place,1,אַלמאַ-אַטאָ,person,wikidata;kima
Q3569718,Fallsburg,פאלסבורג,"town in the United States, town of New York",settlement,369,Fallsburg (N.Y. : Town),פלסבורג (ניו יורק),,,1,1,0,0,place,1,פֿאָלסבורג,person,wikidata;kima
Q3573883,Eastern Galicia,,,settlement,,,,,,80,79,1,0,country;place;province;venues,5,מזרח גאַליציע;מזרח-גאַליציע;מזרח-גאָליציע;מזרח-גאליציע;מזרחגאַליציע,org;person,wikidata
Q36,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,7313,Poland,פולין,,,1192,710,482,0,countries;country;place;settlements;venues,4,פּאָלאַננאָיע;פּוילן;פוילן;פולין,org;person,wikidata;kima
Q36036,Lviv,לעמבערג,"city in Ukraine, Magdeburg rights",settlement,166,Lʹviv (Ukraine),לבוב (אוקראינה),49.842500,24.032222,319,140,179,59,place;province;settlements;venues,7,לבוב;לוואָוו;לוואָוו [לעמבערגער];לעמבערג;לעמבערגער;לעמבערנ;לעמערג,org;person,wikidata;kima
Q36312,Calgary (Alta.),,,settlement,7681,Calgary (Alta.),קלגרי (אלברטה),51.05,-114.066666666667,1,0,1,0,settlements,1,קאָלגאָרי,org,wikidata;kima
Q3646,Krasnodar,קראסנאדאר,"city or town, large city, million city, largest city, capital city, fortress, national capital, national capital, national capital, former national capital, metropolis",settlement,10131,Krasnodarskii krai (Russia),קרסנודאר (רוסיה),,,1,1,0,1,place,1,קראָסנאַ,person,wikidata;kima
Q3646499,Astroŭna,אָסטראָוונע,"village in Belarus, agrotown",settlement,,,,,,1,1,0,1,place,1,אַסטראָוו,person,wikidata
Q3646802,Bieniakoni,,Q1989945,settlement,,,,,,1,1,0,0,place,1,ביניאַקאָני,person,wikidata
Q365,Cologne (Germany),,,settlement,437,Cologne (Germany),קלן (גרמניה),50.942222222222,6.9577777777778,1,0,1,0,settlements,1,קעלן,org,wikidata;kima
Q36704,Yugoslavia,,,settlement,,,,,,2,0,2,0,countries;venues,1,יוגאָסלאַוויע,org,wikidata
Q369007,Tukums Municipality,,"municipality of Latvia, former municipality of Latvia",settlement,,,,,,2,1,1,0,place;settlements,2,טוקוּם;טוקום,org;person,wikidata
Q369383,"Kozi︠a︡tyn (Vinnyt︠s︡ʹka oblastʹ, Ukraine)",,,settlement,73271,"Kozi︠a︡tyn (Vinnyt︠s︡ʹka oblastʹ, Ukraine)","קוזיאטין (מחוז ויניצה, אוקראינה)",,,3,3,0,0,place,1,קאָזיאַטיין,person,wikidata;kima
Q36947,Salvador,,"municipality of Brazil, metropolitan region",settlement,7743,Salvador (Brazil),סלבדור (ברזיל),,,1,1,0,0,place,1,באַהיע,person,wikidata;kima
Q369699,Olsztyn,,Q515,settlement,,,,,,1,1,0,0,place,1,אַלענטאָן,person,wikidata
Q37,Lithuania,ליטע,"sovereign state, unitary state, country bordering the Baltic Sea, country",country,12464,Lithuania,ליטא,55.2,24.0,91,54,37,0,countries;country;province;settlements;venues,1,ליטע,org;person,wikidata;kima
Q3708418,"New York (State), Western",,,settlement,5131,"New York (State), Western","ניו יורק (מדינה), מערב",43.326666666667,-75.3925,1,0,1,0,settlements,1,New York,org,wikidata;kima
Q37133,Mariupol,מאריופאל,"city of regional significance of Ukraine, city in Ukraine, city, city or town",settlement,17998,Mariupolʹ (Ukraine),מריאופול (אוקראינה),,,1,1,0,0,place,1,זשדאַנאָוו,person,wikidata;kima
Q372813,Khortytsia,,village of Ukraine,settlement,18134,Khortyt︠s︡i︠a︡ (Ukraine),חורטיצה (אוקראינה),,,1,1,0,0,place,1,כאָרטיץ,person,wikidata;kima
Q37320,Cleveland,קליוולאנד,"city in the United States, big city, county seat, city of Ohio",settlement,402,Cleveland (Ohio),קליבלנד (אוהיו),41.499167,-81.694722,44,5,39,0,place;settlements,3,קליוולאַנד;קליוולאנד;קליוולענד,org;person,wikidata;kima
Q37333,Lublin,לובלין,"city with powiat rights in Poland, city, big city",settlement,174,Lublin (Poland),לובלין (פולין),51.250000,22.566667,46,15,31,0,place;province;settlements,2,לובלין;לובלינער געטאָ,org;person,wikidata;kima
Q37801,Bălți,בעלץ,"city, big city, municipality of Moldova, market town",settlement,18584,Bălți (Moldova),בלץ (מולדובה),47.761667,27.928889,19,11,8,2,place;settlements,2,באליץ;בעלץ,org;person,wikidata;kima
Q37836,Milwaukee,מילוואקי,"first-class city, big city, county seat",settlement,7493,Milwaukee (Wis.),מילווקי (ויסקונסין),43.050000,-87.950000,20,3,17,0,place;settlements,3,מילוואַקי;מילוואַקיי;מילוואָקי,org;person,wikidata;kima
Q379669,Viekšniai,וועקשנע,city,settlement,23603,Viekšniai (Lithuania),ווקסנא (ליטא),,,2,2,0,0,place,2,וועקשניע;וועקשנע,person,wikidata;kima
Q38,Italy,,,settlement,,,,,,5,0,5,0,countries,3,איטאַליע;איטאָליע;איטאליע,org,wikidata
Q38022,St. Louis,סאנט לואיס,"big city, independent city in the United States, city in the United States",settlement,109,Saint Louis (Mo.),סנט לואיס (מיזורי),38.626389,-90.199444,15,1,14,0,place;settlements,2,סט. לואיס;סט.לואיס,org;person,wikidata;kima
Q3820,Beirut (Lebanon),,,settlement,651,Beirut (Lebanon),בירות (לבנון),33.886944444444,35.513055555556,1,0,1,0,settlements,1,ביירוט,org,wikidata;kima
Q3828,Dessau-Roßlau,,"urban municipality in Germany, major regional center, independent city of Saxony-Anhalt",settlement,75861,Dessau-Rosslau (Germany),דסאו-רוסלאו (גרמניה),,,1,1,0,0,place,1,דעסוי,person,wikidata;kima
Q3829397,Leederville,לידערוויל,neighborhood,neighborhood,,,,-31.936000,115.834000,1,1,0,0,place,1,פּערט,person,wikidata
Q384244,Łuków,לוּקאָוו,urban municipality of Poland,settlement,13292,"Łuków (Siedlce, Poland)",לוקוב (פולין),,,3,3,0,0,place,1,לוקאָוו,person,wikidata;kima
Q384544,Karlovy Vary (Czech Republic),,,settlement,6093,Karlovy Vary (Czech Republic),קרלובי ורי (צ'כיה),50.230555555556,12.8725,1,0,1,0,settlements,1,קארלסבאַד,org,wikidata;kima
Q386487,Mazyr,מאזיר,"city of raion subordinance, big city",settlement,16166,"Mazyr (Homelʹskai︠a︡ voblastsʹ, Belarus)","מוזיר (מחוז הומל, בלארוס)",52.050000,29.233333,2,1,1,0,place;settlements,1,מאָזיר,org;person,wikidata;kima
Q3869,Marburg (Germany),,,settlement,202,Marburg (Germany),מרבורג (גרמניה),50.816666666667,8.7666666666667,1,0,1,0,settlements,1,מאַרבורג,org,wikidata;kima
Q388079,Volodymyrets Raion,,raion of Ukraine,other,,,,,,1,1,0,1,place,1,וולאדימירעץ,person,wikidata
Q38872,Prussia,פרייסן,"historical country, sovereign state, state of the German Confederation 1815–1848 & 1850–1866",country,,,,,,2,2,0,0,country;province,1,פּרייסן,person,wikidata
Q39,Switzerland,,,settlement,7931,Switzerland,שווייץ,46.798562,8.231973,7,0,7,0,countries;venues,1,שווייץ,org,wikidata;kima
Q390162,Huși,,Q640364;Q515,settlement,,,,,,2,2,0,0,place,1,הוש,person,wikidata
Q391461,Grójec,גריצע,"city, Royal city in Polish-Lithuanian Commonwealth",settlement,78155,"Grójec (Województwo Mazowieckie, Poland)","גרוייץ (מחוז מזוביץ, פולין)",,,1,1,0,1,place,1,גריצע,person,wikidata;kima
Q3917727,Pahost Zaharodski,פּאָהאָסט,village in Belarus,settlement,20257,Pogost-Zagorodskiy (Belarus),פוהוסט זגורודסקי (בלארוס),,,1,1,0,0,place,1,פּאַהאַסט,person,wikidata;kima
Q3927,Astrakhan,אסטראכאן,"city or town, big city, administrative territorial entity, port",settlement,12816,Astrakhan (Russia),אסטרחן (רוסיה),,,3,2,1,0,place;settlements,2,אַסטראַכאַן;אַסטראָ,org;person,wikidata;kima
Q392772,Švenčionėliai,,city,settlement,,,,,,1,1,0,1,place,1,נאָוואָ-סוויענצאַן,person,wikidata
Q393,Szczecin,שטעטין,"city with powiat rights in Poland, city, Hanseatic city, border city, big city, tourist destination",settlement,9163,Szczecin (Poland),שצ'צ'ין (פולין),,,1,1,0,0,place,1,שטשעזשעץ,person,wikidata;kima
Q393091,Żelechów,זשעליכאוו,city,settlement,18285,Zelechow (Poland),ז'ליחוב (פולין),,,1,1,0,0,place,1,זשעליכאָוו,person,wikidata;kima
Q393228,Żychlin,זשיכלין,city,settlement,19112,"Żychlin (Konin, Poland)","זיכלין (קונין, פולין)",,,2,2,0,0,place,1,זשיכלין,person,wikidata;kima
Q3936,Bamberg,,"college town, major regional center, urban municipality in Germany, urban district of Bavaria, district capital, urban area",neighborhood,141,Bamberg (Germany),במברג (גרמניה),49.891667,10.891667,3,2,1,0,place;settlements,1,באַמבערג,org;person,wikidata;kima
Q395865,"Stare Miasto, Pomeranian Voivodeship",,Q3558970,settlement,,,,,,1,1,0,0,place,1,סטאָרע-מיאָסטאָ,person,wikidata
Q40,Austria,עסטרייך,"sovereign state, republic, Rechtsstaat, landlocked country, successor state, country",country,7645,Austria,אוסטריה,,,63,4,59,0,countries;country;venues,1,עסטרייך,org;person,wikidata;kima
Q40342,.an,,"country code top-level domain, unassigned top-level domain",country,,,,,,2,2,0,0,country,1,בוכאַראַ,person,wikidata
Q40357,prison,טורמע,type of prison facility,other,,,,,,2,2,0,2,place,2,קאָרדאָוואַ;קאָרדאָוואָ,person,wikidata
Q40435,Buffalo,באפאלא,"city in the state of New York, border city, big city",settlement,361,Buffalo (N.Y.),באפלו (ניו יורק),42.886389,-78.878056,5,2,3,1,place;settlements,4,באָפֿאַלאָ;באָפֿאַלע;באָפֿאָלאָ;בופֿאָלאָ,org;person,wikidata;kima
