source_value	english_name	wikidata_qid	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
זשירארדאָוו	Żyrardów	Q393251	11623	Żyrardów (Poland)	ז'ירדוב (פולין)	WIKIDATA	6-facs_651_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זוואָלין	Zvolen	Q11874	11609	Zvolen (Slovakia)	זבולן (סלובקיה)	WIKIDATA	1-facs_101_tr_1740521155|2-facs_275_tr_1744280807	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בורדוזשען	Burdujeni	Q18537031	27065	Burdujeni (Suceava, Romania)	בורדוזשן (סוצ'אבה, רומניה)	NAME_EXACT	1-facs_122_tr_1740521117	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָקוי	Bakoy	Q4122387	566	Bacău (Romania)	בקאו (רומניה)	NAME_EXACT	1-facs_131_tr_1740521178	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטאָוויסק	Stawiszyn	Q1002685	23800	Stawiszyn (Poland)	סטאווישין (פולין)	WIKIDATA	1-facs_137_tr_1740521115|1-facs_330_r_16	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשאַרנאָבאָל	Chernobyl	Q129677	15239	Chornobylʹ (Ukraine)	צ'רנוביל (אוקראינה)	WIKIDATA	1-facs_142_tr_1740521045	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאָראַטאָוו	Saratov	Q5332	112	Saratov (Russia)	סרטוב (רוסיה)	WIKIDATA	1-facs_18_TextRegion_1711991747546_2519	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מלאָוואַ	Mława	Q983868	241	Mława (Poland)	מלוה (פולין)	WIKIDATA	1-facs_205_tr_1741260263	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
דיבנע	Dubno	Q932184	895	Dubno (Ukraine)	דובנו (אוקראינה)	WIKIDATA	1-facs_250_tr_1741260274	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראָדזימין	Radzymin	Q609246	18483	Radzymin (Poland)	רדזימין (פולין)	WIKIDATA	1-facs_254_tr_1741260244|2-facs_286_tr_1744280812	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
רואיזנא	Ruzhany	Q615132	20849	Ruzhany (Belarus)	רוז'ינוי (בלארוס)	WIKIDATA	1-facs_255_tr_1741260322	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טעראָספּאָל	Tiraspol	Q132572	628	Tiraspol (Moldova)	טירספול (מולדובה)	WIKIDATA	1-facs_260_tr_1741260279	death	yes	Zylbercweig lexicon (Maaty reconciliation)
אַלענטאָן	Olsztyn	Q369699	6141	Olsztyn (Wojewodztwo Warminsko-Mazurskie, Poland)	אולשטין (מחוז ורמיה-מזוריה, פולין)	NAME_EXACT	1-facs_278_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ביעלאַ צערקאָוו	Bila Tserkva	Q33342	350	Bila T︠S︡erkva (Ukraine)	בילה צרקווה (אוקראינה)	WIKIDATA	1-facs_280_TextRegion_1711971459737_380	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
האָמעל	Gomel	Q2678	10963	Homelʹ (Belarus)	הומל (בלארוס)	WIKIDATA	1-facs_294_tr_1741260445|1-facs_300_r_5|2-facs_178_r_5	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָווידוואָר	Nowy Dwór Mazowiecki	Q690039	42	Nowy Dwór Mazowiecki (Poland)	נובי דבור מזוביצקי (פולין)	WIKIDATA	1-facs_306_tr_1741260491|2-facs_65_tr_1744131354	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָדימאַ	Kodyma	Q889573	80299	Kodyma (Ukraine)	קודימה (אוקראינה)	WIKIDATA	1-facs_307_r_2|1-facs_308_tr_1741260516	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
וולאַצלאָוועק	Włocławek	Q106681	15730	Włocławek (Poland)	ולוצלאווק (פולין)	WIKIDATA	1-facs_309_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשערנאָבאָל	Chernobyl	Q129677	15239	Chornobylʹ (Ukraine)	צ'רנוביל (אוקראינה)	WIKIDATA	1-facs_30_TextRegion_1709402283554_1191	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זוועניגאָראָדקע	Zvenyhorodka	Q219836	23182	Zvenyhorodka (Ukraine)	זבניגורודקה (אוקראינה)	WIKIDATA	1-facs_31_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
וואָסילקאָוו	Vasylkiv	Q997421	18640	Vasylʹkiv (Ukraine)	ואסילקיב (אוקראינה)	WIKIDATA	1-facs_320_tr_1741260434|1-facs_42_tr_1740520988|5-facs_400_tr_1739220489	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בערלאָד	Bârlad	Q16898617	649	Bîrlad (Romania)	בירלד (רומניה)	NAME_EXACT	1-facs_335_tr_1741260411	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
האָללע	Halle (Saale)	Q2814	7281	Halle an der Saale (Germany)	האלה על נהר זאלה (גרמניה)	WIKIDATA	1-facs_342_tr_1741260502	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ביאָלאַ-צערקאָוו	Bila Tserkva	Q33342	350	Bila T︠S︡erkva (Ukraine)	בילה צרקווה (אוקראינה)	WIKIDATA	1-facs_365_tr_1741260403	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאַטאַנאָף	Sataniv	Q2629630	23839	Sataniv (Ukraine)	סאטאניב (אוקראינה)	NAME_EXACT	1-facs_405_TextRegion_1710157093565_274	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שעראָדז	Sieradz	Q745074	14700	Sieradz (Poland)	שייראדז (פולין)	WIKIDATA	1-facs_411_tr_1739715050|1-facs_411_tr_1739715062|5-facs_355_r_2	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בילגאריי	Biłgoraj	Q319445	525	Biłgoraj (Poland)	בילגורי (פולין)	WIKIDATA	1-facs_412_TextRegion_1710153717390_60	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טיראָספּאָל	Tiraspol	Q132572	628	Tiraspol (Moldova)	טירספול (מולדובה)	WIKIDATA	1-facs_41_tr_1740521069	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קיידאן	Kėdainiai	Q735138	381	Kėdainiai (Lithuania)	קדאייני (ליטא)	WIKIDATA	1-facs_45_tr_1740521094|2-facs_150_tr_1744279160|5-facs_26_tr_1729945346	birth	no	Zylbercweig lexicon (Maaty reconciliation)
מלאָוואָ	Mława	Q983868	241	Mława (Poland)	מלוה (פולין)	WIKIDATA	1-facs_57_tr_1740521100	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
הרובישאָוו	Hrubieszów	Q924103	969	Hrubieszów (Poland)	הרובישוב (פולין)	WIKIDATA	1-facs_57_tr_1740521103|5-facs_215_tr_1739221509	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ניעזשין	Nizhyn	Q952457	1644	Niz︠h︡yn (Ukraine)	ניזהין (אוקראינה)	WIKIDATA	1-facs_61_tr_1740521167	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קוטנאָ	Kutno	Q202160	384	Kutno (Poland)	קוטנו (פולין)	WIKIDATA	1-facs_69_tr_1740521066	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מיכאָלאָווצע	Mykhailivtsi	Q4297855	1633	Michalovce (Slovakia)	מיכלובצה (סלובקיה)	NAME_EXACT	1-facs_83_tr_1740521029	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סיגעט-מאָרמאַראָש	Sighetu Marmației	Q334874	99	Sighet (Romania)	סיגט (רומניה)	WIKIDATA	1-facs_87_tr_1740520981	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בעלאַ צערקאָוו	Bila Tserkva	Q33342	350	Bila T︠S︡erkva (Ukraine)	בילה צרקווה (אוקראינה)	WIKIDATA	1-facs_89_tr_1740521002	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָנסטאָנצאַ	Constanța	Q79808	15277	Constanţa (Romania : Județ)	קונסטנצה (רומניה : מחוז)	WIKIDATA	1-facs_96_tr_1740521111	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַסטראָווצע	Ostrowiec Świętokrzyski	Q730929	745	Ostrowiec Świętokrzyski (Poland)	אוסטרוביץ (פולין)	WIKIDATA	1-facs_97_r|6-facs_655_tr_1747931510	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קוטנע	Kutno	Q202160	384	Kutno (Poland)	קוטנו (פולין)	WIKIDATA	1-facs_98_tr_1740520999|2-facs_340_tr_1744365805|4-facs_405_tr_1755029979	birth	no	Zylbercweig lexicon (Maaty reconciliation)
וולאצלאַוועק	Włocławek	Q106681	15730	Włocławek (Poland)	ולוצלאווק (פולין)	WIKIDATA	2-facs_108_tr_1744279182	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשערקאַס	Cherkasy	Q157055	10937	Cherkasy (Ukraine)	צ'רקאסי (אוקראינה)	WIKIDATA	2-facs_133_tr_1744279149	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
וולאָצלאַוועק	Włocławek	Q106681	15730	Włocławek (Poland)	ולוצלאווק (פולין)	WIKIDATA	2-facs_188_tr_1744279095|5-facs_136_tr_1733832804|6-facs_78_tr_1747746117	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מעזריטש	Międzyrzec Podlaski Ghetto	Q2069079	223	Międzyrzec Podlaski (Poland)	מזריץ' (פולין)	NAME_EXACT	2-facs_221_r_4|7-facs_68_r_4	birth	no	Zylbercweig lexicon (Maaty reconciliation)
איווענעץ	Ivianiec	Q2995144	20825	Ivi︠a︡nets (Belarus)	איוונץ (בלארוס)	WIKIDATA	2-facs_266_tr_1744280774	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זוועניגראָדקאָ	Zvenyhorodka	Q219836	23182	Zvenyhorodka (Ukraine)	זבניגורודקה (אוקראינה)	WIKIDATA	2-facs_273_tr_1744280704	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַמשינאָוו	Mszczonów	Q477955	23922	Mszczonów (Poland)	אמשינוב (פולין)	WIKIDATA	2-facs_311_tr_1744365774|2-facs_41_tr_1744131374|3-facs_20_tr_1752653058	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
איזשביץ	Iziaslav	Q841029	15851	Izi︠a︡slav (Ukraine)	איזיאסלב (אוקראינה)	WIKIDATA	2-facs_317_r_3|5-facs_112_tr_1733832831	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואַפּאָלטאָווסק	Novopoltavka	Q4325023	88084	Novopoltavka (Ukraine)	נובופולטבקה (אוקראינה)	WIKIDATA	2-facs_357_tr_1744365782	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באַקוי	Bakoy	Q4122387	566	Bacău (Romania)	בקאו (רומניה)	NAME_EXACT	2-facs_63_tr_1744131371|5-facs_615_r_516	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָרלע	Wohyń	Q321946	27091	Wohyń (Poland)	ווהין (פולין)	WIKIDATA	3-facs_147_tr_1754213836	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שאַוועל	Šiauliai	Q134712	298	Šiauliai (Lithuania)	שול (ליטא)	WIKIDATA	3-facs_15_tr_1752653010|5-facs_276_tr_1739221991	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מאַקאָוו	Maków Mazowiecki	Q983871	19362	Makow Mazowiecki (Poland)	מקוב מזוביצק (פולין)	WIKIDATA	3-facs_279_tr_1755674208	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָבט	Babtai	Q2788497	23786	Babtai (Lithuania)	בבטאי (ליטא)	NAME_EXACT	4-facs_322_tr_1754998436	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאַלושיין	Kałuszyn	Q987160	18019	Kałuszyn (Warsaw, Poland)	קאלושין (ורשה, פולין)	WIKIDATA	4-facs_355_tr_1754998470	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאַנאַטאָפּ	Konotop	Q162083	17312	Konotop (Sumsʹka oblastʹ, Ukraine)	קונוטופ (מחוז סומי, אוקראינה)	WIKIDATA	4-facs_386_tr_1755029933	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָלנע	Kolno	Q587155	13492	Kolno (Łomża, Poland)	קולנה (לומז'ה, פולין)	NAME_EXACT	4-facs_404_tr_1755030317	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַסטראָפּאָליע	Starokostiantyniv	Q997429	19134	Starokosti︠a︡ntyniv (Ukraine)	סטארוקוסטיאנטיניב (אוקראינה)	WIKIDATA	4-facs_433_tr_1755030211	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואָראַדאָמסק	Piotrków Trybunalski	Q158004	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	4-facs_595_tr_1755030240	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
הרובעשאָוו	Hrubieszów	Q924103	969	Hrubieszów (Poland)	הרובישוב (פולין)	WIKIDATA	4-facs_596_tr_1755029963	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָרדאָוואַ	Córdoba	Q44210	8766	Córdoba (Argentina)	קורדובה (ארגנטינה)	WIKIDATA	4-facs_619_tr_1755030061	death	yes	Zylbercweig lexicon (Maaty reconciliation)
ראַכאָוו	Rakhiv	Q146510	88385	Rakhiv (Ukraine)	רחיב (אוקראינה)	WIKIDATA	4-facs_655_tr_1755030265	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּאַשקאַן	Pașcani	Q2438640	23554	Pasichna (Kiev, Ukraine)	פאשקאן (קייב, אוקראינה)	NAME_EXACT	4-facs_670_tr_1755030253	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פאָקשאָני	Focșani	Q16898650	8760	Focsani (Romania)	פוקשאן (רומניה)	NAME_EXACT	4-facs_95_tr_1753602022	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זאַבלודאָוואַ	Zabłudów	Q1906311	18112	Zabłudów (Poland)	זבלודוב (פולין)	WIKIDATA	5-facs_114_tr_1733832736	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אסטראָווצע	Ostrowiec Świętokrzyski	Q730929	745	Ostrowiec Świętokrzyski (Poland)	אוסטרוביץ (פולין)	WIKIDATA	5-facs_29_r_427	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
לויוויטש	Łowicz	Q109992	13898	Łowicz (Poland)	לוביץ' (פולין)	WIKIDATA	5-facs_326_tr_1739221462|6-facs_657_tr_1747931522	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָצק	Kock	Q991819	391	Kock (Poland)	קוצק (פולין)	WIKIDATA	5-facs_369_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
איווענען	Ivianiec	Q2995144	20825	Ivi︠a︡nets (Belarus)	איוונץ (בלארוס)	WIKIDATA	5-facs_437_tr_1739221511	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאָכאַטשאָוו	Sochaczew	Q250485	18416	Sochaczew (Poland)	סוכטשוב (פולין)	WIKIDATA	5-facs_43_tr_1733050580|6-facs_53_r_13	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראַדזימין	Radzymin	Q609246	18483	Radzymin (Poland)	רדזימין (פולין)	WIKIDATA	5-facs_548_tr_1739220547	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאַלושין	Kałuszyn	Q987160	18019	Kałuszyn (Warsaw, Poland)	קאלושין (ורשה, פולין)	WIKIDATA	5-facs_557_tr_1739222013	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טיראַספּאָל	Tiraspol	Q132572	628	Tiraspol (Moldova)	טירספול (מולדובה)	WIKIDATA	5-facs_569_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
וולאַצלאַוועק	Włocławek	Q106681	15730	Włocławek (Poland)	ולוצלאווק (פולין)	WIKIDATA	6-facs_70_tr_1747746125	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשערקאָס	Cherkasy	Q157055	10937	Cherkasy (Ukraine)	צ'רקאסי (אוקראינה)	WIKIDATA	7-facs_10_r_7	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואָ ראַדאָמסק	Piotrków Trybunalski	Q158004	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	7-facs_52_r_11	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָרדאָוואָ	Córdoba	Q44210	8766	Córdoba (Argentina)	קורדובה (ארגנטינה)	WIKIDATA	7-facs_55_tr_1756359778	death	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָנסטאַנצאַ	Constanța	Q79808	15277	Constanţa (Romania : Județ)	קונסטנצה (רומניה : מחוז)	WIKIDATA	7-facs_62_r_7	death	yes	Zylbercweig lexicon (Maaty reconciliation)
קאָלאָמעאַ	Kolomyia	Q52193	1674	Kolomyi︠a︡ (Ukraine)	קולומיה (אוקראינה)	WIKIDATA	1-facs_134_tr_1740520966|1-facs_282_tr_1741260213|1-facs_383_tr_1739715262|1-facs_93_tr_1740521070|2-facs_34_tr_1744131418	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סטרזשיזשאָוו	Strzyżów	Q835423	16905	Strzyżów (Rzeszów, Poland)	סטז'יז'וב (פולין)	WIKIDATA	1-facs_150_tr_1740521123	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בלאַזשאָווא	Błażowa	Q122758	15902	Błażowa (Poland)	בלאז'ובה (פולין)	WIKIDATA	1-facs_278_tr_1741260247	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נזשיבי	Nizhankovichi	Q1020050	87879	Nyzhankovychi (Ukraine)	ניז'יאנקוביצה (אוקראינה)	WIKIDATA	1-facs_300_r_4	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טאָרנאָוו	Tarnów	Q106281	765	Tarnów (Poland)	טרנוב (פולין)	WIKIDATA	1-facs_332_tr_1741260405	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זשעשאָוו	Rzeszów	Q598	451	Rzeszów (Poland)	רישא (פולין)	WIKIDATA	1-facs_351_tr_1741260418	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָדוואורנאַ	Nadvirna	Q156820	1640	Nadvirna (Ukraine)	נדבורנה (אוקראינה)	WIKIDATA	1-facs_353_tr_1741260469	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בזשאָזאָוו	Brzozów	Q150017	18394	Brzozów (Rzeszów, Poland)	בז'וזוב (פולין)	NAME_EXACT	1-facs_375_r_6	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
באָלטאָ	Balta	Q2310098	21649	Balta (Ukraine)	בלטה (אוקראינה)	NAME_EXACT	1-facs_51_tr_1740521072	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
מיעלעץ	Mielec	Q658861	242	Mielec (Poland)	מליץ (פולין)	WIKIDATA	2-facs_284_tr_1744280795|3-facs_271_tr_1755674157	birth	no	Zylbercweig lexicon (Maaty reconciliation)
יאַנאָוו	Jonava	Q743218	17163	Jonava (Lithuania)	ינובה (ליטא)	WIKIDATA	4-facs_103_tr_1753681918	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פידקאמען	Pidkamin	Q2509983	71242	Pidkamin (Ukraine)	פידקאמין (אוקראינה)	WIKIDATA	4-facs_276_tr_1754998430	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סקאַלאַ ביים זברוטש	Skala-Podilska	Q969475	8001	Skala-Podilʹsʹka (Ukraine)	סקאלה-פודילסקה (אוקראינה)	WIKIDATA	4-facs_279_tr_1754998502	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זבאַראָוו	Zbarazh	Q1019899	12047	Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)	זברז' (אוקראינה)	WIKIDATA	4-facs_599_tr_1755030067	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשאַרטקאָוו	Chortkiv	Q148473	18410	Chortkiv (Ukraine)	צ'ורטקוב (אוקראינה)	WIKIDATA	4-facs_660_tr_1755030252|7-facs_84_tr_1757228895	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאַנדאָוו ווישניאַ	Sudova Vyshnia	Q1026911	13173	Sudova Vyshni︠a︡ (Ukraine)	סונדובה וישניא (אוקראינה)	WIKIDATA	4-facs_91_tr_1753602024	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
רזשעשאָוו, (ריישע)	Rzeszów	Q598	451	Rzeszów (Poland)	רישא (פולין)	WIKIDATA	5-facs_167_tr_1735652645	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פֿעאָדאָסיאָ	Feodosiia	Q158491	14307	Feodosii︠a︡ (Ukraine)	פאודוסיה (אוקראינה)	WIKIDATA	5-facs_293_tr_1739221835	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראָאָילאַ	Brăila	Q188478	9693	Brăila (Romania)	בראילה (רומניה)	WIKIDATA	1-facs_117_tr_1740520943	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאָסניצע	Sosnytsia	Q1718330	73989	Sosnyt︠s︡i︠a︡ (Ukraine)	סוסניציה (אוקראינה)	WIKIDATA	1-facs_137_tr_1740521116	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראַאילאַ	Brăila	Q188478	9693	Brăila (Romania)	בראילה (רומניה)	WIKIDATA	1-facs_355_tr_1741260495|4-facs_276_tr_1754998432|5-facs_31_r_2599|6-facs_144_tr_1747825163	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אָסטראָלענקאָ	Ostrołęka	Q461287	11651	Ostrołęka (Ostrołęka, Poland)	אוסטרולקה (אוסטרולקה, פולין)	WIKIDATA	1-facs_413_r_8|2-facs_62_tr_1744131377	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראַדזין	Radzyń Podlaski	Q983866	491	Radzyń Podlaski (Poland)	ראדזין פודלסקי (פולין)	WIKIDATA	1-facs_415_r_9	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַלעקסאָט	Aleksotas	Q117542383	20058	Aleksotas (Kaunas, Lithuania)	אלקסוטס (קובנה, ליטא)	NAME_EXACT	2-facs_370_tr_1744366797|3-facs_158_tr_1755156151	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
טשעכאַנאָוו	Ciechanów	Q745051	674	Ciechanów (Poland)	צ'כנוב (פולין)	WIKIDATA	3-facs_284_tr_1755674196|4-facs_385_tr_1755029934|6-facs_660_r	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
בראַאילא	Brăila	Q188478	9693	Brăila (Romania)	בראילה (רומניה)	WIKIDATA	4-facs_278_tr_1754998432	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּעריעסלאָוו	Pereiaslav	Q639839	1653	Pereiaslav-Khmelnytskyi (Ukraine)	פריאסלאב-חמלניצקי (אוקראינה)	WIKIDATA	4-facs_453_tr_1755030106	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פרעשאָוו	Prešov	Q26119	11110	Presov (Slovakia)	פרשוב (סלובקיה)	WIKIDATA	5-facs_208_tr_1739221724|5-facs_208_tr_1739221724	burial|death	yes	Zylbercweig lexicon (Maaty reconciliation)
אָסטראָלענקאַ	Ostrołęka	Q461287	11651	Ostrołęka (Ostrołęka, Poland)	אוסטרולקה (אוסטרולקה, פולין)	WIKIDATA	5-facs_417_tr_1739222565	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
ראַדזיין	Radzyń Podlaski	Q983866	491	Radzyń Podlaski (Poland)	ראדזין פודלסקי (פולין)	WIKIDATA	6-facs_76_tr_1747746207	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
גראָדזיסק	Grodzisk Mazowiecki	Q924078	19977	Grodzisk Mazowiecki (Poland)	גרודז'יסק מזובייצקי (פולין)	WIKIDATA	1-facs_114_tr_1740520993	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
דובאַסאָר	Dubăsari	Q688654	14528	Dubăsari (Moldova)	דובוסרי (מולדובה)	WIKIDATA	1-facs_123_tr_1740520960	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
הערצאָ	Hertsa	Q147741	6926	Hert︠s︡a (Ukraine)	הרצה (אוקראינה)	WIKIDATA	1-facs_148_tr_1740521145	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סימני	Simnas	Q1892074	26419	Simnas (Lithuania)	סימנס (ליטא)	NAME_EXACT	1-facs_209_tr_1741260255	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
זבאַרא	Zbarazh	Q1019899	12047	Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)	זברז' (אוקראינה)	WIKIDATA	1-facs_278_tr_1741260263	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
שקלאָוו	Škłow	Q730175	262	Shkloŭ (Belarus)	שקלוב (בלארוס)	WIKIDATA	1-facs_281_r_3	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
לאָנדאָן	London	Q84	688	London (England)	לונדון (אנגליה)	WIKIDATA	1-facs_281_tr_1741260294|1-facs_340_tr_1741260477|2-facs_106_tr_1744279088|2-facs_115_tr_1744279184|2-facs_116_tr_1744279128|2-facs_116_tr_1744279129|2-facs_162_tr_1744279207|2-facs_186_tr_1744279144|2-facs_351_r|4-facs_248_tr_1754998566|6-facs_249_tr_1747928987	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
פּיעטראָקאָוו	Piotrków Trybunalski	Q158004	250	Piotrkow Trybunalski (Poland)	פיוטרקוב (פולין)	WIKIDATA	1-facs_360_TextRegion_1710852654922_221	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סאַן אַנטאָניאָ	San Antonio	Q975	7507	San Antonio (Tex.)	סן אנטוניו (טקסס)	WIKIDATA	1-facs_364_tr_1741260432	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סלאָנים	Slonim	Q863576	102	Slonim (Belarus)	סלונים (בלארוס)	WIKIDATA	1-facs_382_tr_1739715265|1-facs_382_tr_1739715272|1-facs_382_tr_1739715275|2-facs_85_tr_1744131373|4-facs_60_tr_1753681919	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אמדור	Indura	Q2920508	19671	Indura (Belarus)	אמדור (בלארוס)	WIKIDATA	1-facs_394_tr_1739715058	birth	no	Zylbercweig lexicon (Maaty reconciliation)
פּינסק	Pinsk	Q204150	409	Pinsk (Belarus)	פינסק (בלארוס)	WIKIDATA	1-facs_412_TextRegion_1710153689691_21	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַמדור	Indura	Q2920508	19671	Indura (Belarus)	אמדור (בלארוס)	WIKIDATA	1-facs_416_tr_1739715065	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
נאָוואמינסק, (איצט מינסק-מאַזאָוויעצק)	Mińsk Mazowiecki	Q648071	18383	Mińsk Mazowiecki (Poland)	מינסק מזובייצקי (פולין)	WIKIDATA	1-facs_43_tr_1740520992	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
אַ דאַרף	Bodrogkeresztúr	Q665853	16904	Bodrogkeresztúr (Hungary)	קרסטיר (הונגריה)	WIKIDATA	1-facs_47_tr_1740521070|3-facs_30_tr_1752652991	birth	yes	Zylbercweig lexicon (Maaty reconciliation)
סעלץ	Sielec, Lublin Voivodeship	Q7510828	23515	Selets (Lithuania)	סלץ (ליטא)	NAME_EXACT	1-facs_49_tr_1740521084|4-facs_406_tr_1755029923	birth	no	Zylbercweig lexicon (Maaty reconciliation)
