unlinked_id,label_yi,label_en,qid,lat,lon,occurrences,fields,_match_status,_match_method,_confidence,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
U685,סימפעראָפּאָל,,,,,2,settlements,name_exact,name_exact,0.95,101,Simferopol (Ukraine),סימפרופול (אוקראינה),,
U686,סינאָגאָגע,,,,,2,venues,no_match,,0.0,,,,,
U687,סינגער-האָל,,,,,2,venues,no_match,,0.0,,,,,
U688,סמבטיון,,,,,2,venues,no_match,,0.0,,,,,
U689,סעקאַנד-עוועניו-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U690,סעקאָנד עוועניו טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U691,סקאַלאַ טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U692,סקאַלאָ טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U693,סקאָלאַ-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U694,סקאלא-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U695,עלדאָראַדאָ-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U696,עליזעאום,,,,,2,venues,no_match,,0.0,,,,,
U697,עליזעאום טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U698,עליזעאום טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U699,עליזעום,,,,,2,venues,no_match,,0.0,,,,,
U700,עליזעום-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U701,עסטרייך-אונגאָרן,,,,,2,countries;place,no_match,,0.0,,,,,
U702,פ. ס. ס. ר.,,,,,2,countries,no_match,,0.0,,,,,
U703,פּאַוויליאָן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U704,פּאָבליק טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U705,פּאָבליק טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U706,פּאָבליק-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U707,פּאָבליק-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U708,פּאָד. גוב,,,,,2,province,no_match,,0.0,,,,,
U709,פּאָוויליאָן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U710,פּאָוויליאָן-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U711,פּאָלטאווע,Poltava,Q125286,,,2,settlements,name_exact,name_exact,0.95,511,Poltava (Ukraine),פולטבה (אוקראינה),,
U712,פּאָמול ווערדי,,,,,2,venues,no_match,,0.0,,,,,
U713,פּאָניאַטאָוו,Poniatowa,Q1132344,,,2,settlements,fuzzy,fuzzy,1.0,,,,,82223
U714,פּאָרין,,,,,2,settlements,fuzzy,fuzzy,0.75,,,,,81106
U715,פּויליש-רוסלאַנד,,,,,2,country;province,no_match,,0.0,,,,,
U716,פּוילישן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U717,פּולס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U718,פּולס-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U719,פּיאַטריקאָוו,Piotrków Trybunalski,Q204130,,,2,settlements,name_exact,name_exact,0.95,27136,Piotrków Trybunalski (Poland : Powiat),פיוטרקוב (פולין : מחוז),,
U720,פּיעדראַס 564,,,,,2,addresses;venues,no_match,,0.0,,,,,
U721,פּיעטראָקאָוו,,,,,2,settlements,fuzzy,fuzzy,0.667,,,,,250
U722,פּיפּלס מיוזיק-האָל,,,,,2,venues,no_match,,0.0,,,,,
U723,פּיפּלס-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U724,פּיפלס-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U725,פּעטערסבורג,Saint Petersburg,Q656,,,2,settlements,name_exact,wikidata,0.99,678,Saint Petersburg (Russia),פטרבורג (רוסיה),,
U726,פּעטראָגראַד,,,,,2,settlements,name_exact,name_exact,0.95,678,Saint Petersburg (Russia),פטרבורג (רוסיה),,
U727,פּראַטערשטראַסע,,,,,2,addresses;venues,no_match,,0.0,,,,,
U728,פּראָספּעקט-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U729,פּראָספּעקט-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U730,פּרינצעס סטריט,,,,,2,addresses,no_match,,0.0,,,,,
U731,פּרינצעס קלוב,,,,,2,venues,no_match,,0.0,,,,,
U732,פאַוויליאָן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U733,פאַרווערטס,,,,,2,venues,fuzzy,fuzzy,0.625,,,,,23718
U734,פאַרלאַג,,,,,2,venues,no_match,,0.0,,,,,
U735,פאַרקוועי טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U736,פאָלקס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U737,פאָלקס-הויז,,,,,2,venues,no_match,,0.0,,,,,
U738,פאָלקס-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U739,פולס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U740,פיטסבורג,,,,,2,settlements,fuzzy,fuzzy,1.0,,,,,76144|73409|87624|83456
U741,פילאָדעלפיע,,,,,2,settlements,name_exact,name_exact,0.95,408,Philadelphia (Pa.),פילדלפיה (פנסילבניה),,
U742,פלאָרידאַ,,,,,2,venues,no_match,,0.0,,,,,
U743,פראָנטשישקאנער 36,,,,,2,addresses,no_match,,0.0,,,,,
U744,צווייטער עוועניו,,,,,2,addresses;venues,no_match,,0.0,,,,,
U745,צענטראַל-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U746,צענטראָל,,,,,2,venues,no_match,,0.0,,,,,
U747,צענטראָל-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U748,קאַווקאַז,,,,,2,settlements;venues,fuzzy,fuzzy,1.0,,,,,1138|81454
U749,קאַליפֿאָרניע,,,,,2,place;venues,no_match,,0.0,,,,,
U750,קאַמינסקי טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U751,קאַמינסקי-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U752,קאַמינסקיס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U753,קאַראָוואַ גאַס,,,,,2,addresses;venues,no_match,,0.0,,,,,
U754,קאַרל-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U755,קאַרנעני האָל,,,,,2,venues,no_match,,0.0,,,,,
U756,קאָוונער גובערניע,,,,,2,province;venues,no_match,,0.0,,,,,
U757,קאָוונער ליטע,,,,,2,province;venues,no_match,,0.0,,,,,
U758,קאָלאָמעאַ,Kolomyia,Q210077,,,2,settlements,name_exact,name_exact,0.95,1674,Kolomyi︠a︡ (Ukraine),קולומיה (אוקראינה),,
U759,קאָלאָסעום,,,,,2,venues,no_match,,0.0,,,,,
U760,קאָלאָראָדאָ,,,,,2,province,no_match,,0.0,,,,,
U761,קאָלומביאַ-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U762,קאָליסעום-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U763,קאָליפֿאַרניע,California,Q99,,,2,province;settlements,name_exact,wikidata,0.99,7652,California,קליפורניה,,
U764,קאָנסטאַנטינער גאַס,,,,,2,addresses,no_match,,0.0,,,,,
U765,קאָנסערוואַטאָריום,,,,,2,venues,no_match,,0.0,,,,,
U766,קאָנצענטראַציע-לאַגער,,,,,2,place,no_match,,0.0,,,,,
U767,קאמענעץ-פּאַדאָלסק,,,,,2,settlements,name_exact,name_exact,0.95,9048,Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine),קמיניץ-פודולסק (אוקראינה),,
U768,קוטנע,Kutno,Q1141454,,,2,settlements,name_exact,name_exact,0.95,384,Kutno (Poland),קוטנו (פולין),,
U769,קונסט-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U770,קוראָוו,Kurów,Q926807,,,2,settlements,name_exact,name_exact,0.95,13831,"Kurów (Lublin, Poland)",קורוב (פולין),,
U771,קיעווער אוניווערזיטעט,,,,,2,venues,no_match,,0.0,,,,,
U772,קיעווער דראַמסטודיע,,,,,2,venues,no_match,,0.0,,,,,
U773,קלינטאָן-סטריט,,,,,2,addresses,no_match,,0.0,,,,,
U774,קעלער פון דעם הויז,,,,,2,venues,no_match,,0.0,,,,,
U775,קעלץ,,,,,2,settlements,no_match,,0.0,,,,,
U776,קעלצער קרייז,,,,,2,province,no_match,,0.0,,,,,
U777,קענאָן סטריט,,,,,2,addresses,no_match,,0.0,,,,,
U778,קעסלערס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U779,קעסלערס טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U780,קעפּיטאָל טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U781,קראַקע,,,,,2,settlements,name_exact,name_exact,0.95,489,Krakow (Poland),קרקוב (פולין),,
U782,קראָקעווער יידישן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U783,קרעמעניץ,,,,,2,settlements,name_exact,name_exact,0.95,658,Kremenets (Ukraine),קרמניץ (אוקראינה),,
U784,ראַטן-רוסלאַנד,,,,,2,countries;venues,no_match,,0.0,,,,,
U785,ראַקאָוו,,,,,2,settlements,fuzzy,fuzzy,1.0,,,,,20754|489|8052
U786,ראָטנפֿאַרבאַנד,,,,,2,countries,no_match,,0.0,,,,,
U787,ראָלאַנד-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U788,ראָלאַנד-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U789,ראָמען,,,,,2,settlements,fuzzy,fuzzy,1.0,,,,,76672|449|70269|5323|2215
U790,רומעניאַ-אָפּערע-הויז,,,,,2,venues,no_match,,0.0,,,,,
U791,רומעניע אָפּערע-הויז,,,,,2,venues,no_match,,0.0,,,,,
U792,רומעניע-אָפּערע-הויז,,,,,2,venues,no_match,,0.0,,,,,
U793,רומעניען-אָפּערע-הויז,,,,,2,venues,no_match,,0.0,,,,,
U794,רומפֿולער וואַלד,,,,,2,place;province,no_match,,0.0,,,,,
U795,רוסישן טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U796,רוסישער גימנאַזיע,,,,,2,venues,no_match,,0.0,,,,,
U797,ריגער,,,,,2,settlements;venues,fuzzy,fuzzy,1.0,,,,,12321|60
U798,ריווינגטאָן און קלינטאָן-סטריט,,,,,2,addresses,no_match,,0.0,,,,,
U799,שאַוול,Šiauliai,Q160413,,,2,settlements,name_exact,name_exact,0.95,298,Šiauliai (Lithuania),שול (ליטא),,
U800,שטאָט-שול,,,,,2,venues,no_match,,0.0,,,,,
U801,שיקאַגא,,,,,2,settlements,name_exact,name_exact,0.95,282,Chicago (Ill.),שיקגו (אילינוי),,
U802,שיקאַגער לאָנדייל-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U803,שיקאָגער,,,,,2,settlements;venues,fuzzy,fuzzy,0.8,,,,,282
U804,שיקאָנאָ,,,,,2,settlements,no_match,,0.0,,,,,
U805,שלום-עליכם-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U806,שעדלעץ,Siedlce,Q14660,,,2,settlements,name_exact,name_exact,0.95,294,Siedlce (Poland),שדלץ (פולין),,
U807,„אַפּאָלאָ“,,,,,2,venues,no_match,,0.0,,,,,
U808,„הזמיר“,,,,,2,venues,no_match,,0.0,,,,,
U809,"„טאַליאַ""-טעאַטער",,,,,2,venues,no_match,,0.0,,,,,
U810,"„ליבערטי""-טעאַטער",,,,,2,venues,no_match,,0.0,,,,,
U811,"„סקאָלאַ""-טעאַטער",,,,,2,venues,no_match,,0.0,,,,,
U812,"„פּיפּלס""-טעאַטער",,,,,2,venues,no_match,,0.0,,,,,
U813,פֿאַרייניקטע שטאָטן,,,,,2,countries,no_match,,0.0,,,,,
U814,פֿאָלקס-טעאַטער,,,,,2,venues,no_match,,0.0,,,,,
U815,פֿראָנט,,,,,2,place,fuzzy,fuzzy,0.667,,,,,19383
U816,"""49טע סטריט""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U817,"""אַנדערסאָן""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U818,"""אַרטש סטריט טעאַטער“",,,,,1,venues,no_match,,0.0,,,,,
U819,"""אַרטש סטריט""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U820,"""אָרפעאום""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U821,"""ארטש סטריט""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U822,"""בירגער טעאַטער“",,,,,1,venues,no_match,,0.0,,,,,
U823,"""בית דוד"" בית-עולם",,,,,1,place,no_match,,0.0,,,,,
U824,"""יידישן קונסטטעאַטער""",,,,,1,venues,no_match,,0.0,,,,,
U825,"""יידישע בינע""",,,,,1,venues,no_match,,0.0,,,,,
U826,"""עלדאָראַדאָ""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U827,"""צענטראַל"" טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U828,"""שייפערס אַרפעום""-טעאַטער",,,,,1,venues,no_match,,0.0,,,,,
U829,'אָלימפּיאַ'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U830,'באַגאַטעלאַ'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U831,'וויקט',,,,,1,venues,no_match,,0.0,,,,,
U832,'זשאַרדען ד'היווער',,,,,1,venues,no_match,,0.0,,,,,
U833,'נאַוואַשטשי'-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U834,'נאָוועמבער-גרופּע',,,,,1,venues,no_match,,0.0,,,,,
U835,'ניי-אַזאַזעל',,,,,1,venues,no_match,,0.0,,,,,
U836,'נייאַזאַזעל',,,,,1,venues,no_match,,0.0,,,,,
U837,'סקאַלאַ'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U838,'עלדאָראַדאָ'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U839,'עקאָל דע ב'יז אָרט',,,,,1,venues,no_match,,0.0,,,,,
U840,'פּאַוויליאָן'-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U841,'פּאַלאַס'-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U842,'פּאַנטעאָן'-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U843,'פאָלקס-טעאַטער',,,,,1,venues,no_match,,0.0,,,,,
U844,'צענטראַל'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U845,'קאָפע גערטנער',,,,,1,venues,no_match,,0.0,,,,,
U846,'קייזער ווילהעלם' טעאַטער-זאַל,,,,,1,venues,no_match,,0.0,,,,,
U847,'שטורעם-גרופּע',,,,,1,venues,no_match,,0.0,,,,,
U848,Arch Street,,,,,1,addresses,fuzzy,fuzzy,0.8,,,,,87981
U849,Boston,,,,,1,settlements,name_exact,name_exact,0.95,7080,Boston (England),בוסטון (אנגליה),,
U850,D. Appleton and Company,,,,,1,venues,no_match,,0.0,,,,,
U851,Irving Place,,,,,1,addresses,no_match,,0.0,,,,,
U852,Medicinisch Chyrurgisch Lehrnanstalt zu Lemberg,,,,,1,venues,no_match,,0.0,,,,,
U853,Michigan,,,,,1,venues,name_exact,name_exact,0.95,8828,Michigan,מישיגן,,
U854,New York,,,,,1,settlements,name_exact,name_exact,0.95,5131,"New York (State), Western","ניו יורק (מדינה), מערב",,
U855,Orchard Street,,,,,1,addresses,no_match,,0.0,,,,,
U856,Princess Street,,,,,1,addresses,no_match,,0.0,,,,,
U857,Second Avenue Theater,,,,,1,venues,fuzzy,fuzzy,0.579,,,,,83784
U858,WNBC,,,,,1,venues,no_match,,0.0,,,,,
U859,յքայՠեր բթնե,,,,,1,venues,no_match,,0.0,,,,,
U860,րաճօմ,,,,,1,settlements,no_match,,0.0,,,,,
U861,քւյՠհ,,,,,1,countries,no_match,,0.0,,,,,
U862,א'י,,,,,1,settlements,name_exact,name_exact,0.95,18352,Ay (France : Canton),אי (צרפת : קנטון),,
U863,א. גיטלין,,,,,1,venues,no_match,,0.0,,,,,
U864,אַברהם גאָלדפֿאַדן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U865,אַגעדס וואָרעוויל-הויז,,,,,1,venues,no_match,,0.0,,,,,
U866,אַגעדס מוזיקהאָל,,,,,1,venues,no_match,,0.0,,,,,
U867,אַגעדס רעסטאָראָצוע,,,,,1,venues,no_match,,0.0,,,,,
U868,אַדאָלף מעלצערס ווינטערטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U869,אַדלערס גרענד-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U870,אַדלערס גרענד-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U871,אַדלערס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U872,אַדלערס טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U873,אַדעאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U874,אַהייאָ,,,,,1,province,no_match,,0.0,,,,,
U875,אַוועזשאַנעדער,,,,,1,settlements,no_match,,0.0,,,,,
U876,אַזאַרקאָוו,,,,,1,settlements,no_match,,0.0,,,,,
U877,אַטוירני סטריט,,,,,1,addresses,no_match,,0.0,,,,,
U878,אַטוירני סטריט שול,,,,,1,venues,no_match,,0.0,,,,,
U879,אַטלאַנטיק סיטי,,,,,1,settlements,name_exact,name_exact,0.95,712,Atlantic City (N.J.),אטלנטיק סיטי (ניו ג'רזי),,
U880,אַלטן בית עולם,,,,,1,place,no_match,,0.0,,,,,
U881,אַלטן ביתהמדרש,,,,,1,venues,no_match,,0.0,,,,,
U882,אַלימפּאַ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U883,אַלימפּיאַ,,,,,1,venues,no_match,,0.0,,,,,
U884,אַלימפּיאַ-טעאָטער,,,,,1,venues,no_match,,0.0,,,,,
U885,אַלימפּיאָטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U886,אַלעסקאָ,,,,,1,settlements,fuzzy,fuzzy,1.0,,,,,11393|22529|88193|84946|85608
U887,אַלעקסאַנדער פּלאַץ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U888,אַלעקסעיעווס פּאַרק,,,,,1,venues,no_match,,0.0,,,,,
U889,אַמבו,,,,,1,venues,name_exact,name_exact,0.95,11944,Embu (Brazil),אמבו (ברזיל),,
U890,אַמסטערדאַם,Amsterdam,Q727,,,1,settlements,name_exact,wikidata,0.99,550,Amsterdam (Netherlands),אמסטרדם (הולנד),,
U891,אַמעריקאַ,,,,,1,countries,no_match,,0.0,,,,,
U892,אַמעריקאן סטאַר-האָל,,,,,1,venues,no_match,,0.0,,,,,
U893,אַמפּיאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U894,אַמפיאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U895,אַמפיאָןטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U896,אַמפיטעאַטער אין לעגיאָן,,,,,1,venues,no_match,,0.0,,,,,
U897,אַמפיטעאַטער פֿון יידישן לעגיאָן,,,,,1,venues,no_match,,0.0,,,,,
U898,אַן אומבאַוואוסטן פלאַץ,,,,,1,place,no_match,,0.0,,,,,
U899,אַן אומבאַקאַנטן פלאַץ,,,,,1,place,no_match,,0.0,,,,,
U900,אַנדיזשאַן,,,,,1,settlements,no_match,,0.0,,,,,
U901,אַנהאָלט,,,,,1,province,fuzzy,fuzzy,1.0,,,,,18490
U902,אַנסאַמבל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U903,אַסטאָר'-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U904,אַסטאָר-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U905,אַסטראַכאַן,,,,,1,settlements,no_match,,0.0,,,,,
U906,אַסי,,,,,1,settlements,no_match,,0.0,,,,,
U907,אַסיטניאָשקע,,,,,1,place,no_match,,0.0,,,,,
U908,אַסיניאָשקי,,,,,1,place,no_match,,0.0,,,,,
U909,אַסכאַבאַד,,,,,1,settlements,no_match,,0.0,,,,,
U910,אַקאַדעמיע זשולען,,,,,1,venues,no_match,,0.0,,,,,
U911,אַרבּעטער-פֿריינט-קלאָבּ,,,,,1,venues,no_match,,0.0,,,,,
U912,אַרבייטער רינג,,,,,1,venues,no_match,,0.0,,,,,
U913,אַרבייטער-היים,,,,,1,venues,no_match,,0.0,,,,,
U914,אַרבעטס-שול,,,,,1,venues,no_match,,0.0,,,,,
U915,אַרבעטסלאַגער ה. ק. פּ.,,,,,1,place,no_match,,0.0,,,,,
U916,אַרבעטער רינג יוגנט צענטער,,,,,1,venues,no_match,,0.0,,,,,
U917,אַרבעטער רינג-סענטער,,,,,1,venues,no_match,,0.0,,,,,
U918,אַרבעטער-קוואַרטאָל „פאָדול ראָשן“,,,,,1,venues,no_match,,0.0,,,,,
U919,"אַרבעטער-קלוב „ספּאַרטאַק""",,,,,1,venues,no_match,,0.0,,,,,
U920,אַרבעטער-רינג,,,,,1,venues,no_match,,0.0,,,,,
U921,אַרבעטער-רינג-שול,,,,,1,venues,no_match,,0.0,,,,,
U922,אַרגענטיינע,,,,,1,countries,no_match,,0.0,,,,,
U923,אַרט טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U924,אַרט-אינסטיטוט פון שיקאַגע,,,,,1,venues,no_match,,0.0,,,,,
U925,אַרטיסטן-פֿאַריין,,,,,1,venues,no_match,,0.0,,,,,
U926,אַרטיסטן-קאָפע-הויז „אבאַציא“,,,,,1,venues,no_match,,0.0,,,,,
U927,אַרטיקער כאַר-שול,,,,,1,venues,no_match,,0.0,,,,,
U928,אַרטש סטריט טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U929,אַרטש סטריט טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U930,אַרטש סטריט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U931,אַרטש סטריט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U932,אַרטש-סטריט טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U933,אַרטש-סטריט-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U934,אַרטשאַרד סטריט,,,,,1,addresses,no_match,,0.0,,,,,
U935,אַריאַנ בורגער שטראַסע,,,,,1,addresses,no_match,,0.0,,,,,
U936,אַריענטאַל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U937,אַריענטאַל-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U938,אַרכעאָלאָגישן אינסטיטוט,,,,,1,venues,no_match,,0.0,,,,,
U939,אַרלאָזאראָוו-צווייג,,,,,1,venues,no_match,,0.0,,,,,
U940,אַרלער בית-המדרש,,,,,1,venues,no_match,,0.0,,,,,
U941,אַרץ-ישראל,Land of Israel,Q23793,,,1,countries,name_exact,name_exact,0.95,697,Israel,ישראל,,
U942,אַרץישראל,,,,,1,countries,no_match,,0.0,,,,,
U943,אַרקאַדיא,,,,,1,venues,no_match,,0.0,,,,,
U944,אַרקאַדיאַ,,,,,1,venues,no_match,,0.0,,,,,
U945,אַשכאַבאַד,,,,,1,settlements,no_match,,0.0,,,,,
U946,אַשכאַבאַדער בית עולם,,,,,1,place,no_match,,0.0,,,,,
U947,אַשכנזי,,,,,1,venues,no_match,,0.0,,,,,
U948,אָבאָזשנאַ 1-3,,,,,1,addresses,no_match,,0.0,,,,,
U949,אָבאָזשנע,,,,,1,addresses,no_match,,0.0,,,,,
U950,אָגעדס ביסמאָרק גאָרדן,,,,,1,venues,no_match,,0.0,,,,,
U951,אָגעדס יוניאָן-וואָדעווייל-הויז,,,,,1,venues,no_match,,0.0,,,,,
U952,אָגערס קלינטאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U953,אָדלערן אין טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U954,אָדלערס גרענד-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U955,אָדעאָן טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U956,אָדעאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U957,אָדעססא,,,,,1,settlements,name_exact,name_exact,0.95,740,Odesa (Ukraine),אודסה (אוקראינה),,
U958,אָדעססאַ,,,,,1,settlements,name_exact,name_exact,0.95,740,Odesa (Ukraine),אודסה (אוקראינה),,
U959,אָדעסער,,,,,1,settlements,fuzzy,fuzzy,0.75,,,,,740
U960,אָדעסער אוניווערזיטעט,,,,,1,venues,no_match,,0.0,,,,,
U961,אָדעסער גימנאַזיע,,,,,1,venues,no_match,,0.0,,,,,
U962,אָדעסער דראַמסטודיע,,,,,1,venues,no_match,,0.0,,,,,
U963,אָדעסער טעאַטער „וואָדעוויל“,,,,,1,venues,no_match,,0.0,,,,,
U964,אָדעסער טרופּע,,,,,1,venues,no_match,,0.0,,,,,
U965,אָדעסער ישיבה,,,,,1,venues,no_match,,0.0,,,,,
U966,אָדעסער מוזיי אויפֿן נאָמען פֿון מענדעלע מוכר ספרים,,,,,1,venues,no_match,,0.0,,,,,
U967,אָדעסער מוזיק-דראַמשול,,,,,1,venues,no_match,,0.0,,,,,
U968,אָדעסער מוזיק-שול,,,,,1,venues,no_match,,0.0,,,,,
U969,אָדעסער קאַטאַקאָמבעס,,,,,1,place,no_match,,0.0,,,,,
U970,אָדעסער קאָלעקטיוו,,,,,1,venues,no_match,,0.0,,,,,
U971,אָדעסער קינסטלערישער שול,,,,,1,venues,no_match,,0.0,,,,,
U972,אָדעסער רוסישער אָפּערע,,,,,1,venues,no_match,,0.0,,,,,
U973,אָדעסער רעגירונגס מוזיק-שול,,,,,1,venues,no_match,,0.0,,,,,
U974,אָדעסער תלמוד תורה,,,,,1,venues,no_match,,0.0,,,,,
U975,אָדעסער תלמוד-תורה,,,,,1,venues,no_match,,0.0,,,,,
U976,אָהאיאָ,,,,,1,settlements,no_match,,0.0,,,,,
U977,אָוגאַרטענשטראַסע,,,,,1,addresses,no_match,,0.0,,,,,
U978,אָזאָרקאָוו,,,,,1,settlements,no_match,,0.0,,,,,
U979,אָטאַקיי,,,,,1,settlements,no_match,,0.0,,,,,
U980,אָטוואָצק,,,,,1,settlements,name_exact,name_exact,0.95,741,Otwock (Poland),אוטבוצק (פולין),,
U981,אָטעליע-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U982,אָטען,,,,,1,settlements,no_match,,0.0,,,,,
U983,אָלימפּיא,,,,,1,venues,no_match,,0.0,,,,,
U984,אָלימפּיאַ טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U985,אָלעקסאָנדדיער קרייז,,,,,1,province,no_match,,0.0,,,,,
U986,אָלעקסאָנדראָוו,,,,,1,settlements,fuzzy,fuzzy,0.571,,,,,24321
U987,אָלקאַזאַר דע טעי,,,,,1,venues,no_match,,0.0,,,,,
U988,אָמעריקען-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U989,אָמפיאָן — [ניט-יוניע]-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U990,אָמפיאָן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U991,אָמפיטעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U992,אָנטאַריע,,,,,1,province,no_match,,0.0,,,,,
U993,אָפּאָלאָ-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U994,אָפּערע,,,,,1,venues,no_match,,0.0,,,,,
U995,אָפּערע פֿון טריער,,,,,1,venues,no_match,,0.0,,,,,
U996,אָפּערע-הויז,,,,,1,venues,no_match,,0.0,,,,,
U997,אָפּערעטן-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U998,אָקאַדעמי און מוזיק-טעאַטער,,,,,1,venues,no_match,,0.0,,,,,
U999,אָקאָדעמי אָף מיוזיק,,,,,1,venues,no_match,,0.0,,,,,
U1000,אָקאָדעמיע אָת מיוזיק,,,,,1,venues,no_match,,0.0,,,,,
