unlinked_id,label_yi,label_en,qid,lat,lon,occurrences,fields
U556,וועלדל רומבולע,,,,,2,place;province
U557,ווענסרוסלאַנד,,,,,2,country
U558,זוואָניץ,,,,,2,settlements
U559,זומער-טעאַטער,,,,,2,venues
U560,זשאַרדען ד'היווער,,,,,2,venues
U561,זשאָלקיעוו,Zhovkva,Q205620,,,2,settlements
U562,זשיגניצאָ,,,,,2,venues
U563,זשענעווע,Geneva,Q71,,,2,settlements
U564,טאַבאָר-שטראַסע,,,,,2,addresses
U565,טאַליאַ,,,,,2,venues
U566,טאַליאַ טעאַטער,,,,,2,venues
U567,טאַליאַ-טעאַטער,,,,,2,venues
U568,טאָליאַ טעאַטער,,,,,2,venues
U569,טאָמסק,Tomsk,Q5687,,,2,settlements
U570,טאָרנאָפּאָל,,,,,2,settlements
U571,טאליאַ-טעאַטער,,,,,2,venues
U572,טויטן לאַגער,,,,,2,place
U573,טורן האָל,,,,,2,venues
U574,טעאַטער 'רוסאָלקאַ',,,,,2,venues
U575,טעאַטער מאַרקאָני,,,,,2,venues
U576,טעאַטער נאָוואָשטשי,,,,,2,venues
U577,טעאַטער נועוואָ,,,,,2,place;venues
U578,טעאַטער ״עקסעלסיאָר“,,,,,2,venues
U579,טראַנסילוואַניע,,,,,2,province
U580,טרעבלינקאַ,,,,,2,place
U581,טשעכאָסלאָוואַקיע,,,,,2,countries;venues
U582,טשערניג. גוב.,,,,,2,province
U583,יאָגעלאַנסקאַ 11,,,,,2,addresses
U584,יאָהאָניסבורג,,,,,2,settlements
U585,יאָהאָנעסבורג,,,,,2,settlements
U586,יוגאָסלאַוויע,,,,,2,countries;venues
U587,יוניאָן-טעאַטער,,,,,2,venues
U588,יידישן בית עולם,,,,,2,place
U589,יידישן מעוטים-טעאַטער,,,,,2,venues
U590,יידישן צענטער,,,,,2,venues
U591,יידישן קולטור-קלוב,,,,,2,venues
U592,יידישן קונסט-טעאַטער,,,,,2,venues
U593,יידישן קונסטטעאַטער,,,,,2,venues
U594,יידישן שפּיטאָל,,,,,2,place;venues
U595,יידישן פֿאָלקס-טעאַטער,,,,,2,venues
U596,יעקאַטערינאָסלאַווער גוב.,,,,,2,province
U597,ישראָל,,,,,2,countries;venues
U598,יפֿו,,,,,2,settlements
U599,כאַר-שול,,,,,2,venues
U600,כאַרבין,,,,,2,settlements
U601,כארבין,,,,,2,settlements
U602,כינע,,,,,2,countries
U603,כמיעלנאַ גאַס,,,,,2,addresses;venues
U604,כערסאַנער גוב.,,,,,2,province
U605,כערסאָנער גוב,,,,,2,province
U606,לאַגער אולינורמען,,,,,2,place;venues
U607,לאַנג איילאַנד,,,,,2,province
U608,לאַנדאָן,,,,,2,province;settlements
U609,לאָדז,Łódź,Q580,,,2,settlements
U610,לאָדזשער סקאַלאַ-טעאַטער,,,,,2,venues
U611,לאָמזשער גובערניע,,,,,2,province
U612,לאָנג איילאַנד,,,,,2,province
U613,לאָנדייל-טעאַטער,,,,,2,venues
U614,לאָנדייל-טעאַטער,,,,,2,venues
U615,לאדזשער צירק,,,,,2,venues
U616,לוב. גוב.,,,,,2,province
U617,לודוויסאָרסקאַ 5,,,,,2,addresses;venues
U618,ליבערטי טעאַטער,,,,,2,venues
U619,לידז,Łódź,Q580,,,2,settlements
U620,לייפּציק,Leipzig,Q2079,,,2,settlements
U621,ליסאַבאָן,Lisbon,Q597,,,2,settlements
U622,ליפּצין-טעאַטער,,,,,2,venues
U623,ליפּצין-טעאַטער,,,,,2,venues
U624,ליריק טעאַטער,,,,,2,venues
U625,לעמבערגער טעאַטער,,,,,2,venues
U626,לעמבערגער טעמפּל,,,,,2,venues
U627,לעמבערגער יידישן טעאַטער,,,,,2,venues
U628,לעמבערגער קאָנסערוואַטאָריע,,,,,2,venues
U629,לענאָקס-טעאַטער,,,,,2,venues
U630,לענינגראַד,,,,,2,settlements
U631,מאַקאַראָוו,Makariv,Q1953005,,,2,settlements
U632,מאַריאַנסקא 2,,,,,2,addresses
U633,מאָלדאָוויע,,,,,2,province;settlements
U634,מאונט מאָריס טעאַטער,,,,,2,venues
U635,מונקאָטש,Mukachevo,Q183959,,,2,settlements
U636,מוראַנאָווער טעאָטער,,,,,2,venues
U637,מוראַנאָווער יידישן טעאַטער,,,,,2,venues
U638,מוראַנאָווער פּלאַץ,,,,,2,addresses;venues
U639,מילאַן,Milan,Q490,,,2,settlements
U640,מילוואַקי,,,,,2,settlements
U641,מילע 18,,,,,2,addresses;venues
U642,מימי ביעטש,,,,,2,settlements
U643,מיניאַטור-טעאַטער,,,,,2,venues
U644,מינסק. גוב.,,,,,2,province
U645,מינסקער,,,,,2,settlements
U646,מעדיסאָן סקווער גאַרדן,,,,,2,venues
U647,מעהרען,,,,,2,place;province
U648,מעטראָפּאָליטאָן אָפּערע-הויז,,,,,2,venues
U649,מעקינלי סקווער טעאַטער,,,,,2,venues
U650,מעקינלי סקווער טעאַטער,,,,,2,venues
U651,מעקינלי סקווער-טעאַטער,,,,,2,venues
U652,מעקסיקאָ סיטי,,,,,2,settlements
U653,מערי ריטשמאַנס הויז,,,,,2,venues
U654,משוגעים-הויז,,,,,2,place
U655,נאַציאָנאַל-טעאַטער,,,,,2,venues
U656,נאָוואָסעליץ,,,,,2,settlements
U657,נאָוואָשטשי,,,,,2,venues
U658,נאָווי,,,,,2,venues
U659,נאָזשיקס שול,,,,,2,venues
U660,נואָרק,,,,,2,settlements
U661,ניו יאַרק,,,,,2,settlements
U662,ניו יאָרקער אוניווערזיטעט,,,,,2,venues
U663,ניו יארק,,,,,2,settlements
U664,ניו-יאָָרק,,,,,2,settlements
U665,ניי-אַזאַזעל,,,,,2,venues
U666,נייעם יידישן טעאַטער,,,,,2,venues
U667,ניקאָ'אַיעוו,Mykolaiv,Q131136,,,2,settlements
U668,נעזשניווקע,,,,,2,place;settlements
U669,נעסוויזש,,,,,2,settlements
U670,נעשאַנאַל-טעאַטער,,,,,2,venues
U671,נעשאָנאַל-טעאַטער,,,,,2,venues
U672,נעשאָנאַל-טעאַטער,,,,,2,venues
U673,סאַמאַרקאַנד,,,,,2,settlements
U674,סאַנטיאגאָ,,,,,2,settlements
U675,סאָוויעט-רוסלאַנד,,,,,2,countries
U676,סאָוועט-רוסלאַנד,,,,,2,countries
U677,סאָכאַטשאָוו,Sochaczew,Q461617,,,2,settlements
U678,סאָן פראַנציסקאָ,,,,,2,settlements
U679,סאָן פֿראַנציסקאָ,,,,,2,settlements
U680,סובאָלק,Suwałki,Q199689,,,2,settlements
U681,סווואָלקער גוב.,,,,,2,province
U682,סטאַניסלאַוואָוו,,,,,2,settlements
U683,סטעטען איילאַנד,,,,,2,province
U684,סטרי,,,,,2,settlements
U685,סימפעראָפּאָל,,,,,2,settlements
U686,סינאָגאָגע,,,,,2,venues
U687,סינגער-האָל,,,,,2,venues
U688,סמבטיון,,,,,2,venues
U689,סעקאַנד-עוועניו-טעאַטער,,,,,2,venues
U690,סעקאָנד עוועניו טעאַטער,,,,,2,venues
U691,סקאַלאַ טעאַטער,,,,,2,venues
U692,סקאַלאָ טעאַטער,,,,,2,venues
U693,סקאָלאַ-טעאַטער,,,,,2,venues
U694,סקאלא-טעאַטער,,,,,2,venues
U695,עלדאָראַדאָ-טעאַטער,,,,,2,venues
U696,עליזעאום,,,,,2,venues
U697,עליזעאום טעאַטער,,,,,2,venues
U698,עליזעאום טעאַטער,,,,,2,venues
U699,עליזעום,,,,,2,venues
U700,עליזעום-טעאַטער,,,,,2,venues
U701,עסטרייך-אונגאָרן,,,,,2,countries;place
U702,פ. ס. ס. ר.,,,,,2,countries
U703,פּאַוויליאָן טעאַטער,,,,,2,venues
U704,פּאָבליק טעאַטער,,,,,2,venues
U705,פּאָבליק טעאַטער,,,,,2,venues
U706,פּאָבליק-טעאַטער,,,,,2,venues
U707,פּאָבליק-טעאַטער,,,,,2,venues
U708,פּאָד. גוב,,,,,2,province
U709,פּאָוויליאָן טעאַטער,,,,,2,venues
U710,פּאָוויליאָן-טעאַטער,,,,,2,venues
U711,פּאָלטאווע,Poltava,Q125286,,,2,settlements
U712,פּאָמול ווערדי,,,,,2,venues
U713,פּאָניאַטאָוו,Poniatowa,Q1132344,,,2,settlements
U714,פּאָרין,,,,,2,settlements
U715,פּויליש-רוסלאַנד,,,,,2,country;province
U716,פּוילישן טעאַטער,,,,,2,venues
U717,פּולס טעאַטער,,,,,2,venues
U718,פּולס-טעאַטער,,,,,2,venues
U719,פּיאַטריקאָוו,Piotrków Trybunalski,Q204130,,,2,settlements
U720,פּיעדראַס 564,,,,,2,addresses;venues
U721,פּיעטראָקאָוו,,,,,2,settlements
U722,פּיפּלס מיוזיק-האָל,,,,,2,venues
U723,פּיפּלס-טעאַטער,,,,,2,venues
U724,פּיפלס-טעאַטער,,,,,2,venues
U725,פּעטערסבורג,Saint Petersburg,Q656,,,2,settlements
U726,פּעטראָגראַד,,,,,2,settlements
U727,פּראַטערשטראַסע,,,,,2,addresses;venues
U728,פּראָספּעקט-טעאַטער,,,,,2,venues
U729,פּראָספּעקט-טעאַטער,,,,,2,venues
U730,פּרינצעס סטריט,,,,,2,addresses
U731,פּרינצעס קלוב,,,,,2,venues
U732,פאַוויליאָן טעאַטער,,,,,2,venues
U733,פאַרווערטס,,,,,2,venues
U734,פאַרלאַג,,,,,2,venues
U735,פאַרקוועי טעאַטער,,,,,2,venues
U736,פאָלקס טעאַטער,,,,,2,venues
U737,פאָלקס-הויז,,,,,2,venues
U738,פאָלקס-טעאַטער,,,,,2,venues
U739,פולס טעאַטער,,,,,2,venues
U740,פיטסבורג,,,,,2,settlements
U741,פילאָדעלפיע,,,,,2,settlements
U742,פלאָרידאַ,,,,,2,venues
U743,פראָנטשישקאנער 36,,,,,2,addresses
U744,צווייטער עוועניו,,,,,2,addresses;venues
U745,צענטראַל-טעאַטער,,,,,2,venues
U746,צענטראָל,,,,,2,venues
U747,צענטראָל-טעאַטער,,,,,2,venues
U748,קאַווקאַז,,,,,2,settlements;venues
U749,קאַליפֿאָרניע,,,,,2,place;venues
U750,קאַמינסקי טעאַטער,,,,,2,venues
U751,קאַמינסקי-טעאַטער,,,,,2,venues
U752,קאַמינסקיס טעאַטער,,,,,2,venues
U753,קאַראָוואַ גאַס,,,,,2,addresses;venues
U754,קאַרל-טעאַטער,,,,,2,venues
U755,קאַרנעני האָל,,,,,2,venues
U756,קאָוונער גובערניע,,,,,2,province;venues
U757,קאָוונער ליטע,,,,,2,province;venues
U758,קאָלאָמעאַ,Kolomyia,Q210077,,,2,settlements
U759,קאָלאָסעום,,,,,2,venues
U760,קאָלאָראָדאָ,,,,,2,province
U761,קאָלומביאַ-טעאַטער,,,,,2,venues
U762,קאָליסעום-טעאַטער,,,,,2,venues
U763,קאָליפֿאַרניע,California,Q99,,,2,province;settlements
U764,קאָנסטאַנטינער גאַס,,,,,2,addresses
U765,קאָנסערוואַטאָריום,,,,,2,venues
U766,קאָנצענטראַציע-לאַגער,,,,,2,place
U767,קאמענעץ-פּאַדאָלסק,,,,,2,settlements
U768,קוטנע,Kutno,Q1141454,,,2,settlements
U769,קונסט-טעאַטער,,,,,2,venues
U770,קוראָוו,Kurów,Q926807,,,2,settlements
U771,קיעווער אוניווערזיטעט,,,,,2,venues
U772,קיעווער דראַמסטודיע,,,,,2,venues
U773,קלינטאָן-סטריט,,,,,2,addresses
U774,קעלער פון דעם הויז,,,,,2,venues
U775,קעלץ,,,,,2,settlements
U776,קעלצער קרייז,,,,,2,province
U777,קענאָן סטריט,,,,,2,addresses
U778,קעסלערס טעאַטער,,,,,2,venues
U779,קעסלערס טעאַטער,,,,,2,venues
U780,קעפּיטאָל טעאַטער,,,,,2,venues
U781,קראַקע,,,,,2,settlements
U782,קראָקעווער יידישן טעאַטער,,,,,2,venues
U783,קרעמעניץ,,,,,2,settlements
U784,ראַטן-רוסלאַנד,,,,,2,countries;venues
U785,ראַקאָוו,,,,,2,settlements
U786,ראָטנפֿאַרבאַנד,,,,,2,countries
U787,ראָלאַנד-טעאַטער,,,,,2,venues
U788,ראָלאַנד-טעאַטער,,,,,2,venues
U789,ראָמען,,,,,2,settlements
U790,רומעניאַ-אָפּערע-הויז,,,,,2,venues
U791,רומעניע אָפּערע-הויז,,,,,2,venues
U792,רומעניע-אָפּערע-הויז,,,,,2,venues
U793,רומעניען-אָפּערע-הויז,,,,,2,venues
U794,רומפֿולער וואַלד,,,,,2,place;province
U795,רוסישן טעאַטער,,,,,2,venues
U796,רוסישער גימנאַזיע,,,,,2,venues
U797,ריגער,,,,,2,settlements;venues
U798,ריווינגטאָן און קלינטאָן-סטריט,,,,,2,addresses
U799,שאַוול,Šiauliai,Q160413,,,2,settlements
U800,שטאָט-שול,,,,,2,venues
U801,שיקאַגא,,,,,2,settlements
U802,שיקאַגער לאָנדייל-טעאַטער,,,,,2,venues
U803,שיקאָגער,,,,,2,settlements;venues
U804,שיקאָנאָ,,,,,2,settlements
U805,שלום-עליכם-טעאַטער,,,,,2,venues
U806,שעדלעץ,Siedlce,Q14660,,,2,settlements
U807,„אַפּאָלאָ“,,,,,2,venues
U808,„הזמיר“,,,,,2,venues
U809,"„טאַליאַ""-טעאַטער",,,,,2,venues
U810,"„ליבערטי""-טעאַטער",,,,,2,venues
U811,"„סקאָלאַ""-טעאַטער",,,,,2,venues
U812,"„פּיפּלס""-טעאַטער",,,,,2,venues
U813,פֿאַרייניקטע שטאָטן,,,,,2,countries
U814,פֿאָלקס-טעאַטער,,,,,2,venues
U815,פֿראָנט,,,,,2,place
U816,"""49טע סטריט""-טעאַטער",,,,,1,venues
U817,"""אַנדערסאָן""-טעאַטער",,,,,1,venues
U818,"""אַרטש סטריט טעאַטער“",,,,,1,venues
U819,"""אַרטש סטריט""-טעאַטער",,,,,1,venues
U820,"""אָרפעאום""-טעאַטער",,,,,1,venues
U821,"""ארטש סטריט""-טעאַטער",,,,,1,venues
U822,"""בירגער טעאַטער“",,,,,1,venues
U823,"""בית דוד"" בית-עולם",,,,,1,place
U824,"""יידישן קונסטטעאַטער""",,,,,1,venues
U825,"""יידישע בינע""",,,,,1,venues
U826,"""עלדאָראַדאָ""-טעאַטער",,,,,1,venues
U827,"""צענטראַל"" טעאַטער",,,,,1,venues
U828,"""שייפערס אַרפעום""-טעאַטער",,,,,1,venues
U829,'אָלימפּיאַ'-טעאַטער,,,,,1,venues
U830,'באַגאַטעלאַ'-טעאַטער,,,,,1,venues
U831,'וויקט',,,,,1,venues
U832,'זשאַרדען ד'היווער',,,,,1,venues
U833,'נאַוואַשטשי'-טעאָטער,,,,,1,venues
U834,'נאָוועמבער-גרופּע',,,,,1,venues
U835,'ניי-אַזאַזעל',,,,,1,venues
U836,'נייאַזאַזעל',,,,,1,venues
U837,'סקאַלאַ'-טעאַטער,,,,,1,venues
U838,'עלדאָראַדאָ'-טעאַטער,,,,,1,venues
U839,'עקאָל דע ב'יז אָרט',,,,,1,venues
U840,'פּאַוויליאָן'-טעאָטער,,,,,1,venues
U841,'פּאַלאַס'-טעאָטער,,,,,1,venues
U842,'פּאַנטעאָן'-טעאָטער,,,,,1,venues
U843,'פאָלקס-טעאַטער',,,,,1,venues
U844,'צענטראַל'-טעאַטער,,,,,1,venues
U845,'קאָפע גערטנער',,,,,1,venues
U846,'קייזער ווילהעלם' טעאַטער-זאַל,,,,,1,venues
U847,'שטורעם-גרופּע',,,,,1,venues
U848,Arch Street,,,,,1,addresses
U849,Boston,,,,,1,settlements
U850,D. Appleton and Company,,,,,1,venues
U851,Irving Place,,,,,1,addresses
U852,Medicinisch Chyrurgisch Lehrnanstalt zu Lemberg,,,,,1,venues
U853,Michigan,,,,,1,venues
U854,New York,,,,,1,settlements
U855,Orchard Street,,,,,1,addresses
U856,Princess Street,,,,,1,addresses
U857,Second Avenue Theater,,,,,1,venues
U858,WNBC,,,,,1,venues
U859,յքայՠեր բթնե,,,,,1,venues
U860,րաճօմ,,,,,1,settlements
U861,քւյՠհ,,,,,1,countries
U862,א'י,,,,,1,settlements
U863,א. גיטלין,,,,,1,venues
U864,אַברהם גאָלדפֿאַדן טעאַטער,,,,,1,venues
U865,אַגעדס וואָרעוויל-הויז,,,,,1,venues
U866,אַגעדס מוזיקהאָל,,,,,1,venues
U867,אַגעדס רעסטאָראָצוע,,,,,1,venues
U868,אַדאָלף מעלצערס ווינטערטעאַטער,,,,,1,venues
U869,אַדלערס גרענד-טעאַטער,,,,,1,venues
U870,אַדלערס גרענד-טעאַטער,,,,,1,venues
U871,אַדלערס טעאַטער,,,,,1,venues
U872,אַדלערס טעאַטער,,,,,1,venues
U873,אַדעאָן-טעאַטער,,,,,1,venues
U874,אַהייאָ,,,,,1,province
U875,אַוועזשאַנעדער,,,,,1,settlements
U876,אַזאַרקאָוו,,,,,1,settlements
U877,אַטוירני סטריט,,,,,1,addresses
U878,אַטוירני סטריט שול,,,,,1,venues
U879,אַטלאַנטיק סיטי,,,,,1,settlements
U880,אַלטן בית עולם,,,,,1,place
U881,אַלטן ביתהמדרש,,,,,1,venues
U882,אַלימפּאַ-טעאַטער,,,,,1,venues
U883,אַלימפּיאַ,,,,,1,venues
U884,אַלימפּיאַ-טעאָטער,,,,,1,venues
U885,אַלימפּיאָטעאַטער,,,,,1,venues
U886,אַלעסקאָ,,,,,1,settlements
U887,אַלעקסאַנדער פּלאַץ-טעאַטער,,,,,1,venues
U888,אַלעקסעיעווס פּאַרק,,,,,1,venues
U889,אַמבו,,,,,1,venues
U890,אַמסטערדאַם,Amsterdam,Q727,,,1,settlements
U891,אַמעריקאַ,,,,,1,countries
U892,אַמעריקאן סטאַר-האָל,,,,,1,venues
U893,אַמפּיאָן-טעאַטער,,,,,1,venues
U894,אַמפיאָן-טעאַטער,,,,,1,venues
U895,אַמפיאָןטעאַטער,,,,,1,venues
U896,אַמפיטעאַטער אין לעגיאָן,,,,,1,venues
U897,אַמפיטעאַטער פֿון יידישן לעגיאָן,,,,,1,venues
U898,אַן אומבאַוואוסטן פלאַץ,,,,,1,place
U899,אַן אומבאַקאַנטן פלאַץ,,,,,1,place
U900,אַנדיזשאַן,,,,,1,settlements
U901,אַנהאָלט,,,,,1,province
